yrke4,alder_gr,age_label,eloundou_beta,mean_wage,ln_wage,n_obs,z_lnwage,exp_x_zwage
5322,1,21–30,0.218792,46048.70266072237,10.73745486888101,74130.0,0.24005729846753238,0.05252261644630834
5329,1,21–30,0.216049,40318.32284961491,10.60456130588842,64331.0,-0.34884045243114764,-0.07536663090729702
5411,1,21–30,0.277723,43510.37101121143,10.6807546027115,3741.0,-0.011201366517184987,-0.003110877113252166
5414,1,21–30,0.317232,43695.79888283864,10.685007241058228,91525.0,0.007643557957547045,0.0024247811779885644
5419,1,21–30,0.309155,31127.94070725013,10.345861109858223,12207.0,-1.4952312946100665,-0.46225823088517515
6111,1,21–30,0.140351,34456.022416552325,10.447439077318606,1003.0,-1.0451038751080797,-0.1466813739752941
6112,1,21–30,0.140351,25964.624952834925,10.164490311838836,96.0,-2.298948590069082,-0.3226597335647857
6113,1,21–30,0.138507,34744.7515655192,10.455783805500364,32205.0,-1.008125472637435,-0.1396324348385932
6121,1,21–30,0.223684,37407.76552811158,10.52963359629106,25824.0,-0.6808712797206241,-0.1523000113330281
6122,1,21–30,0.223684,36623.01306910633,10.508432094174882,1138.0,-0.7748225338726921,-0.17331540366677925
6123,1,21–30,0.223684,81967.5,11.314078106218938,20.0,2.7952760760930477,0.6252585338047972
6129,1,21–30,0.223684,29660.080127356057,10.297557317217471,41.0,-1.7092822554350195,-0.3823390920247269
6130,1,21–30,0.149123,37592.06105019782,10.534548164802343,32729.0,-0.6590931117058659,-0.09828594209691385
6210,1,21–30,0.150691,40192.09440779058,10.60142559874506,4578.0,-0.36273586499003324,-0.0546610302312131
6221,1,21–30,0.223684,53511.053075841126,10.887643511093785,50027.0,0.9055955805178262,0.20256724183254943
6222,1,21–30,0.162281,43570.13023300213,10.68212710815917,1919.0,-0.005119315942065809,-0.0008307677103943816
7112,1,21–30,0.019231,41720.02979668865,10.638736623320796,16591.0,-0.19739769539334878,-0.003796155080109491
7113,1,21–30,0.020833,43296.22184866815,10.675820654956558,1806.0,-0.03306541072299201,-0.0006888517015920926
7114,1,21–30,0.013889,48731.37663631645,10.79407838572205,48937.0,0.49097586039609104,0.006819163725041309
7115,1,21–30,0.144444,40549.06017823819,10.61026788241278,254889.0,-0.3235526205388416,-0.046735234721112434
7119,1,21–30,0.10377,43594.72325979022,10.68269139586127,24610.0,-0.002618760225574308,-0.00027174874860784595
7121,1,21–30,0.04,42944.310407161975,10.66765944848989,6683.0,-0.0692305644340799,-0.0027692225773631963
7122,1,21–30,0.055357,45595.91324317128,10.72757336962592,7171.0,0.19626892711388497,0.010864858998243332
7123,1,21–30,0.03953,43363.0610272266,10.677363229268142,167.0,-0.026229725666249062,-0.0010368610555868255
7124,1,21–30,0.047727,43200.69567209504,10.67361187762326,7626.0,-0.04285327384084333,-0.0020452582006019295
7125,1,21–30,0.083333,40124.239714558695,10.599735912329033,6040.0,-0.37022345511640997,-0.030851831185215794
7126,1,21–30,0.055515,45800.58961679344,10.732052243748525,104517.0,0.21611638125661917,0.011997700905461213
7127,1,21–30,0.25776,52920.050243822654,10.876537567658197,7799.0,0.8563812697299479,0.22074083608559136
7131,1,21–30,0.042085,38254.07350312237,10.552005330397956,29675.0,-0.5817343192646162,-0.02448228882625137
7132,1,21–30,0.043478,42162.06395408823,10.64927613728472,15042.0,-0.15069343125027726,-0.006551849003899555
7211,1,21–30,0.040698,44647.1276515347,10.70654525392259,680.0,0.10308600866042086,0.004195394380461808
7212,1,21–30,0.078209,46533.98848060404,10.747938259639264,22476.0,0.28651286110206425,0.022407884353931342
7213,1,21–30,0.075509,40954.379197167706,10.620214023665303,25861.0,-0.27947779793770156,-0.02110308904447791
7214,1,21–30,0.040909,45124.65903624478,10.71718413962314,19158.0,0.15023062364430181,0.006145784582664743
7215,1,21–30,0.0,53762.80609356117,10.892337170515658,6052.0,0.9263948232710637,0.0
7221,1,21–30,0.041667,43418.43804624117,10.678639469644772,1638.0,-0.02057425921265463,-0.0008572676586136806
7222,1,21–30,0.252495,47362.158641500064,10.765578847942743,12746.0,0.36468446356732176,0.09208100362843091
7223,1,21–30,0.121247,45652.12449805031,10.72880542378031,11712.0,0.20172858899792753,0.024458986230231718
7224,1,21–30,0.034524,46383.40536673941,10.744697031286648,171.0,0.27214984724328894,0.009395701326227307
7231,1,21–30,0.085073,42005.39771611199,10.645553406058182,131144.0,-0.16719015236407653,-0.014223367832069081
7232,1,21–30,0.272292,61033.03895843981,11.019170618800551,5743.0,1.4884380912197386,0.405289784734405
7233,1,21–30,0.133854,50592.19095732481,10.831552514459002,107473.0,0.6570368014464033,0.08794700402080687
7234,1,21–30,0.256852,29382.147832543327,10.288142552315962,1712.0,-1.7510023640007564,-0.4497484591983223
7311,1,21–30,0.288322,49387.09333951135,10.807444400608526,2171.0,0.5502053364359706,0.1586363030118919
7312,1,21–30,0.214932,37507.17032000928,10.53228740221406,156.0,-0.6691113396288425,-0.14381343844910638
7313,1,21–30,0.205357,34894.9154546933,10.46009640859958,854.0,-0.989014823419697,-0.20310111709299875
7314,1,21–30,0.164801,38809.45409549288,10.56641915818551,35.0,-0.5178616186251915,-0.0853441126110502
7315,1,21–30,0.035565,33099.023121151,10.407259047973476,248.0,-1.2231556059786692,-0.04350152912663137
7316,1,21–30,0.068182,28672.06375621694,10.263678539412563,62.0,-1.8594109419058544,-0.12677835684102498
7317,1,21–30,0.258621,43429.01896551724,10.67888313640699,29.0,-0.019494486761621743,-0.005041683660777376
7318,1,21–30,0.058824,32685.93997291944,10.39470029417452,849.0,-1.2788078264455696,-0.07522459158283419
7319,1,21–30,0.258621,40095.05987613625,10.599008410596698,743.0,-0.37344726915449816,-0.09658130619600547
7321,1,21–30,0.541331,37038.18321591198,10.519704638310726,2308.0,-0.7248699572465783,-0.3923945788262475
7322,1,21–30,0.2875,36362.17832604515,10.501284456454124,3929.0,-0.806496210785302,-0.2318676606007743
7323,1,21–30,0.089744,38758.04486418098,10.565093622631863,522.0,-0.5237355292097292,-0.04700212133339794
7411,1,21–30,0.128171,47397.5037486586,10.766324842765986,228288.0,0.3679902269443949,0.04716567537769004
7412,1,21–30,0.199194,54598.165806071855,10.90775556787334,37136.0,0.9947191222207958,0.19814208083164922
7413,1,21–30,0.205128,53454.27288953892,10.886581855064168,13238.0,0.9008910121851675,0.18479797154751906
7421,1,21–30,0.295995,42709.97165407013,10.662187700151614,7104.0,-0.09347779069042902,-0.02766895865541354
7422,1,21–30,0.239334,42782.33780507034,10.66388062829314,22655.0,-0.08597583534716181,-0.020576940576977624
7511,1,21–30,0.049561,38375.02799322961,10.5551622143545,16005.0,-0.5677450648568565,-0.028138013159370666
7512,1,21–30,0.264706,36029.50912347057,10.4920935795436,8367.0,-0.847224193537157,-0.22426532737444668
7513,1,21–30,0.129121,29414.682539682537,10.289249234776694,5.0,-1.7460982678398298,-0.22545795444174668
7514,1,21–30,0.129032,35973.89216242391,10.490548736630227,15.0,-0.8540699315600533,-0.1102023514090568
7515,1,21–30,0.195833,43708.45651313193,10.685296875248792,109.0,0.008927028123937105,0.0017482066985949752
7522,1,21–30,0.139119,37848.31139690914,10.541341644842904,8937.0,-0.6289888310577196,-0.0875042971879189
7531,1,21–30,0.090909,34011.01387661984,10.4344396886895,717.0,-1.1027087022671318,-0.10024614541440269
7532,1,21–30,0.209821,38174.43009298279,10.549921201173374,233.0,-0.5909698231167219,-0.1239978792561737
7534,1,21–30,0.191176,37818.91241281824,10.540564584866605,1092.0,-0.6324322549681862,-0.12090586877579798
7535,1,21–30,0.1,33933.92252526946,10.432170457499833,363.0,-1.1127644575179585,-0.11127644575179585
7536,1,21–30,0.058824,29516.220748224685,10.292695247084586,127.0,-1.7308277848157583,-0.10181421361400217
7541,1,21–30,0.066667,55697.17230483909,10.927684658106768,3459.0,1.0830318753116113,0.0722024860313992
7542,1,21–30,0.135417,69715.53172479689,11.152178408721843,9606.0,2.0778420214990496,0.28137513302533684
7543,1,21–30,0.416667,43933.84258779764,10.690440203843272,79.0,0.03171891189328897,0.013216223861841037
7544,1,21–30,0.220034,37704.05047268705,10.537522807258703,1455.0,-0.6459114329786886,-0.14212247624403276
7549,1,21–30,0.146875,33036.78148242295,10.405376810130388,4590.0,-1.2314964586692732,-0.1808760423670495
8111,1,21–30,0.039345,53484.63579684713,10.88714971027229,3601.0,0.9034073767657262,0.0355445632388475
8112,1,21–30,0.106686,55093.97177533705,10.916795583989527,740.0,1.0347785881499914,0.11039638845536998
8113,1,21–30,0.042173,71954.09091811282,11.18378356849087,37520.0,2.21789551307269,0.09353530747281456
8114,1,21–30,0.095499,43531.179586348575,10.681232732418303,10080.0,-0.00908260694272963,-0.000867379880423737
8121,1,21–30,0.095588,43979.54524121259,10.691479923928249,36799.0,0.03632627440069109,0.0034723559174132603
8131,1,21–30,0.122004,51826.76496239483,10.855661992920798,54698.0,0.7638743135257765,0.09319572174739883
8132,1,21–30,0.38,39440.27619401266,10.582542811582838,393.0,-0.44641208406432137,-0.1696365919444421
8141,1,21–30,0.086664,40537.08634972208,10.60997254642468,964.0,-0.3248613573597565,-0.02815378467422594
8142,1,21–30,0.09411,42665.75990994871,10.661152001897236,11935.0,-0.09806733106303003,-0.009229116526341756
8143,1,21–30,0.032258,38798.53551842932,10.56613778052865,2406.0,-0.5191085012096259,-0.016745402032020115
8151,1,21–30,0.085714,36869.3161794698,10.515134944255813,462.0,-0.7451198662010361,-0.0638672042115556
8152,1,21–30,0.15625,37970.90120965808,10.544575387725802,3641.0,-0.6146589879273227,-0.09604046686364416
8153,1,21–30,0.081395,32973.87122776399,10.403470745847653,2091.0,-1.2399428946282058,-0.1009251519082628
8154,1,21–30,0.157895,33924.32159565037,10.431887487322587,160.0,-1.1140183971159252,-0.175897934812619
8156,1,21–30,0.086957,34805.495335174295,10.457530565226085,310.0,-1.0003849707600414,-0.08699047590238093
8157,1,21–30,0.05,33183.928879354455,10.40982096780596,7562.0,-1.2118028452176632,-0.06059014226088316
8160,1,21–30,0.093217,40561.52772688786,10.610575303406018,136759.0,-0.3221903308430877,-0.030033616070200102
8171,1,21–30,0.052632,42342.74012482058,10.653552259761078,13453.0,-0.1317444404023502,-0.0069339733872564955
8172,1,21–30,0.058824,39140.66286127933,10.574917176455084,16675.0,-0.48020393428477715,-0.028247516230367732
8181,1,21–30,0.099028,42070.3573201132,10.647098670014463,6833.0,-0.16034254855312743,-0.015878401898119104
8182,1,21–30,0.162791,46520.23128214416,10.74764257829144,798.0,0.2852025938716952,0.046428415458967136
8183,1,21–30,0.0,40601.41141350261,10.61155810886495,3014.0,-0.31783517690407936,-0.0
8211,1,21–30,0.060119,46420.98306300801,10.74550685717868,8300.0,0.2757384683600542,0.0165771209793381
8212,1,21–30,0.112039,41396.4349904149,10.630950044762976,11854.0,-0.23190274211372042,-0.02598215132367912
8219,1,21–30,0.235294,38315.44415592649,10.553608335557763,409.0,-0.5746308440320158,-0.13520718981566912
8311,1,21–30,0.236651,71943.82637785777,11.183640904295787,1485.0,2.217263318241531,0.5247175815251766
8312,1,21–30,0.25836,67548.44225647138,11.120600282522464,188.0,1.9379083251058968,0.5006779948743595
8322,1,21–30,0.277177,36221.3169806457,10.49740309136847,77157.0,-0.8236958938842174,-0.22830955677914572
8331,1,21–30,0.316808,41551.27119788381,10.634683394229164,8612.0,-0.21535896787478684,-0.06822744389447546
8332,1,21–30,0.30474,46596.74141608452,10.749285890975289,82327.0,0.2924846858086497,0.08913178315332793
8341,1,21–30,0.09375,45307.01002086464,10.72121704609656,4715.0,0.16810183951286087,0.015759547454330707
8342,1,21–30,0.01087,48935.28264159559,10.79825394170092,90910.0,0.5094792060009137,0.005538038969229931
8343,1,21–30,0.20242,45584.41471371468,10.727321154487518,7475.0,0.19515127382501737,0.03950252084766002
8344,1,21–30,0.180942,47274.393697986176,10.76372406844148,2551.0,0.35646528837094393,0.06449954220841533
8350,1,21–30,0.021277,50295.92736460286,10.82567938590333,34374.0,0.6310109193849297,0.01342601933175315
9111,1,21–30,0.0,31045.100370061904,10.34319627684456,1591.0,-1.507040099588484,-0.0
9112,1,21–30,0.027778,35150.059072513424,10.467381577820996,159826.0,-0.9567316964359774,-0.026576093063598583
9122,1,21–30,0.083333,34955.354325685024,10.461826935518513,21751.0,-0.9813462547736261,-0.08177852744905059
9123,1,21–30,0.0,38968.94985121502,10.5705204503488,553.0,-0.499687361901604,-0.0
9129,1,21–30,0.078125,45732.580768809166,10.730566249977908,49.0,0.20953142432071103,0.01636964252505555
9211,1,21–30,0.142857,32610.39313251538,10.392386324292278,3099.0,-1.2890618344547846,-0.18415150648470718
9212,1,21–30,0.0625,27253.60479290264,10.21294107732045,5718.0,-2.084246341300023,-0.13026539633125145
9213,1,21–30,0.102679,32446.572025717865,10.38735007789932,4002.0,-1.3113791996228026,-0.13465110483806975
9214,1,21–30,0.083624,36192.225690797095,10.496599614826916,9461.0,-0.8272563788134042,-0.06917848742189212
9215,1,21–30,0.043478,32598.696773031774,10.392027590268356,143.0,-1.2906515100952125,-0.056114946355919654
9216,1,21–30,0.05318,41366.337462272815,10.630222724288398,840.0,-0.23512575293543628,-0.012503987541106501
9311,1,21–30,0.0,40329.99268539692,10.604850706498612,296.0,-0.3475580173408976,-0.0
9312,1,21–30,0.008065,44867.96717685691,10.71147939321579,99054.0,0.12495090163908316,0.0010077290217192056
9313,1,21–30,0.010627,37274.27465646867,10.52605868019394,55117.0,-0.6967129804158118,-0.007403968842878831
9321,1,21–30,0.1,37434.86139761728,10.530357672176756,4194.0,-0.6776626468044454,-0.06776626468044454
9329,1,21–30,0.187081,43885.24817624531,10.689333510159944,44327.0,0.026814766001122498,0.005016533238255998
9331,1,21–30,0.224617,42982.24878787879,10.668542490555986,12.0,-0.06531749690121479,-0.014671420201460162
9333,1,21–30,0.178483,41108.598796663005,10.623972595065434,39172.0,-0.26282225650826263,-0.04690930480836424
9334,1,21–30,0.181818,36651.9245923986,10.509221218689085,8560.0,-0.7713256477848469,-0.1402408866289453
9412,1,21–30,0.012346,31683.723980634924,10.363558388913694,87679.0,-1.4168084756404675,-0.017491917440257212
9510,1,21–30,0.041667,38165.72747899911,10.54969320546841,860.0,-0.5919801516446401,-0.02466603697857722
9611,1,21–30,0.263531,42000.2577173787,10.645431033374743,10607.0,-0.16773242842640662,-0.044202694595639365
9612,1,21–30,0.196429,35743.96472516878,10.484136714994245,2059.0,-0.8824838369074068,-0.173345417599885
9621,1,21–30,0.229246,41524.54769090941,10.63404004196966,22366.0,-0.21820988623475535,-0.050023743579772725
9622,1,21–30,0.126755,38702.53141162317,10.563660288031713,14853.0,-0.5300871349858576,-0.06719119479513239
9623,1,21–30,0.379464,40978.69290991298,10.620807525479254,408.0,-0.27684778429731677,-0.10505376762059701
9629,1,21–30,0.141575,29086.698695119336,10.278036259147528,6484.0,-1.7957868756263897,-0.25423852691680615
0310,2,31–40,0.268774,50516.01893283576,10.830045771554884,1201.0,0.004627995716487603,0.0012438849207032391
1111,2,31–40,0.4,56226.83000354953,10.937149324159998,2580.0,0.4602598891353015,0.18410395565412063
1112,2,31–40,0.470256,71173.73285445597,11.172879108748644,507.0,1.4630838429151996,0.68802395563393
1114,2,31–40,0.499534,60240.57980879652,11.006101487407475,7518.0,0.7535910059060358,0.37644432954426565
1120,2,31–40,0.494274,69451.77881047955,11.148387960676368,124576.0,1.358895439293202,0.6716666843612081
1211,2,31–40,0.485055,87350.6944798795,11.377686266073008,32034.0,2.334359077094211,1.1322925421399326
1212,2,31–40,0.497719,73517.79433079083,11.205282755638166,6907.0,1.6009330050282642,0.7968147743296626
1213,2,31–40,0.461583,62137.17973612599,11.03709979627379,964.0,0.8854616844970047,0.40871406071518096
1219,2,31–40,0.491944,71602.29002090632,11.178882335969488,35371.0,1.488622321506489,0.7323188193311883
1221,2,31–40,0.475,72893.01893695084,11.196748151229515,74186.0,1.5646257316306103,0.7431972225245398
1222,2,31–40,0.516497,67754.58576679637,11.123647423046094,8512.0,1.2536461013347995,0.6475044504011199
1223,2,31–40,0.486654,76799.78512968242,11.248957121341256,11280.0,1.7867292130451264,0.869518918445263
1311,2,31–40,0.367347,64803.79577047868,11.079119457329735,1309.0,1.06421857221973,0.3909374998492011
1312,2,31–40,0.367347,73633.99405873117,11.206862073883151,1797.0,1.60765162214946,0.5905660004417376
1321,2,31–40,0.405719,70207.5330549336,11.159210892731595,36215.0,1.4049375443842216,0.570009855570022
1322,2,31–40,0.461583,91604.43787938048,11.425234997953485,15287.0,2.53663732286111,1.1708686653982
1323,2,31–40,0.444444,65825.64282660026,11.094764750007675,68768.0,1.1307756018658301,0.5025664315956571
1324,2,31–40,0.486526,66846.63597664777,11.110156259299016,30371.0,1.1962530052797298,0.5820081896467258
1330,2,31–40,0.530303,77576.79891108652,11.259023678362396,20891.0,1.8295536042458687,0.9702177649923969
1341,2,31–40,0.46875,55260.98437244669,10.91982241179046,9685.0,0.38654903923341083,0.18119486214066133
1342,2,31–40,0.428571,59635.6163303691,10.9960082640037,4872.0,0.710653172582088,0.304565340826678
1343,2,31–40,0.45467,54118.17303609096,10.898925324066935,186.0,0.2976502173473315,0.1353326243213112
1344,2,31–40,0.392857,57275.36552700616,10.955625889265647,5350.0,0.5388615054047595,0.2116955144287976
1345,2,31–40,0.428603,59472.17982115303,10.9932639161596,7123.0,0.6989783739970461,0.299584228030256
1346,2,31–40,0.482912,86191.91866729777,11.364331701297466,18278.0,2.27754709012961,1.0998548203886704
1349,2,31–40,0.461583,71527.15468205513,11.17783244234475,11746.0,1.4841559428617792,0.6850611525739687
1411,2,31–40,0.456522,48766.84603612392,10.794805976449348,4427.0,-0.14528649523252402,-0.06632648137654233
1412,2,31–40,0.416667,47294.55760008918,10.764150506551069,23170.0,-0.2756986940219945,-0.11487454774206238
1420,2,31–40,0.480769,51910.99306820643,10.857285859214407,181387.0,0.12051073177253098,0.057937824003547946
1431,2,31–40,0.517556,52386.9886353801,10.866413530990364,11318.0,0.1593409878436649,0.08246788430441583
1439,2,31–40,0.461583,49451.35556607413,10.808744749538109,4948.0,-0.08598921311730931,-0.039691158958326984
2111,2,31–40,0.59375,69212.89826011178,11.144942515279189,2429.0,1.3442380841279993,0.7981413624509995
2112,2,31–40,0.565217,60605.02410430845,11.012133074632583,140.0,0.7792501314985267,0.4404454215752028
2113,2,31–40,0.431379,64886.37726529673,11.080392977197066,5368.0,1.0696362848384495,0.46141863091732555
2114,2,31–40,0.483333,78370.67749532431,11.269205124839509,13958.0,1.8728667495456588,0.9052183046581519
2120,2,31–40,0.695754,70945.44562953885,11.169666489259887,3258.0,1.4494169582517815,1.00843764637151
2131,2,31–40,0.464838,60644.92583458107,11.012791247798562,6983.0,0.7820500823733413,0.3635265961902592
2132,2,31–40,0.409049,58533.09603851993,10.977347617495209,1118.0,0.6312684510273214,0.2582197286242748
2133,2,31–40,0.480579,59585.65651698393,10.99517016162287,3276.0,0.7070877803484178,0.33981153839206224
2141,2,31–40,0.554355,69026.04427138115,11.142239165570276,2342.0,1.3327376967320135,0.7388098058718754
2142,2,31–40,0.482143,68077.94398562454,11.128408562815087,130399.0,1.273900584729726,0.6142022496233442
2143,2,31–40,0.555556,62680.45749883478,11.045804995403673,2182.0,0.9224946891514844,0.512497459526242
2144,2,31–40,0.487425,71752.11277268491,11.180972579497531,20833.0,1.4975144786126127,0.7299259947377528
2145,2,31–40,0.461538,66941.24812761988,11.111570620059371,3085.0,1.2022698726528782,0.5548932324844641
2146,2,31–40,0.494956,76001.14833057887,11.2385037287672,26235.0,1.7422591750742265,0.8623416322580388
2149,2,31–40,0.530886,63561.21639430867,11.059758758200516,24162.0,0.9818557393575741,0.521253466044585
2151,2,31–40,0.5625,69261.14934896016,11.145639412519271,9873.0,1.3472027720519184,0.7578015592792041
2152,2,31–40,0.673685,71739.25045179276,11.180793302910596,19651.0,1.4967518136144464,1.0083392455548483
2153,2,31–40,0.620098,66492.69755529123,11.104847409415626,2166.0,1.1736684946317644,0.7277894861841678
2161,2,31–40,0.488372,62493.44981401997,11.042817027256596,44945.0,0.909783499361665,0.4443127871502551
2162,2,31–40,0.421053,60379.39486995005,11.00840318118262,7216.0,0.7633826987801855,0.32142457546949343
2163,2,31–40,0.428071,55775.56078832266,10.92909107372482,6792.0,0.4259790850525428,0.18234929291752702
2164,2,31–40,0.477273,61453.562775072016,11.026037091752425,6011.0,0.8383995573798357,0.40014547194934635
2165,2,31–40,0.515035,60577.93370824432,11.011685975518905,2053.0,0.7773481160120539,0.4003614869302682
2166,2,31–40,0.5125,53583.33849374639,10.88899344973806,35649.0,0.2553987831456302,0.13089187636213545
2211,2,31–40,0.45161,80696.18722742006,11.298446606889362,10519.0,1.997263667375915,0.901984244823637
2212,2,31–40,0.379361,90922.07037913834,11.417758049145164,5646.0,2.504829448522045,0.9502346044207715
2221,2,31–40,0.342779,56579.67833686153,10.943405159736209,8334.0,0.48687299522912675,0.16688983843164484
2222,2,31–40,0.390244,68445.07486006056,11.133786875754788,186.0,1.296780599897383,0.5060608484263542
2223,2,31–40,0.342779,54306.43706750603,10.902398045258872,40769.0,0.31242360715104406,0.10709225163562773
2224,2,31–40,0.342779,51398.48762563858,10.847364027384664,16280.0,0.07830201961676751,0.026840287982215952
2250,2,31–40,0.27027,58107.1633408782,10.97004422854256,10922.0,0.6001989219974297,0.16221576264824533
2261,2,31–40,0.158864,71232.34605471243,11.173702292758978,6759.0,1.466585770537,0.23298768185059
2262,2,31–40,0.428571,54419.34748862129,10.904475021979083,9408.0,0.32125932559920506,0.1376824304313769
2263,2,31–40,0.432796,61443.53920238593,11.025873970367996,314.0,0.8377056186314336,0.36255564092120995
2264,2,31–40,0.225745,48071.84661279306,10.780451975228033,10729.0,-0.20635020969881382,-0.046582528088458725
2265,2,31–40,0.54878,53670.31266187578,10.89061529078975,3680.0,0.2622982975989992,0.14394405975637878
2266,2,31–40,0.452882,48454.864312718346,10.788388010890626,1766.0,-0.17258932252713893,-0.07816259756473573
2267,2,31–40,0.3,45825.44464114144,10.732594775686286,1643.0,-0.40994071543416777,-0.12298221463025033
2269,2,31–40,0.363513,56576.63483334424,10.943351366829162,2667.0,0.48664415348210943,0.17690147616474203
2310,2,31–40,0.485747,54746.84303248028,10.91047498450905,16763.0,0.3467839157876339,0.1684492467420958
2320,2,31–40,0.381031,47115.72732539259,10.760362137758095,2439.0,-0.29181488815493023,-0.11119051864856122
2330,2,31–40,0.333333,51355.5939365997,10.846529146845064,18996.0,0.07475033349820491,0.024916752915957137
2341,2,31–40,0.329318,46588.41422055896,10.74910716732578,32007.0,-0.339694938477403,-0.1118676577495014
2342,2,31–40,0.230075,43890.3710565131,10.689450236884708,119702.0,-0.5934829736197805,-0.13654559515557102
2351,2,31–40,0.4875,50745.76034145472,10.83458335334451,5392.0,0.023931435537689408,0.011666574824623585
2352,2,31–40,0.312962,44020.20212810565,10.692403946803342,2059.0,-0.5809175226136968,-0.18180510971222777
2353,2,31–40,0.405465,44507.54958353209,10.703414107327312,1176.0,-0.5340789242258601,-0.2165503110112384
2354,2,31–40,0.36,41573.1176463925,10.635209026942148,1621.0,-0.8242318571659285,-0.29672346857973425
2355,2,31–40,0.405992,44412.75969154937,10.701282087574768,1014.0,-0.5431488026101892,-0.22051406866931592
2356,2,31–40,0.552632,40470.97061936145,10.608340221258151,293.0,-0.9385351133131655,-0.5186645367404813
2359,2,31–40,0.370729,50162.37117620126,10.82302044644232,11684.0,-0.025258614998681695,-0.009364101079846265
2411,2,31–40,0.568333,71169.81521947302,11.172824063963867,71558.0,1.4628496755239178,0.8313857446395347
2412,2,31–40,0.498718,67798.17008248584,11.124290483630414,48103.0,1.2563817613991952,0.6265801992814838
2413,2,31–40,0.517664,66915.33561116368,11.111183451702672,81242.0,1.200622810093851,0.6215192063644233
2421,2,31–40,0.466311,68738.87468087139,11.138070179610404,55797.0,1.315002309619913,0.6132000420011713
2422,2,31–40,0.56642,60942.05809165794,11.017678824395713,42168.0,0.8028424438312269,0.4547460170348836
2423,2,31–40,0.488693,60940.60681256814,11.017655010031444,44773.0,0.8027411345504558,0.3922939732668659
2424,2,31–40,0.552632,56848.45322847709,10.948144290866184,4214.0,0.5070338511240928,0.28020313121440965
2431,2,31–40,0.700863,56311.41490363568,10.93865254497322,50446.0,0.46665477827478635,0.3270610678660016
2432,2,31–40,0.590909,57090.56194816577,10.95239409210772,18593.0,0.5251130365407921,0.3102940193092829
2433,2,31–40,0.517675,65539.16113309251,11.090403122858907,13428.0,1.1122206950691613,0.5757688483199281
2434,2,31–40,0.515571,65510.7993188635,11.089970283130093,3942.0,1.1103793407873501,0.5724793871090749
2511,2,31–40,0.62602,68324.09352310326,11.132017743574757,134662.0,1.289254490582709,0.8070990961945875
2512,2,31–40,0.872807,67079.40315006781,11.1136323183136,47706.0,1.2110405945979854,1.057004708249284
2513,2,31–40,0.841346,54861.322512497216,10.91256387124618,4234.0,0.3556703009357094,0.29924178501105536
2514,2,31–40,0.95,64420.46020587902,11.073186566695112,1700.0,1.0389793142534993,0.9870303485408243
2519,2,31–40,0.764845,67837.56226215439,11.12487133618446,113375.0,1.258852780731047,0.9628272550782376
2521,2,31–40,0.923365,63727.49565157765,11.062371391311174,2627.0,0.9929702070111991,0.9168739351968959
2522,2,31–40,0.72973,59849.25881692738,10.999584326898198,6778.0,0.7258661908991557,0.5296863354848409
2523,2,31–40,0.635223,65946.34471428572,11.096596731503832,35.0,1.1385690800231751,0.7232452667195614
2529,2,31–40,0.70851,66738.38835898903,11.108535603961489,7668.0,1.1893585350025448,0.842672415634653
2611,2,31–40,0.425,77739.73685772558,11.261121819498577,53709.0,1.8384793587636703,0.7813537274745599
2612,2,31–40,0.458333,66280.2866139468,11.101647795821236,13.0,1.1600569386678323,0.5316923768704436
2619,2,31–40,0.5,68796.39781974988,11.138906665279668,5916.0,1.3185608241606013,0.6592804120803006
2621,2,31–40,0.5,45983.78190245799,10.736044045966889,2092.0,-0.3952670887370327,-0.19763354436851635
2622,2,31–40,0.535088,46591.31423236665,10.749169412877611,830.0,-0.3394301381234664,-0.1816249937482094
2631,2,31–40,0.552632,76851.00696915817,11.249623851927849,4259.0,1.7895655682563263,0.9889711991166301
2632,2,31–40,0.492706,55857.4981872543,10.9305590513006,4988.0,0.4322240450569522,0.2129593803438307
2633,2,31–40,0.492036,48520.402708483205,10.78973966286862,1014.0,-0.1668392261484793,-0.08209090547719315
2634,2,31–40,0.441462,56338.086556983406,10.939126078428767,9178.0,0.4686692487540601,0.20689966389346487
2635,2,31–40,0.271629,49134.630655470406,10.802319373834733,20202.0,-0.11332356409304625,-0.030781966391030063
2636,2,31–40,0.386364,43938.84378043723,10.690554031992876,3661.0,-0.5887872913305535,-0.22748621302763797
2641,2,31–40,0.741399,54192.26105795967,10.900293392324508,8183.0,0.30347015063024,0.22499246620710933
2642,2,31–40,0.648529,57768.15049551441,10.964192873298556,32635.0,0.575306525769252,0.37310296585060726
2643,2,31–40,0.701628,33554.22203544654,10.420917977565606,19133.0,-1.7358527529743462,-1.2179228953638845
2651,2,31–40,0.34181,47249.2214501698,10.763191455541056,2386.0,-0.2797786168345287,-0.09563112902021026
2652,2,31–40,0.559345,48840.824206510384,10.796321803727423,3613.0,-0.13883797661660502,-0.07765832803061493
2653,2,31–40,0.146131,38782.26308942923,10.56571828422207,2060.0,-1.1198541582987924,-0.16364540800636085
2654,2,31–40,0.499121,55742.0811074463,10.928490636317552,8278.0,0.4234247493083147,0.21134018429951534
2655,2,31–40,0.1875,43416.45462805957,10.678593787128888,3157.0,-0.6396676671965513,-0.11993768759935337
2656,2,31–40,0.65,56074.16452941833,10.934430460114122,2100.0,0.4486935018116391,0.2916507761775654
2659,2,31–40,0.526316,53864.99069616307,10.894236022603188,1018.0,0.27770134307780747,0.14615866008333933
