institusjonskode,institusjonsnavn,aar,studieprogramkode,studieprogramnavn,nivaakode,nivaanavn,kandidater_totalt,kandidater_kvinner,kandidater_menn,kjonn_skjermet
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-HH,Økonomi og administrasjon,FU,Forskerutdanning,4,2,2,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-IHA,Husdyr- og akvakulturvitenskap,FU,Forskerutdanning,7,5,2,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-IKBM,Biovitenskap,FU,Forskerutdanning,1,1,0,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-ILP,Samfunnsutvikling og planlegging,FU,Forskerutdanning,6,5,1,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-IMT,Realfag og teknologi,FU,Forskerutdanning,7,5,2,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-IMV,Miljøvitenskap,FU,Forskerutdanning,2,2,0,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-INA,Naturforvaltning,FU,Forskerutdanning,10,8,2,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-IPV,Plantevitenskap,FU,Forskerutdanning,4,2,2,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-KBM,Natur- og matvitenskap,FU,Forskerutdanning,9,5,4,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-NOR,International Environment and Development Studies,FU,Forskerutdanning,2,1,1,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-NVH,Philosophiae doctor (Ph.d.),FU,Forskerutdanning,3,3,0,0
1173,Norges miljø- og biovitenskapelige universitet,2022,PHD-VET,Veterinærvitenskap,FU,Forskerutdanning,9,7,2,0
1173,Norges miljø- og biovitenskapelige universitet,2023,DRPHIL,Doctor philosophiae (Dr.philos.),FU,Forskerutdanning,1,0,1,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD,Philosophiae doctor (Ph.d.),FU,Forskerutdanning,5,3,2,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-HH,Økonomi og administrasjon,FU,Forskerutdanning,11,7,4,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-IHA,Husdyr- og akvakulturvitenskap,FU,Forskerutdanning,7,6,1,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-ILP,Samfunnsutvikling og planlegging,FU,Forskerutdanning,1,1,0,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-IMT,Realfag og teknologi,FU,Forskerutdanning,12,7,5,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-IMV,Miljøvitenskap,FU,Forskerutdanning,6,3,3,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-INA,Naturforvaltning,FU,Forskerutdanning,7,2,5,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-IPV,Plantevitenskap,FU,Forskerutdanning,8,3,5,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-KBM,Natur- og matvitenskap,FU,Forskerutdanning,5,4,1,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-NOR,International Environment and Development Studies,FU,Forskerutdanning,4,2,2,0
1173,Norges miljø- og biovitenskapelige universitet,2023,PHD-VET,Veterinærvitenskap,FU,Forskerutdanning,17,12,5,0
1173,Norges miljø- og biovitenskapelige universitet,2024,DR.PHILOS.,Doctor philosophiae (Dr.philos.),FU,Forskerutdanning,2,2,0,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-HH,Økonomi og administrasjon,FU,Forskerutdanning,3,2,1,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-IHA,Husdyr- og akvakulturvitenskap,FU,Forskerutdanning,5,2,3,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-ILP,Samfunnsutvikling og planlegging,FU,Forskerutdanning,4,4,0,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-IMT,Realfag og teknologi,FU,Forskerutdanning,11,4,7,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-IMV,Miljøvitenskap,FU,Forskerutdanning,4,2,2,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-INA,Naturforvaltning,FU,Forskerutdanning,8,6,2,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-IPV,Plantevitenskap,FU,Forskerutdanning,4,3,1,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-KBM,Natur- og matvitenskap,FU,Forskerutdanning,14,9,5,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-NOR,International Environment and Development Studies,FU,Forskerutdanning,3,2,1,0
1173,Norges miljø- og biovitenskapelige universitet,2024,PHD-VET,Veterinærvitenskap,FU,Forskerutdanning,15,14,1,0
1173,Norges miljø- og biovitenskapelige universitet,2025,DR.PHILOS.,Doctor philosophiae (Dr.philos.),FU,Forskerutdanning,3,3,0,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD,Philosophiae doctor (Ph.d.),FU,Forskerutdanning,1,0,1,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-HH,Økonomi og administrasjon,FU,Forskerutdanning,9,5,4,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-IHA,Husdyr- og akvakulturvitenskap,FU,Forskerutdanning,12,5,7,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-ILP,Samfunnsutvikling og planlegging,FU,Forskerutdanning,4,4,0,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-IMT,Realfag og teknologi,FU,Forskerutdanning,12,3,9,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-IMV,Miljøvitenskap,FU,Forskerutdanning,5,2,3,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-INA,Naturforvaltning,FU,Forskerutdanning,14,12,2,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-IPV,Plantevitenskap,FU,Forskerutdanning,10,8,2,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-KBM,Natur- og matvitenskap,FU,Forskerutdanning,18,14,4,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-NOR,International Environment and Development Studies,FU,Forskerutdanning,3,3,0,0
1173,Norges miljø- og biovitenskapelige universitet,2025,PHD-VET,Veterinærvitenskap,FU,Forskerutdanning,10,4,6,0
1174,Nord universitet,2019,DRGAB,Ph.d. i akvatisk biovitenskap,FU,Forskerutdanning,7,4,3,0
1174,Nord universitet,2019,DRGE,Ph.d. i bedriftsøkonomi,FU,Forskerutdanning,5,3,2,0
1174,Nord universitet,2019,DRGPR,Ph.d. i studier av profesjonspraksis,FU,Forskerutdanning,6,6,0,0
1174,Nord universitet,2019,DRGS,Ph. d. i sosiologi,FU,Forskerutdanning,7,5,2,0
1174,Nord universitet,2020,DRGAB,Ph.d. i akvatisk biovitenskap,FU,Forskerutdanning,2,1,1,0
1174,Nord universitet,2020,DRGE,Ph.d. i bedriftsøkonomi,FU,Forskerutdanning,5,2,3,0
1174,Nord universitet,2020,DRGPR,Ph.d. i studier av profesjonspraksis,FU,Forskerutdanning,4,3,1,0
1174,Nord universitet,2020,DRGS,Ph. d. i sosiologi,FU,Forskerutdanning,5,3,2,0
1174,Nord universitet,2020,DRPHILPHS,Doctor philosophiae (dr.philos.),FU,Forskerutdanning,2,0,2,0
1174,Nord universitet,2021,DRGAB,Ph.d. i akvatisk biovitenskap,FU,Forskerutdanning,5,1,4,0
1174,Nord universitet,2021,DRGE,Ph.d. i bedriftsøkonomi,FU,Forskerutdanning,6,4,2,0
1174,Nord universitet,2021,DRGPR,Ph.d. i profesjonsvitenskap,FU,Forskerutdanning,8,6,2,0
1174,Nord universitet,2021,DRGS,Ph. d. i sosiologi,FU,Forskerutdanning,8,2,6,0
1174,Nord universitet,2021,DRPHILPHS,Doctor philosophiae (dr.philos.),FU,Forskerutdanning,1,0,1,0
1174,Nord universitet,2022,DRGAB,Ph.d. i akvatisk biovitenskap,FU,Forskerutdanning,5,2,3,0
1174,Nord universitet,2022,DRGE,Ph.d. i bedriftsøkonomi,FU,Forskerutdanning,7,6,1,0
1174,Nord universitet,2022,DRGPR,Ph.d. i studier av profesjonspraksis,FU,Forskerutdanning,12,11,1,0
1174,Nord universitet,2022,DRGS,Ph.d. i sosiologi,FU,Forskerutdanning,8,5,3,0
1174,Nord universitet,2022,DRPHILPHS,Doctor philosophiae (dr.philos.),FU,Forskerutdanning,2,0,2,0
1174,Nord universitet,2023,DRGAB,Ph.d. i akvatisk biovitenskap,FU,Forskerutdanning,12,4,8,0
1174,Nord universitet,2023,DRGE,Ph.d. i bedriftsøkonomi,FU,Forskerutdanning,8,5,3,0
1174,Nord universitet,2023,DRGPR,Ph.d. i profesjonsvitenskap,FU,Forskerutdanning,5,3,2,0
1174,Nord universitet,2023,DRGS,Ph.d. i sosiologi,FU,Forskerutdanning,3,2,1,0
1174,Nord universitet,2024,DRGAB,Ph.d. i biovitenskap,FU,Forskerutdanning,9,4,5,0
1174,Nord universitet,2024,DRGE,Ph.d. i bedriftsøkonomi,FU,Forskerutdanning,9,7,2,0
1174,Nord universitet,2024,DRGPR,Ph.d. i profesjonsvitenskap,FU,Forskerutdanning,7,6,1,0
1174,Nord universitet,2024,DRGS,Ph.d. i sosiologi,FU,Forskerutdanning,7,6,1,0
1174,Nord universitet,2024,DRPHILPHS,Doctor philosophiae (dr.philos.),FU,Forskerutdanning,2,0,2,0
1174,Nord universitet,2025,DRGAB,Ph.d. i biovitenskap,FU,Forskerutdanning,5,2,3,0
1174,Nord universitet,2025,DRGE,Ph.d. i bedriftsøkonomi,FU,Forskerutdanning,12,4,8,0
1174,Nord universitet,2025,DRGPR,Ph.d. i profesjonsvitenskap,FU,Forskerutdanning,13,10,3,0
1174,Nord universitet,2025,DRGS,Ph.d. i samfunnsvitenskap,FU,Forskerutdanning,7,5,2,0
1175,OsloMet – storbyuniversitetet,2019,PBIB,PhD program i bibliotek- og informasjonsvitenskap,FU,Forskerutdanning,7,5,2,0
1175,OsloMet – storbyuniversitetet,2019,PHBA,Ph.D. in Behavior Analysis,FU,Forskerutdanning,7,4,3,0
1175,OsloMet – storbyuniversitetet,2019,PHDPROF,Doktorgradsprogram i profesjonsstudier,FU,Forskerutdanning,6,3,3,0
1175,OsloMet – storbyuniversitetet,2019,PHDSASP,Doktorgradsprogram i sosialt arbeid og sosialpolitikk,FU,Forskerutdanning,6,4,2,0
1175,OsloMet – storbyuniversitetet,2019,PHUV,Ph.d.-studium i utdanningsvitenskap for lærerutdanning,FU,Forskerutdanning,4,3,1,0
1175,OsloMet – storbyuniversitetet,2019,PHVIT,Doktorgradsstudium i helsevitenskap,FU,Forskerutdanning,6,5,1,0
1175,OsloMet – storbyuniversitetet,2020,PBIB,PhD program i bibliotek- og informasjonsvitenskap,FU,Forskerutdanning,1,1,0,0
1175,OsloMet – storbyuniversitetet,2020,PHBA,Ph.D. in Behavior Analysis,FU,Forskerutdanning,3,2,1,0
1175,OsloMet – storbyuniversitetet,2020,PHDPROF,Doktorgradsprogram i profesjonsstudier,FU,Forskerutdanning,5,3,2,0
1175,OsloMet – storbyuniversitetet,2020,PHUV,Ph.d.-studium i utdanningsvitenskap for lærerutdanning,FU,Forskerutdanning,6,5,1,0
1175,OsloMet – storbyuniversitetet,2020,PHVIT,Doktorgradsstudium i helsevitenskap,FU,Forskerutdanning,16,12,4,0
1175,OsloMet – storbyuniversitetet,2021,PBIB,PhD program i bibliotek- og informasjonsvitenskap,FU,Forskerutdanning,1,0,1,0
1175,OsloMet – storbyuniversitetet,2021,PENG,PhD program i ingeniørvitenskap,FU,Forskerutdanning,1,0,1,0
1175,OsloMet – storbyuniversitetet,2021,PHBA,Ph.D. in Behavior Analysis,FU,Forskerutdanning,6,4,2,0
1175,OsloMet – storbyuniversitetet,2021,PHDPROF,Doktorgradsprogram i profesjonsstudier,FU,Forskerutdanning,6,4,2,0
1175,OsloMet – storbyuniversitetet,2021,PHDSASP,Doktorgradsprogram i sosialt arbeid og sosialpolitikk,FU,Forskerutdanning,12,7,5,0
1175,OsloMet – storbyuniversitetet,2021,PHUV,Ph.d.-studium i utdanningsvitenskap for lærerutdanning,FU,Forskerutdanning,8,5,3,0
1175,OsloMet – storbyuniversitetet,2021,PHVIT,Doktorgradsstudium i helsevitenskap,FU,Forskerutdanning,15,15,0,0
1175,OsloMet – storbyuniversitetet,2022,PBIB,Ph.d.-program i bibliotek og informasjonsvitenskap,FU,Forskerutdanning,2,2,0,0
1175,OsloMet – storbyuniversitetet,2022,PENG,PhD Programme in Engineering Science,FU,Forskerutdanning,4,0,4,0
1175,OsloMet – storbyuniversitetet,2022,PHBA,PhD Programme in Behavior Analysis,FU,Forskerutdanning,4,3,1,0
1175,OsloMet – storbyuniversitetet,2022,PHDPROF,Ph.d.-program i profesjonsstudier,FU,Forskerutdanning,3,3,0,0
1175,OsloMet – storbyuniversitetet,2022,PHDS,Ph.d.-program i samfunnsvitenskap,FU,Forskerutdanning,3,3,0,0
1175,OsloMet – storbyuniversitetet,2022,PHDSASP,Ph.d.-program i sosialt arbeid og sosialpolitikk,FU,Forskerutdanning,6,4,2,0
1175,OsloMet – storbyuniversitetet,2022,PHUV,Ph.d.-program i utdanningsvitenskap for lærerutdanning,FU,Forskerutdanning,10,9,1,0
1175,OsloMet – storbyuniversitetet,2022,PHVIT,Ph.d.-program i helsevitenskap,FU,Forskerutdanning,13,13,0,0
1175,OsloMet – storbyuniversitetet,2023,PBIB,Ph.d.-program i bibliotek og informasjonsvitenskap,FU,Forskerutdanning,1,1,0,0
1175,OsloMet – storbyuniversitetet,2023,PENG,PhD Programme in Engineering Science,FU,Forskerutdanning,10,4,6,0
1175,OsloMet – storbyuniversitetet,2023,PHBA,PhD Programme in Behavior Analysis,FU,Forskerutdanning,2,2,0,0
1175,OsloMet – storbyuniversitetet,2023,PHDPROF,Ph.d.-program i profesjonsstudier,FU,Forskerutdanning,4,4,0,0
1175,OsloMet – storbyuniversitetet,2023,PHDS,Ph.d.-program i samfunnsvitenskap,FU,Forskerutdanning,2,2,0,0
1175,OsloMet – storbyuniversitetet,2023,PHDSASP,Ph.d.-program i sosialt arbeid og sosialpolitikk,FU,Forskerutdanning,4,4,0,0
1175,OsloMet – storbyuniversitetet,2023,PHUV,Ph.d.-program i utdanningsvitenskap for lærerutdanning,FU,Forskerutdanning,6,5,1,0
1175,OsloMet – storbyuniversitetet,2023,PHVIT,Ph.d.-program i helsevitenskap,FU,Forskerutdanning,18,13,5,0
1175,OsloMet – storbyuniversitetet,2024,PENG,PhD Programme in Engineering Science,FU,Forskerutdanning,7,3,4,0
1175,OsloMet – storbyuniversitetet,2024,PHBA,PhD Programme in Behavior Analysis,FU,Forskerutdanning,2,1,1,0
1175,OsloMet – storbyuniversitetet,2024,PHDPROF,Ph.d.-program i profesjonsstudier,FU,Forskerutdanning,6,3,3,0
1175,OsloMet – storbyuniversitetet,2024,PHDS,Ph.d.-program i samfunnsvitenskap,FU,Forskerutdanning,10,8,2,0
1175,OsloMet – storbyuniversitetet,2024,PHDSASP,Ph.d.-program i sosialt arbeid og sosialpolitikk,FU,Forskerutdanning,2,1,1,0
1175,OsloMet – storbyuniversitetet,2024,PHUV,Ph.d.-program i utdanningsvitenskap for lærerutdanning,FU,Forskerutdanning,13,10,3,0
1175,OsloMet – storbyuniversitetet,2024,PHVIT,Ph.d.-program i helsevitenskap,FU,Forskerutdanning,16,12,4,0
1175,OsloMet – storbyuniversitetet,2025,PBIB,Ph.d.-program i bibliotek og informasjonsvitenskap,FU,Forskerutdanning,1,1,0,0
1175,OsloMet – storbyuniversitetet,2025,PENG,PhD Programme in Engineering Science,FU,Forskerutdanning,8,2,6,0
1175,OsloMet – storbyuniversitetet,2025,PHBA,PhD Programme in Behavior Analysis,FU,Forskerutdanning,2,2,0,0
1175,OsloMet – storbyuniversitetet,2025,PHDPROF,Ph.d.-program i profesjonsstudier,FU,Forskerutdanning,7,4,3,0
1175,OsloMet – storbyuniversitetet,2025,PHDS,Ph.d.-program i samfunnsvitenskap,FU,Forskerutdanning,9,6,3,0
1175,OsloMet – storbyuniversitetet,2025,PHUV,Ph.d.-program i utdanningsvitenskap for lærerutdanning,FU,Forskerutdanning,11,7,4,0
1175,OsloMet – storbyuniversitetet,2025,PHVIT,Ph.d.-program i helsevitenskap,FU,Forskerutdanning,31,22,9,0
1176,Universitetet i Sørøst-Norge,2019,PHDHEALTH,Ph.d. i personorientert helsearbeid,FU,Forskerutdanning,4,4,0,0
1176,Universitetet i Sørøst-Norge,2019,PHD-KULTUR,Ph.d. i kulturstudier,FU,Forskerutdanning,4,2,2,0
1176,Universitetet i Sørøst-Norge,2019,PHDMAR,PhD in Marketing Management,FU,Forskerutdanning,5,1,4,0
1176,Universitetet i Sørøst-Norge,2019,PHDMNT,PhD i anvendte mikro- og nanosystemer,FU,Forskerutdanning,6,1,5,0
1176,Universitetet i Sørøst-Norge,2019,PHDPBS,Ph.d. i pedagogiske ressurser og læreprosesser i barnehage og skole,FU,Forskerutdanning,4,4,0,0
1176,Universitetet i Sørøst-Norge,2019,PHD-TF,"PhD-program i prosess-, energi- og automatiseringsteknikk",FU,Forskerutdanning,8,3,5,0
1176,Universitetet i Sørøst-Norge,2019,PHD-ØKOLOG,Ph.d. i økologi,FU,Forskerutdanning,3,2,1,0
1176,Universitetet i Sørøst-Norge,2020,PHDHEALTH,Ph.d. i personorientert helsearbeid,FU,Forskerutdanning,5,5,0,0
1176,Universitetet i Sørøst-Norge,2020,PHD-KULTUR,Ph.d. i kulturstudier,FU,Forskerutdanning,5,3,2,0
1176,Universitetet i Sørøst-Norge,2020,PHDMNT,PhD i anvendte mikro- og nanosystemer,FU,Forskerutdanning,5,1,4,0
1176,Universitetet i Sørøst-Norge,2020,PHDNAUT,Ph.d.-program i nautiske operasjoner: Fellesgrad,FU,Forskerutdanning,2,1,1,0
1176,Universitetet i Sørøst-Norge,2020,PHDPBS,Ph.d. i pedagogiske ressurser og læreprosesser i barnehage og skole,FU,Forskerutdanning,2,2,0,0
1176,Universitetet i Sørøst-Norge,2020,PHD-TF,"PhD-program i prosess-, energi- og automatiseringsteknikk",FU,Forskerutdanning,8,2,6,0
1176,Universitetet i Sørøst-Norge,2020,PHD-ØKOLOG,Ph.d. i økologi,FU,Forskerutdanning,2,2,0,0
1176,Universitetet i Sørøst-Norge,2021,PHDHEALTH,Ph.d. i personorientert helsearbeid,FU,Forskerutdanning,4,3,1,0
1176,Universitetet i Sørøst-Norge,2021,PHD-KULTUR,Ph.d. i kulturstudier,FU,Forskerutdanning,2,1,1,0
1176,Universitetet i Sørøst-Norge,2021,PHDMAR,PhD in Marketing Management,FU,Forskerutdanning,2,1,1,0
1176,Universitetet i Sørøst-Norge,2021,PHDMNT,PhD i anvendte mikro- og nanosystemer,FU,Forskerutdanning,2,1,1,0
1176,Universitetet i Sørøst-Norge,2021,PHDPBS,Ph.d. i pedagogiske ressurser og læreprosesser i barnehage og skole,FU,Forskerutdanning,4,4,0,0
1176,Universitetet i Sørøst-Norge,2021,PHD-TF,"PhD-program i prosess-, energi- og automatiseringsteknikk",FU,Forskerutdanning,6,2,4,0
1176,Universitetet i Sørøst-Norge,2021,PHD-ØKOLOG,Ph.d. i økologi,FU,Forskerutdanning,7,2,5,0
1176,Universitetet i Sørøst-Norge,2022,DPHILHE,Dr. philos. fak HE,FU,Forskerutdanning,1,0,1,0
1176,Universitetet i Sørøst-Norge,2022,PHDHEALTH,Ph.d. i personorientert helsearbeid,FU,Forskerutdanning,6,4,2,0
1176,Universitetet i Sørøst-Norge,2022,PHD-KULTUR,Ph.d. i kulturstudier,FU,Forskerutdanning,6,5,1,0
1176,Universitetet i Sørøst-Norge,2022,PHDMAR,PhD in Marketing Management,FU,Forskerutdanning,2,0,2,0
1176,Universitetet i Sørøst-Norge,2022,PHDMNT,PhD i anvendte mikro- og nanosystemer,FU,Forskerutdanning,2,0,2,0
1176,Universitetet i Sørøst-Norge,2022,PHDNAUT,Ph.d.-program i nautiske operasjoner: Fellesgrad,FU,Forskerutdanning,3,3,0,0
1176,Universitetet i Sørøst-Norge,2022,PHDPBS,Ph.d. i pedagogiske ressurser og læreprosesser i barnehage og skole,FU,Forskerutdanning,7,6,1,0
1176,Universitetet i Sørøst-Norge,2022,PHD-TF,"PhD-program i prosess-, energi- og automatiseringsteknikk",FU,Forskerutdanning,6,2,4,0
1176,Universitetet i Sørøst-Norge,2022,PHD-ØKOLOG,Ph.d. i økologi,FU,Forskerutdanning,3,2,1,0
1176,Universitetet i Sørøst-Norge,2023,PHDHEALTH,Ph.d. i personorientert helsearbeid,FU,Forskerutdanning,10,10,0,0
1176,Universitetet i Sørøst-Norge,2023,PHD-KULTUR,Ph.d. i kulturstudier,FU,Forskerutdanning,4,3,1,0
1176,Universitetet i Sørøst-Norge,2023,PHDMNT,PhD i anvendte mikro- og nanosystemer,FU,Forskerutdanning,5,1,4,0
1176,Universitetet i Sørøst-Norge,2023,PHDNAUT,Ph.d.-program i nautiske operasjoner: Fellesgrad,FU,Forskerutdanning,1,0,1,0
1176,Universitetet i Sørøst-Norge,2023,PHDPBS,Ph.d. i pedagogiske ressurser og læreprosesser i barnehage og skole,FU,Forskerutdanning,3,3,0,0
1176,Universitetet i Sørøst-Norge,2023,PHD-TF,"PhD-program i prosess-, energi- og automatiseringsteknikk",FU,Forskerutdanning,3,0,3,0
1176,Universitetet i Sørøst-Norge,2023,PHD-ØKOLOG,Ph.d. i økologi,FU,Forskerutdanning,4,2,2,0
1176,Universitetet i Sørøst-Norge,2024,PHDHEALTH,Ph.d. i personorientert helsearbeid,FU,Forskerutdanning,8,7,1,0
1176,Universitetet i Sørøst-Norge,2024,PHD-KULTUR,Ph.d. i kulturstudier,FU,Forskerutdanning,5,3,2,0
1176,Universitetet i Sørøst-Norge,2024,PHDMAR,PhD in Marketing Management,FU,Forskerutdanning,2,1,1,0
1176,Universitetet i Sørøst-Norge,2024,PHDMNT,PhD i anvendte mikro- og nanosystemer,FU,Forskerutdanning,4,1,3,0
1176,Universitetet i Sørøst-Norge,2024,PHDNAUT,Ph.d.-program i nautiske operasjoner: Fellesgrad,FU,Forskerutdanning,2,0,2,0
1176,Universitetet i Sørøst-Norge,2024,PHDPBS,Ph.d. i pedagogiske ressurser og læreprosesser i barnehage og skole,FU,Forskerutdanning,7,6,1,0
1176,Universitetet i Sørøst-Norge,2024,PHDTEK,Ph.d. i teknologi,FU,Forskerutdanning,1,0,1,0
1176,Universitetet i Sørøst-Norge,2024,PHD-TF,"PhD-program i prosess-, energi- og automatiseringsteknikk",FU,Forskerutdanning,8,3,5,0
1176,Universitetet i Sørøst-Norge,2024,PHD-ØKOLOG,Ph.d. i økologi,FU,Forskerutdanning,4,3,1,0
1176,Universitetet i Sørøst-Norge,2025,PHDHEALTH,Ph.d. i personorientert helsearbeid,FU,Forskerutdanning,4,4,0,0
1176,Universitetet i Sørøst-Norge,2025,PHDHKU,"Ph.d. i humaniora, kultur- og utdanningsvitenskap",FU,Forskerutdanning,7,7,0,0
1176,Universitetet i Sørøst-Norge,2025,PHD-KULTUR,Ph.d. i kulturstudier,FU,Forskerutdanning,2,0,2,0
1176,Universitetet i Sørøst-Norge,2025,PHDMAN,Ph.d. i ledelse,FU,Forskerutdanning,4,1,3,0
1176,Universitetet i Sørøst-Norge,2025,PHDMAR,PhD in Marketing Management,FU,Forskerutdanning,3,2,1,0
1176,Universitetet i Sørøst-Norge,2025,PHDMNT,PhD i anvendte mikro- og nanosystemer,FU,Forskerutdanning,3,1,2,0
1176,Universitetet i Sørøst-Norge,2025,PHDNAUT,Ph.d.-program i nautiske operasjoner: Fellesgrad,FU,Forskerutdanning,1,0,1,0
1176,Universitetet i Sørøst-Norge,2025,PHDPBS,Ph.d. i pedagogiske ressurser og læreprosesser i barnehage og skole,FU,Forskerutdanning,8,6,2,0
1176,Universitetet i Sørøst-Norge,2025,PHDPHS,"Ph.d. i person, helse og samfunn",FU,Forskerutdanning,1,1,0,0
1176,Universitetet i Sørøst-Norge,2025,PHDTEK,Ph.d. i teknologi,FU,Forskerutdanning,2,2,0,0
1176,Universitetet i Sørøst-Norge,2025,PHD-TF,"PhD-program i prosess-, energi- og automatiseringsteknikk",FU,Forskerutdanning,4,2,2,0
1176,Universitetet i Sørøst-Norge,2025,PHD-ØKOLOG,Ph.d. i økologi,FU,Forskerutdanning,2,0,2,0
1177,Universitetet i Innlandet,2025,PHD2PRLU,Ph.d. i utdanningsvitenskapelige fag,FU,Forskerutdanning,6,4,2,0
1177,Universitetet i Innlandet,2025,PHD6AE,PhD in Applied Ecology and Biotechnology,FU,Forskerutdanning,5,5,0,0
1177,Universitetet i Innlandet,2025,PHDBUK,Barn og unges deltakelse og kompetanseutvikling,FU,Forskerutdanning,4,2,2,0
1177,Universitetet i Innlandet,2025,PHDHEV,Helse og velferd,FU,Forskerutdanning,3,2,1,0
1177,Universitetet i Innlandet,2025,PHDINTOP,Innovasjon i tjenesteyting i offentlig og privat sektor,FU,Forskerutdanning,3,0,3,0
1210,Norges musikkhøgskole,2019,DRGR,Doktorgradsprogrammet,FU,Forskerutdanning,1,0,1,0
1210,Norges musikkhøgskole,2019,PHDKU,Ph.d.-programmet i kunstnerisk utviklingsarbeid i musikk,FU,Forskerutdanning,1,1,0,0
1210,Norges musikkhøgskole,2020,DRGR,Doktorgradsprogrammet,FU,Forskerutdanning,3,1,2,0
1210,Norges musikkhøgskole,2020,PHDKU,Ph.d.-programmet i kunstnerisk utviklingsarbeid i musikk,FU,Forskerutdanning,4,1,3,0
1210,Norges musikkhøgskole,2021,DRGR,Doktorgradsprogrammet,FU,Forskerutdanning,3,2,1,0
1210,Norges musikkhøgskole,2021,PHDKU,Ph.d.-programmet i kunstnerisk utviklingsarbeid i musikk,FU,Forskerutdanning,1,0,1,0
1210,Norges musikkhøgskole,2022,DRGR,Doktorgradsprogrammet,FU,Forskerutdanning,6,1,5,0
1210,Norges musikkhøgskole,2022,PHDKU,Ph.d.-programmet i kunstnerisk utviklingsarbeid i musikk,FU,Forskerutdanning,4,1,3,0
1210,Norges musikkhøgskole,2023,DRGR,Doktorgradsprogrammet,FU,Forskerutdanning,7,6,1,0
1210,Norges musikkhøgskole,2023,PHDKU,Ph.d.-programmet i kunstnerisk utviklingsarbeid i musikk,FU,Forskerutdanning,3,0,3,0
1210,Norges musikkhøgskole,2024,DRGR,Ph.d.-programmet i musikkforskning,FU,Forskerutdanning,4,2,2,0
1210,Norges musikkhøgskole,2024,PHDKU,Ph.d.-programmet i kunstnerisk utviklingsarbeid i musikk,FU,Forskerutdanning,5,3,2,0
1210,Norges musikkhøgskole,2025,DRGR,Ph.d.-programmet i musikkforskning,FU,Forskerutdanning,3,3,0,0
1210,Norges musikkhøgskole,2025,PHDKU,Ph.d.-programmet i kunstnerisk utviklingsarbeid i musikk,FU,Forskerutdanning,3,3,0,0
1220,Arkitektur- og designhøgskolen i Oslo,2019,DOKTOR,Doktorgrad,FU,Forskerutdanning,3,0,3,0
1220,Arkitektur- og designhøgskolen i Oslo,2020,DOKTOR,Doktorgrad,FU,Forskerutdanning,7,5,2,0
1220,Arkitektur- og designhøgskolen i Oslo,2021,DOKTOR,Doktorgrad,FU,Forskerutdanning,8,3,5,0
1220,Arkitektur- og designhøgskolen i Oslo,2022,DOKTOR,Doktorgrad,FU,Forskerutdanning,6,4,2,0
1220,Arkitektur- og designhøgskolen i Oslo,2023,DOKTOR,Doktorgrad,FU,Forskerutdanning,2,0,2,0
1220,Arkitektur- og designhøgskolen i Oslo,2024,DOKTOR,Doktorgrad,FU,Forskerutdanning,7,3,4,0
