institusjonskode,institusjonsnavn,aar,studieprogramkode,studieprogramnavn,nivaakode,nivaanavn,kandidater_totalt,kandidater_kvinner,kandidater_menn,kjonn_skjermet
1220,Arkitektur- og designhøgskolen i Oslo,2025,DOKTOR,Doktorgrad,FU,Forskerutdanning,6,2,4,0
1240,Norges handelshøyskole,2019,PHD,PhD Programme,FU,Forskerutdanning,17,10,7,0
1240,Norges handelshøyskole,2020,PHD,PhD Programme,FU,Forskerutdanning,13,4,9,0
1240,Norges handelshøyskole,2021,DRPHILOS,Doctor philosophiae (dr. philos.),FU,Forskerutdanning,1,0,1,0
1240,Norges handelshøyskole,2021,PHD,PhD Programme,FU,Forskerutdanning,16,7,9,0
1240,Norges handelshøyskole,2022,PHD,PhD Programme,FU,Forskerutdanning,19,7,12,0
1240,Norges handelshøyskole,2023,PHD,PhD Programme,FU,Forskerutdanning,20,6,14,0
1240,Norges handelshøyskole,2024,PHD,PhD Programme,FU,Forskerutdanning,21,9,12,0
1240,Norges handelshøyskole,2025,PHD,PhD Programme,FU,Forskerutdanning,18,10,8,0
1260,Norges idrettshøgskole,2019,PHD,Philosophiae doctor (ph.d.),FU,Forskerutdanning,11,9,2,0
1260,Norges idrettshøgskole,2020,PHD,Philosophiae doctor (ph.d.),FU,Forskerutdanning,11,7,4,0
1260,Norges idrettshøgskole,2021,PHD,Philosophiae doctor (ph.d.),FU,Forskerutdanning,11,5,6,0
1260,Norges idrettshøgskole,2022,PHD,Philosophiae doctor (ph.d.),FU,Forskerutdanning,8,4,4,0
1260,Norges idrettshøgskole,2023,PHD,Philosophiae doctor (ph.d.),FU,Forskerutdanning,8,7,1,0
1260,Norges idrettshøgskole,2024,PHD,Philosophiae doctor (ph.d.),FU,Forskerutdanning,13,4,9,0
1260,Norges idrettshøgskole,2025,PHD,Philosophiae doctor (ph.d.),FU,Forskerutdanning,9,3,6,0
6220,Kunsthøgskolen i Oslo,2019,DGKU,Doktorgradsprogram i kunstnerisk utviklingsarbeid,FU,Forskerutdanning,6,6,0,0
6220,Kunsthøgskolen i Oslo,2020,DGKU,Doktorgradsprogram i kunstnerisk utviklingsarbeid,FU,Forskerutdanning,7,5,2,0
6220,Kunsthøgskolen i Oslo,2021,DGKU,Doktorgradsprogram i kunstnerisk utviklingsarbeid,FU,Forskerutdanning,1,0,1,0
6220,Kunsthøgskolen i Oslo,2022,DGKU,Doktorgradsprogram i kunstnerisk utviklingsarbeid,FU,Forskerutdanning,4,2,2,0
6220,Kunsthøgskolen i Oslo,2023,DGKU,Doktorgradsprogram i kunstnerisk utviklingsarbeid,FU,Forskerutdanning,4,4,0,0
6220,Kunsthøgskolen i Oslo,2024,DGKU,Doktorgradsprogram i kunstnerisk utviklingsarbeid,FU,Forskerutdanning,6,4,2,0
6220,Kunsthøgskolen i Oslo,2025,DGKU,Doktorgradsprogram i kunstnerisk utviklingsarbeid,FU,Forskerutdanning,6,4,2,0
8208,VID vitenskapelige høgskole,2019,PHD DVP,"Ph.d. - Diakoni, verdier og profesjonell praksis",FU,Forskerutdanning,3,1,2,0
8208,VID vitenskapelige høgskole,2019,PHD THEOL,Philosophiae doctor (PhD) - Teologi og religion,FU,Forskerutdanning,1,0,1,0
8208,VID vitenskapelige høgskole,2020,PHD DVP,"Ph.d. - Diakoni, verdier og profesjonell praksis",FU,Forskerutdanning,7,7,0,0
8208,VID vitenskapelige høgskole,2020,PHD THEOL,Philosophiae doctor (PhD) - Teologi og religion,FU,Forskerutdanning,3,0,3,0
8208,VID vitenskapelige høgskole,2021,PHD DVP,"Ph.d. - Diakoni, verdier og profesjonell praksis",FU,Forskerutdanning,4,4,0,0
8208,VID vitenskapelige høgskole,2021,PHD THEOL,Philosophiae doctor (PhD) - Teologi og religion,FU,Forskerutdanning,4,2,2,0
8208,VID vitenskapelige høgskole,2022,PHD DVP,"Ph.d. - Diakoni, verdier og profesjonell praksis",FU,Forskerutdanning,8,8,0,0
8208,VID vitenskapelige høgskole,2022,PHD THEOL,Philosophiae doctor (PhD) - Teologi og religion,FU,Forskerutdanning,4,3,1,0
8208,VID vitenskapelige høgskole,2023,PHD DVP,"Ph.d. - Diakoni, verdier og profesjonell praksis",FU,Forskerutdanning,7,6,1,0
8208,VID vitenskapelige høgskole,2023,PHD THEOL,Philosophiae doctor (PhD) - Teologi og religion,FU,Forskerutdanning,2,1,1,0
8208,VID vitenskapelige høgskole,2024,PHD DVP,"Ph.d. - Diakoni, verdier og profesjonell praksis",FU,Forskerutdanning,11,10,1,0
8208,VID vitenskapelige høgskole,2024,PHD THEOL,Philosophiae doctor (PhD) - Teologi og religion,FU,Forskerutdanning,5,3,2,0
8208,VID vitenskapelige høgskole,2025,PHD DVP,"Ph.d. - Diakoni, verdier og profesjonell praksis",FU,Forskerutdanning,9,6,3,0
8208,VID vitenskapelige høgskole,2025,PHD THEOL,Philosophiae doctor (PhD) - Teologi og religion,FU,Forskerutdanning,7,3,4,0
8221,MF vitenskapelig høyskole,2019,DRGRAD,Doktorgradsprogram,FU,Forskerutdanning,7,2,5,0
8221,MF vitenskapelig høyskole,2020,DRGRAD,Doktorgradsprogram,FU,Forskerutdanning,4,3,1,0
8221,MF vitenskapelig høyskole,2021,DRGRAD,Doktorgradsprogram,FU,Forskerutdanning,4,3,1,0
8221,MF vitenskapelig høyskole,2022,DRGRAD,Doktorgradsprogram,FU,Forskerutdanning,6,1,5,0
8221,MF vitenskapelig høyskole,2023,DRGRAD,Doktorgradsprogram,FU,Forskerutdanning,7,5,2,0
8221,MF vitenskapelig høyskole,2024,DRGRAD,Doktorgradsprogram,FU,Forskerutdanning,7,3,4,0
8221,MF vitenskapelig høyskole,2024,DRPHILOS,Doktorgradsprogram dr.philos.,FU,Forskerutdanning,1,0,1,0
8221,MF vitenskapelig høyskole,2025,DRGRAD,Doktorgradsprogram,FU,Forskerutdanning,5,3,2,0
8241,Handelshøyskolen BI,2019,DR,Doktorgrad,FU,Forskerutdanning,7,4,3,0
8241,Handelshøyskolen BI,2020,DR,Doktorgrad,FU,Forskerutdanning,7,4,3,0
8241,Handelshøyskolen BI,2021,DR,Doktorgrad,FU,Forskerutdanning,11,4,7,0
8241,Handelshøyskolen BI,2022,DR,Doktorgrad,FU,Forskerutdanning,6,2,4,0
8241,Handelshøyskolen BI,2023,DR,Doktorgrad,FU,Forskerutdanning,16,7,9,0
8241,Handelshøyskolen BI,2024,DR,Doktorgrad,FU,Forskerutdanning,10,4,6,0
8241,Handelshøyskolen BI,2025,DR,Doktorgrad,FU,Forskerutdanning,11,4,7,0
8253,Høyskolen Kristiania,2025,PIT,Ph.d. i anvendt informasjonsteknologi,FU,Forskerutdanning,3,1,2,0
