institusjonskode,institusjonsnavn,aar,studieprogramkode,studieprogramnavn,studiumkode,studiumnavn,nivaakode,nivaanavn,nus_kode,studiepoeng,kandidater_totalt,kandidater_kvinner,kandidater_menn,kjonn_skjermet
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,03,Bachelor i logistikk og SCM,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681908,180.00,35,14,21,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,07,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,39,18,21,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,35,Bachelor i regnskap og revisjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641142,180.00,19,11,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,36,Bachelor i Sport Management (idrettsledelse),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",668105,180.00,17,3,14,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,369,Bachelor i petroleumslogistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681909,180.00,14,4,10,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,40,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,87,78,9,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,60,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,37,30,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,HELSEFAG,Helsefag,M2,"Master, 2-årig",761905,120.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,80,Master of Science in Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,66,22,44,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,81,"Master i samfunnsendring, organisasjon og ledelse",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",741124,120.00,14,10,4,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,83,Erfaringsbasert master i anvendt informatikk,REALFAG,Matematisk-naturvitenskapelige fag,ME,"Master, erfaringsbasert, 1,5-2 år",754123,90.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,841,Bachelor i juss og administrasjon,JUS,Juridiske fag,B3,"Bachelor, 3-årig",637906,180.00,31,26,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,86,Erfaringsbasert master i logistikk,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,5,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,88,Master of Science in Sport Management,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739920,120.00,11,4,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,89,Master i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,8,3,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,92,Master of Science in Petroleum Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,12,6,6,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2019,98,Sammensatt bachelorgrad,ANNET,Annet,B3,"Bachelor, 3-årig",699904,180.00,8,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,03,Bachelor i logistikk og SCM,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681908,180.00,36,8,28,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,07,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,42,23,19,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,35,Bachelor i regnskap og revisjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641142,180.00,18,11,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,36,Bachelor i Sport Management (idrettsledelse),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",668105,180.00,11,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,369,Bachelor i petroleumslogistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681909,180.00,8,3,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,40,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,85,70,15,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,41,"Bachelor i sykepleie, deltid over 4 år",SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,40,36,4,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,432,Bachelor i marin logistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641163,180.00,12,6,6,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,60,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,42,28,14,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,61,"Bachelor i vernepleie, deltid",VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,42,37,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,HELSEFAG,Helsefag,M2,"Master, 2-årig",761905,120.00,9,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,80,Master of Science in Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,51,27,24,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,81,"Master i samfunnsendring, organisasjon og ledelse",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",741124,120.00,20,12,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,841,Bachelor i juss og administrasjon,JUS,Juridiske fag,B3,"Bachelor, 3-årig",637906,180.00,29,21,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,88,Master of Science in Sport Management,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739920,120.00,16,5,11,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,89,Master i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,8,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,92,Master of Science in Sustainable Energy Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,11,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2020,98,Sammensatt bachelorgrad,ANNET,Annet,B3,"Bachelor, 3-årig",699904,180.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,03,Bachelor i logistikk og SCM,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681908,180.00,35,15,20,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,07,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,37,19,18,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,36,Bachelor i Sport Management (idrettsledelse),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",668105,180.00,28,3,25,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,369,Bachelor i petroleumslogistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681909,180.00,12,6,6,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,370,Bachelor i IT og logistikk,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654130,180.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,40,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,90,73,17,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,432,Bachelor i marin logistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641163,180.00,17,8,9,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,60,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,41,33,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,HELSEFAG,Helsefag,M2,"Master, 2-årig",761905,120.00,8,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,80,Master of Science in Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,51,20,31,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,81,"Master i samfunnsendring, organisasjon og ledelse",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",741124,120.00,16,9,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,841,"Bachelor i politikk, juss og administrasjon",JUS,Juridiske fag,B3,"Bachelor, 3-årig",637906,180.00,22,14,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,86,Erfaringsbasert master i logistikk,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,6,3,3,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,88,Master of Science in Sport Management,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739920,120.00,11,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,89,Master i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,9,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,92,Master of Science in Sustainable Energy Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,6,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2021,98,Sammensatt bachelorgrad,ANNET,Annet,B3,"Bachelor, 3-årig",699904,180.00,6,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,03,Bachelor i logistikk og SCM,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681908,180.00,38,12,26,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,07,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,37,18,19,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,35,Bachelor i regnskap og revisjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641142,180.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,36,Bachelor i Sport Management (idrettsledelse),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",668105,180.00,30,6,24,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,369,Bachelor i petroleumslogistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681909,180.00,11,3,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,389,Bachelor i bærekraftig logistikk og sirkulær økonomi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",681909,180.00,13,5,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,40,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,104,88,16,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,432,Bachelor i marin logistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641163,180.00,23,11,12,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,449,Bachelor i IT og digitalisering,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654121,180.00,26,3,23,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,60,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,37,27,10,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,61,"Bachelor i vernepleie, deltid",VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,48,38,10,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,HELSEFAG,Helsefag,M2,"Master, 2-årig",761905,120.00,10,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,80,Master of Science in Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,49,15,34,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,81,"Master i samfunnsendring, organisasjon og ledelse",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",741124,120.00,14,9,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,841,"Bachelor i politikk, juss og administrasjon",JUS,Juridiske fag,B3,"Bachelor, 3-årig",637906,180.00,20,14,6,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,86,Erfaringsbasert master i logistikk,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,8,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,88,Master of Science in Sport Management,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739920,120.00,11,4,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,89,Master i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,8,3,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,92,Master of Science in Sustainable Energy Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,11,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2022,98,Sammensatt bachelorgrad,ANNET,Annet,B3,"Bachelor, 3-årig",699904,180.00,5,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,03,Bachelor i logistikk og SCM,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681908,180.00,33,10,23,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,07,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,32,13,19,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,36,Bachelor i Sport Management (idrettsledelse),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",668105,180.00,21,4,17,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,369,Bachelor i petroleumslogistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681909,180.00,16,5,11,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,389,Bachelor i bærekraftig logistikk og sirkulær økonomi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",681909,180.00,10,3,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,40,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,131,115,16,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,41,"Bachelor i sykepleie, deltid over 4 år",SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,26,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,432,Bachelor i marin logistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641163,180.00,30,9,21,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,449,Bachelor i IT og digitalisering,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654121,180.00,23,5,18,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,60,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,36,26,10,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,61,"Bachelor i vernepleie, deltid",VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,HELSEFAG,Helsefag,M2,"Master, 2-årig",761905,120.00,6,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,80,Master of Science in Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,37,13,24,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,81,"Master i samfunnsendring, organisasjon og ledelse",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",741124,120.00,9,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,841,"Bachelor i politikk, juss og administrasjon",JUS,Juridiske fag,B3,"Bachelor, 3-årig",637906,180.00,31,21,10,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,86,Erfaringsbasert master i logistikk,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,8,4,4,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,88,Master of Science in Sport Management,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739920,120.00,6,3,3,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,89,Master i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,6,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,92,Master of Science in Sustainable Energy Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,11,4,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,98,Sammensatt bachelorgrad,ANNET,Annet,B3,"Bachelor, 3-årig",699904,180.00,3,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,BRETTSV,Bachelor i rettsvitenskap,JUS,Juridiske fag,B3,"Bachelor, 3-årig",637106,180.00,16,11,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,MAVANKL,"Master i avansert klinisk allmennsykepleie, deltid",HELSEFAG,Helsefag,M2,"Master, 2-årig",761121,120.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2023,MERFHELOG,Erfaringsbasert master i helselogistikk - nettbasert,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,03,Bachelor i logistikk og SCM,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681908,180.00,41,12,29,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,07,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,36,18,18,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,36,Bachelor i Sport Management (idrettsledelse),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",668105,180.00,19,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,369,Bachelor i petroleumslogistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681909,180.00,20,10,10,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,389,Bachelor i bærekraftig logistikk og sirkulær økonomi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",681909,180.00,19,6,13,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,40,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,90,79,11,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,432,Bachelor i marin logistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641163,180.00,25,14,11,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,449,Bachelor i IT og digitalisering,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654121,180.00,47,5,42,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,60,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,38,29,9,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,61,"Bachelor i vernepleie, deltid",VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,42,35,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,HELSEFAG,Helsefag,M2,"Master, 2-årig",761905,120.00,7,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,80,Master of Science in Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,21,5,16,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,81,"Master i samfunnsendring, organisasjon og ledelse",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",741124,120.00,21,14,7,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,841,"Bachelor i politikk, juss og administrasjon",JUS,Juridiske fag,B3,"Bachelor, 3-årig",637906,180.00,17,13,4,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,86,Erfaringsbasert master i logistikk,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,5,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,88,Master of Science in Sport Management,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739920,120.00,11,3,8,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,89,Master i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741121,120.00,6,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,92,Master of Science in Sustainable Energy Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,4,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,BRETTSV,Bachelor i rettsvitenskap,JUS,Juridiske fag,B3,"Bachelor, 3-årig",637106,180.00,22,17,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,MAVANKL,Master i avansert klinisk allmennsykepleie - deltid,HELSEFAG,Helsefag,M2,"Master, 2-årig",761121,120.00,8,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,MERFHELOG,Erfaringsbasert master i helselogistikk - nettbasert,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,0,0,0,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2024,MSUSTR,Master of Science in Sustainable Transport and Urban Mobility,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,9,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,03,Bachelor i logistikk og SCM,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681908,180.00,27,8,19,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,07,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,32,17,15,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,36,Bachelor i Sport Management,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",668105,180.00,12,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,369,Bachelor i petroleumslogistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",681909,180.00,15,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,389,Bachelor i bærekraftig logistikk og sirkulær økonomi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",681909,180.00,16,11,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,40,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,82,68,14,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,41,"Bachelor i sykepleie, deltid over 4 år",SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,22,19,3,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,432,Bachelor i marin logistikk og økonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641163,180.00,30,11,19,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,449,Bachelor i IT og digitalisering,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654121,180.00,35,10,25,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,60,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,27,21,6,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,61,"Bachelor i vernepleie, deltid",VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,29,20,9,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,HELSEFAG,Helsefag,M2,"Master, 2-årig",761905,120.00,11,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,80,Master of Science in Logistics,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",781905,120.00,23,7,16,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,81,"Master i samfunnsendring, organisasjon og ledelse",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",741124,120.00,14,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,841,"Bachelor i politikk, juss og administrasjon",JUS,Juridiske fag,B3,"Bachelor, 3-årig",637906,180.00,12,7,5,0
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,86,Erfaringsbasert master i logistikk,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",781904,90.00,5,,,1
0232,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,88,Master in Sport Management,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739920,120.00,8,,,1
