institusjonskode,institusjonsnavn,aar,studieprogramkode,studieprogramnavn,studiumkode,studiumnavn,nivaakode,nivaanavn,nus_kode,studiepoeng,kandidater_totalt,kandidater_kvinner,kandidater_menn,kjonn_skjermet
1174,Nord universitet,2024,MAENT,Master i entreprenørskap og forretningsutvikling,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741136,120.00,5,,,1
1174,Nord universitet,2024,MAGLU1-7,Grunnskolelærerutdanning master 1-7,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,36,30,6,0
1174,Nord universitet,2024,MAGLU5-10,Grunnskolelærerutdanning master 5-10,IMALU5-10,5-årig masterprogram i grunnskolelærerutdanning 5-10 trinn,M5,"Master, 5-årig",722106,300.00,63,39,24,0
1174,Nord universitet,2024,MAGLUL1-7,Grunnskolelærerutdanning master 1-7 samlingsbasert,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,12,,,1
1174,Nord universitet,2024,MAGLUN1-7,Grunnskolelærerutdanning master 1-7,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,7,,,1
1174,Nord universitet,2024,MAGLUN5-10,Grunnskolelærerutdanning master 5-10,IMALU5-10,5-årig masterprogram i grunnskolelærerutdanning 5-10 trinn,M5,"Master, 5-årig",722106,300.00,27,15,12,0
1174,Nord universitet,2024,MAGLUSØ1-7,Sørsamisk grunnskolelærerutdanning master 1-7,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,3,,,1
1174,Nord universitet,2024,MAHEV,Master i helsevitenskap,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,15,10,5,0
1174,Nord universitet,2024,MAHL,Master i helseledelse,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",741108,90.00,22,12,10,0
1174,Nord universitet,2024,MAHRM90D,Master i Human Resource Management (HRM) - erfaringsbasert,SAMVIT,Samfunnsvitenskap,ME,"Master, erfaringsbasert, 1,5-2 år",741143,90.00,24,21,3,0
1174,Nord universitet,2024,MALOGO,Master i logopedi,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",769945,120.00,25,,,1
1174,Nord universitet,2024,MAMUS,Master i musikk- og ensembleledelse,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",715127,120.00,15,,,1
1174,Nord universitet,2024,MARBIO,Nordisk master i bærekraftig produksjon og utnyttelse av marine bioressurser,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751514,120.00,11,4,7,0
1174,Nord universitet,2024,MAREGN,Master i regnskap og revisjon,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741130,120.00,17,10,7,0
1174,Nord universitet,2024,MASAMF120H,Master i samfunnsvitenskap,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731911,120.00,6,,,1
1174,Nord universitet,2024,MASIK,Master i beredskap og kriseledelse,SAMVIT,Samfunnsvitenskap,ME,"Master, erfaringsbasert, 1,5-2 år",782908,90.00,42,18,24,0
1174,Nord universitet,2024,MASPESYK,Master i spesialsykepleie,HELSEFAG,Helsefag,M2,"Master, 2-årig",761113,120.00,12,,,1
1174,Nord universitet,2024,MASPT,Master i tilpasset opplæring,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724207,120.00,59,56,3,0
1174,Nord universitet,2024,MASYK,Master i klinisk sykepleie,HELSEFAG,Helsefag,M2,"Master, 2-årig",761122,120.00,12,,,1
1174,Nord universitet,2024,MBALED,MBA i strategi og ledelse,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",741108,90.00,141,61,80,0
1174,Nord universitet,2024,MBATEK,MBA i teknologiledelse,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",741108,90.00,22,7,15,0
1174,Nord universitet,2024,MBATR,MBA,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",741108,90.00,0,0,0,0
1174,Nord universitet,2024,MFK,Bachelor - musikkpedagog og formidler i kulturskolen,UVFAG,Pedagogiske fag,B3,"Bachelor, 3-årig",615115,180.00,8,,,1
1174,Nord universitet,2024,MFL,"Bachelor i musikk, faglærerutdanning",FAG,Faglærerutdanning,B3,"Bachelor, 3-årig",623126,180.00,11,6,5,0
1174,Nord universitet,2024,MSB5,Siviløkonom / Master of Science in Business,ØA,Økonomisk-administrativ utdanning,M5,"Master, 5-årig",741133,300.00,3,,,1
1174,Nord universitet,2024,MAANALYSE,Master i samfunnsanalyse,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",733113,120.00,7,,,1
1174,Nord universitet,2024,PP1N,Praktisk-pedagogisk utdanning for yrkesfag for trinn 8-13,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623802,60.00,47,30,17,0
1174,Nord universitet,2024,PPAN,Praktisk-pedagogisk utdanning for allmenne fag,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,21,12,9,0
1174,Nord universitet,2024,TLB,Påbygging til Bachelor i trafikkpedagogikk og trafikksikkerhet - årsstudium,UVFAG,Pedagogiske fag,AR,"Årsstudium, 60-studiepoeng",623704,60.00,11,5,6,0
1174,Nord universitet,2024,TLBTA,Trafikklærer,SAMVIT,Samfunnsvitenskap,HK,"Høyskolekandidat, 2-årig",623703,120.00,112,33,79,0
1174,Nord universitet,2024,TPSF,Bachelor skuespill og scenekunstproduksjon,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615210,180.00,16,11,5,0
1174,Nord universitet,2025,224,Bachelor i naturforvaltning,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",674105,180.00,19,6,13,0
1174,Nord universitet,2025,321,Bachelor i husdyrvitenskap,LU,Landbruksutdanning,B3,"Bachelor, 3-årig",679903,180.00,9,6,3,0
1174,Nord universitet,2025,90MKL,Master i kunnskapsledelse,SAMVIT,Samfunnsvitenskap,ME,"Master, erfaringsbasert, 1,5-2 år",741111,90.00,28,18,10,0
1174,Nord universitet,2025,ABLU,Bachelor arbeidsplassbasert barnehagelærerutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,22,,,1
1174,Nord universitet,2025,BABEV,Bachelor i barnevern,BAR,Barnevernpedagogutdanning,B3,"Bachelor, 3-årig",662117,180.00,19,,,1
1174,Nord universitet,2025,BABII,Bachelor i biologi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",651905,180.00,21,10,11,0
1174,Nord universitet,2025,BABLU,Bachelor barnehagelærerutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,23,20,3,0
1174,Nord universitet,2025,BABLUD,Bachelor barnehagelærerutdanning,BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,37,,,1
1174,Nord universitet,2025,BABLUS,"Bachelor barnehagelærerutdanning, nett- og samlingsbasert",BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,0,0,0,0
1174,Nord universitet,2025,BACPS,Bachelor i nordområde- og nordiske studier,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",633901,180.00,5,,,1
1174,Nord universitet,2025,BADYR,Bachelor i dyrepleie,DYR,Dyrepleie,B3,"Bachelor, 3-årig",667205,180.00,15,,,1
1174,Nord universitet,2025,BAEME,Bachelor i eiendomsmegling og markedsanalyser,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641906,180.00,20,8,12,0
1174,Nord universitet,2025,BAENG,Bachelor i engelsk,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",611121,180.00,6,,,1
1174,Nord universitet,2025,BAFAR,Bachelor i farmasi,FARMASI,Farmasi,B3,"Bachelor, 3-årig",666201,180.00,17,12,5,0
1174,Nord universitet,2025,BAGEO,Bachelor i geografi og samfunnsplanlegging,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",633103,180.00,10,3,7,0
1174,Nord universitet,2025,BAHBL,Bachelor i havbruksdrift og ledelse,FISKERIFAG,Fiskerifag,B3,"Bachelor, 3-årig",671113,180.00,47,22,25,0
1174,Nord universitet,2025,BAHRM,Bachelor i Human Resource Management (HRM),SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",641162,180.00,65,44,21,0
1174,Nord universitet,2025,BAINT,Bachelor i internasjonale relasjoner,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",631115,180.00,14,6,8,0
1174,Nord universitet,2025,BAJOU,Bachelor i journalistikk,JOU,Journalist-/fotoutdanning,B3,"Bachelor, 3-årig",635205,180.00,15,8,7,0
1174,Nord universitet,2025,BAREGN,Bachelor i regnskap,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641142,180.00,0,0,0,0
1174,Nord universitet,2025,BASELVFBA,Selvvalgt bachelor,ANNET,Annet,B3,"Bachelor, 3-årig",639908,180.00,0,0,0,0
1174,Nord universitet,2025,BASELVFLU,Bachelor selvvalgt,ANNET,Annet,B3,"Bachelor, 3-årig",699904,180.00,8,5,3,0
1174,Nord universitet,2025,BASELVFSV,Selvvalgt bachelor 2-3c,ANNET,Annet,B3,"Bachelor, 3-årig",639908,180.00,12,8,4,0
1174,Nord universitet,2025,BASELVHHN,Selvvalgt bachelor,ANNET,Annet,B3,"Bachelor, 3-årig",641199,180.00,7,3,4,0
1174,Nord universitet,2025,BASELVHHN2,Selvvalgt bachelor 2-3b,ANNET,Annet,B3,"Bachelor, 3-årig",641199,180.00,8,,,1
1174,Nord universitet,2025,BASIRK,Bachelor i sirkulær bioøkonomi,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",651909,180.00,3,,,1
1174,Nord universitet,2025,BASOA,Bachelor i sosialt arbeid,SOS,Sosionomutdanning/sosialt arbeid,B3,"Bachelor, 3-årig",662116,180.00,92,81,11,0
1174,Nord universitet,2025,BASOAH,Bachelor i sosialt arbeid,SOS,Sosionomutdanning/sosialt arbeid,B3,"Bachelor, 3-årig",662116,180.00,34,,,1
1174,Nord universitet,2025,BASOS,Bachelor i sosiologi og samfunnsanalyse,SAMVIT,Samfunnsvitenskap,B3,"Bachelor, 3-årig",632102,180.00,11,,,1
1174,Nord universitet,2025,BASPO,Bachelor i spill og opplevelsesteknologi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654134,180.00,24,7,17,0
1174,Nord universitet,2025,BASYD,"Bachelor i sykepleie, deltid - 4 år",SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,49,,,1
1174,Nord universitet,2025,BASYK,Bachelor i sykepleie,SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,242,207,35,0
1174,Nord universitet,2025,BASYS,"Bachelor i sykepleie, 4-årig nett- og samlingsbasert",SYK,Sykepleierutdanning,B3,"Bachelor, 3-årig",661120,180.00,0,0,0,0
1174,Nord universitet,2025,BATRE,Bachelor i trening,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668105,180.00,8,3,5,0
1174,Nord universitet,2025,BAVED,"Bachelor i vernepleie, deltid",VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,17,14,3,0
1174,Nord universitet,2025,BAVER,Bachelor i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,30,21,9,0
1174,Nord universitet,2025,BAYRK,Bachelor yrkesfaglærer,YRKESFAG,Yrkesfaglærerutdanning,B3,"Bachelor, 3-årig",623901,180.00,27,19,8,0
1174,Nord universitet,2025,BAØKLED,Bachelor i økonomi og administrasjon,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641141,180.00,55,28,27,0
1174,Nord universitet,2025,BAANIMAL,Joint Bachelor Degree in Animal Science,VET,Veterinærutdanning,B3,"Bachelor, 3-årig",651908,180.00,37,,,1
1174,Nord universitet,2025,EMMMP,Bachelor i internasjonal markedsføring,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",642219,180.00,8,3,5,0
1174,Nord universitet,2025,FARD,"Bachelor i farmasi, deltid",RES,Reseptarutdanning,B3,"Bachelor, 3-årig",666201,180.00,0,0,0,0
1174,Nord universitet,2025,FILM OG TV,Bachelor i film- og TV-produksjon,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",635911,180.00,21,6,15,0
1174,Nord universitet,2025,GLULÆR1-7,Ferdigstilling av påbegynt lærerutdanning 1.-7. trinn,GLU1-7,Grunnskolelærerutdanning 1-7 trinn,B4,"Bachelor, 4-årig",622112,240.00,0,0,0,0
1174,Nord universitet,2025,GLULÆR5-10,Ferdigstilling av påbegynt lærerutdanning 5.-10. trinn,GLU5-10,Grunnskolelærerutdanning 5-10 trinn,B4,"Bachelor, 4-årig",622113,240.00,8,,,1
1174,Nord universitet,2025,HOK,Master i kroppsøvings- og idrettsvitenskap,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",768105,120.00,22,,,1
1174,Nord universitet,2025,INSBA,"Bachelor i økonomi, digitalisering og forretningsutvikling",ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641156,180.00,13,6,7,0
1174,Nord universitet,2025,IVB,Bachelor i idrettsvitenskap,IU,Idrettsutdanning,B3,"Bachelor, 3-årig",668106,180.00,20,7,13,0
1174,Nord universitet,2025,LEKROPP,Lektorutdanning i kroppsøving og idrettsfag,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723502,300.00,17,3,14,0
1174,Nord universitet,2025,LESAMF,Lektorutdanning i samfunnsfag,INTMASTER,Femårig lektorutdanning,M5,"Master, 5-årig",723202,300.00,12,3,9,0
1174,Nord universitet,2025,MABED,Siviløkonom / Master of Science in Business,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741125,120.00,43,14,29,0
1174,Nord universitet,2025,MABIO,Master i biovitenskap,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751514,120.00,29,14,15,0
1174,Nord universitet,2025,MAENM,Master i bærekraftig ledelse og arktiske perspektiver,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741112,120.00,7,,,1
1174,Nord universitet,2025,MAENT,Master i entreprenørskap og forretningsutvikling,ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741136,120.00,4,,,1
1174,Nord universitet,2025,MAGLU1-7,Grunnskolelærerutdanning master 1-7,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,30,27,3,0
1174,Nord universitet,2025,MAGLU5-10,Grunnskolelærerutdanning master 5-10,IMALU5-10,5-årig masterprogram i grunnskolelærerutdanning 5-10 trinn,M5,"Master, 5-årig",722106,300.00,49,29,20,0
1174,Nord universitet,2025,MAGLUL1-7,Grunnskolelærerutdanning master 1-7 samlingsbasert,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,23,20,3,0
1174,Nord universitet,2025,MAGLULU1-7,Lulesamisk grunnskolelærerutdanning master 1-7,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,0,0,0,0
1174,Nord universitet,2025,MAGLUN1-7,Grunnskolelærerutdanning master 1-7,IMALU1-7,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,M5,"Master, 5-årig",722105,300.00,5,,,1
1174,Nord universitet,2025,MAGLUN5-10,Grunnskolelærerutdanning master 5-10,IMALU5-10,5-årig masterprogram i grunnskolelærerutdanning 5-10 trinn,M5,"Master, 5-årig",722106,300.00,8,,,1
1174,Nord universitet,2025,MAHEV,Master i helsevitenskap,HELSEFAG,Helsefag,M2,"Master, 2-årig",769915,120.00,22,,,1
1174,Nord universitet,2025,MAHRM90D,Master i Human Resource Management (HRM) - erfaringsbasert,SAMVIT,Samfunnsvitenskap,ME,"Master, erfaringsbasert, 1,5-2 år",741143,90.00,21,,,1
1174,Nord universitet,2025,MAJOU,Master i journalistikk og kommunikasjonsarbeid,JOU,Journalist-/fotoutdanning,ME,"Master, erfaringsbasert, 1,5-2 år",735203,120.00,11,8,3,0
1174,Nord universitet,2025,MALOGO,Master i logopedi,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",769945,120.00,24,21,3,0
1174,Nord universitet,2025,MAMUS,Master i musikk- og ensembleledelse,HUMAN,Historisk-filosofiske fag,M2,"Master, 2-årig",715127,120.00,10,5,5,0
1174,Nord universitet,2025,MAPRO,Master i praktisk kunnskap,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",739907,120.00,0,0,0,0
1174,Nord universitet,2025,MARBIO,Nordisk master i bærekraftig produksjon og utnyttelse av marine bioressurser,REALFAG,Matematisk-naturvitenskapelige fag,M2,"Master, 2-årig",751514,120.00,4,,,1
1174,Nord universitet,2025,MAREGN,"Master i regnskap, revisjon og bærekraft",ØA,Økonomisk-administrativ utdanning,M2,"Master, 2-årig",741130,120.00,15,6,9,0
1174,Nord universitet,2025,MASAMF120H,Master i samfunnsvitenskap,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",731911,120.00,0,0,0,0
1174,Nord universitet,2025,MASIK,Master i beredskap og kriseledelse,SAMVIT,Samfunnsvitenskap,ME,"Master, erfaringsbasert, 1,5-2 år",782908,90.00,53,15,38,0
1174,Nord universitet,2025,MASOSVIT,Master i sosialvitenskap,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",732106,120.00,5,,,1
1174,Nord universitet,2025,MASPESYK,Master i spesialsykepleie,HELSEFAG,Helsefag,M2,"Master, 2-årig",761113,120.00,16,,,1
1174,Nord universitet,2025,MASPT,Master i spesialpedagogikk,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",724207,120.00,67,60,7,0
1174,Nord universitet,2025,MASYK,Master i klinisk sykepleie,HELSEFAG,Helsefag,M2,"Master, 2-årig",761122,120.00,4,,,1
1174,Nord universitet,2025,MBALED,MBA i strategi og ledelse,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",741108,90.00,160,85,75,0
1174,Nord universitet,2025,MBATEK,MBA i teknologiledelse,ØA,Økonomisk-administrativ utdanning,ME,"Master, erfaringsbasert, 1,5-2 år",741108,90.00,7,3,4,0
1174,Nord universitet,2025,MFK,Bachelor - musikkpedagog og formidler i kulturskolen,UVFAG,Pedagogiske fag,B3,"Bachelor, 3-årig",615115,180.00,0,0,0,0
1174,Nord universitet,2025,MSB5,Siviløkonom / Master of Science in Business,ØA,Økonomisk-administrativ utdanning,M5,"Master, 5-årig",741133,300.00,6,,,1
1174,Nord universitet,2025,MAANALYSE,Master i samfunnsanalyse,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",733113,120.00,6,,,1
1174,Nord universitet,2025,MAANALYSED,"Master i samfunnsanalyse, deltid",SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",733113,120.00,3,,,1
1174,Nord universitet,2025,PP1N,Praktisk-pedagogisk utdanning for yrkesfag for trinn 8-13,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623802,60.00,45,29,16,0
1174,Nord universitet,2025,PPAN,Praktisk-pedagogisk utdanning for allmenne fag,PRAKTPED,Praktisk-pedagogisk utdanning,AR,"Årsstudium, 60-studiepoeng",623801,60.00,17,9,8,0
1174,Nord universitet,2025,TLB,Påbygging til Bachelor i trafikkpedagogikk og trafikksikkerhet - årsstudium,UVFAG,Pedagogiske fag,AR,"Årsstudium, 60-studiepoeng",623704,60.00,0,0,0,0
1174,Nord universitet,2025,TLBTA,Trafikklærer,SAMVIT,Samfunnsvitenskap,HK,"Høyskolekandidat, 2-årig",623703,120.00,93,33,60,0
1174,Nord universitet,2025,TPSF,Bachelor skuespill og scenekunstproduksjon,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615210,180.00,19,11,8,0
1175,OsloMet – storbyuniversitetet,2019,ABY,"Yrkesfaglærerutdanning, arbeidsplassbasert",YRKESFAG,Yrkesfaglærerutdanning,B3,"Bachelor, 3-årig",623901,180.00,7,3,4,0
1175,OsloMet – storbyuniversitetet,2019,ADML,Bachelorstudium i administrasjon og ledelse i offentlig virksomhet,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641143,180.00,70,37,33,0
1175,OsloMet – storbyuniversitetet,2019,ANVDATA,Bachelorstudium i anvendt datateknologi,REALFAG,Matematisk-naturvitenskapelige fag,B3,"Bachelor, 3-årig",654128,180.00,42,6,36,0
1175,OsloMet – storbyuniversitetet,2019,BACHKULT,Bachelor i kultur- og samfunnsfag,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",613424,180.00,6,3,3,0
1175,OsloMet – storbyuniversitetet,2019,BACHKULTLU,Bachelor i kultur- og samfunnsfag,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",613424,180.00,5,,,1
1175,OsloMet – storbyuniversitetet,2019,BHMAHELTID,Masterstudium i barnehagekunnskap,UVFAG,Pedagogiske fag,M2,"Master, 2-årig",721104,120.00,4,,,1
1175,OsloMet – storbyuniversitetet,2019,BIBMASTER,Masterstudium i bibliotek- og informasjonsvitenskap,BIB,Bibliotekarutdanning,M2,"Master, 2-årig",712202,120.00,10,,,1
1175,OsloMet – storbyuniversitetet,2019,BIGB,Bachelorstudium i bioingeniørfag,BIO,Bioingeniørutdanning,B3,"Bachelor, 3-årig",669937,180.00,54,44,10,0
1175,OsloMet – storbyuniversitetet,2019,BLA,"Bachelorstudium i barnehagelærerutdanning, arbeidsplassbasert",BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,33,26,7,0
1175,OsloMet – storbyuniversitetet,2019,BLAO,"Bachelorstudium i barnehagelærerutdanning, arbeidsplassbasert",BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,35,28,7,0
1175,OsloMet – storbyuniversitetet,2019,BLD,"Bachelorstudium i barnehagelærerutdanning, deltid",BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,84,68,16,0
1175,OsloMet – storbyuniversitetet,2019,BLDS,"Bachelorstudium i barnehagelærerutdanning, deltid - Sandvika",BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,21,,,1
1175,OsloMet – storbyuniversitetet,2019,BLH,"Bachelorstudium i barnehagelærerutdanning, heltid",BLU,Barnehagelærerutdanning,B3,"Bachelor, 3-årig",621107,180.00,191,175,16,0
1175,OsloMet – storbyuniversitetet,2019,BVUD,Bachelorstudium i barnevern - deltid,BAR,Barnevernpedagogutdanning,B3,"Bachelor, 3-årig",662117,180.00,48,32,16,0
1175,OsloMet – storbyuniversitetet,2019,BVUH,Bachelorstudium i barnevern,BAR,Barnevernpedagogutdanning,B3,"Bachelor, 3-årig",662117,180.00,75,68,7,0
1175,OsloMet – storbyuniversitetet,2019,ERGB,Bachelorstudium i ergoterapi,ERG,Ergoterapeututdanning,B3,"Bachelor, 3-årig",665102,180.00,65,57,8,0
1175,OsloMet – storbyuniversitetet,2019,ESTDTK-BA,Bachelorstudium i drama og teaterkommunikasjon,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",615208,180.00,15,10,5,0
1175,OsloMet – storbyuniversitetet,2019,ESTKD-BA,Bachelorstudium i kunst og design,HUMAN,Historisk-filosofiske fag,B3,"Bachelor, 3-årig",616902,180.00,29,24,5,0
1175,OsloMet – storbyuniversitetet,2019,FAGFKH-BA2,"Faglærerutdanning i design, kunst og håndverk",FAG,Faglærerutdanning,B3,"Bachelor, 3-årig",623130,180.00,29,25,4,0
1175,OsloMet – storbyuniversitetet,2019,FLKMA,Masterstudium i internasjonal utdanning og utvikling,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",713416,120.00,23,14,9,0
1175,OsloMet – storbyuniversitetet,2019,FLKMO,Masterstudium i flerkulturell og internasjonal utdanning,SAMVIT,Samfunnsvitenskap,M2,"Master, 2-årig",713416,120.00,17,5,12,0
1175,OsloMet – storbyuniversitetet,2019,FMAN,Bachelorstudium i Facility Management,ØA,Økonomisk-administrativ utdanning,B3,"Bachelor, 3-årig",641164,180.00,4,,,1
1175,OsloMet – storbyuniversitetet,2019,FUTB,Bachelorstudium i fysioterapi - studieretning fysioterapi,FYS,Fysioterapeututdanning,B3,"Bachelor, 3-årig",665204,180.00,94,65,29,0
1175,OsloMet – storbyuniversitetet,2019,GLU1-7,Grunnskolelærerutdanning 1.-7. trinn,GLU1-7,Grunnskolelærerutdanning 1-7 trinn,YU,"Yrkesutdanning, 4-årig",622112,240.00,133,104,29,0
1175,OsloMet – storbyuniversitetet,2019,GLU-ENG,Grunnskolelærerutdanning 5.-10. trinn,GLU5-10,Grunnskolelærerutdanning 5-10 trinn,YU,"Yrkesutdanning, 4-årig",622113,240.00,43,31,12,0
1175,OsloMet – storbyuniversitetet,2019,GLU-MAT,Grunnskolelærerutdanning 5.-10. trinn,GLU5-10,Grunnskolelærerutdanning 5-10 trinn,YU,"Yrkesutdanning, 4-årig",622113,240.00,58,33,25,0
1175,OsloMet – storbyuniversitetet,2019,GLU-NOR,Grunnskolelærerutdanning 5.-10. trinn,GLU5-10,Grunnskolelærerutdanning 5-10 trinn,YU,"Yrkesutdanning, 4-årig",622113,240.00,39,31,8,0
1175,OsloMet – storbyuniversitetet,2019,GVD,"Bachelorstudium i vernepleie, deltid, Bærum",VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,40,33,7,0
1175,OsloMet – storbyuniversitetet,2019,GVH,Bachelorstudium i vernepleie,VER,Vernepleierutdanning,B3,"Bachelor, 3-årig",661305,180.00,72,57,15,0
1175,OsloMet – storbyuniversitetet,2019,HINGBYGG,Bachelorstudium i ingeniørfag - bygg,ING,Ingeniørutdanning,B3,"Bachelor, 3-årig",657107,180.00,114,25,89,0
1175,OsloMet – storbyuniversitetet,2019,HINGDATA,Bachelorstudium i ingeniørfag - data,ING,Ingeniørutdanning,B3,"Bachelor, 3-årig",654122,180.00,66,9,57,0
1175,OsloMet – storbyuniversitetet,2019,HINGELEKTR,Bachelorstudium i ingeniørfag - elektronikk og informasjonsteknologi,ING,Ingeniørutdanning,B3,"Bachelor, 3-årig",655106,180.00,69,6,63,0
1175,OsloMet – storbyuniversitetet,2019,HINGENERGI,Bachelorstudium i ingeniørfag - energi og miljø,ING,Ingeniørutdanning,B3,"Bachelor, 3-årig",655107,180.00,41,9,32,0
1175,OsloMet – storbyuniversitetet,2019,HINGKJEMI,Bachelorstudium i ingeniørfag - bioteknologi og kjemi,ING,Ingeniørutdanning,B3,"Bachelor, 3-årig",652211,180.00,25,14,11,0
1175,OsloMet – storbyuniversitetet,2019,HINGMASKIN,Bachelorstudium i ingeniørfag - maskin,ING,Ingeniørutdanning,B3,"Bachelor, 3-årig",655213,180.00,56,6,50,0
1175,OsloMet – storbyuniversitetet,2019,IFHBA,Bachelorstudium: Faglærerutdanning i kroppsøving og idrettsfag,FAG,Faglærerutdanning,B3,"Bachelor, 3-årig",623124,180.00,43,13,30,0
1175,OsloMet – storbyuniversitetet,2019,IFH-BA,"Bachelorstudium i idrett, friluftsliv og helse",FAG,Faglærerutdanning,B3,"Bachelor, 3-årig",668105,180.00,0,0,0,0
