date,age,population
2023-Q3,23,69063
2023-Q3,24,69550
2023-Q3,25,70615
2023-Q3,26,72947
2023-Q3,27,74641
2023-Q3,28,74960
2023-Q3,29,75689
2023-Q3,30,77195
2023-Q3,31,78827
2023-Q3,32,80090
2023-Q3,33,80466
2023-Q3,34,79655
2023-Q3,35,78287
2023-Q3,36,76281
2023-Q3,37,75586
2023-Q3,38,74334
2023-Q3,39,73451
2023-Q3,40,73246
2023-Q3,41,72769
2023-Q3,42,71963
2023-Q3,43,71980
2023-Q3,44,70979
2023-Q3,45,69925
2023-Q3,46,69297
2023-Q3,47,70795
2023-Q3,48,72954
2023-Q3,49,74622
2023-Q3,50,75344
2023-Q3,51,76769
2023-Q3,52,76289
2023-Q3,53,76082
2023-Q3,54,76522
2023-Q3,55,75109
2023-Q3,56,73448
2023-Q3,57,72426
2023-Q3,58,70956
2023-Q3,59,68876
2023-Q3,60,66342
2023-Q3,61,64746
2023-Q3,62,63493
2023-Q3,63,62638
2023-Q3,64,61987
2023-Q3,65,60694
2023-Q3,66,59591
2023-Q3,67,58821
2023-Q3,68,56911
2023-Q3,69,55414
2023-Q3,70,54121
2023-Q3,71,52175
2023-Q3,72,50371
2023-Q3,73,50212
2023-Q3,74,49595
2023-Q3,75,49461
2023-Q3,76,49557
2023-Q3,77,47269
2023-Q3,78,41995
2023-Q3,79,38023
2023-Q3,80,33016
2023-Q3,81,28641
2023-Q3,82,25268
2023-Q3,83,24045
2023-Q3,84,21721
2023-Q3,85,19256
2023-Q3,86,16819
2023-Q3,87,14587
2023-Q3,88,12565
2023-Q3,89,10939
2023-Q3,90,9690
2023-Q3,91,8497
2023-Q3,92,6999
2023-Q3,93,5586
2023-Q3,94,4278
2023-Q3,95,3243
2023-Q3,96,2402
2023-Q3,97,1760
2023-Q3,98,1268
2023-Q3,99,840
2023-Q3,100,503
2023-Q3,101,311
2023-Q3,102,184
2023-Q3,103,107
2023-Q3,104,57
2023-Q3,105,105
2023-Q4,0,52357
2023-Q4,1,53536
2023-Q4,2,57721
2023-Q4,3,55585
2023-Q4,4,57088
2023-Q4,5,57929
2023-Q4,6,59679
2023-Q4,7,62078
2023-Q4,8,62360
2023-Q4,9,62691
2023-Q4,10,63305
2023-Q4,11,65237
2023-Q4,12,65880
2023-Q4,13,67670
2023-Q4,14,68620
2023-Q4,15,67844
2023-Q4,16,66461
2023-Q4,17,66729
2023-Q4,18,65614
2023-Q4,19,65545
2023-Q4,20,64959
2023-Q4,21,64418
2023-Q4,22,66282
2023-Q4,23,69227
2023-Q4,24,69880
2023-Q4,25,70484
2023-Q4,26,72772
2023-Q4,27,74968
2023-Q4,28,75169
2023-Q4,29,75723
2023-Q4,30,77066
2023-Q4,31,78809
2023-Q4,32,80077
2023-Q4,33,80991
2023-Q4,34,80051
2023-Q4,35,79291
2023-Q4,36,76635
2023-Q4,37,76168
2023-Q4,38,74864
2023-Q4,39,73793
2023-Q4,40,73364
2023-Q4,41,73410
2023-Q4,42,71921
2023-Q4,43,72451
2023-Q4,44,71275
2023-Q4,45,70539
2023-Q4,46,69091
2023-Q4,47,70455
2023-Q4,48,72362
2023-Q4,49,74754
2023-Q4,50,74817
2023-Q4,51,76879
2023-Q4,52,76586
2023-Q4,53,75797
2023-Q4,54,76765
2023-Q4,55,75692
2023-Q4,56,73633
2023-Q4,57,72795
2023-Q4,58,71313
2023-Q4,59,69614
2023-Q4,60,66781
2023-Q4,61,65076
2023-Q4,62,63731
2023-Q4,63,62707
2023-Q4,64,62168
2023-Q4,65,61082
2023-Q4,66,59474
2023-Q4,67,59200
2023-Q4,68,57195
2023-Q4,69,55597
2023-Q4,70,54301
2023-Q4,71,52775
2023-Q4,72,50135
2023-Q4,73,50201
2023-Q4,74,49417
2023-Q4,75,49206
2023-Q4,76,49126
2023-Q4,77,48652
2023-Q4,78,42380
2023-Q4,79,39145
2023-Q4,80,33663
2023-Q4,81,29614
2023-Q4,82,25067
2023-Q4,83,24283
2023-Q4,84,21945
2023-Q4,85,19544
2023-Q4,86,16993
2023-Q4,87,14788
2023-Q4,88,12633
2023-Q4,89,10943
2023-Q4,90,9546
2023-Q4,91,8538
2023-Q4,92,6980
2023-Q4,93,5640
2023-Q4,94,4281
2023-Q4,95,3266
2023-Q4,96,2366
2023-Q4,97,1751
2023-Q4,98,1264
2023-Q4,99,867
2023-Q4,100,497
2023-Q4,101,312
2023-Q4,102,179
2023-Q4,103,108
2023-Q4,104,62
2023-Q4,105,105
2024-Q1,0,52630
2024-Q1,1,52995
2024-Q1,2,57546
2024-Q1,3,55847
2024-Q1,4,56927
2024-Q1,5,57754
2024-Q1,6,59261
2024-Q1,7,61841
2024-Q1,8,62408
2024-Q1,9,62739
2024-Q1,10,63148
2024-Q1,11,65061
2024-Q1,12,65739
2024-Q1,13,67439
2024-Q1,14,68715
2024-Q1,15,68305
2024-Q1,16,66824
2024-Q1,17,67090
2024-Q1,18,66031
2024-Q1,19,65795
2024-Q1,20,65323
2024-Q1,21,64526
2024-Q1,22,65893
2024-Q1,23,69002
2024-Q1,24,70069
2024-Q1,25,70530
2024-Q1,26,72567
2024-Q1,27,74976
2024-Q1,28,75372
2024-Q1,29,75801
2024-Q1,30,76956
2024-Q1,31,78662
2024-Q1,32,79996
2024-Q1,33,81185
2024-Q1,34,80458
2024-Q1,35,79922
2024-Q1,36,77259
2024-Q1,37,76569
2024-Q1,38,75362
2024-Q1,39,74164
2024-Q1,40,73549
2024-Q1,41,73744
2024-Q1,42,72185
2024-Q1,43,72633
2024-Q1,44,71626
2024-Q1,45,70948
2024-Q1,46,69259
2024-Q1,47,70146
2024-Q1,48,71881
2024-Q1,49,74492
2024-Q1,50,74602
2024-Q1,51,76643
2024-Q1,52,76763
2024-Q1,53,75791
2024-Q1,54,76733
2024-Q1,55,76087
2024-Q1,56,73998
2024-Q1,57,73055
2024-Q1,58,71656
2024-Q1,59,70148
2024-Q1,60,67352
2024-Q1,61,65439
2024-Q1,62,64000
2024-Q1,63,62856
2024-Q1,64,62277
2024-Q1,65,61350
2024-Q1,66,59594
2024-Q1,67,59325
2024-Q1,68,57517
2024-Q1,69,55819
2024-Q1,70,54470
2024-Q1,71,53144
2024-Q1,72,50312
2024-Q1,73,50079
2024-Q1,74,49329
2024-Q1,75,48990
2024-Q1,76,48790
2024-Q1,77,49122
2024-Q1,78,43243
2024-Q1,79,39877
2024-Q1,80,34522
2024-Q1,81,30400
2024-Q1,82,25435
2024-Q1,83,24302
2024-Q1,84,22176
2024-Q1,85,19789
2024-Q1,86,17206
2024-Q1,87,14977
2024-Q1,88,12752
2024-Q1,89,10980
2024-Q1,90,9480
2024-Q1,91,8493
2024-Q1,92,6987
2024-Q1,93,5666
2024-Q1,94,4309
2024-Q1,95,3275
2024-Q1,96,2363
2024-Q1,97,1738
2024-Q1,98,1256
2024-Q1,99,876
2024-Q1,100,505
2024-Q1,101,311
2024-Q1,102,178
2024-Q1,103,107
2024-Q1,104,66
2024-Q1,105,104
2024-Q2,0,53064
2024-Q2,1,53005
2024-Q2,2,56393
2024-Q2,3,56599
2024-Q2,4,56627
2024-Q2,5,57676
2024-Q2,6,58939
2024-Q2,7,61273
2024-Q2,8,62429
2024-Q2,9,62766
2024-Q2,10,63146
2024-Q2,11,64653
2024-Q2,12,65738
2024-Q2,13,67083
2024-Q2,14,68549
2024-Q2,15,68602
2024-Q2,16,67405
2024-Q2,17,67180
2024-Q2,18,66654
2024-Q2,19,65949
2024-Q2,20,65624
2024-Q2,21,64897
2024-Q2,22,65637
2024-Q2,23,68404
2024-Q2,24,70123
2024-Q2,25,70744
2024-Q2,26,72331
2024-Q2,27,74678
2024-Q2,28,75570
2024-Q2,29,75921
2024-Q2,30,76863
2024-Q2,31,78390
2024-Q2,32,79849
2024-Q2,33,81061
2024-Q2,34,80878
2024-Q2,35,80195
2024-Q2,36,78141
2024-Q2,37,76799
2024-Q2,38,75830
2024-Q2,39,74564
2024-Q2,40,73798
2024-Q2,41,73782
2024-Q2,42,72742
2024-Q2,43,72540
2024-Q2,44,72032
2024-Q2,45,71160
2024-Q2,46,69785
2024-Q2,47,69867
2024-Q2,48,71506
2024-Q2,49,73851
2024-Q2,50,74685
2024-Q2,51,76076
2024-Q2,52,76826
2024-Q2,53,76050
2024-Q2,54,76437
2024-Q2,55,76301
2024-Q2,56,74533
2024-Q2,57,73212
2024-Q2,58,71985
2024-Q2,59,70489
2024-Q2,60,68050
2024-Q2,61,65833
2024-Q2,62,64298
2024-Q2,63,63082
2024-Q2,64,62318
2024-Q2,65,61505
2024-Q2,66,59942
2024-Q2,67,59207
2024-Q2,68,57875
2024-Q2,69,56079
2024-Q2,70,54627
2024-Q2,71,53291
2024-Q2,72,50884
2024-Q2,73,49850
2024-Q2,74,49330
2024-Q2,75,48810
2024-Q2,76,48547
2024-Q2,77,48716
2024-Q2,78,44564
2024-Q2,79,40234
2024-Q2,80,35583
2024-Q2,81,31006
2024-Q2,82,26350
2024-Q2,83,24114
2024-Q2,84,22412
2024-Q2,85,19994
2024-Q2,86,17457
2024-Q2,87,15157
2024-Q2,88,12919
2024-Q2,89,11052
2024-Q2,90,9488
2024-Q2,91,8366
2024-Q2,92,7018
2024-Q2,93,5666
2024-Q2,94,4359
2024-Q2,95,3269
2024-Q2,96,2391
2024-Q2,97,1720
2024-Q2,98,1246
2024-Q2,99,866
2024-Q2,100,526
2024-Q2,101,309
2024-Q2,102,180
2024-Q2,103,104
2024-Q2,104,67
2024-Q2,105,102
2024-Q3,0,53507
2024-Q3,1,53016
2024-Q3,2,55215
2024-Q3,3,57367
2024-Q3,4,56320
2024-Q3,5,57596
2024-Q3,6,58610
2024-Q3,7,60692
2024-Q3,8,62451
2024-Q3,9,62793
2024-Q3,10,63144
2024-Q3,11,64235
2024-Q3,12,65737
2024-Q3,13,66720
2024-Q3,14,68379
2024-Q3,15,68906
2024-Q3,16,67999
2024-Q3,17,67271
2024-Q3,18,67291
2024-Q3,19,66107
2024-Q3,20,65931
2024-Q3,21,65276
2024-Q3,22,65375
2024-Q3,23,67793
2024-Q3,24,70179
2024-Q3,25,70963
2024-Q3,26,72090
2024-Q3,27,74374
2024-Q3,28,75772
2024-Q3,29,76044
2024-Q3,30,76768
2024-Q3,31,78113
2024-Q3,32,79698
2024-Q3,33,80934
2024-Q3,34,81307
2024-Q3,35,80473
2024-Q3,36,79042
2024-Q3,37,77033
2024-Q3,38,76309
2024-Q3,39,74973
2024-Q3,40,74052
2024-Q3,41,73821
2024-Q3,42,73311
2024-Q3,43,72445
2024-Q3,44,72447
2024-Q3,45,71377
2024-Q3,46,70322
2024-Q3,47,69583
2024-Q3,48,71124
2024-Q3,49,73197
2024-Q3,50,74771
2024-Q3,51,75496
2024-Q3,52,76890
2024-Q3,53,76316
2024-Q3,54,76135
2024-Q3,55,76520
2024-Q3,56,75081
2024-Q3,57,73372
2024-Q3,58,72321
2024-Q3,59,70838
2024-Q3,60,68763
2024-Q3,61,66236
2024-Q3,62,64602
2024-Q3,63,63313
2024-Q3,64,62360
2024-Q3,65,61664
2024-Q3,66,60297
2024-Q3,67,59086
2024-Q3,68,58241
2024-Q3,69,56346
2024-Q3,70,54787
2024-Q3,71,53442
2024-Q3,72,51469
2024-Q3,73,49616
2024-Q3,74,49331
2024-Q3,75,48627
2024-Q3,76,48298
2024-Q3,77,48302
2024-Q3,78,45914
2024-Q3,79,40600
2024-Q3,80,36667
2024-Q3,81,31625
2024-Q3,82,27285
2024-Q3,83,23921
2024-Q3,84,22653
2024-Q3,85,20203
2024-Q3,86,17714
2024-Q3,87,15340
2024-Q3,88,13091
2024-Q3,89,11125
2024-Q3,90,9497
2024-Q3,91,8237
2024-Q3,92,7049
2024-Q3,93,5665
2024-Q3,94,4411
2024-Q3,95,3264
2024-Q3,96,2420
2024-Q3,97,1702
2024-Q3,98,1235
2024-Q3,99,857
2024-Q3,100,547
2024-Q3,101,306
2024-Q3,102,183
2024-Q3,103,100
2024-Q3,104,69
2024-Q3,105,100
2024-Q4,0,53951
2024-Q4,1,53026
2024-Q4,2,54037
2024-Q4,3,58135
2024-Q4,4,56013
2024-Q4,5,57516
2024-Q4,6,58280
2024-Q4,7,60111
2024-Q4,8,62473
2024-Q4,9,62820
2024-Q4,10,63142
2024-Q4,11,63817
2024-Q4,12,65736
2024-Q4,13,66358
2024-Q4,14,68209
2024-Q4,15,69210
2024-Q4,16,68593
2024-Q4,17,67361
2024-Q4,18,67928
2024-Q4,19,66265
2024-Q4,20,66239
2024-Q4,21,65655
2024-Q4,22,65113
2024-Q4,23,67182
2024-Q4,24,70235
2024-Q4,25,71182
2024-Q4,26,71849
2024-Q4,27,74070
2024-Q4,28,75974
2024-Q4,29,76166
2024-Q4,30,76673
2024-Q4,31,77835
2024-Q4,32,79548
2024-Q4,33,80807
2024-Q4,34,81735
2024-Q4,35,80752
2024-Q4,36,79944
2024-Q4,37,77267
2024-Q4,38,76787
2024-Q4,39,75381
2024-Q4,40,74306
2024-Q4,41,73860
2024-Q4,42,73880
2024-Q4,43,72350
2024-Q4,44,72861
2024-Q4,45,71595
2024-Q4,46,70860
2024-Q4,47,69298
2024-Q4,48,70741
2024-Q4,49,72542
2024-Q4,50,74856
2024-Q4,51,74916
2024-Q4,52,76955
2024-Q4,53,76581
2024-Q4,54,75833
2024-Q4,55,76738
2024-Q4,56,75628
2024-Q4,57,73533
2024-Q4,58,72657
2024-Q4,59,71186
2024-Q4,60,69477
2024-Q4,61,66639
2024-Q4,62,64906
2024-Q4,63,63544
2024-Q4,64,62402
2024-Q4,65,61822
2024-Q4,66,60653
2024-Q4,67,58964
2024-Q4,68,58607
2024-Q4,69,56612
2024-Q4,70,54947
2024-Q4,71,53592
2024-Q4,72,52054
2024-Q4,73,49382
2024-Q4,74,49332
2024-Q4,75,48445
2024-Q4,76,48049
2024-Q4,77,47888
2024-Q4,78,47265
2024-Q4,79,40965
2024-Q4,80,37751
2024-Q4,81,32245
2024-Q4,82,28220
2024-Q4,83,23727
2024-Q4,84,22895
2024-Q4,85,20412
2024-Q4,86,17970
2024-Q4,87,15522
2024-Q4,88,13262
2024-Q4,89,11197
2024-Q4,90,9505
2024-Q4,91,8107
2024-Q4,92,7081
2024-Q4,93,5663
2024-Q4,94,4463
2024-Q4,95,3258
2024-Q4,96,2449
2024-Q4,97,1684
2024-Q4,98,1223
2024-Q4,99,847
2024-Q4,100,569
2024-Q4,101,304
2024-Q4,102,185
2024-Q4,103,97
2024-Q4,104,70
2024-Q4,105,98
2025-Q1,0,54346
2025-Q1,1,53233
2025-Q1,2,53452
2025-Q1,3,57905
2025-Q1,4,56221
2025-Q1,5,57298
2025-Q1,6,58060
2025-Q1,7,59630
2025-Q1,8,62172
2025-Q1,9,62822
2025-Q1,10,63126
2025-Q1,11,63591
2025-Q1,12,65499
2025-Q1,13,66162
2025-Q1,14,67913
2025-Q1,15,69245
2025-Q1,16,69004
2025-Q1,17,67677
2025-Q1,18,68246
2025-Q1,19,66672
2025-Q1,20,66486
2025-Q1,21,66036
2025-Q1,22,65260
2025-Q1,23,66757
2025-Q1,24,69924
2025-Q1,25,71282
2025-Q1,26,71782
2025-Q1,27,73749
2025-Q1,28,75898
2025-Q1,29,76294
2025-Q1,30,76644
2025-Q1,31,77631
2025-Q1,32,79309
2025-Q1,33,80629
2025-Q1,34,81831
2025-Q1,35,81055
2025-Q1,36,80483
2025-Q1,37,77781
2025-Q1,38,77092
2025-Q1,39,75789
2025-Q1,40,74602
2025-Q1,41,73979
2025-Q1,42,74143
2025-Q1,43,72546
2025-Q1,44,72988
2025-Q1,45,71881
2025-Q1,46,71205
2025-Q1,47,69414
2025-Q1,48,70397
2025-Q1,49,72020
2025-Q1,50,74561
2025-Q1,51,74664
2025-Q1,52,76681
2025-Q1,53,76735
2025-Q1,54,75801
2025-Q1,55,76689
2025-Q1,56,75998
2025-Q1,57,73876
2025-Q1,58,72894
2025-Q1,59,71510
2025-Q1,60,69986
2025-Q1,61,67177
2025-Q1,62,65242
2025-Q1,63,63778
2025-Q1,64,62527
2025-Q1,65,61912
2025-Q1,66,60903
2025-Q1,67,59066
2025-Q1,68,58723
2025-Q1,69,56922
2025-Q1,70,55162
2025-Q1,71,53748
2025-Q1,72,52403
2025-Q1,73,49551
2025-Q1,74,49207
2025-Q1,75,48348
2025-Q1,76,47841
2025-Q1,77,47561
2025-Q1,78,47724
2025-Q1,79,41798
2025-Q1,80,38447
2025-Q1,81,33070
2025-Q1,82,28973
2025-Q1,83,24078
2025-Q1,84,22906
2025-Q1,85,20627
2025-Q1,86,18204
2025-Q1,87,15717
2025-Q1,88,13437
2025-Q1,89,11308
2025-Q1,90,9540
2025-Q1,91,8044
2025-Q1,92,7038
2025-Q1,93,5681
2025-Q1,94,4485
2025-Q1,95,3274
2025-Q1,96,2454
2025-Q1,97,1680
2025-Q1,98,1212
2025-Q1,99,838
2025-Q1,100,577
2025-Q1,101,310
2025-Q1,102,186
2025-Q1,103,96
2025-Q1,104,69
2025-Q1,105,99
2025-Q2,0,54693
2025-Q2,1,53628
2025-Q2,2,53433
2025-Q2,3,56718
2025-Q2,4,56921
2025-Q2,5,56946
2025-Q2,6,57945
2025-Q2,7,59245
2025-Q2,8,61563
2025-Q2,9,62802
2025-Q2,10,63098
2025-Q2,11,63549
2025-Q2,12,65035
2025-Q2,13,66127
2025-Q2,14,67497
2025-Q2,15,69022
2025-Q2,16,69239
2025-Q2,17,68208
2025-Q2,18,68259
2025-Q2,19,67317
2025-Q2,20,66677
2025-Q2,21,66420
2025-Q2,22,65800
2025-Q2,23,66512
2025-Q2,24,69263
2025-Q2,25,71269
2025-Q2,26,71883
2025-Q2,27,73411
2025-Q2,28,75556
2025-Q2,29,76426
2025-Q2,30,76677
2025-Q2,31,77499
2025-Q2,32,78987
2025-Q2,33,80401
2025-Q2,34,81607
2025-Q2,35,81381
2025-Q2,36,80676
2025-Q2,37,78562
2025-Q2,38,77232
2025-Q2,39,76197
2025-Q2,40,74939
2025-Q2,41,74176
2025-Q2,42,74114
2025-Q2,43,73020
2025-Q2,44,72839
2025-Q2,45,72232
2025-Q2,46,71365
2025-Q2,47,69914
2025-Q2,48,70089
2025-Q2,49,71626
2025-Q2,50,73901
2025-Q2,51,74727
2025-Q2,52,76084
2025-Q2,53,76781
2025-Q2,54,76029
2025-Q2,55,76384
2025-Q2,56,76198
2025-Q2,57,74393
2025-Q2,58,73037
2025-Q2,59,71809
2025-Q2,60,70299
2025-Q2,61,67845
2025-Q2,62,65607
2025-Q2,63,64015
2025-Q2,64,62732
2025-Q2,65,61936
2025-Q2,66,61052
2025-Q2,67,59382
2025-Q2,68,58600
2025-Q2,69,57275
2025-Q2,70,55432
2025-Q2,71,53910
2025-Q2,72,52527
2025-Q2,73,50107
2025-Q2,74,48963
2025-Q2,75,48333
2025-Q2,76,47673
2025-Q2,77,47319
2025-Q2,78,47332
2025-Q2,79,43079
2025-Q2,80,38773
2025-Q2,81,34090
2025-Q2,82,29553
2025-Q2,83,24948
2025-Q2,84,22697
2025-Q2,85,20848
2025-Q2,86,18416
2025-Q2,87,15923
2025-Q2,88,13616
2025-Q2,89,11455
2025-Q2,90,9600
2025-Q2,91,8044
2025-Q2,92,6924
2025-Q2,93,5717
2025-Q2,94,4479
2025-Q2,95,3311
2025-Q2,96,2436
2025-Q2,97,1690
2025-Q2,98,1201
2025-Q2,99,830
2025-Q2,100,574
2025-Q2,101,325
2025-Q2,102,186
2025-Q2,103,97
2025-Q2,104,65
2025-Q2,105,103
2025-Q3,0,55049
2025-Q3,1,54032
2025-Q3,2,53414
2025-Q3,3,55506
2025-Q3,4,57636
2025-Q3,5,56587
2025-Q3,6,57828
2025-Q3,7,58851
2025-Q3,8,60940
2025-Q3,9,62781
2025-Q3,10,63069
2025-Q3,11,63506
2025-Q3,12,64561
2025-Q3,13,66091
2025-Q3,14,67072
2025-Q3,15,68794
2025-Q3,16,69479
2025-Q3,17,68751
2025-Q3,18,68273
2025-Q3,19,67977
2025-Q3,20,66872
2025-Q3,21,66812
2025-Q3,22,66351
2025-Q3,23,66260
2025-Q3,24,68587
2025-Q3,25,71255
2025-Q3,26,71985
2025-Q3,27,73066
2025-Q3,28,75207
2025-Q3,29,76562
2025-Q3,30,76711
2025-Q3,31,77364
2025-Q3,32,78658
2025-Q3,33,80169
2025-Q3,34,81378
2025-Q3,35,81715
2025-Q3,36,80873
2025-Q3,37,79360
2025-Q3,38,77375
2025-Q3,39,76614
2025-Q3,40,75284
2025-Q3,41,74377
2025-Q3,42,74084
2025-Q3,43,73505
2025-Q3,44,72687
2025-Q3,45,72592
2025-Q3,46,71529
2025-Q3,47,70424
2025-Q3,48,69774
2025-Q3,49,71223
2025-Q3,50,73226
2025-Q3,51,74791
2025-Q3,52,75473
2025-Q3,53,76828
2025-Q3,54,76261
2025-Q3,55,76073
2025-Q3,56,76403
2025-Q3,57,74922
2025-Q3,58,73183
2025-Q3,59,72115
2025-Q3,60,70619
2025-Q3,61,68528
2025-Q3,62,65980
2025-Q3,63,64257
2025-Q3,64,62942
2025-Q3,65,61961
2025-Q3,66,61204
2025-Q3,67,59704
2025-Q3,68,58474
2025-Q3,69,57635
2025-Q3,70,55707
2025-Q3,71,54075
2025-Q3,72,52654
2025-Q3,73,50675
2025-Q3,74,48713
2025-Q3,75,48318
2025-Q3,76,47500
2025-Q3,77,47071
2025-Q3,78,46931
2025-Q3,79,44387
2025-Q3,80,39106
2025-Q3,81,35133
2025-Q3,82,30146
2025-Q3,83,25837
2025-Q3,84,22483
2025-Q3,85,21074
2025-Q3,86,18633
2025-Q3,87,16134
2025-Q3,88,13799
2025-Q3,89,11606
2025-Q3,90,9661
2025-Q3,91,8045
2025-Q3,92,6808
2025-Q3,93,5754
2025-Q3,94,4474
2025-Q3,95,3349
2025-Q3,96,2417
2025-Q3,97,1701
2025-Q3,98,1189
2025-Q3,99,823
2025-Q3,100,570
2025-Q3,101,340
2025-Q3,102,186
2025-Q3,103,99
2025-Q3,104,61
2025-Q3,105,107
2025-Q4,0,55404
2025-Q4,1,54436
2025-Q4,2,53395
2025-Q4,3,54293
2025-Q4,4,58352
2025-Q4,5,56229
2025-Q4,6,57710
2025-Q4,7,58458
2025-Q4,8,60317
2025-Q4,9,62759
2025-Q4,10,63039
2025-Q4,11,63463
2025-Q4,12,64087
2025-Q4,13,66056
2025-Q4,14,66646
2025-Q4,15,68566
2025-Q4,16,69720
2025-Q4,17,69294
2025-Q4,18,68287
2025-Q4,19,68637
2025-Q4,20,67067
2025-Q4,21,67204
2025-Q4,22,66901
2025-Q4,23,66009
2025-Q4,24,67911
2025-Q4,25,71242
2025-Q4,26,72088
2025-Q4,27,72722
2025-Q4,28,74857
2025-Q4,29,76698
2025-Q4,30,76745
2025-Q4,31,77228
2025-Q4,32,78329
2025-Q4,33,79937
2025-Q4,34,81150
2025-Q4,35,82049
2025-Q4,36,81070
2025-Q4,37,80158
2025-Q4,38,77518
2025-Q4,39,77030
2025-Q4,40,75628
2025-Q4,41,74578
2025-Q4,42,74054
2025-Q4,43,73991
2025-Q4,44,72535
2025-Q4,45,72951
2025-Q4,46,71693
2025-Q4,47,70934
2025-Q4,48,69459
2025-Q4,49,70820
2025-Q4,50,72551
2025-Q4,51,74855
2025-Q4,52,74863
2025-Q4,53,76875
2025-Q4,54,76493
2025-Q4,55,75761
2025-Q4,56,76607
2025-Q4,57,75451
2025-Q4,58,73329
2025-Q4,59,72420
2025-Q4,60,70939
2025-Q4,61,69211
2025-Q4,62,66353
2025-Q4,63,64499
2025-Q4,64,63151
2025-Q4,65,61985
2025-Q4,66,61356
2025-Q4,67,60026
2025-Q4,68,58348
2025-Q4,69,57996
2025-Q4,70,55981
2025-Q4,71,54239
2025-Q4,72,52780
2025-Q4,73,51243
2025-Q4,74,48463
2025-Q4,75,48303
2025-Q4,76,47328
2025-Q4,77,46823
2025-Q4,78,46530
2025-Q4,79,45696
2025-Q4,80,39438
2025-Q4,81,36176
2025-Q4,82,30739
2025-Q4,83,26727
2025-Q4,84,22269
2025-Q4,85,21300
2025-Q4,86,18849
2025-Q4,87,16345
2025-Q4,88,13982
2025-Q4,89,11756
2025-Q4,90,9722
2025-Q4,91,8045
2025-Q4,92,6692
2025-Q4,93,5791
2025-Q4,94,4468
2025-Q4,95,3387
2025-Q4,96,2399
2025-Q4,97,1711
2025-Q4,98,1178
2025-Q4,99,815
2025-Q4,100,567
2025-Q4,101,355
2025-Q4,102,186
2025-Q4,103,100
2025-Q4,104,57
2025-Q4,105,111
2026-Q1,0,55756
2026-Q1,1,54836
2026-Q1,2,53377
2026-Q1,3,53094
2026-Q1,4,59060
2026-Q1,5,55874
2026-Q1,6,57594
2026-Q1,7,58068
2026-Q1,8,59700
2026-Q1,9,62738
2026-Q1,10,63010
2026-Q1,11,63420
2026-Q1,12,63618
2026-Q1,13,66020
2026-Q1,14,66225
2026-Q1,15,68340
2026-Q1,16,69957
2026-Q1,17,69830
2026-Q1,18,68301
2026-Q1,19,69290
2026-Q1,20,67259
2026-Q1,21,67592
2026-Q1,22,67446
2026-Q1,23,65760
2026-Q1,24,67242
2026-Q1,25,71228
2026-Q1,26,72189
2026-Q1,27,72381
2026-Q1,28,74511
2026-Q1,29,76832
2026-Q1,30,76779
2026-Q1,31,77094
2026-Q1,32,78003
2026-Q1,33,79707
2026-Q1,34,80924
2026-Q1,35,82379
2026-Q1,36,81264
2026-Q1,37,80947
2026-Q1,38,77659
2026-Q1,39,77442
2026-Q1,40,75969
2026-Q1,41,74776
2026-Q1,42,74024
2026-Q1,43,74471
2026-Q1,44,72385
2026-Q1,45,73307
2026-Q1,46,71855
2026-Q1,47,71439
2026-Q1,48,69148
2026-Q1,49,70421
2026-Q1,50,71884
2026-Q1,51,74918
2026-Q1,52,74259
2026-Q1,53,76922
2026-Q1,54,76723
2026-Q1,55,75453
2026-Q1,56,76809
2026-Q1,57,75975
2026-Q1,58,73474
2026-Q1,59,72723
2026-Q1,60,71256
2026-Q1,61,69886
2026-Q1,62,66723
2026-Q1,63,64738
2026-Q1,64,63359
2026-Q1,65,62009
2026-Q1,66,61506
2026-Q1,67,60345
2026-Q1,68,58223
2026-Q1,69,58352
2026-Q1,70,56253
2026-Q1,71,54402
2026-Q1,72,52905
2026-Q1,73,51805
2026-Q1,74,48216
2026-Q1,75,48289
2026-Q1,76,47158
2026-Q1,77,46578
2026-Q1,78,46133
2026-Q1,79,46990
2026-Q1,80,39767
2026-Q1,81,37208
2026-Q1,82,31325
2026-Q1,83,27607
2026-Q1,84,22057
2026-Q1,85,21524
2026-Q1,86,19063
2026-Q1,87,16553
2026-Q1,88,14162
2026-Q1,89,11905
2026-Q1,90,9783
2026-Q1,91,8045
2026-Q1,92,6577
2026-Q1,93,5827
2026-Q1,94,4462
2026-Q1,95,3424
2026-Q1,96,2381
2026-Q1,97,1721
2026-Q1,98,1166
2026-Q1,99,807
2026-Q1,100,563
2026-Q1,101,369
2026-Q1,102,186
2026-Q1,103,102
2026-Q1,104,53
2026-Q1,105,115
2026-Q2,0,56103
2026-Q2,1,55231
2026-Q2,2,53358
2026-Q2,3,51907
2026-Q2,4,59760
2026-Q2,5,55522
2026-Q2,6,57479
2026-Q2,7,57683
2026-Q2,8,59091
2026-Q2,9,62718
2026-Q2,10,62982
2026-Q2,11,63378
2026-Q2,12,63154
2026-Q2,13,65985
2026-Q2,14,65809
2026-Q2,15,68117
2026-Q2,16,70192
2026-Q2,17,70361
2026-Q2,18,68314
2026-Q2,19,69935
2026-Q2,20,67450
2026-Q2,21,67976
2026-Q2,22,67986
2026-Q2,23,65515
2026-Q2,24,66581
2026-Q2,25,71215
2026-Q2,26,72290
2026-Q2,27,72043
2026-Q2,28,74169
