styrk08,rank,neighbour,similarity,n_soc,n_soc_neighbour
3324,2,1346,0.8723,3,2
3324,3,2433,0.8708,3,2
3324,4,3334,0.8371,3,4
3324,5,1211,0.8279,3,1
3331,1,4321,0.6879,2,3
3331,2,4211,0.5435,2,2
3331,3,5249,0.4952,2,1
3331,4,9621,0.4866,2,2
3331,5,8322,0.4781,2,4
3332,1,1219,0.8858,1,5
3332,2,1114,0.8648,1,2
3332,3,1112,0.8599,1,3
3332,4,1213,0.8572,1,1
3332,5,1439,0.8572,1,1
3333,1,4110,0.6349,2,2
3333,2,4225,0.6186,2,2
3333,3,4212,0.6138,2,5
3333,4,4226,0.5891,2,1
3333,5,5211,0.5876,2,1
3334,1,2433,0.8495,4,2
3334,2,3324,0.8371,4,3
3334,3,3311,0.8366,4,2
3334,4,1212,0.8168,4,3
3334,5,3339,0.8141,4,7
3339,1,3321,0.9131,7,3
3339,2,2434,0.8645,7,3
3339,3,2422,0.8617,7,1
3339,4,3322,0.8544,7,3
3339,5,2433,0.8478,7,2
3341,1,1431,0.9179,1,2
3341,2,1343,0.9018,1,2
3341,3,1345,0.8971,1,2
3341,4,1342,0.888,1,1
3341,5,1114,0.8872,1,2
3342,1,3343,0.7902,1,2
3342,2,4225,0.7534,1,2
3342,3,3411,0.7279,1,6
3342,4,4313,0.726,1,1
3342,5,4416,0.6955,1,1
3343,1,4225,0.8308,2,2
3343,2,4131,0.7977,2,1
3343,3,3342,0.7902,2,1
3343,4,4311,0.7759,2,2
3343,5,4110,0.7684,2,2
3351,1,3355,0.9722,3,2
3351,2,5413,0.8172,3,2
3351,3,1219,0.8137,3,5
3351,4,1439,0.8118,3,1
3351,5,1349,0.8118,3,1
3352,1,3354,0.7842,1,2
3352,2,3353,0.7815,1,2
3352,3,3312,0.7635,1,2
3352,4,2411,0.6789,1,3
3352,5,4229,0.6765,1,1
3353,1,4229,0.9355,2,1
3353,2,3354,0.9237,2,2
3353,3,3312,0.8402,2,2
3353,4,2423,0.8137,2,4
3353,5,3352,0.7815,2,1
3354,1,3353,0.9237,2,2
3354,2,4229,0.855,2,1
3354,3,3312,0.8056,2,2
3354,4,3352,0.7842,2,1
3354,5,2411,0.7613,2,3
3355,1,3351,0.9722,2,3
3355,2,1112,0.8175,2,3
3355,3,2263,0.8135,2,2
3355,4,2222,0.8117,2,1
3355,5,1345,0.8021,2,2
3359,1,3257,0.7267,1,4
3359,2,3119,0.4762,1,10
3359,3,7515,0.4638,1,2
3359,4,3112,0.4449,1,5
3359,5,3153,0.3833,1,3
3411,1,4229,0.8022,6,1
3411,2,3353,0.7785,6,2
3411,3,3354,0.7408,6,2
3411,4,4312,0.7302,6,5
3411,5,3342,0.7279,6,1
3412,1,2635,0.823,1,8
3412,2,2352,0.714,1,4
3412,3,2423,0.7058,1,4
3412,4,2359,0.6985,1,2
3412,5,2267,0.6949,1,1
3421,1,7113,0.3303,1,2
3421,2,5169,0.3013,1,4
3421,3,5322,0.2839,1,3
3421,4,5413,0.2726,1,2
3421,5,3230,0.2689,1,1
3422,1,3423,0.8038,3,4
3422,2,2355,0.7819,3,2
3422,3,2353,0.7786,3,3
3422,4,5165,0.7441,3,1
3422,5,2354,0.7441,3,1
3423,1,3422,0.8038,4,3
3423,2,2355,0.7902,4,2
3423,3,2353,0.7776,4,3
3423,4,5165,0.7425,4,1
3423,5,2354,0.7425,4,1
3431,1,3254,0.4265,1,1
3431,2,3332,0.419,1,1
3431,3,3251,0.3851,1,2
3431,4,8132,0.36,1,1
3431,5,5223,0.3556,1,2
3432,1,2163,0.7299,3,2
3432,2,2162,0.7258,3,1
3432,3,2654,0.684,3,3
3432,4,2432,0.6171,3,1
3432,5,1221,0.6149,3,2
3433,1,2651,0.9029,3,2
3433,2,7317,0.8712,3,1
3433,3,7319,0.8712,3,1
3433,4,7314,0.863,3,2
3433,5,7549,0.8396,3,2
3434,1,1219,0.8244,2,5
3434,2,1349,0.8188,2,1
3434,3,1322,0.8188,2,1
3434,4,1213,0.8188,2,1
3434,5,1439,0.8188,2,1
3511,1,2519,0.8525,1,1
3511,2,2421,0.8479,1,2
3511,3,2511,0.8459,1,2
3511,4,2529,0.8279,1,2
3511,5,2146,0.7958,1,4
3512,1,2153,0.6844,1,1
3512,2,3513,0.6828,1,1
3512,3,2152,0.676,1,2
3512,4,3113,0.6403,1,2
3512,5,2523,0.6309,1,1
3513,1,3113,0.703,1,2
3513,2,3512,0.6828,1,1
3513,3,3114,0.663,1,1
3513,4,3155,0.663,1,1
3513,5,3522,0.663,1,1
3514,1,2522,0.8839,2,1
3514,2,2513,0.8389,2,1
3514,3,2521,0.8377,2,1
3514,4,2519,0.8166,2,1
3514,5,2529,0.8062,2,2
3521,1,7421,0.7581,4,7
3521,2,3113,0.756,4,2
3521,3,7422,0.7491,4,7
3521,4,3115,0.7325,4,4
3521,5,3155,0.7194,4,1
3522,1,3155,1.0,1,1
3522,2,3114,1.0,1,1
3522,3,3113,0.9526,1,2
3522,4,3115,0.8818,1,4
3522,5,7421,0.8475,1,7
4110,1,4225,0.8424,2,2
4110,2,3313,0.8086,2,1
4110,3,4311,0.7981,2,2
4110,4,4312,0.7838,2,5
4110,5,3343,0.7684,2,2
4131,1,4311,0.8088,1,2
4131,2,4415,0.8005,1,2
4131,3,3343,0.7977,1,2
4131,4,3313,0.7936,1,1
4131,5,4313,0.7702,1,1
4132,1,4313,0.7192,1,1
4132,2,4311,0.6598,1,2
4132,3,3411,0.6361,1,6
4132,4,3342,0.6299,1,1
4132,5,3313,0.6165,1,1
4211,1,5230,0.6505,2,2
4211,2,4223,0.6422,2,2
4211,3,5131,0.6409,2,2
4211,4,4312,0.6287,2,5
4211,5,5244,0.6195,2,1
4212,1,5230,0.8353,5,2
4212,2,9629,0.825,5,5
4212,3,9111,0.7747,5,1
4212,4,5246,0.7394,5,3
4212,5,4412,0.7367,5,5
4214,1,3339,0.8363,2,7
4214,2,3321,0.8059,2,3
4214,3,2423,0.7856,2,4
4214,4,3312,0.7393,2,2
4214,5,3322,0.7215,2,3
4221,1,3322,0.8269,3,3
4221,2,3321,0.7992,3,3
4221,3,3339,0.7973,3,7
4221,4,3324,0.7799,3,3
4221,5,2433,0.7724,3,2
4222,1,4226,0.896,2,1
4222,2,4225,0.8744,2,2
4222,3,4229,0.7485,2,1
4222,4,4224,0.7459,2,2
4222,5,4312,0.7115,2,5
4223,1,4225,0.8117,2,2
4223,2,4226,0.7909,2,1
4223,3,9629,0.7804,2,5
4223,4,5230,0.7727,2,2
4223,5,4313,0.7489,2,1
4224,1,4222,0.7459,2,2
4224,2,4221,0.687,2,3
4224,3,5169,0.6727,2,4
4224,4,4226,0.6338,2,1
4224,5,4227,0.6203,2,1
4225,1,4226,0.9309,2,1
4225,2,4222,0.8744,2,2
4225,3,4110,0.8424,2,2
4225,4,4312,0.8337,2,5
4225,5,4311,0.8308,2,2
4226,1,4225,0.9309,1,2
4226,2,4222,0.896,1,2
4226,3,4223,0.7909,1,2
4226,4,4411,0.7284,1,2
4226,5,3343,0.7228,1,2
4227,1,4416,0.721,1,1
4227,2,2423,0.6989,1,4
4227,3,3353,0.6468,1,2
4227,4,3354,0.6207,1,2
4227,5,4224,0.6203,1,2
4229,1,3353,0.9355,1,2
4229,2,3354,0.855,1,2
4229,3,4312,0.8049,1,5
4229,4,3411,0.8022,1,6
4229,5,4225,0.7834,1,2
4311,1,3313,0.9405,2,1
4311,2,4313,0.8903,2,1
4311,3,4312,0.8406,2,5
4311,4,4225,0.8308,2,2
4311,5,4131,0.8088,2,1
4312,1,4311,0.8406,5,2
4312,2,4225,0.8337,5,2
4312,3,3313,0.8124,5,1
4312,4,4229,0.8049,5,1
4312,5,4313,0.8024,5,1
4313,1,4311,0.8903,1,2
4313,2,3313,0.8344,1,1
4313,3,4312,0.8024,1,5
4313,4,4225,0.7946,1,2
4313,5,4413,0.7731,1,1
4321,1,9334,0.8082,3,1
4321,2,7535,0.7872,3,1
4321,3,7511,0.7801,3,4
4321,4,9112,0.7721,3,3
4321,5,9412,0.7538,3,3
4322,1,4110,0.5736,1,2
4322,2,4311,0.5632,1,2
4322,3,4413,0.5621,1,1
4322,4,3118,0.5453,1,4
4322,5,3313,0.5416,1,1
4323,1,4221,0.5475,1,3
4323,2,5113,0.5396,1,3
4323,3,5169,0.5337,1,4
4323,4,3321,0.4884,1,3
4323,5,5311,0.488,1,2
4411,1,4225,0.7646,2,2
4411,2,4223,0.733,2,2
4411,3,4226,0.7284,2,1
4411,4,3433,0.7262,2,3
4411,5,4131,0.725,2,1
4412,1,9331,0.9145,5,1
4412,2,9629,0.9099,5,5
4412,3,9612,0.8969,5,1
4412,4,9621,0.8904,5,2
4412,5,9334,0.8793,5,1
4413,1,4313,0.7731,1,1
4413,2,4311,0.7659,1,2
4413,3,4131,0.7372,1,1
4413,4,4223,0.7355,1,2
4413,5,3343,0.7341,1,2
4415,1,4412,0.8146,2,5
4415,2,5241,0.809,2,1
4415,3,7549,0.8069,2,2
4415,4,4131,0.8005,2,1
4415,5,9334,0.7947,2,1
4416,1,3354,0.7375,1,2
4416,2,3353,0.7219,1,2
4416,3,4227,0.721,1,1
4416,4,3342,0.6955,1,1
4416,5,3411,0.6953,1,6
5111,1,5112,0.8724,3,2
5111,2,4212,0.6081,3,5
5111,3,5311,0.6001,3,2
5111,4,5113,0.5984,3,3
5111,5,5131,0.5789,3,2
5112,1,5111,0.8724,2,3
5112,2,4212,0.621,2,5
5112,3,9611,0.5915,2,2
5112,4,2653,0.5191,2,2
5112,5,5311,0.5136,2,2
5113,1,5169,0.6319,3,4
5113,2,5311,0.6251,3,2
5113,3,5141,0.6066,3,3
5113,4,5111,0.5984,3,3
5113,5,4224,0.5963,3,2
5120,1,5132,0.6901,5,1
5120,2,5246,0.6678,5,3
5120,3,9412,0.6491,5,3
5120,4,5131,0.6323,5,2
5120,5,7131,0.6308,5,2
5131,1,5246,0.8734,2,3
5131,2,5212,0.8233,2,2
5131,3,9629,0.8191,2,5
5131,4,9334,0.8166,2,1
5131,5,9412,0.8165,2,3
5132,1,5120,0.6901,1,5
5132,2,5141,0.5776,1,3
5132,3,5142,0.5711,1,6
5132,4,5131,0.5697,1,2
5132,5,5246,0.5664,1,3
5141,1,5142,0.8657,3,6
5141,2,5242,0.6837,3,1
5141,3,5212,0.6537,3,2
5141,4,9629,0.6198,3,5
5141,5,5246,0.6175,3,3
5142,1,5141,0.8657,6,3
5142,2,5212,0.8122,6,2
5142,3,5241,0.8085,6,1
5142,4,9629,0.7895,6,5
5142,5,9111,0.782,6,1
5151,1,5152,1.0,1,1
5151,2,3434,0.7221,1,2
5151,3,5411,0.6546,1,2
5151,4,8344,0.6309,1,2
5151,5,1219,0.6242,1,5
5152,1,5151,1.0,1,1
5152,2,3434,0.7221,1,2
5152,3,5411,0.6546,1,2
5152,4,8344,0.6309,1,2
5152,5,1219,0.6242,1,5
5153,1,9123,1.0,1,1
5153,2,9112,0.9095,1,3
5153,3,9122,0.8346,1,1
5153,4,7511,0.8335,1,4
5153,5,9412,0.8161,1,3
5163,1,9621,0.6002,3,2
5163,2,5419,0.5947,3,7
5163,3,5329,0.554,3,8
5163,4,5164,0.5437,3,4
5163,5,8322,0.5359,3,4
5164,1,5322,0.6204,4,3
5164,2,5329,0.5848,4,8
5164,3,5419,0.5843,4,7
5164,4,5321,0.5678,4,2
5164,5,5163,0.5437,4,3
5165,1,2354,1.0,1,1
5165,2,2355,0.8875,1,2
5165,3,2353,0.8318,1,3
5165,4,3422,0.7441,1,3
5165,5,3423,0.7425,1,4
5169,1,5311,0.8052,4,2
5169,2,5322,0.7278,4,3
5169,3,5222,0.6876,4,1
5169,4,2636,0.683,4,2
5169,5,4224,0.6727,4,2
5211,1,5243,1.0,1,1
5211,2,5212,0.8692,1,2
5211,3,5142,0.7115,1,6
5211,4,5242,0.6951,1,1
5211,5,2653,0.6773,1,2
5212,1,5243,0.8692,2,1
5212,2,5211,0.8692,2,1
5212,3,5131,0.8233,2,2
5212,4,5142,0.8122,2,6
5212,5,5246,0.8096,2,3
5221,1,1420,1.0,1,1
5221,2,1114,0.9807,1,2
5221,3,1120,0.9725,1,2
5221,4,1343,0.9712,1,2
5221,5,1112,0.9567,1,3
5222,1,5169,0.6876,1,4
5222,2,2433,0.6791,1,2
5222,3,1341,0.6685,1,1
5222,4,1412,0.6625,1,1
5222,5,1411,0.6609,1,1
5223,1,5211,0.6198,2,1
5223,2,5243,0.6198,2,1
5223,3,5244,0.6182,2,1
5223,4,5242,0.5925,2,1
5223,5,4224,0.5907,2,2
5230,1,9629,0.8941,2,5
5230,2,5246,0.8593,2,3
5230,3,4212,0.8353,2,5
5230,4,9111,0.8349,2,1
5230,5,9412,0.8225,2,3
5241,1,9629,0.8866,1,5
5241,2,9111,0.8774,1,1
5241,3,4412,0.8588,1,5
5241,4,9334,0.8294,1,1
5241,5,9612,0.8275,1,1
5242,1,5142,0.7181,1,6
5242,2,5212,0.6999,1,2
5242,3,5243,0.6951,1,1
5242,4,5211,0.6951,1,1
5242,5,5141,0.6837,1,3
5243,1,5211,1.0,1,1
5243,2,5212,0.8692,1,2
5243,3,5142,0.7115,1,6
5243,4,5242,0.6951,1,1
5243,5,2653,0.6773,1,2
5244,1,4211,0.6195,1,2
5244,2,5223,0.6182,1,2
5244,3,4222,0.6127,1,2
5244,4,4225,0.5692,1,2
5244,5,4226,0.566,1,1
5245,1,3152,0.7643,2,2
5245,2,8344,0.7564,2,2
5245,3,3151,0.7373,2,2
5245,4,8332,0.7293,2,2
5245,5,7544,0.6771,2,3
5246,1,9412,0.9088,3,3
5246,2,9629,0.8941,3,5
5246,3,9111,0.8756,3,1
5246,4,5131,0.8734,3,2
5246,5,9334,0.8726,3,1
5249,1,5246,0.5919,1,3
5249,2,5223,0.5826,1,2
5249,3,4211,0.5664,1,2
5249,4,9621,0.5661,1,2
5249,5,5212,0.5591,1,2
5311,1,5169,0.8052,2,4
5311,2,2342,0.7571,2,2
5311,3,3423,0.7314,2,4
5311,4,5322,0.6554,2,3
5311,5,3422,0.6397,2,3
5312,1,2352,0.5781,1,4
5312,2,5322,0.5686,1,3
5312,3,2341,0.5684,1,2
5312,4,2330,0.5633,1,1
5312,5,2267,0.5429,1,1
5321,1,5322,0.6721,2,3
5321,2,5329,0.6523,2,8
5321,3,5419,0.5892,2,7
5321,4,3259,0.585,2,10
5321,5,5164,0.5678,2,4
5322,1,5169,0.7278,3,4
5322,2,5321,0.6721,3,2
5322,3,5311,0.6554,3,2
5322,4,3230,0.6242,3,1
5322,5,5164,0.6204,3,4
5329,1,3251,0.7551,8,2
5329,2,3256,0.6902,8,2
5329,3,5419,0.6901,8,7
5329,4,5321,0.6523,8,2
5329,5,5414,0.6363,8,3
5411,1,3152,0.7925,2,2
5411,2,3151,0.7778,2,2
5411,3,3143,0.7569,2,1
5411,4,2261,0.7385,2,4
5411,5,7544,0.7065,2,3
5413,1,3351,0.8172,2,3
5413,2,3355,0.7821,2,2
5413,3,1219,0.7736,2,5
5413,4,1213,0.7672,2,1
5413,5,1322,0.7672,2,1
5414,1,5419,0.6754,3,7
5414,2,5329,0.6363,3,8
5414,3,3256,0.5957,3,2
5414,4,5322,0.5276,3,3
5414,5,3230,0.4969,3,1
5419,1,5329,0.6901,7,8
5419,2,5414,0.6754,7,3
5419,3,3256,0.5971,7,2
5419,4,5163,0.5947,7,3
5419,5,5321,0.5892,7,2
6111,1,6114,1.0,2,2
6111,2,6112,1.0,2,2
6111,3,6113,0.914,2,3
6111,4,8341,0.8678,2,2
6111,5,6130,0.8643,2,3
6112,1,6114,1.0,2,2
6112,2,6111,1.0,2,2
6112,3,6113,0.914,2,3
6112,4,8341,0.8678,2,2
6112,5,6130,0.8643,2,3
6113,1,6111,0.914,3,2
6113,2,6112,0.914,3,2
6113,3,6114,0.914,3,2
6113,4,8113,0.8676,3,6
6113,5,8341,0.8487,3,2
6114,1,6112,1.0,2,2
6114,2,6111,1.0,2,2
6114,3,6113,0.914,2,3
6114,4,8341,0.8678,2,2
6114,5,6130,0.8643,2,3
6121,1,6129,1.0,2,2
6121,2,6122,1.0,2,2
6121,3,6123,1.0,2,2
6121,4,6221,1.0,2,2
6121,5,6130,0.799,2,3
6122,1,6129,1.0,2,2
6122,2,6121,1.0,2,2
6122,3,6123,1.0,2,2
6122,4,6221,1.0,2,2
6122,5,6130,0.799,2,3
6123,1,6129,1.0,2,2
6123,2,6121,1.0,2,2
6123,3,6122,1.0,2,2
6123,4,6221,1.0,2,2
6123,5,6130,0.799,2,3
6129,1,6123,1.0,2,2
6129,2,6121,1.0,2,2
6129,3,6122,1.0,2,2
6129,4,6221,1.0,2,2
6129,5,6130,0.799,2,3
6130,1,6111,0.8643,3,2
6130,2,6114,0.8643,3,2
6130,3,6112,0.8643,3,2
6130,4,8341,0.8586,3,2
6130,5,6210,0.8468,3,5
6210,1,8111,0.874,5,6
6210,2,9213,0.8693,5,2
6210,3,8342,0.8672,5,5
6210,4,9212,0.8586,5,1
6210,5,9216,0.8489,5,2
6221,1,6123,1.0,2,2
6221,2,6121,1.0,2,2
6221,3,6122,1.0,2,2
6221,4,6129,1.0,2,2
6221,5,6130,0.799,2,3
6222,1,6224,1.0,2,2
6222,2,9216,0.8901,2,2
6222,3,6210,0.8376,2,5
6222,4,6130,0.834,2,3
6222,5,9213,0.8154,2,2
6224,1,6222,1.0,2,2
6224,2,9216,0.8901,2,2
6224,3,6210,0.8376,2,5
6224,4,6130,0.834,2,3
6224,5,9213,0.8154,2,2
7112,1,7214,0.9273,2,3
7112,2,8111,0.875,2,6
7112,3,7124,0.8684,2,2
7112,4,7122,0.8622,2,4
7112,5,7114,0.8582,2,3
7113,1,7114,0.7623,2,3
7113,2,7112,0.6303,2,2
7113,3,7124,0.6136,2,2
7113,4,7121,0.6032,2,1
7113,5,6113,0.5997,2,3
7114,1,7112,0.8582,3,2
7114,2,7122,0.8577,3,4
7114,3,9313,0.8429,3,7
7114,4,7121,0.835,3,1
7114,5,7214,0.8283,3,3
7115,1,7119,0.8182,1,5
7115,2,7411,0.8175,1,2
7115,3,7213,0.7812,1,3
7115,4,9622,0.7458,1,3
7115,5,7233,0.7293,1,9
7119,1,7411,0.8736,5,2
7119,2,7115,0.8182,5,1
7119,3,7413,0.8112,5,2
7119,4,7213,0.8045,5,3
7119,5,7233,0.8024,5,9
7121,1,7114,0.835,1,3
7121,2,9313,0.794,1,7
7121,3,7125,0.7924,1,1
7121,4,7124,0.7871,1,2
7121,5,7122,0.7601,1,4
7122,1,7124,0.8723,4,2
7122,2,7214,0.8697,4,3
7122,3,7112,0.8622,4,2
7122,4,9313,0.8593,4,7
7122,5,7114,0.8577,4,3
7123,1,8153,0.9047,3,1
7123,2,8172,0.9027,3,1
7123,3,7124,0.8884,3,2
7123,4,7131,0.8868,3,2
7123,5,9612,0.8776,3,1
7124,1,7214,0.8993,2,3
7124,2,7123,0.8884,2,3
7124,3,7122,0.8723,2,4
7124,4,7112,0.8684,2,2
7124,5,8172,0.8645,2,1
7125,1,9313,0.8732,1,7
7125,2,7126,0.8058,1,2
7125,3,7214,0.8027,1,3
7125,4,7122,0.7964,1,4
7125,5,7121,0.7924,1,1
7126,1,8211,0.8661,2,2
7126,2,7231,0.8564,2,10
7126,3,9622,0.8415,2,3
7126,4,7412,0.8204,2,13
7126,5,7233,0.8121,2,9
7127,1,7232,0.9265,2,2
7127,2,7413,0.9164,2,2
7127,3,7312,0.8475,2,2
7127,4,7234,0.8431,2,2
7127,5,7411,0.8318,2,2
7131,1,9112,0.8958,2,3
7131,2,7123,0.8868,2,3
7131,3,9412,0.883,2,3
7131,4,7124,0.8593,2,2
7131,5,9111,0.8441,2,1
7132,1,8122,0.8961,2,3
7132,2,8181,0.8422,2,6
7132,3,8141,0.8382,2,5
7132,4,8212,0.8298,2,5
7132,5,8121,0.8289,2,5
7211,1,9329,0.9413,2,4
7211,2,8141,0.9283,2,5
7211,3,8172,0.9277,2,1
7211,4,8151,0.9145,2,1
7211,5,8181,0.9142,2,6
7212,1,9329,0.935,2,4
7212,2,8212,0.9343,2,5
7212,3,8172,0.9258,2,1
7212,4,7211,0.9131,2,2
7212,5,8151,0.9102,2,1
7213,1,9622,0.8226,3,3
7213,2,7119,0.8045,3,5
7213,3,8113,0.8003,3,6
7213,4,9312,0.7973,3,2
7213,5,7115,0.7812,3,1
7214,1,7112,0.9273,3,2
7214,2,7124,0.8993,3,2
7214,3,7122,0.8697,3,4
7214,4,9329,0.8684,3,4
7214,5,8111,0.8605,3,6
7215,1,8142,0.844,1,12
7215,2,8111,0.8384,1,6
7215,3,7223,0.8374,1,11
7215,4,7221,0.8237,1,1
7215,5,8212,0.8103,1,5
7221,1,8142,0.9346,1,12
7221,2,8181,0.9034,1,6
7221,3,7223,0.8971,1,11
7221,4,8141,0.8916,1,5
7221,5,8121,0.8763,1,5
7222,1,7223,0.8757,6,11
7222,2,7522,0.828,6,4
7222,3,8142,0.8262,6,12
7222,4,8211,0.8223,6,2
7222,5,8212,0.7934,6,5
7223,1,8142,0.9732,11,12
7223,2,8121,0.9371,11,5
7223,3,8181,0.9124,11,6
7223,4,8131,0.9076,11,3
7223,5,8160,0.9035,11,5
7224,1,7315,0.8338,2,3
7224,2,8342,0.8302,2,5
7224,3,7223,0.8202,2,11
7224,4,7522,0.8169,2,4
7224,5,7222,0.7889,2,6
7231,1,7412,0.9244,10,13
7231,2,7233,0.9082,10,9
7231,3,9622,0.8905,10,3
7231,4,7311,0.862,10,4
7231,5,7126,0.8564,10,2
7232,1,7127,0.9265,2,2
7232,2,7413,0.8427,2,2
7232,3,3151,0.8418,2,2
7232,4,7312,0.8226,2,2
7232,5,3132,0.8201,2,4
7233,1,7412,0.9504,9,13
7233,2,9622,0.9365,9,3
7233,3,7231,0.9082,9,10
7233,4,7421,0.8986,9,7
7233,5,7422,0.8744,9,7
7234,1,7127,0.8431,2,2
7234,2,7312,0.8381,2,2
7234,3,7232,0.7974,2,2
7234,4,7413,0.7487,2,2
7234,5,3151,0.7226,2,2
7311,1,7231,0.862,4,10
7311,2,7412,0.8421,4,13
7311,3,7421,0.8179,4,7
7311,4,7233,0.7865,4,9
7311,5,7422,0.7832,4,7
7312,1,7127,0.8475,2,2
7312,2,7234,0.8381,2,2
7312,3,7232,0.8226,2,2
7312,4,7413,0.7714,2,2
7312,5,3121,0.7157,2,1
7313,1,7314,0.8882,1,2
7313,2,2651,0.8638,1,2
7313,3,7531,0.8351,1,1
7313,4,7319,0.835,1,1
7313,5,7317,0.835,1,1
7314,1,7317,0.9402,2,1
7314,2,7319,0.9402,2,1
7314,3,2651,0.9269,2,2
7314,4,7313,0.8882,2,1
7314,5,3433,0.863,2,3
7315,1,8212,0.8652,3,5
7315,2,8141,0.8595,3,5
7315,3,7511,0.8514,3,4
7315,4,9329,0.8479,3,4
7315,5,7212,0.8395,3,2
7316,1,9329,0.8847,2,4
7316,2,8212,0.8845,2,5
7316,3,7212,0.8721,2,2
7316,4,8172,0.8469,2,1
7316,5,8153,0.8358,2,1
7317,1,7319,1.0,1,1
7317,2,2651,0.9454,1,2
7317,3,7314,0.9402,1,2
7317,4,3433,0.8712,1,3
7317,5,7313,0.835,1,1
7318,1,7536,1.0,1,1
7318,2,7511,0.8297,1,4
7318,3,7316,0.8028,1,2
7318,4,7212,0.797,1,2
7318,5,9412,0.7951,1,3
7319,1,7317,1.0,1,1
7319,2,2651,0.9454,1,2
7319,3,7314,0.9402,1,2
7319,4,3433,0.8712,1,3
7319,5,7313,0.835,1,1
7321,1,2166,0.5814,2,2
7321,2,3118,0.5754,2,4
7321,3,2513,0.5372,2,1
7321,4,3514,0.5133,2,2
7321,5,2641,0.451,2,3
7322,1,8113,0.7612,1,6
7322,2,9311,0.7392,1,1
7322,3,8182,0.7322,1,1
7322,4,9312,0.7312,1,2
7322,5,7224,0.7192,1,2
7323,1,8142,0.8736,1,12
7323,2,7223,0.8693,1,11
7323,3,8189,0.862,1,4
7323,4,8121,0.8541,1,5
7323,5,8181,0.8403,1,6
7411,1,7119,0.8736,2,5
7411,2,7127,0.8318,2,2
7411,3,9622,0.8313,2,3
7411,4,7422,0.8311,2,7
7411,5,7412,0.8252,2,13
7412,1,7421,0.9558,13,7
7412,2,7233,0.9504,13,9
7412,3,7422,0.9481,13,7
7412,4,9622,0.9269,13,3
7412,5,7231,0.9244,13,10
7413,1,7127,0.9164,2,2
7413,2,7232,0.8427,2,2
7413,3,7411,0.8188,2,2
7413,4,7119,0.8112,2,5
7413,5,7541,0.8083,2,1
7421,1,7412,0.9558,7,13
7421,2,7422,0.9495,7,7
7421,3,3113,0.9111,7,2
7421,4,7233,0.8986,7,9
7421,5,3115,0.8587,7,4
7422,1,7421,0.9495,7,7
7422,2,7412,0.9481,7,13
7422,3,7233,0.8744,7,9
7422,4,9622,0.8741,7,3
7422,5,7231,0.8485,7,10
7511,1,9112,0.8983,4,3
7511,2,9412,0.8903,4,3
7511,3,9329,0.8807,4,4
7511,4,9122,0.8701,4,1
7511,5,7315,0.8514,4,3
7512,1,7123,0.8188,1,3
7512,2,8153,0.8119,1,1
7512,3,7212,0.7789,1,2
7512,4,8172,0.7778,1,1
7512,5,7316,0.7691,1,2
7513,1,8131,0.9328,2,3
7513,2,8160,0.9256,2,5
7513,3,8181,0.9226,2,6
7513,4,8142,0.9049,2,12
7513,5,8141,0.9027,2,5
7514,1,8160,0.878,1,5
7514,2,7513,0.8527,1,2
7514,3,8141,0.8363,1,5
7514,4,8181,0.8215,1,6
7514,5,8122,0.8186,1,3
7515,1,7535,0.8749,2,1
7515,2,7514,0.7098,2,1
7515,3,4321,0.6938,2,3
7515,4,9321,0.6601,2,1
7515,5,8122,0.6383,2,3
7522,1,8212,0.8444,4,5
7522,2,7315,0.831,4,3
7522,3,8142,0.83,4,12
7522,4,7222,0.828,4,6
7522,5,7224,0.8169,4,2
7531,1,7314,0.837,1,2
7531,2,7313,0.8351,1,1
7531,3,5241,0.8179,1,1
7531,4,2651,0.8165,1,2
7531,5,7123,0.8074,1,3
7532,1,9329,0.9043,3,4
7532,2,7211,0.8954,3,2
7532,3,7212,0.8862,3,2
7532,4,8151,0.8758,3,1
7532,5,8212,0.8736,3,5
7534,1,7313,0.7822,1,1
7534,2,7314,0.7681,1,2
7534,3,7522,0.7463,1,4
7534,4,6224,0.732,1,2
7534,5,6222,0.732,1,2
7535,1,7515,0.8749,1,2
7535,2,7511,0.8146,1,4
7535,3,9321,0.8121,1,1
7535,4,9412,0.7948,1,3
7535,5,7316,0.7877,1,2
7536,1,7318,1.0,1,1
7536,2,7511,0.8297,1,4
7536,3,7316,0.8028,1,2
7536,4,7212,0.797,1,2
7536,5,9412,0.7951,1,3
7541,1,7413,0.8083,1,2
7541,2,7233,0.7924,1,9
7541,3,7119,0.7834,1,5
7541,4,7412,0.7539,1,13
7541,5,7411,0.7538,1,2
7542,1,3151,0.7392,1,2
7542,2,7544,0.7225,1,3
7542,3,7232,0.7065,1,2
7542,4,5411,0.6997,1,2
7542,5,3132,0.6928,1,4
7543,1,8160,0.7829,1,5
7543,2,8122,0.7533,1,3
7543,3,7513,0.7498,1,2
7543,4,7514,0.7337,1,1
7543,5,8141,0.7251,1,5
7544,1,7542,0.7225,3,1
7544,2,3123,0.7125,3,1
7544,3,3121,0.7125,3,1
7544,4,5411,0.7065,3,2
7544,5,3152,0.6919,3,2
7549,1,2651,0.8438,2,2
7549,2,3433,0.8396,2,3
7549,3,7313,0.823,2,1
7549,4,7314,0.8106,2,2
7549,5,4415,0.8069,2,2
8111,1,8342,0.9255,6,5
8111,2,8142,0.904,6,12
8111,3,8121,0.904,6,5
8111,4,8181,0.8959,6,6
