inst,inst_short,cohort,rank,styrk08,styrk08_name,share,exposure_norm,exposure2_norm,quintile_v1,quintile_v2
6220,KHiO,all,14,5329,Andre pleiemedarbeidere,0.021717,0.268401,0.152646,3,2
6220,KHiO,all,15,2655,Skuespillere,0.019524,0.192308,0.111811,2,2
6220,KHiO,recent,1,5223,Butikkmedarbeidere,0.155268,0.351263,0.329793,3,3
6220,KHiO,recent,2,2166,Grafiske- og multimediadesignere,0.118458,0.525641,0.662771,5,5
6220,KHiO,recent,3,2161,Sivilarkitekter,0.104367,0.500894,0.666144,4,5
6220,KHiO,recent,4,5311,Barnehage- og skolefritidsassistenter mv.,0.050865,0.145058,0.255320,2,3
6220,KHiO,recent,5,2354,Andre musikklærere,0.041508,0.369231,0.332511,3,3
6220,KHiO,recent,6,2163,Produkt- og klesdesignere,0.038961,0.439047,0.494176,4,4
6220,KHiO,recent,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.038573,0.597785,0.766679,5,5
6220,KHiO,recent,8,5322,Hjemmehjelper,0.030303,0.078895,0.239953,1,3
6220,KHiO,recent,9,2355,Andre lærere i estetiske fag,0.030192,0.369231,0.264080,3,3
6220,KHiO,recent,10,2341,Grunnskolelærere,0.028873,0.337763,0.288960,3,3
6220,KHiO,recent,11,2310,Universitets- og høyskolelektorer/-lærere,0.026845,0.496858,0.510385,4,4
6220,KHiO,recent,12,4110,Kontormedarbeidere,0.024918,0.610279,0.665079,5,5
6220,KHiO,recent,13,5132,Bartendere,0.021929,0.199430,0.054169,2,1
6220,KHiO,recent,14,2655,Skuespillere,0.020130,0.192308,0.111811,2,2
6220,KHiO,recent,15,2512,Programvareutviklere,0.020097,0.890688,0.836406,5,5
1210,NMH,all,1,2354,Andre musikklærere,0.204250,0.369231,0.332511,3,3
1210,NMH,all,2,2652,"Dirigenter, komponister, musikere og sangere",0.145553,0.573687,0.366815,5,4
1210,NMH,all,3,2341,Grunnskolelærere,0.141763,0.337763,0.288960,3,3
1210,NMH,all,4,2330,Lektorer mv. (videregående skole),0.086159,0.341880,0.306723,3,3
1210,NMH,all,5,2310,Universitets- og høyskolelektorer/-lærere,0.055872,0.496858,0.510385,4,4
1210,NMH,all,6,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.031809,0.597785,0.766679,5,5
1210,NMH,all,7,5223,Butikkmedarbeidere,0.023879,0.351263,0.329793,3,3
1210,NMH,all,8,1345,Ledere av utdanning og undervisning,0.020179,0.439593,0.437771,4,4
1210,NMH,all,9,5311,Barnehage- og skolefritidsassistenter mv.,0.018490,0.145058,0.255320,2,3
1210,NMH,all,10,4110,Kontormedarbeidere,0.013629,0.610279,0.665079,5,5
1210,NMH,all,11,5321,Helsefagarbeidere,0.012319,0.104302,0.093175,1,2
1210,NMH,all,12,3413,Religiøse yrker,0.011934,0.341880,,3,
1210,NMH,all,13,0210,Befal med sersjant grad,0.011051,,,,
1210,NMH,all,14,2511,Systemanalytikere/-arkitekter,0.009914,0.633256,0.838163,5,5
1210,NMH,all,15,1431,"Sports-, rekreasjons- og kultursenterledere",0.009893,0.515917,0.513742,4,4
1210,NMH,recent,1,2354,Andre musikklærere,0.319042,0.369231,0.332511,3,3
1210,NMH,recent,2,2341,Grunnskolelærere,0.185077,0.337763,0.288960,3,3
1210,NMH,recent,3,2652,"Dirigenter, komponister, musikere og sangere",0.154492,0.573687,0.366815,5,4
1210,NMH,recent,4,2330,Lektorer mv. (videregående skole),0.058814,0.341880,0.306723,3,3
1210,NMH,recent,5,2310,Universitets- og høyskolelektorer/-lærere,0.042339,0.496858,0.510385,4,4
1210,NMH,recent,6,5223,Butikkmedarbeidere,0.038956,0.351263,0.329793,3,3
1210,NMH,recent,7,4110,Kontormedarbeidere,0.018307,0.610279,0.665079,5,5
1210,NMH,recent,8,5311,Barnehage- og skolefritidsassistenter mv.,0.017159,0.145058,0.255320,2,3
1210,NMH,recent,9,0310,Menige,0.014152,,0.204068,,3
1210,NMH,recent,10,5321,Helsefagarbeidere,0.013191,0.104302,0.093175,1,2
1210,NMH,recent,11,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.012401,0.597785,0.766679,5,5
1210,NMH,recent,12,2635,Rådgivere innen sosiale fagfelt,0.011881,0.278593,0.297383,3,3
1210,NMH,recent,13,5329,Andre pleiemedarbeidere,0.011121,0.268401,0.152646,3,2
1210,NMH,recent,14,3359,Andre yrker innen offentlig forvaltning,0.008678,0.299145,0.106920,3,2
1210,NMH,recent,15,1345,Ledere av utdanning og undervisning,0.008468,0.439593,0.437771,4,4
1302,KRUS,all,1,5413,Fengselsbetjenter,0.740894,0.278960,0.147900,3,2
1302,KRUS,all,2,3351,Tollere,0.032866,0.483637,0.382370,4,4
1302,KRUS,all,3,3412,Miljøarbeidere innen sosiale fagfelt,0.029809,0.402930,0.304279,3,3
1302,KRUS,all,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.029044,0.597785,0.766679,5,5
1302,KRUS,all,5,3355,Politibetjenter mv.,0.028280,0.390046,0.429362,3,4
1302,KRUS,all,6,5321,Helsefagarbeidere,0.019108,0.104302,0.093175,1,2
1302,KRUS,all,7,2224,Vernepleiere,0.011465,0.363937,0.284363,3,3
1302,KRUS,all,8,4110,Kontormedarbeidere,0.011465,0.610279,0.665079,5,5
1302,KRUS,all,9,1349,Andre ledere av produksjon og tjenesteyting,0.009172,0.503864,0.557565,4,4
1302,KRUS,all,10,2635,Rådgivere innen sosiale fagfelt,0.009172,0.278593,0.297383,3,3
1302,KRUS,all,11,5311,Barnehage- og skolefritidsassistenter mv.,0.009172,0.145058,0.255320,2,3
1302,KRUS,all,12,5414,Vektere,0.006879,0.295442,0.153842,3,2
1302,KRUS,all,13,5223,Butikkmedarbeidere,0.005350,0.351263,0.329793,3,3
1302,KRUS,all,14,0210,Befal med sersjant grad,0.004586,,,,
1302,KRUS,all,15,3322,Selgere (engros),0.004586,0.552398,0.587087,5,5
1302,KRUS,recent,1,5413,Fengselsbetjenter,0.787469,0.278960,0.147900,3,2
1302,KRUS,recent,2,3351,Tollere,0.030761,0.483637,0.382370,4,4
1302,KRUS,recent,3,3412,Miljøarbeidere innen sosiale fagfelt,0.025168,0.402930,0.304279,3,3
1302,KRUS,recent,4,5321,Helsefagarbeidere,0.025168,0.104302,0.093175,1,2
1302,KRUS,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.022372,0.597785,0.766679,5,5
1302,KRUS,recent,6,3355,Politibetjenter mv.,0.022372,0.390046,0.429362,3,4
1302,KRUS,recent,7,2224,Vernepleiere,0.016779,0.363937,0.284363,3,3
1302,KRUS,recent,8,5311,Barnehage- og skolefritidsassistenter mv.,0.013982,0.145058,0.255320,2,3
1302,KRUS,recent,9,9312,Hjelpearbeidere i anlegg,0.011186,0.008271,0.000000,1,1
1302,KRUS,recent,10,0310,Menige,0.011186,,0.204068,,3
1302,KRUS,recent,11,2635,Rådgivere innen sosiale fagfelt,0.008389,0.278593,0.297383,3,3
1302,KRUS,recent,12,5223,Butikkmedarbeidere,0.008389,0.351263,0.329793,3,3
1302,KRUS,recent,13,3353,Saksbehandlere innen sosiale ytelser,0.008389,0.559504,0.644655,5,5
1302,KRUS,recent,14,5329,Andre pleiemedarbeidere,0.008389,0.268401,0.152646,3,2
1302,KRUS,recent,15,4110,Kontormedarbeidere,0.000000,0.610279,0.665079,5,5
8221,MF,all,1,2341,Grunnskolelærere,0.204540,0.337763,0.288960,3,3
8221,MF,all,2,3413,Religiøse yrker,0.139130,0.341880,,3,
8221,MF,all,3,2636,Geistlige yrker,0.120214,0.396270,0.401952,3,4
8221,MF,all,4,2330,Lektorer mv. (videregående skole),0.094308,0.341880,0.306723,3,3
8221,MF,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.062441,0.597785,0.766679,5,5
8221,MF,all,6,2310,Universitets- og høyskolelektorer/-lærere,0.044448,0.496858,0.510385,4,4
8221,MF,all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.037707,0.145058,0.255320,2,3
8221,MF,all,8,5223,Butikkmedarbeidere,0.025938,0.351263,0.329793,3,3
8221,MF,all,9,4110,Kontormedarbeidere,0.019909,0.610279,0.665079,5,5
8221,MF,all,10,9112,Renholdere i virksomheter,0.017404,0.028490,0.012042,1,1
8221,MF,all,11,5321,Helsefagarbeidere,0.016674,0.104302,0.093175,1,2
8221,MF,all,12,5329,Andre pleiemedarbeidere,0.015579,0.268401,0.152646,3,2
8221,MF,all,13,3412,Miljøarbeidere innen sosiale fagfelt,0.014333,0.402930,0.304279,3,3
8221,MF,all,14,1345,Ledere av utdanning og undervisning,0.013708,0.439593,0.437771,4,4
8221,MF,all,15,3343,Sjefssekretærer,0.010966,0.665281,0.566488,5,4
8221,MF,recent,1,2341,Grunnskolelærere,0.249023,0.337763,0.288960,3,3
8221,MF,recent,2,3413,Religiøse yrker,0.180851,0.341880,,3,
8221,MF,recent,3,2636,Geistlige yrker,0.118483,0.396270,0.401952,3,4
8221,MF,recent,4,2330,Lektorer mv. (videregående skole),0.107848,0.341880,0.306723,3,3
8221,MF,recent,5,2310,Universitets- og høyskolelektorer/-lærere,0.064252,0.496858,0.510385,4,4
8221,MF,recent,6,5223,Butikkmedarbeidere,0.050512,0.351263,0.329793,3,3
8221,MF,recent,7,5311,Barnehage- og skolefritidsassistenter mv.,0.044737,0.145058,0.255320,2,3
8221,MF,recent,8,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.024777,0.597785,0.766679,5,5
8221,MF,recent,9,5321,Helsefagarbeidere,0.023090,0.104302,0.093175,1,2
8221,MF,recent,10,9112,Renholdere i virksomheter,0.022009,0.028490,0.012042,1,1
8221,MF,recent,11,1420,Varehandelssjefer,0.016854,0.493097,0.620845,4,5
8221,MF,recent,12,2642,Journalister,0.016854,0.663650,0.790019,5,5
8221,MF,recent,13,2421,Organisasjonsrådgivere mv.,0.012179,0.509832,0.705829,4,5
8221,MF,recent,14,5329,Andre pleiemedarbeidere,0.010639,0.268401,0.152646,3,2
8221,MF,recent,15,3412,Miljøarbeidere innen sosiale fagfelt,0.009010,0.402930,0.304279,3,3
1220,AHO,all,1,2161,Sivilarkitekter,0.394664,0.500894,0.666144,4,5
1220,AHO,all,2,2166,Grafiske- og multimediadesignere,0.123302,0.525641,0.662771,5,5
1220,AHO,all,3,2162,Landskapsarkitekter,0.074346,0.431849,0.578826,4,5
1220,AHO,all,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.068550,0.597785,0.766679,5,5
1220,AHO,all,5,2163,Produkt- og klesdesignere,0.040460,0.439047,0.494176,4,4
1220,AHO,all,6,2310,Universitets- og høyskolelektorer/-lærere,0.039979,0.496858,0.510385,4,4
1220,AHO,all,7,2511,Systemanalytikere/-arkitekter,0.028782,0.633256,0.838163,5,5
1220,AHO,all,8,2519,Andre programvare- og applikasjonsutviklere,0.023967,0.754652,0.823038,5,5
1220,AHO,all,9,5223,Butikkmedarbeidere,0.018005,0.351263,0.329793,3,3
1220,AHO,all,10,2142,Sivilingeniører (bygg og anlegg),0.013313,0.494505,0.522526,4,4
1220,AHO,all,11,2512,Programvareutviklere,0.012804,0.890688,0.836406,5,5
1220,AHO,all,12,1120,Administrerende direktører,0.011439,0.511564,0.585440,4,5
1220,AHO,all,13,4110,Kontormedarbeidere,0.011243,0.610279,0.665079,5,5
1220,AHO,all,14,2413,Finansanalytikere,0.010002,0.518665,0.695875,4,5
1220,AHO,all,15,2341,Grunnskolelærere,0.009432,0.337763,0.288960,3,3
1220,AHO,recent,1,2161,Sivilarkitekter,0.415366,0.500894,0.666144,4,5
1220,AHO,recent,2,2166,Grafiske- og multimediadesignere,0.178517,0.525641,0.662771,5,5
1220,AHO,recent,3,2162,Landskapsarkitekter,0.080492,0.431849,0.578826,4,5
1220,AHO,recent,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.055678,0.597785,0.766679,5,5
1220,AHO,recent,5,2310,Universitets- og høyskolelektorer/-lærere,0.053639,0.496858,0.510385,4,4
1220,AHO,recent,6,2511,Systemanalytikere/-arkitekter,0.040307,0.633256,0.838163,5,5
1220,AHO,recent,7,2519,Andre programvare- og applikasjonsutviklere,0.035069,0.754652,0.823038,5,5
1220,AHO,recent,8,2163,Produkt- og klesdesignere,0.029477,0.439047,0.494176,4,4
1220,AHO,recent,9,2421,Organisasjonsrådgivere mv.,0.020878,0.509832,0.705829,4,5
1220,AHO,recent,10,2512,Programvareutviklere,0.017830,0.890688,0.836406,5,5
1220,AHO,recent,11,3311,Finansmeglere,0.017686,0.586054,0.573453,5,4
1220,AHO,recent,12,2142,Sivilingeniører (bygg og anlegg),0.010629,0.494505,0.522526,4,4
1220,AHO,recent,13,3119,Andre ingeniører,0.010385,0.365983,0.336583,3,3
1220,AHO,recent,14,5223,Butikkmedarbeidere,0.010042,0.351263,0.329793,3,3
1220,AHO,recent,15,2212,Legespesialister,0.005815,0.427128,0.216526,4,3
1409,NOROFF,all,1,2519,Andre programvare- og applikasjonsutviklere,0.225216,0.754652,0.823038,5,5
1409,NOROFF,all,2,2511,Systemanalytikere/-arkitekter,0.144995,0.633256,0.838163,5,5
1409,NOROFF,all,3,3511,"Driftsteknikere, IKT",0.129102,0.626781,0.745853,5,5
1409,NOROFF,all,4,5223,Butikkmedarbeidere,0.059612,0.351263,0.329793,3,3
1409,NOROFF,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.049678,0.597785,0.766679,5,5
1409,NOROFF,all,6,3119,Andre ingeniører,0.048620,0.365983,0.336583,3,3
1409,NOROFF,all,7,2421,Organisasjonsrådgivere mv.,0.039955,0.509832,0.705829,4,5
1409,NOROFF,all,8,3512,"Brukerstøtte, IKT",0.023162,0.626781,0.576746,5,5
1409,NOROFF,all,9,2512,Programvareutviklere,0.022897,0.890688,0.836406,5,5
1409,NOROFF,all,10,3114,Elektronikkingeniører,0.018130,0.416062,0.376329,4,4
1409,NOROFF,all,11,2529,Sikkerhetsanalytikere mv.,0.017564,0.668896,0.772858,5,5
1409,NOROFF,all,12,3322,Selgere (engros),0.017341,0.552398,0.587087,5,5
1409,NOROFF,all,13,4321,Lagermedarbeidere og material-forvaltere,0.015615,0.406720,0.258181,3,3
1409,NOROFF,all,14,5414,Vektere,0.015183,0.295442,0.153842,3,2
1409,NOROFF,all,15,4222,Kundesentermedarbeidere,0.012964,0.564880,0.630809,5,5
1409,NOROFF,recent,1,2519,Andre programvare- og applikasjonsutviklere,0.640116,0.754652,0.823038,5,5
1409,NOROFF,recent,2,2511,Systemanalytikere/-arkitekter,0.110867,0.633256,0.838163,5,5
1409,NOROFF,recent,3,3511,"Driftsteknikere, IKT",0.071027,0.626781,0.745853,5,5
1409,NOROFF,recent,4,2512,Programvareutviklere,0.041133,0.890688,0.836406,5,5
1409,NOROFF,recent,5,5223,Butikkmedarbeidere,0.026146,0.351263,0.329793,3,3
1409,NOROFF,recent,6,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.019123,0.597785,0.766679,5,5
1409,NOROFF,recent,7,4110,Kontormedarbeidere,0.010787,0.610279,0.665079,5,5
1409,NOROFF,recent,8,2513,Nett- og multimediautviklere,0.010178,0.769231,0.924936,5,5
1409,NOROFF,recent,9,2413,Finansanalytikere,0.009775,0.518665,0.695875,4,5
1409,NOROFF,recent,10,3119,Andre ingeniører,0.009461,0.365983,0.336583,3,3
1409,NOROFF,recent,11,2421,Organisasjonsrådgivere mv.,0.007675,0.509832,0.705829,4,5
1409,NOROFF,recent,12,9112,Renholdere i virksomheter,0.007576,0.028490,0.012042,1,1
1409,NOROFF,recent,13,3114,Elektronikkingeniører,0.007432,0.416062,0.376329,4,4
1409,NOROFF,recent,14,8160,Operatører innen næringsmiddelproduksjon,0.005224,0.095607,0.075530,1,1
1409,NOROFF,recent,15,2522,Systemadministratorer,0.004639,0.748441,0.634106,5,5
8234,FIH,all,1,3413,Religiøse yrker,0.163763,0.341880,,3,
8234,FIH,all,2,2636,Geistlige yrker,0.106562,0.396270,0.401952,3,4
8234,FIH,all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.072302,0.145058,0.255320,2,3
8234,FIH,all,4,2341,Grunnskolelærere,0.059671,0.337763,0.288960,3,3
8234,FIH,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.059381,0.597785,0.766679,5,5
8234,FIH,all,6,5223,Butikkmedarbeidere,0.048855,0.351263,0.329793,3,3
8234,FIH,all,7,5329,Andre pleiemedarbeidere,0.034897,0.268401,0.152646,3,2
8234,FIH,all,8,9112,Renholdere i virksomheter,0.033567,0.028490,0.012042,1,1
8234,FIH,all,9,4110,Kontormedarbeidere,0.032004,0.610279,0.665079,5,5
8234,FIH,all,10,5321,Helsefagarbeidere,0.030745,0.104302,0.093175,1,2
8234,FIH,all,11,3412,Miljøarbeidere innen sosiale fagfelt,0.028657,0.402930,0.304279,3,3
8234,FIH,all,12,2330,Lektorer mv. (videregående skole),0.026150,0.341880,0.306723,3,3
8234,FIH,all,13,2223,Sykepleiere,0.025143,0.389938,0.284363,3,3
8234,FIH,all,14,5131,Servitører,0.022392,0.160668,0.057293,2,1
8234,FIH,all,15,2310,Universitets- og høyskolelektorer/-lærere,0.018621,0.496858,0.510385,4,4
8234,FIH,recent,1,3413,Religiøse yrker,0.231008,0.341880,,3,
8234,FIH,recent,2,5311,Barnehage- og skolefritidsassistenter mv.,0.154452,0.145058,0.255320,2,3
8234,FIH,recent,3,2341,Grunnskolelærere,0.096666,0.337763,0.288960,3,3
8234,FIH,recent,4,2636,Geistlige yrker,0.087113,0.396270,0.401952,3,4
8234,FIH,recent,5,5223,Butikkmedarbeidere,0.063951,0.351263,0.329793,3,3
8234,FIH,recent,6,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.045287,0.597785,0.766679,5,5
8234,FIH,recent,7,9112,Renholdere i virksomheter,0.045103,0.028490,0.012042,1,1
8234,FIH,recent,8,5321,Helsefagarbeidere,0.045103,0.104302,0.093175,1,2
8234,FIH,recent,9,2310,Universitets- og høyskolelektorer/-lærere,0.037500,0.496858,0.510385,4,4
8234,FIH,recent,10,5329,Andre pleiemedarbeidere,0.028492,0.268401,0.152646,3,2
8234,FIH,recent,11,2330,Lektorer mv. (videregående skole),0.027593,0.341880,0.306723,3,3
8234,FIH,recent,12,3412,Miljøarbeidere innen sosiale fagfelt,0.027465,0.402930,0.304279,3,3
8234,FIH,recent,13,3353,Saksbehandlere innen sosiale ytelser,0.024385,0.559504,0.644655,5,5
8234,FIH,recent,14,4110,Kontormedarbeidere,0.020902,0.610279,0.665079,5,5
8234,FIH,recent,15,2635,Rådgivere innen sosiale fagfelt,0.013934,0.278593,0.297383,3,3
1412,LIMPI,all,1,2354,Andre musikklærere,0.208285,0.369231,0.332511,3,3
1412,LIMPI,all,2,2652,"Dirigenter, komponister, musikere og sangere",0.161105,0.573687,0.366815,5,4
1412,LIMPI,all,3,2341,Grunnskolelærere,0.101266,0.337763,0.288960,3,3
1412,LIMPI,all,4,2330,Lektorer mv. (videregående skole),0.062140,0.341880,0.306723,3,3
1412,LIMPI,all,5,1345,Ledere av utdanning og undervisning,0.047181,0.439593,0.437771,4,4
1412,LIMPI,all,6,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.037975,0.597785,0.766679,5,5
1412,LIMPI,all,7,5321,Helsefagarbeidere,0.023015,0.104302,0.093175,1,2
1412,LIMPI,all,8,5223,Butikkmedarbeidere,0.020713,0.351263,0.329793,3,3
1412,LIMPI,all,9,2310,Universitets- og høyskolelektorer/-lærere,0.018412,0.496858,0.510385,4,4
1412,LIMPI,all,10,5311,Barnehage- og skolefritidsassistenter mv.,0.018412,0.145058,0.255320,2,3
1412,LIMPI,all,11,0210,Befal med sersjant grad,0.016110,,,,
1412,LIMPI,all,12,1219,Andre administrative ledere,0.016110,0.520145,0.530638,4,4
1412,LIMPI,all,13,4110,Kontormedarbeidere,0.016110,0.610279,0.665079,5,5
1412,LIMPI,all,14,1431,"Sports-, rekreasjons- og kultursenterledere",0.014960,0.515917,0.513742,4,4
1412,LIMPI,all,15,1120,Administrerende direktører,0.013809,0.511564,0.585440,4,5
1412,LIMPI,recent,1,2341,Grunnskolelærere,0.220000,0.337763,0.288960,3,3
1412,LIMPI,recent,2,2354,Andre musikklærere,0.160000,0.369231,0.332511,3,3
1412,LIMPI,recent,3,5223,Butikkmedarbeidere,0.120000,0.351263,0.329793,3,3
1412,LIMPI,recent,4,2652,"Dirigenter, komponister, musikere og sangere",0.100000,0.573687,0.366815,5,4
1412,LIMPI,recent,5,5321,Helsefagarbeidere,0.080000,0.104302,0.093175,1,2
1412,LIMPI,recent,6,5329,Andre pleiemedarbeidere,0.080000,0.268401,0.152646,3,2
1412,LIMPI,recent,7,2330,Lektorer mv. (videregående skole),0.060000,0.341880,0.306723,3,3
1412,LIMPI,recent,8,1345,Ledere av utdanning og undervisning,0.060000,0.439593,0.437771,4,4
1412,LIMPI,recent,9,5311,Barnehage- og skolefritidsassistenter mv.,0.060000,0.145058,0.255320,2,3
1412,LIMPI,recent,10,4110,Kontormedarbeidere,0.060000,0.610279,0.665079,5,5
1412,LIMPI,recent,11,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.000000,0.597785,0.766679,5,5
1412,LIMPI,recent,12,2310,Universitets- og høyskolelektorer/-lærere,0.000000,0.496858,0.510385,4,4
1412,LIMPI,recent,13,0210,Befal med sersjant grad,0.000000,,,,
1412,LIMPI,recent,14,1219,Andre administrative ledere,0.000000,0.520145,0.530638,4,4
1412,LIMPI,recent,15,1431,"Sports-, rekreasjons- og kultursenterledere",0.000000,0.515917,0.513742,4,4
8232,ATH,all,1,5223,Butikkmedarbeidere,0.082888,0.351263,0.329793,3,3
8232,ATH,all,2,5321,Helsefagarbeidere,0.064650,0.104302,0.093175,1,2
8232,ATH,all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.059907,0.145058,0.255320,2,3
8232,ATH,all,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.056471,0.597785,0.766679,5,5
8232,ATH,all,5,2224,Vernepleiere,0.055283,0.363937,0.284363,3,3
8232,ATH,all,6,5329,Andre pleiemedarbeidere,0.054243,0.268401,0.152646,3,2
8232,ATH,all,7,2636,Geistlige yrker,0.047181,0.396270,0.401952,3,4
8232,ATH,all,8,3412,Miljøarbeidere innen sosiale fagfelt,0.042146,0.402930,0.304279,3,3
8232,ATH,all,9,2635,Rådgivere innen sosiale fagfelt,0.040045,0.278593,0.297383,3,3
8232,ATH,all,10,4110,Kontormedarbeidere,0.038031,0.610279,0.665079,5,5
8232,ATH,all,11,2341,Grunnskolelærere,0.028244,0.337763,0.288960,3,3
8232,ATH,all,12,2423,Personal- og karriererådgivere,0.023130,0.501224,0.635356,4,5
8232,ATH,all,13,3413,Religiøse yrker,0.022870,0.341880,,3,
8232,ATH,all,14,2310,Universitets- og høyskolelektorer/-lærere,0.016544,0.496858,0.510385,4,4
8232,ATH,all,15,5322,Hjemmehjelper,0.014624,0.078895,0.239953,1,3
8232,ATH,recent,1,5223,Butikkmedarbeidere,0.103732,0.351263,0.329793,3,3
8232,ATH,recent,2,5311,Barnehage- og skolefritidsassistenter mv.,0.083873,0.145058,0.255320,2,3
8232,ATH,recent,3,5321,Helsefagarbeidere,0.076541,0.104302,0.093175,1,2
8232,ATH,recent,4,2224,Vernepleiere,0.061489,0.363937,0.284363,3,3
8232,ATH,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.049522,0.597785,0.766679,5,5
8232,ATH,recent,6,2635,Rådgivere innen sosiale fagfelt,0.047377,0.278593,0.297383,3,3
8232,ATH,recent,7,3412,Miljøarbeidere innen sosiale fagfelt,0.046888,0.402930,0.304279,3,3
8232,ATH,recent,8,2341,Grunnskolelærere,0.045915,0.337763,0.288960,3,3
8232,ATH,recent,9,5329,Andre pleiemedarbeidere,0.043701,0.268401,0.152646,3,2
8232,ATH,recent,10,2636,Geistlige yrker,0.042769,0.396270,0.401952,3,4
8232,ATH,recent,11,4110,Kontormedarbeidere,0.035835,0.610279,0.665079,5,5
8232,ATH,recent,12,2342,Førskolelærere,0.021168,0.235974,0.105222,2,2
8232,ATH,recent,13,3413,Religiøse yrker,0.020347,0.341880,,3,
8232,ATH,recent,14,2423,Personal- og karriererådgivere,0.020160,0.501224,0.635356,4,5
8232,ATH,recent,15,2310,Universitets- og høyskolelektorer/-lærere,0.019821,0.496858,0.510385,4,4
