inst,inst_short,cohort,rank,styrk08,styrk08_name,share,exposure_norm,exposure2_norm,quintile_v1,quintile_v2
1150,NTNU,all,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.061439,0.597785,0.766679,5,5
1150,NTNU,all,2,2341,Grunnskolelærere,0.059599,0.337763,0.288960,3,3
1150,NTNU,all,3,2223,Sykepleiere,0.045158,0.389938,0.284363,3,3
1150,NTNU,all,4,2511,Systemanalytikere/-arkitekter,0.043797,0.633256,0.838163,5,5
1150,NTNU,all,5,2310,Universitets- og høyskolelektorer/-lærere,0.038805,0.496858,0.510385,4,4
1150,NTNU,all,6,2519,Andre programvare- og applikasjonsutviklere,0.034729,0.754652,0.823038,5,5
1150,NTNU,all,7,2142,Sivilingeniører (bygg og anlegg),0.033193,0.494505,0.522526,4,4
1150,NTNU,all,8,3119,Andre ingeniører,0.025483,0.365983,0.336583,3,3
1150,NTNU,all,9,2330,Lektorer mv. (videregående skole),0.025248,0.341880,0.306723,3,3
1150,NTNU,all,10,5223,Butikkmedarbeidere,0.019752,0.351263,0.329793,3,3
1150,NTNU,all,11,2221,Spesialsykepleiere,0.019416,0.373494,0.284363,3,3
1150,NTNU,all,12,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.018784,0.507647,0.506291,4,4
1150,NTNU,all,13,3511,"Driftsteknikere, IKT",0.018649,0.626781,0.745853,5,5
1150,NTNU,all,14,2512,Programvareutviklere,0.015424,0.890688,0.836406,5,5
1150,NTNU,all,15,2212,Legespesialister,0.014456,0.427128,0.216526,4,3
1150,NTNU,recent,1,2341,Grunnskolelærere,0.067665,0.337763,0.288960,3,3
1150,NTNU,recent,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.066311,0.597785,0.766679,5,5
1150,NTNU,recent,3,2310,Universitets- og høyskolelektorer/-lærere,0.055844,0.496858,0.510385,4,4
1150,NTNU,recent,4,2223,Sykepleiere,0.054942,0.389938,0.284363,3,3
1150,NTNU,recent,5,2519,Andre programvare- og applikasjonsutviklere,0.046136,0.754652,0.823038,5,5
1150,NTNU,recent,6,2511,Systemanalytikere/-arkitekter,0.044840,0.633256,0.838163,5,5
1150,NTNU,recent,7,2330,Lektorer mv. (videregående skole),0.026208,0.341880,0.306723,3,3
1150,NTNU,recent,8,3119,Andre ingeniører,0.024481,0.365983,0.336583,3,3
1150,NTNU,recent,9,2142,Sivilingeniører (bygg og anlegg),0.022690,0.494505,0.522526,4,4
1150,NTNU,recent,10,5223,Butikkmedarbeidere,0.022058,0.351263,0.329793,3,3
1150,NTNU,recent,11,3511,"Driftsteknikere, IKT",0.021124,0.626781,0.745853,5,5
1150,NTNU,recent,12,2512,Programvareutviklere,0.019621,0.890688,0.836406,5,5
1150,NTNU,recent,13,2212,Legespesialister,0.019548,0.427128,0.216526,4,3
1150,NTNU,recent,14,2221,Spesialsykepleiere,0.017123,0.373494,0.284363,3,3
1150,NTNU,recent,15,3114,Elektronikkingeniører,0.016472,0.416062,0.376329,4,4
1110,UiO,all,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.124129,0.597785,0.766679,5,5
1110,UiO,all,2,2341,Grunnskolelærere,0.066063,0.337763,0.288960,3,3
1110,UiO,all,3,2310,Universitets- og høyskolelektorer/-lærere,0.061839,0.496858,0.510385,4,4
1110,UiO,all,4,2511,Systemanalytikere/-arkitekter,0.043442,0.633256,0.838163,5,5
1110,UiO,all,5,5223,Butikkmedarbeidere,0.037514,0.351263,0.329793,3,3
1110,UiO,all,6,2330,Lektorer mv. (videregående skole),0.035457,0.341880,0.306723,3,3
1110,UiO,all,7,2212,Legespesialister,0.032365,0.427128,0.216526,4,3
1110,UiO,all,8,2611,Jurister og advokater,0.030442,0.435897,0.715612,4,5
1110,UiO,all,9,2634,Psykologer,0.028134,0.477818,0.474873,4,4
1110,UiO,all,10,2519,Andre programvare- og applikasjonsutviklere,0.027255,0.754652,0.823038,5,5
1110,UiO,all,11,4110,Kontormedarbeidere,0.023796,0.610279,0.665079,5,5
1110,UiO,all,12,5311,Barnehage- og skolefritidsassistenter mv.,0.020682,0.145058,0.255320,2,3
1110,UiO,all,13,3511,"Driftsteknikere, IKT",0.015953,0.626781,0.745853,5,5
1110,UiO,all,14,2423,Personal- og karriererådgivere,0.013886,0.501224,0.635356,4,5
1110,UiO,all,15,2512,Programvareutviklere,0.013793,0.890688,0.836406,5,5
1110,UiO,recent,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.147382,0.597785,0.766679,5,5
1110,UiO,recent,2,2310,Universitets- og høyskolelektorer/-lærere,0.085721,0.496858,0.510385,4,4
1110,UiO,recent,3,2341,Grunnskolelærere,0.075192,0.337763,0.288960,3,3
1110,UiO,recent,4,2511,Systemanalytikere/-arkitekter,0.047400,0.633256,0.838163,5,5
1110,UiO,recent,5,5223,Butikkmedarbeidere,0.045712,0.351263,0.329793,3,3
1110,UiO,recent,6,2212,Legespesialister,0.038459,0.427128,0.216526,4,3
1110,UiO,recent,7,2330,Lektorer mv. (videregående skole),0.034957,0.341880,0.306723,3,3
1110,UiO,recent,8,2519,Andre programvare- og applikasjonsutviklere,0.034346,0.754652,0.823038,5,5
1110,UiO,recent,9,2611,Jurister og advokater,0.033267,0.435897,0.715612,4,5
1110,UiO,recent,10,4110,Kontormedarbeidere,0.031930,0.610279,0.665079,5,5
1110,UiO,recent,11,2634,Psykologer,0.029333,0.477818,0.474873,4,4
1110,UiO,recent,12,5311,Barnehage- og skolefritidsassistenter mv.,0.019403,0.145058,0.255320,2,3
1110,UiO,recent,13,3511,"Driftsteknikere, IKT",0.017799,0.626781,0.745853,5,5
1110,UiO,recent,14,2512,Programvareutviklere,0.017259,0.890688,0.836406,5,5
1110,UiO,recent,15,5329,Andre pleiemedarbeidere,0.015718,0.268401,0.152646,3,2
1175,OsloMet,all,1,2341,Grunnskolelærere,0.096019,0.337763,0.288960,3,3
1175,OsloMet,all,2,2223,Sykepleiere,0.079368,0.389938,0.284363,3,3
1175,OsloMet,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.055018,0.597785,0.766679,5,5
1175,OsloMet,all,4,2221,Spesialsykepleiere,0.050421,0.373494,0.284363,3,3
1175,OsloMet,all,5,2342,Førskolelærere,0.048477,0.235974,0.105222,2,2
1175,OsloMet,all,6,2330,Lektorer mv. (videregående skole),0.038507,0.341880,0.306723,3,3
1175,OsloMet,all,7,2224,Vernepleiere,0.033027,0.363937,0.284363,3,3
1175,OsloMet,all,8,2635,Rådgivere innen sosiale fagfelt,0.026848,0.278593,0.297383,3,3
1175,OsloMet,all,9,2264,Fysioterapeuter,0.024694,0.231533,0.254899,2,3
1175,OsloMet,all,10,2511,Systemanalytikere/-arkitekter,0.023652,0.633256,0.838163,5,5
1175,OsloMet,all,11,3412,Miljøarbeidere innen sosiale fagfelt,0.021278,0.402930,0.304279,3,3
1175,OsloMet,all,12,2310,Universitets- og høyskolelektorer/-lærere,0.021177,0.496858,0.510385,4,4
1175,OsloMet,all,13,5223,Butikkmedarbeidere,0.018012,0.351263,0.329793,3,3
1175,OsloMet,all,14,2519,Andre programvare- og applikasjonsutviklere,0.016388,0.754652,0.823038,5,5
1175,OsloMet,all,15,2142,Sivilingeniører (bygg og anlegg),0.016079,0.494505,0.522526,4,4
1175,OsloMet,recent,1,2341,Grunnskolelærere,0.099841,0.337763,0.288960,3,3
1175,OsloMet,recent,2,2223,Sykepleiere,0.086248,0.389938,0.284363,3,3
1175,OsloMet,recent,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.050586,0.597785,0.766679,5,5
1175,OsloMet,recent,4,2342,Førskolelærere,0.049677,0.235974,0.105222,2,2
1175,OsloMet,recent,5,2330,Lektorer mv. (videregående skole),0.048344,0.341880,0.306723,3,3
1175,OsloMet,recent,6,2221,Spesialsykepleiere,0.047345,0.373494,0.284363,3,3
1175,OsloMet,recent,7,2224,Vernepleiere,0.035935,0.363937,0.284363,3,3
1175,OsloMet,recent,8,2635,Rådgivere innen sosiale fagfelt,0.029912,0.278593,0.297383,3,3
1175,OsloMet,recent,9,2264,Fysioterapeuter,0.027719,0.231533,0.254899,2,3
1175,OsloMet,recent,10,2511,Systemanalytikere/-arkitekter,0.025807,0.633256,0.838163,5,5
1175,OsloMet,recent,11,2310,Universitets- og høyskolelektorer/-lærere,0.025746,0.496858,0.510385,4,4
1175,OsloMet,recent,12,3412,Miljøarbeidere innen sosiale fagfelt,0.024151,0.402930,0.304279,3,3
1175,OsloMet,recent,13,2519,Andre programvare- og applikasjonsutviklere,0.021565,0.754652,0.823038,5,5
1175,OsloMet,recent,14,5223,Butikkmedarbeidere,0.021338,0.351263,0.329793,3,3
1175,OsloMet,recent,15,2142,Sivilingeniører (bygg og anlegg),0.016760,0.494505,0.522526,4,4
8241,BI,all,1,3334,Eiendomsmeglere og - forvaltere,0.061058,0.491723,0.495463,4,4
8241,BI,all,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.058425,0.597785,0.766679,5,5
8241,BI,all,3,3312,Kundebehandlere lån og kreditt,0.052211,0.623543,0.698251,5,5
8241,BI,all,4,2411,"Revisorer, regnskapsrådgivere",0.050834,0.582906,0.789512,5,5
8241,BI,all,5,3313,Regnskapsførere,0.049224,0.822898,0.793052,5,5
8241,BI,all,6,4110,Kontormedarbeidere,0.043417,0.610279,0.665079,5,5
8241,BI,all,7,3322,Selgere (engros),0.038829,0.552398,0.587087,5,5
8241,BI,all,8,4311,Regnskapsmedarbeidere,0.036187,0.808274,0.772580,5,5
8241,BI,all,9,2413,Finansanalytikere,0.034596,0.518665,0.695875,4,5
8241,BI,all,10,5223,Butikkmedarbeidere,0.031520,0.351263,0.329793,3,3
8241,BI,all,11,2412,Finans- og investeringsrådgivere,0.031185,0.493097,0.746503,4,5
8241,BI,all,12,1120,Administrerende direktører,0.028403,0.511564,0.585440,4,5
8241,BI,all,13,2423,Personal- og karriererådgivere,0.026388,0.501224,0.635356,4,5
8241,BI,all,14,1211,Finans- og økonomisjefer,0.024049,0.497493,0.643716,4,5
8241,BI,all,15,2421,Organisasjonsrådgivere mv.,0.020282,0.509832,0.705829,4,5
8241,BI,recent,1,3312,Kundebehandlere lån og kreditt,0.077496,0.623543,0.698251,5,5
8241,BI,recent,2,3334,Eiendomsmeglere og - forvaltere,0.069264,0.491723,0.495463,4,4
8241,BI,recent,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.062295,0.597785,0.766679,5,5
8241,BI,recent,4,4311,Regnskapsmedarbeidere,0.062253,0.808274,0.772580,5,5
8241,BI,recent,5,2413,Finansanalytikere,0.060542,0.518665,0.695875,4,5
8241,BI,recent,6,3313,Regnskapsførere,0.052986,0.822898,0.793052,5,5
8241,BI,recent,7,2411,"Revisorer, regnskapsrådgivere",0.048713,0.582906,0.789512,5,5
8241,BI,recent,8,2412,Finans- og investeringsrådgivere,0.043186,0.493097,0.746503,4,5
8241,BI,recent,9,4110,Kontormedarbeidere,0.042433,0.610279,0.665079,5,5
8241,BI,recent,10,3322,Selgere (engros),0.039220,0.552398,0.587087,5,5
8241,BI,recent,11,3311,Finansmeglere,0.035276,0.586054,0.573453,5,4
8241,BI,recent,12,2431,Reklame- og markedsføringsrådgivere,0.029948,0.718834,0.891906,5,5
8241,BI,recent,13,2421,Organisasjonsrådgivere mv.,0.029149,0.509832,0.705829,4,5
8241,BI,recent,14,3321,Forsikringsagenter,0.028482,0.575803,0.568044,5,4
8241,BI,recent,15,2423,Personal- og karriererådgivere,0.021740,0.501224,0.635356,4,5
1120,UiB,all,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.119839,0.597785,0.766679,5,5
1120,UiB,all,2,2611,Jurister og advokater,0.052467,0.435897,0.715612,4,5
1120,UiB,all,3,2341,Grunnskolelærere,0.049348,0.337763,0.288960,3,3
1120,UiB,all,4,2310,Universitets- og høyskolelektorer/-lærere,0.047107,0.496858,0.510385,4,4
1120,UiB,all,5,5223,Butikkmedarbeidere,0.043709,0.351263,0.329793,3,3
1120,UiB,all,6,2511,Systemanalytikere/-arkitekter,0.035376,0.633256,0.838163,5,5
1120,UiB,all,7,2330,Lektorer mv. (videregående skole),0.033036,0.341880,0.306723,3,3
1120,UiB,all,8,2634,Psykologer,0.031768,0.477818,0.474873,4,4
1120,UiB,all,9,2212,Legespesialister,0.029635,0.427128,0.216526,4,3
1120,UiB,all,10,2519,Andre programvare- og applikasjonsutviklere,0.025134,0.754652,0.823038,5,5
1120,UiB,all,11,4110,Kontormedarbeidere,0.022971,0.610279,0.665079,5,5
1120,UiB,all,12,5311,Barnehage- og skolefritidsassistenter mv.,0.017658,0.145058,0.255320,2,3
1120,UiB,all,13,5329,Andre pleiemedarbeidere,0.017419,0.268401,0.152646,3,2
1120,UiB,all,14,2642,Journalister,0.014593,0.663650,0.790019,5,5
1120,UiB,all,15,3511,"Driftsteknikere, IKT",0.013542,0.626781,0.745853,5,5
1120,UiB,recent,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.124618,0.597785,0.766679,5,5
1120,UiB,recent,2,2310,Universitets- og høyskolelektorer/-lærere,0.069078,0.496858,0.510385,4,4
1120,UiB,recent,3,5223,Butikkmedarbeidere,0.068988,0.351263,0.329793,3,3
1120,UiB,recent,4,2341,Grunnskolelærere,0.066694,0.337763,0.288960,3,3
1120,UiB,recent,5,2611,Jurister og advokater,0.058259,0.435897,0.715612,4,5
1120,UiB,recent,6,2634,Psykologer,0.037213,0.477818,0.474873,4,4
1120,UiB,recent,7,2511,Systemanalytikere/-arkitekter,0.036952,0.633256,0.838163,5,5
1120,UiB,recent,8,2212,Legespesialister,0.035288,0.427128,0.216526,4,3
1120,UiB,recent,9,2519,Andre programvare- og applikasjonsutviklere,0.032087,0.754652,0.823038,5,5
1120,UiB,recent,10,2330,Lektorer mv. (videregående skole),0.027541,0.341880,0.306723,3,3
1120,UiB,recent,11,5329,Andre pleiemedarbeidere,0.027081,0.268401,0.152646,3,2
1120,UiB,recent,12,4110,Kontormedarbeidere,0.025712,0.610279,0.665079,5,5
1120,UiB,recent,13,3511,"Driftsteknikere, IKT",0.017060,0.626781,0.745853,5,5
1120,UiB,recent,14,2642,Journalister,0.016331,0.663650,0.790019,5,5
1120,UiB,recent,15,5311,Barnehage- og skolefritidsassistenter mv.,0.014776,0.145058,0.255320,2,3
0238,HVL,all,1,2341,Grunnskolelærere,0.129858,0.337763,0.288960,3,3
0238,HVL,all,2,2223,Sykepleiere,0.122020,0.389938,0.284363,3,3
0238,HVL,all,3,2221,Spesialsykepleiere,0.062746,0.373494,0.284363,3,3
0238,HVL,all,4,2342,Førskolelærere,0.054110,0.235974,0.105222,2,2
0238,HVL,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.048103,0.597785,0.766679,5,5
0238,HVL,all,6,2224,Vernepleiere,0.042436,0.363937,0.284363,3,3
0238,HVL,all,7,2330,Lektorer mv. (videregående skole),0.025395,0.341880,0.306723,3,3
0238,HVL,all,8,2310,Universitets- og høyskolelektorer/-lærere,0.020946,0.496858,0.510385,4,4
0238,HVL,all,9,2635,Rådgivere innen sosiale fagfelt,0.019943,0.278593,0.297383,3,3
0238,HVL,all,10,3412,Miljøarbeidere innen sosiale fagfelt,0.018564,0.402930,0.304279,3,3
0238,HVL,all,11,2264,Fysioterapeuter,0.018171,0.231533,0.254899,2,3
0238,HVL,all,12,3112,Bygningsingeniører,0.017702,0.420970,0.412831,4,4
0238,HVL,all,13,2511,Systemanalytikere/-arkitekter,0.016686,0.633256,0.838163,5,5
0238,HVL,all,14,3119,Andre ingeniører,0.014522,0.365983,0.336583,3,3
0238,HVL,all,15,2142,Sivilingeniører (bygg og anlegg),0.013982,0.494505,0.522526,4,4
0238,HVL,recent,1,2341,Grunnskolelærere,0.138794,0.337763,0.288960,3,3
0238,HVL,recent,2,2223,Sykepleiere,0.136103,0.389938,0.284363,3,3
0238,HVL,recent,3,2221,Spesialsykepleiere,0.056569,0.373494,0.284363,3,3
0238,HVL,recent,4,2342,Førskolelærere,0.056221,0.235974,0.105222,2,2
0238,HVL,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.049367,0.597785,0.766679,5,5
0238,HVL,recent,6,2224,Vernepleiere,0.047425,0.363937,0.284363,3,3
0238,HVL,recent,7,2310,Universitets- og høyskolelektorer/-lærere,0.033534,0.496858,0.510385,4,4
0238,HVL,recent,8,2330,Lektorer mv. (videregående skole),0.028240,0.341880,0.306723,3,3
0238,HVL,recent,9,2635,Rådgivere innen sosiale fagfelt,0.022110,0.278593,0.297383,3,3
0238,HVL,recent,10,2264,Fysioterapeuter,0.019822,0.231533,0.254899,2,3
0238,HVL,recent,11,3412,Miljøarbeidere innen sosiale fagfelt,0.019602,0.402930,0.304279,3,3
0238,HVL,recent,12,3112,Bygningsingeniører,0.019296,0.420970,0.412831,4,4
0238,HVL,recent,13,2511,Systemanalytikere/-arkitekter,0.018349,0.633256,0.838163,5,5
0238,HVL,recent,14,3119,Andre ingeniører,0.015583,0.365983,0.336583,3,3
0238,HVL,recent,15,2142,Sivilingeniører (bygg og anlegg),0.013601,0.494505,0.522526,4,4
1176,USN,all,1,2341,Grunnskolelærere,0.126529,0.337763,0.288960,3,3
1176,USN,all,2,2223,Sykepleiere,0.071463,0.389938,0.284363,3,3
1176,USN,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.055010,0.597785,0.766679,5,5
1176,USN,all,4,2342,Førskolelærere,0.054482,0.235974,0.105222,2,2
1176,USN,all,5,2221,Spesialsykepleiere,0.039240,0.373494,0.284363,3,3
1176,USN,all,6,2330,Lektorer mv. (videregående skole),0.032816,0.341880,0.306723,3,3
1176,USN,all,7,2224,Vernepleiere,0.024583,0.363937,0.284363,3,3
1176,USN,all,8,2511,Systemanalytikere/-arkitekter,0.022442,0.633256,0.838163,5,5
1176,USN,all,9,5223,Butikkmedarbeidere,0.022431,0.351263,0.329793,3,3
1176,USN,all,10,2310,Universitets- og høyskolelektorer/-lærere,0.022170,0.496858,0.510385,4,4
1176,USN,all,11,3254,Optikere,0.021799,0.293040,0.235255,3,3
1176,USN,all,12,4110,Kontormedarbeidere,0.017375,0.610279,0.665079,5,5
1176,USN,all,13,2519,Andre programvare- og applikasjonsutviklere,0.015697,0.754652,0.823038,5,5
1176,USN,all,14,5311,Barnehage- og skolefritidsassistenter mv.,0.015476,0.145058,0.255320,2,3
1176,USN,all,15,3119,Andre ingeniører,0.013380,0.365983,0.336583,3,3
1176,USN,recent,1,2341,Grunnskolelærere,0.139338,0.337763,0.288960,3,3
1176,USN,recent,2,2223,Sykepleiere,0.077673,0.389938,0.284363,3,3
1176,USN,recent,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.060736,0.597785,0.766679,5,5
1176,USN,recent,4,2342,Førskolelærere,0.056729,0.235974,0.105222,2,2
1176,USN,recent,5,2221,Spesialsykepleiere,0.038136,0.373494,0.284363,3,3
1176,USN,recent,6,2330,Lektorer mv. (videregående skole),0.034399,0.341880,0.306723,3,3
1176,USN,recent,7,2224,Vernepleiere,0.028201,0.363937,0.284363,3,3
1176,USN,recent,8,2310,Universitets- og høyskolelektorer/-lærere,0.028030,0.496858,0.510385,4,4
1176,USN,recent,9,5223,Butikkmedarbeidere,0.026890,0.351263,0.329793,3,3
1176,USN,recent,10,2511,Systemanalytikere/-arkitekter,0.025772,0.633256,0.838163,5,5
1176,USN,recent,11,3254,Optikere,0.023941,0.293040,0.235255,3,3
1176,USN,recent,12,2519,Andre programvare- og applikasjonsutviklere,0.018123,0.754652,0.823038,5,5
1176,USN,recent,13,3114,Elektronikkingeniører,0.015133,0.416062,0.376329,4,4
1176,USN,recent,14,5311,Barnehage- og skolefritidsassistenter mv.,0.015094,0.145058,0.255320,2,3
1176,USN,recent,15,4110,Kontormedarbeidere,0.014916,0.610279,0.665079,5,5
8253,HK,all,1,5223,Butikkmedarbeidere,0.060080,0.351263,0.329793,3,3
8253,HK,all,2,2423,Personal- og karriererådgivere,0.057230,0.501224,0.635356,4,5
8253,HK,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.053824,0.597785,0.766679,5,5
8253,HK,all,4,2511,Systemanalytikere/-arkitekter,0.052652,0.633256,0.838163,5,5
8253,HK,all,5,2519,Andre programvare- og applikasjonsutviklere,0.043107,0.754652,0.823038,5,5
8253,HK,all,6,4110,Kontormedarbeidere,0.042419,0.610279,0.665079,5,5
8253,HK,all,7,3322,Selgere (engros),0.039291,0.552398,0.587087,5,5
8253,HK,all,8,2431,Reklame- og markedsføringsrådgivere,0.025567,0.718834,0.891906,5,5
8253,HK,all,9,5311,Barnehage- og skolefritidsassistenter mv.,0.023657,0.145058,0.255320,2,3
8253,HK,all,10,3511,"Driftsteknikere, IKT",0.023537,0.626781,0.745853,5,5
8253,HK,all,11,5329,Andre pleiemedarbeidere,0.021351,0.268401,0.152646,3,2
8253,HK,all,12,2413,Finansanalytikere,0.020613,0.518665,0.695875,4,5
8253,HK,all,13,5321,Helsefagarbeidere,0.020374,0.104302,0.093175,1,2
8253,HK,all,14,3312,Kundebehandlere lån og kreditt,0.015687,0.623543,0.698251,5,5
8253,HK,all,15,1221,Salgs- og markedssjefer,0.015549,0.487179,0.653741,4,5
8253,HK,recent,1,5223,Butikkmedarbeidere,0.082150,0.351263,0.329793,3,3
8253,HK,recent,2,2511,Systemanalytikere/-arkitekter,0.070033,0.633256,0.838163,5,5
8253,HK,recent,3,2423,Personal- og karriererådgivere,0.060205,0.501224,0.635356,4,5
8253,HK,recent,4,2519,Andre programvare- og applikasjonsutviklere,0.056501,0.754652,0.823038,5,5
8253,HK,recent,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.043941,0.597785,0.766679,5,5
8253,HK,recent,6,3322,Selgere (engros),0.043894,0.552398,0.587087,5,5
8253,HK,recent,7,2431,Reklame- og markedsføringsrådgivere,0.039268,0.718834,0.891906,5,5
8253,HK,recent,8,4110,Kontormedarbeidere,0.035197,0.610279,0.665079,5,5
8253,HK,recent,9,5329,Andre pleiemedarbeidere,0.029973,0.268401,0.152646,3,2
8253,HK,recent,10,3511,"Driftsteknikere, IKT",0.025915,0.626781,0.745853,5,5
8253,HK,recent,11,5311,Barnehage- og skolefritidsassistenter mv.,0.022859,0.145058,0.255320,2,3
8253,HK,recent,12,2413,Finansanalytikere,0.021465,0.518665,0.695875,4,5
8253,HK,recent,13,3312,Kundebehandlere lån og kreditt,0.019498,0.623543,0.698251,5,5
8253,HK,recent,14,2224,Vernepleiere,0.018347,0.363937,0.284363,3,3
8253,HK,recent,15,5321,Helsefagarbeidere,0.017823,0.104302,0.093175,1,2
1130,UiT,all,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.081163,0.597785,0.766679,5,5
1130,UiT,all,2,2223,Sykepleiere,0.053095,0.389938,0.284363,3,3
1130,UiT,all,3,2341,Grunnskolelærere,0.052710,0.337763,0.288960,3,3
1130,UiT,all,4,2310,Universitets- og høyskolelektorer/-lærere,0.035627,0.496858,0.510385,4,4
1130,UiT,all,5,5223,Butikkmedarbeidere,0.028455,0.351263,0.329793,3,3
1130,UiT,all,6,2224,Vernepleiere,0.028105,0.363937,0.284363,3,3
1130,UiT,all,7,2212,Legespesialister,0.024126,0.427128,0.216526,4,3
1130,UiT,all,8,2611,Jurister og advokater,0.021420,0.435897,0.715612,4,5
1130,UiT,all,9,2330,Lektorer mv. (videregående skole),0.020957,0.341880,0.306723,3,3
1130,UiT,all,10,2511,Systemanalytikere/-arkitekter,0.020792,0.633256,0.838163,5,5
1130,UiT,all,11,2264,Fysioterapeuter,0.019798,0.231533,0.254899,2,3
1130,UiT,all,12,4110,Kontormedarbeidere,0.018388,0.610279,0.665079,5,5
1130,UiT,all,13,2342,Førskolelærere,0.018309,0.235974,0.105222,2,2
1130,UiT,all,14,2635,Rådgivere innen sosiale fagfelt,0.016936,0.278593,0.297383,3,3
1130,UiT,all,15,2634,Psykologer,0.016076,0.477818,0.474873,4,4
1130,UiT,recent,1,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.086115,0.597785,0.766679,5,5
1130,UiT,recent,2,2223,Sykepleiere,0.058796,0.389938,0.284363,3,3
1130,UiT,recent,3,2341,Grunnskolelærere,0.051970,0.337763,0.288960,3,3
1130,UiT,recent,4,2310,Universitets- og høyskolelektorer/-lærere,0.051321,0.496858,0.510385,4,4
1130,UiT,recent,5,2224,Vernepleiere,0.031312,0.363937,0.284363,3,3
1130,UiT,recent,6,2212,Legespesialister,0.028222,0.427128,0.216526,4,3
1130,UiT,recent,7,5223,Butikkmedarbeidere,0.025942,0.351263,0.329793,3,3
1130,UiT,recent,8,2611,Jurister og advokater,0.024838,0.435897,0.715612,4,5
1130,UiT,recent,9,2330,Lektorer mv. (videregående skole),0.022044,0.341880,0.306723,3,3
1130,UiT,recent,10,2511,Systemanalytikere/-arkitekter,0.021389,0.633256,0.838163,5,5
1130,UiT,recent,11,6221,Havbruksarbeidere,0.021342,0.229420,0.171579,2,2
1130,UiT,recent,12,2264,Fysioterapeuter,0.020887,0.231533,0.254899,2,3
1130,UiT,recent,13,2342,Førskolelærere,0.019261,0.235974,0.105222,2,2
1130,UiT,recent,14,2635,Rådgivere innen sosiale fagfelt,0.018869,0.278593,0.297383,3,3
1130,UiT,recent,15,3119,Andre ingeniører,0.018184,0.365983,0.336583,3,3
1171,UiA,all,1,2341,Grunnskolelærere,0.097232,0.337763,0.288960,3,3
1171,UiA,all,2,2223,Sykepleiere,0.079212,0.389938,0.284363,3,3
1171,UiA,all,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.066957,0.597785,0.766679,5,5
1171,UiA,all,4,2342,Førskolelærere,0.039574,0.235974,0.105222,2,2
1171,UiA,all,5,5223,Butikkmedarbeidere,0.032624,0.351263,0.329793,3,3
1171,UiA,all,6,2330,Lektorer mv. (videregående skole),0.031793,0.341880,0.306723,3,3
1171,UiA,all,7,2511,Systemanalytikere/-arkitekter,0.030802,0.633256,0.838163,5,5
1171,UiA,all,8,2310,Universitets- og høyskolelektorer/-lærere,0.023703,0.496858,0.510385,4,4
1171,UiA,all,9,2224,Vernepleiere,0.021552,0.363937,0.284363,3,3
1171,UiA,all,10,4110,Kontormedarbeidere,0.020742,0.610279,0.665079,5,5
1171,UiA,all,11,2519,Andre programvare- og applikasjonsutviklere,0.019970,0.754652,0.823038,5,5
1171,UiA,all,12,5311,Barnehage- og skolefritidsassistenter mv.,0.019685,0.145058,0.255320,2,3
1171,UiA,all,13,3412,Miljøarbeidere innen sosiale fagfelt,0.017027,0.402930,0.304279,3,3
1171,UiA,all,14,2635,Rådgivere innen sosiale fagfelt,0.015331,0.278593,0.297383,3,3
1171,UiA,all,15,2142,Sivilingeniører (bygg og anlegg),0.014768,0.494505,0.522526,4,4
1171,UiA,recent,1,2341,Grunnskolelærere,0.110925,0.337763,0.288960,3,3
1171,UiA,recent,2,2223,Sykepleiere,0.091856,0.389938,0.284363,3,3
1171,UiA,recent,3,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.080111,0.597785,0.766679,5,5
1171,UiA,recent,4,5223,Butikkmedarbeidere,0.042875,0.351263,0.329793,3,3
1171,UiA,recent,5,2342,Førskolelærere,0.042145,0.235974,0.105222,2,2
1171,UiA,recent,6,2511,Systemanalytikere/-arkitekter,0.035279,0.633256,0.838163,5,5
1171,UiA,recent,7,2330,Lektorer mv. (videregående skole),0.033885,0.341880,0.306723,3,3
1171,UiA,recent,8,2310,Universitets- og høyskolelektorer/-lærere,0.029113,0.496858,0.510385,4,4
1171,UiA,recent,9,2519,Andre programvare- og applikasjonsutviklere,0.026148,0.754652,0.823038,5,5
