nus_code,nus_name,nus_kortnavn,level_digit,level_name,field_digit,field_name,nus4,isced,complete_pull,n_total,n_employed,n_employed_scored,share_employed,share_selvstendig,share_i_utdanning,share_ledig,share_ufor_aap,share_utenfor,exposure_w,coverage_scored,share_E3,share_E2,share_E1,share_E0,share_top5_v1,exposure2_w,coverage2_scored,share2_E3,share2_E2,share2_E1,share2_E0,share_top5_v2,share_q1_v1,share_q2_v1,share_q3_v1,share_q4_v1,share_q5_v1,share_q1_v2,share_q2_v2,share_q3_v2,share_q4_v2,share_q5_v2,n_occupations,eloundou_beta_w,mouchel_grounded_w,handa_augmentation_w,handa_automation_w,anthropic2026_job_exposure_w,n_total_recent,n_employed_recent,share_employed_recent,exposure_w_recent,share_E3_recent,exposure2_w_recent,share2_E3_recent,share_top5_v1_recent,share_top5_v2_recent,share_i_utdanning_recent,share_ledig_recent
724904,"Master, international education, toårig",Internasjonal utdanning,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7249,0111,True,105,90,90,0.857143,0.047619,0.000000,0.047619,0.000000,0.047619,0.482713,1.000000,0.044444,0.466667,0.388889,0.100000,0.466667,0.529575,1.000000,0.377778,0.211111,0.000000,0.411111,0.511111,0.000000,0.044444,0.366667,0.122222,0.466667,0.000000,0.044444,0.366667,0.077778,0.511111,11,0.467194,0.469843,0.629372,0.362691,0.174887,8,8,1.000000,0.500277,0.000000,0.587535,0.625000,0.625000,0.625000,0.000000,0.000000
724905,"Master, IKT i læring, toårig",IKT i læring,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7249,0111,True,301,297,297,0.986711,0.000000,0.000000,0.000000,0.013289,0.000000,0.397058,1.000000,0.000000,0.158249,0.831650,0.010101,0.127946,0.385401,1.000000,0.127946,0.101010,0.063973,0.707071,0.127946,0.000000,0.000000,0.693603,0.178451,0.127946,0.000000,0.000000,0.707071,0.164983,0.127946,9,0.385375,0.341931,0.616434,0.383566,0.207326,66,66,1.000000,0.379330,0.000000,0.361311,0.090909,0.090909,0.090909,0.000000,0.000000
724906,"Master, pedagogisk psykologisk rådgiving, 1½-årig",Pedagogisk psykologisk rådgiving,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7249,0111,True,33,33,33,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.453591,1.000000,0.000000,0.181818,0.818182,0.000000,0.090909,0.447334,1.000000,0.090909,0.090909,0.575758,0.242424,0.090909,0.000000,0.000000,0.242424,0.666667,0.090909,0.000000,0.000000,0.242424,0.666667,0.090909,6,0.426789,0.396879,0.714372,0.285628,0.100936,3,3,1.000000,0.439593,0.000000,0.437771,0.000000,0.000000,0.000000,0.000000,0.000000
724907,"Master, mangfold og inkludering i pedagogisk virksomhet, toårig",Mangfold og inkludering i pedagogisk virksomhet,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7249,0111,True,13,13,13,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363162,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.331499,1.000000,0.000000,0.000000,0.230769,0.769231,0.000000,0.000000,0.000000,0.769231,0.230769,0.000000,0.000000,0.000000,0.769231,0.230769,0.000000,3,0.354083,0.294109,0.612186,0.387814,0.208950,0,0,,,,,,,,,
724908,"Master, karriereveiledning, toårig",Karriereveiledning,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7249,0111,True,198,198,198,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.441119,1.000000,0.000000,0.343434,0.621212,0.035354,0.297980,0.471283,1.000000,0.267677,0.146465,0.065657,0.520202,0.313131,0.000000,0.000000,0.520202,0.181818,0.297980,0.000000,0.000000,0.520202,0.166667,0.313131,11,0.426201,0.418126,0.636429,0.358520,0.192131,60,60,1.000000,0.432432,0.000000,0.453148,0.233333,0.233333,0.233333,0.000000,0.000000
724910,"Master, assessment and evaluation, toårig",Vurdering og evaluering,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7249,0111,True,18,14,14,0.777778,0.000000,0.000000,0.000000,0.000000,0.222222,0.525695,1.000000,0.000000,0.285714,0.714286,0.000000,0.285714,0.583612,1.000000,0.285714,0.714286,0.000000,0.000000,0.285714,0.000000,0.000000,0.000000,0.714286,0.285714,0.000000,0.000000,0.000000,0.714286,0.285714,2,0.508796,0.517785,0.676133,0.323867,0.146881,7,7,1.000000,0.496858,0.000000,0.510385,0.000000,0.000000,0.000000,0.000000,0.000000
724999,"Utdanning i pedagogikk, annen, uspesifisert, høyere nivå",Pedagogikk,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7249,0111,True,90,73,73,0.811111,0.033333,0.000000,0.077778,0.000000,0.077778,0.255279,1.000000,0.000000,0.000000,0.452055,0.547945,0.000000,0.211581,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.082192,0.369863,0.547945,0.000000,0.000000,0.123288,0.232877,0.643836,0.000000,0.000000,8,0.265034,0.187716,0.584236,0.396194,0.083988,4,4,1.000000,0.337763,0.000000,0.288960,0.000000,0.000000,0.000000,0.000000,0.000000
725101,"Musikkterapi, toårig, videreutdanning",Musikkterapi (videreutdanning),7,Master-nivå,2,Lærerutdanninger og pedagogikk,7251,0114,True,51,45,45,0.882353,0.000000,0.000000,0.000000,0.117647,0.000000,0.344755,1.000000,0.000000,0.000000,0.911111,0.088889,0.000000,0.289512,1.000000,0.000000,0.000000,0.311111,0.688889,0.000000,0.000000,0.088889,0.911111,0.000000,0.000000,0.000000,0.088889,0.911111,0.000000,0.000000,5,0.336136,0.256858,0.628031,0.371969,0.132869,0,0,,,,,,,,,
725201,"Lærerspesialist, norsk med vekt på lese- og skriveopplæring, videreutdanning for lærere","Lærerspesialist, norsk (videreutdanning for lærere)",7,Master-nivå,2,Lærerutdanninger og pedagogikk,7252,0114,True,148,148,148,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.348069,1.000000,0.000000,0.020270,0.979730,0.000000,0.000000,0.304709,1.000000,0.000000,0.020270,0.060811,0.918919,0.000000,0.000000,0.000000,0.918919,0.081081,0.000000,0.000000,0.000000,0.918919,0.081081,0.000000,4,0.339059,0.270340,0.598905,0.401095,0.198601,79,79,1.000000,0.344729,0.000000,0.300627,0.000000,0.000000,0.000000,0.000000,0.000000
725202,"Lærerspesialist, kunst og håndverk, videreutdanning for lærere","Lærerspesialist, kunst og håndverk (videreutdanning for lærere)",7,Master-nivå,2,Lærerutdanninger og pedagogikk,7252,0114,True,14,14,14,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337763,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.288960,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,0.329318,0.256368,0.592730,0.407270,0.200100,7,7,1.000000,0.337763,0.000000,0.288960,0.000000,0.000000,0.000000,0.000000,0.000000
725301,"Lærerspesialist, begynneropplæring, videreutdanning for lærere",Lærerspesialist (videreutdanning for lærere),7,Master-nivå,2,Lærerutdanninger og pedagogikk,7253,0114,True,39,39,39,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337763,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.288960,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,0.329318,0.256368,0.592730,0.407270,0.200100,0,0,,,,,,,,,
725601,"Lærerspesialist, matematikk, videreutdanning for lærere",Lærerspesialist matematikk (videreutdanning for lærere),7,Master-nivå,2,Lærerutdanninger og pedagogikk,7256,0114,True,103,103,103,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.362788,1.000000,0.000000,0.038835,0.961165,0.000000,0.038835,0.331291,1.000000,0.038835,0.038835,0.077670,0.844660,0.038835,0.000000,0.000000,0.844660,0.116505,0.038835,0.000000,0.000000,0.844660,0.116505,0.038835,5,0.353131,0.293924,0.605747,0.394253,0.204193,81,81,1.000000,0.364914,0.000000,0.334176,0.037037,0.037037,0.037037,0.000000,0.000000
725602,"Lærerspesialist, profesjonsfaglig digital kompetanse, videreutdanning for lærere","Lærerspesialist, profesjonsfaglig digital kompetanse (videreutdanning for lærere)",7,Master-nivå,2,Lærerutdanninger og pedagogikk,7256,0114,True,72,72,72,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.388483,1.000000,0.000000,0.194444,0.805556,0.000000,0.083333,0.349206,1.000000,0.083333,0.041667,0.097222,0.777778,0.083333,0.000000,0.000000,0.708333,0.208333,0.083333,0.000000,0.000000,0.777778,0.138889,0.083333,6,0.376769,0.309818,0.607893,0.392107,0.194397,48,48,1.000000,0.378006,0.000000,0.359174,0.104167,0.104167,0.104167,0.000000,0.000000
725603,"Master, profesjonsfaglig digital kompetanse for lærere, toårig",Profesjonsfaglig digital kompetanse for lærere,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7256,0114,True,15,15,15,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337763,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.288960,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,0.329318,0.256368,0.592730,0.407270,0.200100,0,0,,,,,,,,,
725701,"Lærerspesialist, kroppsøving, videreutdanning for lærere","Lærerspesialist, kroppsøving (videreutdanning for lærere)",7,Master-nivå,2,Lærerutdanninger og pedagogikk,7257,0114,True,11,11,11,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.340009,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.298649,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2,0.331508,0.264964,0.600744,0.399256,0.249191,8,8,1.000000,0.340336,0.000000,0.300062,0.000000,0.000000,0.000000,0.000000,0.000000
725999,"Videreutdanning for lærere, annen, uspesifisert, høyere nivå",Videreutdanning for lærere,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7259,0111,True,129,126,126,0.976744,0.000000,0.000000,0.000000,0.000000,0.023256,0.380930,1.000000,0.000000,0.087302,0.888889,0.023810,0.055556,0.365011,1.000000,0.055556,0.031746,0.261905,0.650794,0.055556,0.000000,0.023810,0.626984,0.293651,0.055556,0.000000,0.000000,0.650794,0.293651,0.055556,6,0.372580,0.323841,0.614510,0.385490,0.173455,18,18,1.000000,0.371706,0.000000,0.338564,0.000000,0.000000,0.000000,0.000000,0.000000
729902,"Master of Philosophy, undervisningsfag",Lærerutdanning,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7299,0111,True,9,9,9,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.512484,1.000000,0.000000,0.666667,0.333333,0.000000,0.666667,0.613360,1.000000,0.666667,0.000000,0.000000,0.333333,0.666667,0.000000,0.000000,0.333333,0.000000,0.666667,0.000000,0.000000,0.333333,0.000000,0.666667,2,0.488724,0.544178,0.632562,0.367438,0.219767,0,0,,,,,,,,,
729904,"Master, higher education, toårig",Studier av høyere utdanning,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7299,0111,True,41,41,41,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.395570,1.000000,0.000000,0.268293,0.560976,0.170732,0.268293,0.425632,1.000000,0.268293,0.121951,0.000000,0.609756,0.268293,0.000000,0.170732,0.439024,0.121951,0.268293,0.073171,0.000000,0.536585,0.121951,0.268293,6,0.391961,0.377624,0.627061,0.372939,0.164897,12,12,1.000000,0.346521,0.000000,0.304852,0.000000,0.000000,0.000000,0.000000,0.000000
729905,"Master, lektorutdanning, med rådgiving, femårig",Lektorutdanning med rådgiving,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7299,0114,True,8,8,8,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.378523,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.355866,1.000000,0.000000,0.000000,0.375000,0.625000,0.000000,0.000000,0.000000,0.625000,0.375000,0.000000,0.000000,0.000000,0.625000,0.375000,0.000000,2,0.369059,0.315727,0.622509,0.377491,0.203231,0,0,,,,,,,,,
729906,"Master, utdanningsvitenskapelige fag, toårig",Utdanningsvitenskap,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7299,0111,True,673,648,648,0.962853,0.004458,0.011887,0.000000,0.004458,0.016345,0.355144,1.000000,0.000000,0.043210,0.935185,0.021605,0.020062,0.308864,1.000000,0.013889,0.041667,0.037037,0.907407,0.020062,0.000000,0.009259,0.881173,0.089506,0.020062,0.000000,0.010802,0.896605,0.072531,0.020062,14,0.345774,0.274027,0.603342,0.396658,0.200272,411,397,0.965937,0.354620,0.000000,0.309346,0.012594,0.022670,0.022670,0.014599,0.000000
729907,"Master, læring og undervisning, toårig",Læring og undervisning,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7299,0111,True,39,39,39,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.366864,1.000000,0.000000,0.076923,0.923077,0.000000,0.076923,0.342620,1.000000,0.076923,0.000000,0.076923,0.846154,0.076923,0.000000,0.000000,0.846154,0.076923,0.076923,0.000000,0.000000,0.846154,0.076923,0.076923,4,0.356429,0.303976,0.605506,0.394494,0.215704,4,4,1.000000,0.341880,0.000000,0.306723,0.000000,0.000000,0.000000,0.000000,0.000000
729999,"Lærerutdanning og utdanning i pedagogikk, annen, uspesifisert, høyere nivå",Lærerutdanning,7,Master-nivå,2,Lærerutdanninger og pedagogikk,7299,0111,True,4605,3090,3090,0.671010,0.024539,0.009772,0.131162,0.042997,0.119218,0.290454,1.000000,0.015534,0.098382,0.425566,0.460518,0.088673,0.265185,0.996764,0.053571,0.076299,0.044805,0.825325,0.095455,0.160841,0.247573,0.426214,0.076699,0.088673,0.161688,0.174351,0.505844,0.062662,0.095455,110,0.295562,0.235275,0.579639,0.365306,0.099079,512,304,0.593750,0.258590,0.009868,0.237438,0.039474,0.069079,0.069079,0.023438,0.193359
731101,"Cand.polit.-utdanning, administrasjons- og organisasjonsvitenskap",Administrasjons- og organisasjonsvitenskap,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,372,311,311,0.836022,0.056452,0.010753,0.013441,0.061828,0.021505,0.537981,1.000000,0.000000,0.852090,0.147910,0.000000,0.440514,0.647330,1.000000,0.488746,0.411576,0.054662,0.045016,0.678457,0.000000,0.000000,0.045016,0.514469,0.440514,0.000000,0.000000,0.045016,0.276527,0.678457,21,0.513942,0.574316,0.650604,0.340286,0.156944,0,0,,,,,,,,,
731102,"Cand.polit.-utdanning, offentlig politikk og administrasjon",Offentlig administrasjon og ledelse,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,15,15,15,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.553627,1.000000,0.000000,0.733333,0.266667,0.000000,0.533333,0.662086,1.000000,0.533333,0.466667,0.000000,0.000000,0.733333,0.000000,0.000000,0.000000,0.466667,0.533333,0.000000,0.000000,0.000000,0.266667,0.733333,3,0.530478,0.587408,0.667990,0.332010,0.150708,0,0,,,,,,,,,
731103,"Cand.polit.-utdanning, sammenliknende politikk",Sammenliknende politikk,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,272,260,260,0.955882,0.029412,0.000000,0.014706,0.000000,0.000000,0.542611,1.000000,0.011538,0.815385,0.161538,0.011538,0.484615,0.644392,1.000000,0.519231,0.396154,0.011538,0.073077,0.638462,0.000000,0.000000,0.073077,0.442308,0.484615,0.000000,0.011538,0.061538,0.288462,0.638462,24,0.521210,0.571710,0.630440,0.360586,0.172199,0,0,,,,,,,,,
731104,"Cand.polit.-utdanning, statsvitenskap",Statsvitenskap,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,1382,1283,1280,0.928365,0.023155,0.004342,0.004342,0.026773,0.013025,0.539840,0.997662,0.017188,0.785937,0.189844,0.007031,0.478906,0.640465,0.997662,0.488281,0.392969,0.055469,0.063281,0.621094,0.000000,0.000000,0.066406,0.454688,0.478906,0.000000,0.007031,0.062500,0.309375,0.621094,54,0.518073,0.568226,0.651211,0.343515,0.164930,0,0,,,,,,,,,
731108,"Master, offentlig administrasjon, toårig",Offentlig administrasjon og ledelse,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0413,True,799,740,732,0.926158,0.006258,0.008761,0.011264,0.023780,0.023780,0.529204,0.989189,0.028689,0.707650,0.222678,0.040984,0.505464,0.615577,0.989189,0.439891,0.371585,0.054645,0.133880,0.616120,0.004098,0.009563,0.153005,0.327869,0.505464,0.004098,0.023224,0.116120,0.240437,0.616120,55,0.517004,0.546145,0.624783,0.349626,0.173253,113,110,0.973451,0.575836,0.036364,0.692760,0.618182,0.700000,0.790909,0.000000,0.000000
731109,"Master, samfunnsplanlegging, toårig",Samfunnsplanlegging,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,166,148,148,0.891566,0.024096,0.000000,0.000000,0.060241,0.024096,0.507306,1.000000,0.000000,0.547297,0.412162,0.040541,0.412162,0.564332,1.000000,0.364865,0.337838,0.128378,0.168919,0.385135,0.000000,0.000000,0.168919,0.418919,0.412162,0.000000,0.040541,0.128378,0.445946,0.385135,15,0.489979,0.500680,0.629080,0.357407,0.145657,14,14,1.000000,0.542066,0.000000,0.664311,0.785714,0.785714,0.785714,0.000000,0.000000
731111,"Master, administrasjon og organisasjonsvitenskap, toårig",Administrasjons- og organisasjonsvitenskap,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,1134,1068,1060,0.941799,0.009700,0.002646,0.011464,0.018519,0.013228,0.514504,0.992509,0.015094,0.646226,0.307547,0.031132,0.386792,0.591545,0.992509,0.357547,0.381132,0.154717,0.106604,0.539623,0.002830,0.004717,0.115094,0.490566,0.386792,0.000000,0.006604,0.119811,0.333962,0.539623,75,0.499620,0.524823,0.650636,0.325280,0.153797,97,94,0.969072,0.530786,0.000000,0.633480,0.468085,0.500000,0.627660,0.000000,0.000000
731112,"Master, statsvitenskap, toårig",Statsvitenskap,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,2107,1979,1973,0.939250,0.009018,0.013764,0.008543,0.010916,0.018510,0.552279,0.996968,0.033958,0.774962,0.163203,0.027876,0.658895,0.664513,0.996968,0.633046,0.240243,0.029397,0.097314,0.728332,0.001521,0.002027,0.095793,0.241764,0.658895,0.000000,0.019260,0.081095,0.171313,0.728332,65,0.533369,0.589561,0.648726,0.337281,0.189657,292,283,0.969178,0.564505,0.045936,0.688678,0.689046,0.713781,0.777385,0.000000,0.000000
731114,"Master, sammenliknende politikk, toårig",Sammenliknende politikk,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,372,344,344,0.924731,0.008065,0.018817,0.010753,0.008065,0.029570,0.558968,1.000000,0.034884,0.790698,0.159884,0.014535,0.691860,0.681399,1.000000,0.697674,0.188953,0.023256,0.090116,0.755814,0.000000,0.000000,0.090116,0.218023,0.691860,0.000000,0.000000,0.090116,0.154070,0.755814,24,0.536783,0.604543,0.647484,0.340507,0.192363,50,50,1.000000,0.585526,0.120000,0.715567,0.700000,0.740000,0.820000,0.000000,0.000000
731115,"Master, konflikt, sikkerhet og flerkulturell forståelse, 1½-årig","Konflikt, sikkerhet og flerkulturell forståelse",7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,17,17,0,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,,,,,,,0.000000,,,,,,,,,,,,,,,,1,,,,,,0,0,,,,,,,,,
731116,"Master, offentlig administrasjon, 1½-årig",Offentlig administrasjon og ledelse,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0413,True,420,413,373,0.983333,0.000000,0.000000,0.000000,0.000000,0.016667,0.513559,0.903148,0.008043,0.680965,0.286863,0.024129,0.394102,0.604714,0.903148,0.399464,0.335121,0.225201,0.040214,0.477212,0.008043,0.008043,0.139410,0.450402,0.394102,0.008043,0.016086,0.024129,0.474531,0.477212,30,0.490887,0.536507,0.621036,0.308254,0.127134,85,85,1.000000,0.526301,0.000000,0.626688,0.421053,0.421053,0.526316,0.000000,0.000000
731117,"Master, politikk og samfunnsendring, toårig",Politikk og samfunnsendring,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,14,14,14,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.597785,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.766679,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0.566420,0.680204,0.645131,0.354869,0.184600,0,0,,,,,,,,,
731118,"Master, Europa-studier, toårig",Europa-studier (EU),7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,121,109,109,0.900826,0.000000,0.033058,0.000000,0.000000,0.066116,0.536347,1.000000,0.000000,0.733945,0.266055,0.000000,0.651376,0.639824,1.000000,0.550459,0.256881,0.045872,0.146789,0.697248,0.000000,0.000000,0.146789,0.201835,0.651376,0.000000,0.000000,0.146789,0.155963,0.697248,12,0.525366,0.567657,0.624581,0.366245,0.187562,24,24,1.000000,0.536391,0.000000,0.647833,0.583333,0.583333,0.708333,0.000000,0.000000
731120,"Master, demokratibygging, 1½-årig",Demokratibygging,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,79,74,63,0.936709,0.000000,0.000000,0.000000,0.000000,0.063291,0.502859,0.851351,0.000000,0.650794,0.349206,0.000000,0.492063,0.588394,0.851351,0.555556,0.095238,0.079365,0.269841,0.555556,0.000000,0.000000,0.349206,0.158730,0.492063,0.000000,0.000000,0.269841,0.174603,0.555556,8,0.478584,0.522027,0.604734,0.355583,0.182836,14,11,0.785714,0.597785,0.000000,0.766679,1.000000,1.000000,1.000000,0.000000,0.000000
731122,"Master, samfunnsanalyse, toårig",Samfunnsanalyse,7,Master-nivå,3,Samfunnsfag og juridiske fag,7311,0312,True,22,16,16,0.727273,0.000000,0.000000,0.136364,0.000000,0.136364,0.551680,1.000000,0.000000,0.812500,0.187500,0.000000,0.812500,0.649473,1.000000,0.562500,0.250000,0.000000,0.187500,0.812500,0.000000,0.000000,0.187500,0.000000,0.812500,0.000000,0.000000,0.187500,0.000000,0.812500,3,0.543060,0.576218,0.727000,0.273000,0.126438,0,0,,,,,,,,,
731901,Aspirantkurs for utenrikstjenesten,Aspirantkurs for utenrikstjenesten,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0312,True,73,70,70,0.958904,0.000000,0.000000,0.000000,0.000000,0.041096,0.540926,1.000000,0.000000,0.557143,0.442857,0.000000,0.428571,0.651425,1.000000,0.428571,0.571429,0.000000,0.000000,0.428571,0.000000,0.000000,0.000000,0.571429,0.428571,0.000000,0.000000,0.000000,0.571429,0.428571,3,0.514258,0.577950,0.568359,0.431641,0.117367,0,0,,,,,,,,,
731903,"Cand.polit.-utdanning, samfunnsfag",Samfunnsvitenskap,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0312,True,43,39,39,0.906977,0.093023,0.000000,0.000000,0.000000,0.000000,0.537384,1.000000,0.000000,0.615385,0.384615,0.000000,0.410256,0.616172,1.000000,0.410256,0.512821,0.076923,0.000000,0.410256,0.000000,0.000000,0.000000,0.589744,0.410256,0.000000,0.000000,0.000000,0.589744,0.410256,5,0.513384,0.546672,0.665577,0.334423,0.141163,0,0,,,,,,,,,
731906,"Master of Science, samfunnsvitenskapelige fag, toårig",Samfunnsvitenskap,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0312,True,274,230,230,0.839416,0.018248,0.021898,0.025547,0.000000,0.094891,0.491369,1.000000,0.039130,0.543478,0.308696,0.108696,0.478261,0.554463,1.000000,0.417391,0.269565,0.017391,0.295652,0.508696,0.026087,0.043478,0.243478,0.208696,0.478261,0.043478,0.013043,0.256522,0.178261,0.508696,30,0.480477,0.491924,0.645694,0.316832,0.165797,49,38,0.775510,0.500385,0.000000,0.548559,0.394737,0.473684,0.394737,0.000000,0.000000
731910,"Master, peace and conflict studies, toårig",Freds- og konfliktstudier,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0312,True,345,297,297,0.860870,0.023188,0.011594,0.020290,0.008696,0.075362,0.516755,1.000000,0.000000,0.700337,0.222222,0.077441,0.548822,0.608849,1.000000,0.528620,0.296296,0.000000,0.175084,0.602694,0.026936,0.013468,0.134680,0.276094,0.548822,0.030303,0.026936,0.117845,0.222222,0.602694,29,0.497756,0.540176,0.643796,0.338447,0.169979,36,32,0.888889,0.531940,0.000000,0.608717,0.531250,0.531250,0.531250,0.000000,0.000000
731911,"Master, samfunnsvitenskap, toårig",Samfunnsvitenskap,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0312,True,945,852,848,0.901587,0.022222,0.010582,0.007407,0.015873,0.042328,0.523987,0.995305,0.022406,0.696934,0.232311,0.048349,0.504717,0.617783,0.990610,0.488152,0.308057,0.040284,0.163507,0.670616,0.000000,0.007075,0.173349,0.314858,0.504717,0.000000,0.021327,0.150474,0.157583,0.670616,63,0.509387,0.548102,0.641510,0.330795,0.179193,69,69,1.000000,0.504585,0.000000,0.593802,0.507246,0.594203,0.637681,0.000000,0.000000
731912,"Master, samfunnssikkerhet, toårig",Samfunnssikkerhet,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,1032,True,713,667,664,0.935484,0.007013,0.005610,0.007013,0.022440,0.022440,0.499127,0.995502,0.021084,0.558735,0.368976,0.051205,0.411145,0.558859,0.995502,0.391566,0.274096,0.140060,0.194277,0.463855,0.000000,0.009036,0.310241,0.269578,0.411145,0.004518,0.019578,0.251506,0.260542,0.463855,51,0.482275,0.495825,0.600125,0.290187,0.129344,103,98,0.951456,0.516196,0.000000,0.602661,0.561224,0.520408,0.591837,0.000000,0.000000
731914,"Master, samfunnsarbeid, toårig",Samfunnsarbeid,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0312,True,88,82,82,0.931818,0.034091,0.000000,0.000000,0.000000,0.034091,0.449227,1.000000,0.000000,0.402439,0.451220,0.146341,0.329268,0.496380,1.000000,0.329268,0.182927,0.036585,0.451220,0.365854,0.000000,0.048780,0.402439,0.219512,0.329268,0.000000,0.000000,0.451220,0.182927,0.365854,12,0.435802,0.440393,0.681951,0.304112,0.129975,15,15,1.000000,0.432232,0.000000,0.466509,0.266667,0.266667,0.266667,0.000000,0.000000
731915,"Master, velferdsstudier, toårig",Velferdsstudier,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0413,True,131,122,122,0.931298,0.000000,0.000000,0.022901,0.000000,0.045802,0.458490,1.000000,0.000000,0.459016,0.327869,0.213115,0.409836,0.470174,1.000000,0.172131,0.319672,0.024590,0.483607,0.368852,0.040984,0.000000,0.442623,0.106557,0.409836,0.000000,0.065574,0.418033,0.147541,0.368852,13,0.462786,0.417142,0.697376,0.261055,0.114418,19,19,1.000000,0.407874,0.000000,0.394974,0.210526,0.210526,0.210526,0.000000,0.000000
731916,"Master, interkulturelt arbeid, 1½-årig",Interkulturelt arbeid,7,Master-nivå,3,Samfunnsfag og juridiske fag,7319,0314,True,107,100,100,0.934579,0.037383,0.028037,0.000000,0.000000,0.000000,0.369716,1.000000,0.000000,0.160000,0.630000,0.210000,0.160000,0.353101,1.000000,0.160000,0.000000,0.000000,0.840000,0.160000,0.040000,0.030000,0.770000,0.000000,0.160000,0.000000,0.100000,0.740000,0.000000,0.160000,9,0.357670,0.313274,0.679213,0.285073,0.145837,16,16,1.000000,0.436301,0.000000,0.472546,0.375000,0.375000,0.375000,0.000000,0.000000
