group,level,group_name,cohort,rank,styrk08,styrk08_name,share,quintile_v1,quintile_v2,automation_chat
416,4,Bildende kunst og kunsthåndverk,all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.0557,2,3,0.572124
416,4,Bildende kunst og kunsthåndverk,all,4,4110,Kontormedarbeidere,0.0492,5,5,0.670689
416,4,Bildende kunst og kunsthåndverk,all,5,7549,Andre håndverkere,0.0474,2,2,
416,4,Bildende kunst og kunsthåndverk,all,6,5329,Andre pleiemedarbeidere,0.04,3,2,0.278788
416,4,Bildende kunst og kunsthåndverk,all,7,2166,Grafiske- og multimediadesignere,0.0386,5,5,0.48798
416,4,Bildende kunst og kunsthåndverk,all,8,3322,Selgere (engros),0.0328,5,5,0.398974
416,4,Bildende kunst og kunsthåndverk,all,9,1120,Administrerende direktører,0.0195,4,5,0.371125
416,4,Bildende kunst og kunsthåndverk,all,10,9112,Renholdere i virksomheter,0.0176,1,1,0.46875
416,4,Bildende kunst og kunsthåndverk,recent,1,5223,Butikkmedarbeidere,0.359,3,3,0.449861
416,4,Bildende kunst og kunsthåndverk,recent,2,5329,Andre pleiemedarbeidere,0.0771,3,2,0.278788
416,4,Bildende kunst og kunsthåndverk,recent,3,7549,Andre håndverkere,0.0678,2,2,
416,4,Bildende kunst og kunsthåndverk,recent,4,5311,Barnehage- og skolefritidsassistenter mv.,0.0545,2,3,0.572124
416,4,Bildende kunst og kunsthåndverk,recent,5,5132,Bartendere,0.0439,2,1,0.449153
416,4,Bildende kunst og kunsthåndverk,recent,6,5131,Servitører,0.0412,2,1,0.572016
416,4,Bildende kunst og kunsthåndverk,recent,7,1420,Varehandelssjefer,0.0279,4,5,0.431373
416,4,Bildende kunst og kunsthåndverk,recent,8,9112,Renholdere i virksomheter,0.0213,1,1,0.46875
416,4,Bildende kunst og kunsthåndverk,recent,9,4321,Lagermedarbeidere og material-forvaltere,0.0199,3,3,0.585239
416,4,Bildende kunst og kunsthåndverk,recent,10,7321,Førtrykkere,0.016,5,5,0.594967
419,4,"Humanistiske og estetiske fag, andre",all,1,9112,Renholdere i virksomheter,0.0991,1,1,0.46875
419,4,"Humanistiske og estetiske fag, andre",all,2,5223,Butikkmedarbeidere,0.0706,3,3,0.449861
419,4,"Humanistiske og estetiske fag, andre",all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.0556,2,3,0.572124
419,4,"Humanistiske og estetiske fag, andre",all,4,5329,Andre pleiemedarbeidere,0.0407,3,2,0.278788
419,4,"Humanistiske og estetiske fag, andre",all,5,4110,Kontormedarbeidere,0.0371,5,5,0.670689
419,4,"Humanistiske og estetiske fag, andre",all,6,5165,Kjøreskolelærere,0.03,3,3,0.223759
419,4,"Humanistiske og estetiske fag, andre",all,7,5321,Helsefagarbeidere,0.0271,1,2,0.1875
419,4,"Humanistiske og estetiske fag, andre",all,8,8160,Operatører innen næringsmiddelproduksjon,0.0257,1,1,0.278481
419,4,"Humanistiske og estetiske fag, andre",all,9,2166,Grafiske- og multimediadesignere,0.0243,5,5,0.48798
419,4,"Humanistiske og estetiske fag, andre",all,10,1222,PR- og informasjonssjefer,0.0235,4,5,0.358315
419,4,"Humanistiske og estetiske fag, andre",recent,1,5131,Servitører,0.3077,2,1,0.572016
419,4,"Humanistiske og estetiske fag, andre",recent,2,9112,Renholdere i virksomheter,0.2308,1,1,0.46875
419,4,"Humanistiske og estetiske fag, andre",recent,3,5223,Butikkmedarbeidere,0.2308,3,3,0.449861
419,4,"Humanistiske og estetiske fag, andre",recent,4,5246,Gatekjøkken- og kafémedarbeidere mv.,0.2308,1,1,0.370468
419,4,"Humanistiske og estetiske fag, andre",recent,5,5311,Barnehage- og skolefritidsassistenter mv.,0.0,2,3,0.572124
419,4,"Humanistiske og estetiske fag, andre",recent,6,5329,Andre pleiemedarbeidere,0.0,3,2,0.278788
419,4,"Humanistiske og estetiske fag, andre",recent,7,4110,Kontormedarbeidere,0.0,5,5,0.670689
419,4,"Humanistiske og estetiske fag, andre",recent,8,5165,Kjøreskolelærere,0.0,3,3,0.223759
419,4,"Humanistiske og estetiske fag, andre",recent,9,5321,Helsefagarbeidere,0.0,1,2,0.1875
419,4,"Humanistiske og estetiske fag, andre",recent,10,8160,Operatører innen næringsmiddelproduksjon,0.0,1,1,0.278481
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,1,5311,Barnehage- og skolefritidsassistenter mv.,0.1702,2,3,0.572124
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,2,9112,Renholdere i virksomheter,0.1576,1,1,0.46875
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,3,5223,Butikkmedarbeidere,0.105,3,3,0.449861
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,4,5329,Andre pleiemedarbeidere,0.0546,3,2,0.278788
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,5,5321,Helsefagarbeidere,0.0525,1,2,0.1875
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,6,8160,Operatører innen næringsmiddelproduksjon,0.042,1,1,0.278481
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,7,2342,Førskolelærere,0.0336,2,2,0.457528
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,8,5312,Skoleassistenter,0.0294,3,1,0.412884
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,9,5120,Kokker,0.0252,2,2,0.325445
429,4,"Lærerutdanninger og utdanninger i pedagogikk, andre",all,10,8331,Bussjåfører og trikkeførere,0.0231,4,2,0.728593
435,4,Medie- og informasjonsfag,all,1,5223,Butikkmedarbeidere,0.2342,3,3,0.449861
435,4,Medie- og informasjonsfag,all,2,5311,Barnehage- og skolefritidsassistenter mv.,0.0629,2,3,0.572124
435,4,Medie- og informasjonsfag,all,3,5329,Andre pleiemedarbeidere,0.0452,3,2,0.278788
435,4,Medie- og informasjonsfag,all,4,4321,Lagermedarbeidere og material-forvaltere,0.0367,3,3,0.585239
435,4,Medie- og informasjonsfag,all,5,0310,Menige,0.0346,,3,
435,4,Medie- og informasjonsfag,all,6,4110,Kontormedarbeidere,0.0305,5,5,0.670689
435,4,Medie- og informasjonsfag,all,7,5131,Servitører,0.0303,2,1,0.572016
435,4,Medie- og informasjonsfag,all,8,1420,Varehandelssjefer,0.0253,4,5,0.431373
435,4,Medie- og informasjonsfag,all,9,3322,Selgere (engros),0.0224,5,5,0.398974
435,4,Medie- og informasjonsfag,all,10,5414,Vektere,0.0196,3,2,1.0
435,4,Medie- og informasjonsfag,recent,1,5223,Butikkmedarbeidere,0.2779,3,3,0.449861
435,4,Medie- og informasjonsfag,recent,2,5311,Barnehage- og skolefritidsassistenter mv.,0.079,2,3,0.572124
435,4,Medie- og informasjonsfag,recent,3,5329,Andre pleiemedarbeidere,0.0674,3,2,0.278788
435,4,Medie- og informasjonsfag,recent,4,5131,Servitører,0.0409,2,1,0.572016
435,4,Medie- og informasjonsfag,recent,5,4321,Lagermedarbeidere og material-forvaltere,0.0375,3,3,0.585239
435,4,Medie- og informasjonsfag,recent,6,5414,Vektere,0.0354,3,2,1.0
435,4,Medie- og informasjonsfag,recent,7,4110,Kontormedarbeidere,0.0266,5,5,0.670689
435,4,Medie- og informasjonsfag,recent,8,0310,Menige,0.0259,,3,
435,4,Medie- og informasjonsfag,recent,9,5132,Bartendere,0.0238,2,1,0.449153
435,4,Medie- og informasjonsfag,recent,10,5322,Hjemmehjelper,0.0218,1,3,0.344326
439,4,"Samfunnsfag og juridiske fag, andre",all,1,9112,Renholdere i virksomheter,0.1093,1,1,0.46875
439,4,"Samfunnsfag og juridiske fag, andre",all,2,5223,Butikkmedarbeidere,0.0993,3,3,0.449861
439,4,"Samfunnsfag og juridiske fag, andre",all,3,5311,Barnehage- og skolefritidsassistenter mv.,0.0596,2,3,0.572124
439,4,"Samfunnsfag og juridiske fag, andre",all,4,5329,Andre pleiemedarbeidere,0.0596,3,2,0.278788
439,4,"Samfunnsfag og juridiske fag, andre",all,5,8331,Bussjåfører og trikkeførere,0.053,4,2,0.728593
439,4,"Samfunnsfag og juridiske fag, andre",all,6,4110,Kontormedarbeidere,0.043,5,5,0.670689
439,4,"Samfunnsfag og juridiske fag, andre",all,7,4321,Lagermedarbeidere og material-forvaltere,0.0397,3,3,0.585239
439,4,"Samfunnsfag og juridiske fag, andre",all,8,8160,Operatører innen næringsmiddelproduksjon,0.0397,1,1,0.278481
439,4,"Samfunnsfag og juridiske fag, andre",all,9,3322,Selgere (engros),0.0364,5,5,0.398974
439,4,"Samfunnsfag og juridiske fag, andre",all,10,1420,Varehandelssjefer,0.0331,4,5,0.431373
441,4,Økonomisk-administrative fag,all,1,4110,Kontormedarbeidere,0.0684,5,5,0.670689
441,4,Økonomisk-administrative fag,all,2,5223,Butikkmedarbeidere,0.0598,3,3,0.449861
441,4,Økonomisk-administrative fag,all,3,3322,Selgere (engros),0.0525,5,5,0.398974
441,4,Økonomisk-administrative fag,all,4,1420,Varehandelssjefer,0.0492,4,5,0.431373
441,4,Økonomisk-administrative fag,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0468,5,5,0.450311
441,4,Økonomisk-administrative fag,all,6,3313,Regnskapsførere,0.0428,5,5,0.535417
441,4,Økonomisk-administrative fag,all,7,4311,Regnskapsmedarbeidere,0.0379,5,5,0.473857
441,4,Økonomisk-administrative fag,all,8,1120,Administrerende direktører,0.0349,4,5,0.371125
441,4,Økonomisk-administrative fag,all,9,3312,Kundebehandlere lån og kreditt,0.0283,5,5,0.304565
441,4,Økonomisk-administrative fag,all,10,5311,Barnehage- og skolefritidsassistenter mv.,0.0216,2,3,0.572124
442,4,Handel og markedsføring,all,1,5223,Butikkmedarbeidere,0.3874,3,3,0.449861
442,4,Handel og markedsføring,all,2,1420,Varehandelssjefer,0.1261,4,5,0.431373
442,4,Handel og markedsføring,all,3,3322,Selgere (engros),0.0679,5,5,0.398974
442,4,Handel og markedsføring,all,4,5222,Butikkavdelingssjefer,0.0365,4,4,0.45337
442,4,Handel og markedsføring,all,5,4110,Kontormedarbeidere,0.0325,5,5,0.670689
442,4,Handel og markedsføring,all,6,5329,Andre pleiemedarbeidere,0.0198,3,2,0.278788
442,4,Handel og markedsføring,all,7,5311,Barnehage- og skolefritidsassistenter mv.,0.0195,2,3,0.572124
442,4,Handel og markedsføring,all,8,1120,Administrerende direktører,0.0194,4,5,0.371125
442,4,Handel og markedsføring,all,9,4321,Lagermedarbeidere og material-forvaltere,0.0168,3,3,0.585239
442,4,Handel og markedsføring,all,10,1221,Salgs- og markedssjefer,0.0123,4,5,0.422801
442,4,Handel og markedsføring,recent,1,5223,Butikkmedarbeidere,0.4907,3,3,0.449861
442,4,Handel og markedsføring,recent,2,1420,Varehandelssjefer,0.1167,4,5,0.431373
442,4,Handel og markedsføring,recent,3,3322,Selgere (engros),0.0537,5,5,0.398974
442,4,Handel og markedsføring,recent,4,5222,Butikkavdelingssjefer,0.0372,4,4,0.45337
442,4,Handel og markedsføring,recent,5,4110,Kontormedarbeidere,0.0212,5,5,0.670689
442,4,Handel og markedsføring,recent,6,5329,Andre pleiemedarbeidere,0.0186,3,2,0.278788
442,4,Handel og markedsføring,recent,7,4321,Lagermedarbeidere og material-forvaltere,0.0181,3,3,0.585239
442,4,Handel og markedsføring,recent,8,5311,Barnehage- og skolefritidsassistenter mv.,0.0139,2,3,0.572124
442,4,Handel og markedsføring,recent,9,4222,Kundesentermedarbeidere,0.0103,5,5,0.519483
442,4,Handel og markedsføring,recent,10,1120,Administrerende direktører,0.0098,4,5,0.371125
443,4,Kontorfag,all,1,4110,Kontormedarbeidere,0.2292,5,5,0.670689
443,4,Kontorfag,all,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.1024,5,5,0.450311
443,4,Kontorfag,all,3,5223,Butikkmedarbeidere,0.058,3,3,0.449861
443,4,Kontorfag,all,4,3343,Sjefssekretærer,0.0429,5,4,0.701211
443,4,Kontorfag,all,5,4311,Regnskapsmedarbeidere,0.0326,5,5,0.473857
443,4,Kontorfag,all,6,3359,Andre yrker innen offentlig forvaltning,0.0298,3,2,
443,4,Kontorfag,all,7,3313,Regnskapsførere,0.0222,5,5,0.535417
443,4,Kontorfag,all,8,3322,Selgere (engros),0.0205,5,5,0.398974
443,4,Kontorfag,all,9,1420,Varehandelssjefer,0.0198,4,5,0.431373
443,4,Kontorfag,all,10,2423,Personal- og karriererådgivere,0.0195,4,5,0.557621
443,4,Kontorfag,recent,1,4110,Kontormedarbeidere,0.2791,5,5,0.670689
443,4,Kontorfag,recent,2,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.103,5,5,0.450311
443,4,Kontorfag,recent,3,5223,Butikkmedarbeidere,0.0867,3,3,0.449861
443,4,Kontorfag,recent,4,3343,Sjefssekretærer,0.0556,5,4,0.701211
443,4,Kontorfag,recent,5,4311,Regnskapsmedarbeidere,0.0325,5,5,0.473857
443,4,Kontorfag,recent,6,3359,Andre yrker innen offentlig forvaltning,0.0312,3,2,
443,4,Kontorfag,recent,7,4222,Kundesentermedarbeidere,0.0298,5,5,0.519483
443,4,Kontorfag,recent,8,3322,Selgere (engros),0.0285,5,5,0.398974
443,4,Kontorfag,recent,9,2423,Personal- og karriererådgivere,0.0244,4,5,0.557621
443,4,Kontorfag,recent,10,0310,Menige,0.0244,,3,
444,4,Hotell- og reiselivsfag,all,1,4110,Kontormedarbeidere,0.1102,5,5,0.670689
444,4,Hotell- og reiselivsfag,all,2,4224,Hotellresepsjonister,0.0636,4,4,0.539747
444,4,Hotell- og reiselivsfag,all,3,5223,Butikkmedarbeidere,0.06,3,3,0.449861
444,4,Hotell- og reiselivsfag,all,4,4221,Reisebyråmedarbeidere mv.,0.0553,5,5,0.455944
444,4,Hotell- og reiselivsfag,all,5,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0512,5,5,0.450311
444,4,Hotell- og reiselivsfag,all,6,3322,Selgere (engros),0.0427,5,5,0.398974
444,4,Hotell- og reiselivsfag,all,7,1420,Varehandelssjefer,0.0327,4,5,0.431373
444,4,Hotell- og reiselivsfag,all,8,5111,"Flyverter, båtverter mv.",0.0295,2,3,0.654951
444,4,Hotell- og reiselivsfag,all,9,5311,Barnehage- og skolefritidsassistenter mv.,0.0288,2,3,0.572124
444,4,Hotell- og reiselivsfag,all,10,4311,Regnskapsmedarbeidere,0.0258,5,5,0.473857
444,4,Hotell- og reiselivsfag,recent,1,4224,Hotellresepsjonister,0.2933,4,4,0.539747
444,4,Hotell- og reiselivsfag,recent,2,4221,Reisebyråmedarbeidere mv.,0.173,5,5,0.455944
444,4,Hotell- og reiselivsfag,recent,3,5111,"Flyverter, båtverter mv.",0.1349,2,3,0.654951
444,4,Hotell- og reiselivsfag,recent,4,5223,Butikkmedarbeidere,0.088,3,3,0.449861
444,4,Hotell- og reiselivsfag,recent,5,4226,Resepsjonister (ekskl. hotell),0.0557,5,4,0.579901
444,4,Hotell- og reiselivsfag,recent,6,4323,Transportfunksjonærer,0.044,5,5,0.0
444,4,Hotell- og reiselivsfag,recent,7,4110,Kontormedarbeidere,0.0352,5,5,0.670689
444,4,Hotell- og reiselivsfag,recent,8,3322,Selgere (engros),0.0293,5,5,0.398974
444,4,Hotell- og reiselivsfag,recent,9,5311,Barnehage- og skolefritidsassistenter mv.,0.0264,2,3,0.572124
444,4,Hotell- og reiselivsfag,recent,10,5131,Servitører,0.0205,2,1,0.572016
449,4,"Økonomiske og administrative fag, andre",all,1,4110,Kontormedarbeidere,0.105,5,5,0.670689
449,4,"Økonomiske og administrative fag, andre",all,2,5223,Butikkmedarbeidere,0.0653,3,3,0.449861
449,4,"Økonomiske og administrative fag, andre",all,3,9112,Renholdere i virksomheter,0.0615,1,1,0.46875
449,4,"Økonomiske og administrative fag, andre",all,4,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0545,5,5,0.450311
449,4,"Økonomiske og administrative fag, andre",all,5,5311,Barnehage- og skolefritidsassistenter mv.,0.0468,2,3,0.572124
449,4,"Økonomiske og administrative fag, andre",all,6,3322,Selgere (engros),0.0337,5,5,0.398974
449,4,"Økonomiske og administrative fag, andre",all,7,5329,Andre pleiemedarbeidere,0.0293,3,2,0.278788
449,4,"Økonomiske og administrative fag, andre",all,8,1420,Varehandelssjefer,0.0289,4,5,0.431373
449,4,"Økonomiske og administrative fag, andre",all,9,4311,Regnskapsmedarbeidere,0.0276,5,5,0.473857
449,4,"Økonomiske og administrative fag, andre",all,10,3313,Regnskapsførere,0.0201,5,5,0.535417
449,4,"Økonomiske og administrative fag, andre",recent,1,9112,Renholdere i virksomheter,0.3913,1,1,0.46875
449,4,"Økonomiske og administrative fag, andre",recent,2,5223,Butikkmedarbeidere,0.3043,3,3,0.449861
449,4,"Økonomiske og administrative fag, andre",recent,3,8160,Operatører innen næringsmiddelproduksjon,0.1739,1,1,0.278481
449,4,"Økonomiske og administrative fag, andre",recent,4,5329,Andre pleiemedarbeidere,0.1304,3,2,0.278788
449,4,"Økonomiske og administrative fag, andre",recent,5,4110,Kontormedarbeidere,0.0,5,5,0.670689
449,4,"Økonomiske og administrative fag, andre",recent,6,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0,5,5,0.450311
449,4,"Økonomiske og administrative fag, andre",recent,7,3322,Selgere (engros),0.0,5,5,0.398974
449,4,"Økonomiske og administrative fag, andre",recent,8,5311,Barnehage- og skolefritidsassistenter mv.,0.0,2,3,0.572124
449,4,"Økonomiske og administrative fag, andre",recent,9,4311,Regnskapsmedarbeidere,0.0,5,5,0.473857
449,4,"Økonomiske og administrative fag, andre",recent,10,1420,Varehandelssjefer,0.0,4,5,0.431373
452,4,Fysiske og kjemiske fag,all,1,8131,Operatører innen kjemisk industri,0.2946,1,2,
452,4,Fysiske og kjemiske fag,all,2,8113,Operatører innen boring mv.,0.1467,1,1,
452,4,Fysiske og kjemiske fag,all,3,8121,Operatører innen metallurgiske prosessfag,0.0622,1,1,
452,4,Fysiske og kjemiske fag,all,4,8171,Operatører innen treforedling,0.0367,1,1,
452,4,Fysiske og kjemiske fag,all,5,2146,"Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.)",0.0283,4,4,0.445725
452,4,Fysiske og kjemiske fag,all,6,8160,Operatører innen næringsmiddelproduksjon,0.0263,1,1,0.278481
452,4,Fysiske og kjemiske fag,all,7,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.0237,3,4,0.638681
452,4,Fysiske og kjemiske fag,all,8,3116,Kjemiingeniører,0.0224,3,3,0.430472
452,4,Fysiske og kjemiske fag,all,9,1321,Ledere av industriproduksjon mv.,0.0214,4,4,0.0
452,4,Fysiske og kjemiske fag,all,10,3134,Kontrolloperatører ved olje- og naturgassraffineringsanlegg,0.021,2,2,
452,4,Fysiske og kjemiske fag,recent,1,8131,Operatører innen kjemisk industri,0.3319,1,2,
452,4,Fysiske og kjemiske fag,recent,2,8113,Operatører innen boring mv.,0.223,1,1,
452,4,Fysiske og kjemiske fag,recent,3,8121,Operatører innen metallurgiske prosessfag,0.1141,1,1,
452,4,Fysiske og kjemiske fag,recent,4,8171,Operatører innen treforedling,0.0346,1,1,
452,4,Fysiske og kjemiske fag,recent,5,3134,Kontrolloperatører ved olje- og naturgassraffineringsanlegg,0.0346,2,2,
452,4,Fysiske og kjemiske fag,recent,6,8160,Operatører innen næringsmiddelproduksjon,0.0325,1,1,0.278481
452,4,Fysiske og kjemiske fag,recent,7,3117,"Ingeniører innen petroleum, bergverk og metallurgi",0.0314,3,4,0.638681
452,4,Fysiske og kjemiske fag,recent,8,3116,Kjemiingeniører,0.0262,3,3,0.430472
452,4,Fysiske og kjemiske fag,recent,9,3141,Bioteknikere (ikke-medisinske laboratorier),0.0147,4,3,0.701589
452,4,Fysiske og kjemiske fag,recent,10,8182,Fyrkjele- og turbinoperatører,0.0147,2,1,
454,4,Informasjons- og datateknologi,all,1,2519,Andre programvare- og applikasjonsutviklere,0.1017,5,5,0.503293
454,4,Informasjons- og datateknologi,all,2,3511,"Driftsteknikere, IKT",0.0827,5,5,0.53735
454,4,Informasjons- og datateknologi,all,3,2511,Systemanalytikere/-arkitekter,0.0573,5,5,0.341622
454,4,Informasjons- og datateknologi,all,4,4321,Lagermedarbeidere og material-forvaltere,0.056,3,3,0.585239
454,4,Informasjons- og datateknologi,all,5,5223,Butikkmedarbeidere,0.0469,3,3,0.449861
454,4,Informasjons- og datateknologi,all,6,4110,Kontormedarbeidere,0.0441,5,5,0.670689
454,4,Informasjons- og datateknologi,all,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0408,5,5,0.450311
454,4,Informasjons- og datateknologi,all,8,3512,"Brukerstøtte, IKT",0.0317,5,5,0.586083
454,4,Informasjons- og datateknologi,all,9,3322,Selgere (engros),0.0271,5,5,0.398974
454,4,Informasjons- og datateknologi,all,10,1420,Varehandelssjefer,0.0179,4,5,0.431373
454,4,Informasjons- og datateknologi,recent,1,2519,Andre programvare- og applikasjonsutviklere,0.2738,5,5,0.503293
454,4,Informasjons- og datateknologi,recent,2,3511,"Driftsteknikere, IKT",0.1796,5,5,0.53735
454,4,Informasjons- og datateknologi,recent,3,3512,"Brukerstøtte, IKT",0.0932,5,5,0.586083
454,4,Informasjons- og datateknologi,recent,4,5223,Butikkmedarbeidere,0.052,3,3,0.449861
454,4,Informasjons- og datateknologi,recent,5,2511,Systemanalytikere/-arkitekter,0.05,5,5,0.341622
454,4,Informasjons- og datateknologi,recent,6,4110,Kontormedarbeidere,0.0304,5,5,0.670689
454,4,Informasjons- og datateknologi,recent,7,2422,Høyere saksbehandlere i offentlig og privat virksomhet,0.0304,5,5,0.450311
454,4,Informasjons- og datateknologi,recent,8,7422,Tele- og IKT-installatører,0.0196,2,2,0.655453
454,4,Informasjons- og datateknologi,recent,9,0310,Menige,0.0186,,3,
454,4,Informasjons- og datateknologi,recent,10,4321,Lagermedarbeidere og material-forvaltere,0.0147,3,3,0.585239
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,1,7411,Elektrikere,0.1298,2,2,0.569393
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,2,7231,Bilmekanikere,0.0798,1,1,0.328403
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,3,7233,Anleggsmaskin- og industrimekanikere,0.0767,2,2,0.596919
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,4,3119,Andre ingeniører,0.0331,3,3,0.505172
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,5,7412,Automatikere,0.027,2,2,0.60839
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,6,8113,Operatører innen boring mv.,0.0241,1,1,
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,7,3322,Selgere (engros),0.0228,5,5,0.398974
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,8,5223,Butikkmedarbeidere,0.0216,3,3,0.449861
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,9,3114,Elektronikkingeniører,0.0194,4,4,0.347287
455,4,"Utdanninger i elektrofag, mekaniske fag og maskinfag",all,10,5153,Vaktmestre,0.0173,1,1,
