inst,inst_short,inst_name,year,prog,prog_name,nus,nus_name,niva,niva_name,level,field,studium,graduates,students_autumn,profile_source,register_population,exposure_w,share_employed,share_i_utdanning,handa_augmentation_w,handa_automation_w,exposure_w_recent,share_top5_v1,exposure2_w,share_top5_v2,top_occupations,share_q1_v1,share_q1_v2,share_q2_v1,share_q2_v2,share_q3_v1,share_q3_v2,share_q4_v1,share_q4_v2,share_q5_v1,share_q5_v2
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,40,Bachelor i sykepleie,661120,"Bachelor, sykepleie, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Helse-, sosial- og idrettsfag",Sykepleierutdanning,82.000000,338.000000,nus6,57246,0.395943,0.911068,0.012507,0.719578,0.259458,0.390637,0.050132,0.315253,0.057063,Sykepleiere (76%); Spesialsykepleiere (5%); Ledere av helsetjenester (3%); Høyere saksbehandlere i offentlig og privat virksomhet (2%); Ambulansepersonell (1%),0.008769,0.014246,0.021806,0.017323,0.857431,0.855055,0.061862,0.056313,0.050132,0.057063
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,449,Bachelor i IT og digitalisering,654121,"Bachelor, informatikk, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Naturvitenskap, håndverk og teknikk",Matematisk-naturvitenskapelige fag,35.000000,111.000000,nus6,5344,0.616145,0.840007,0.070172,0.728059,0.254845,0.654897,0.787196,0.695419,0.800491,"Systemanalytikere/-arkitekter (24%); Andre programvare- og applikasjonsutviklere (16%); Driftsteknikere, IKT (11%); Programvareutviklere (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%)",0.013384,0.029681,0.018068,0.021647,0.092126,0.073644,0.089226,0.074537,0.787196,0.800491
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,07,Bachelor i økonomi og administrasjon,641141,"Bachelor, økonomi og administrasjon, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Økonomiske og administrative fag,Økonomisk-administrativ utdanning,32.000000,197.000000,nus6,24271,0.584548,0.870627,0.064439,0.627472,0.335737,0.607505,0.630926,0.642138,0.756847,"Regnskapsførere (12%); Regnskapsmedarbeidere (8%); Kundebehandlere lån og kreditt (8%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Revisorer, regnskapsrådgivere (5%)",0.021540,0.018448,0.018164,0.029907,0.079835,0.073792,0.249536,0.121006,0.630926,0.756847
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,432,Bachelor i marin logistikk og økonomi,641163,"Bachelor of Shipping Management, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Økonomiske og administrative fag,Økonomisk-administrativ utdanning,30.000000,106.000000,nus4 (small cell),100020,0.554406,0.863287,0.038172,0.639591,0.323573,0.589020,0.527443,0.621729,0.719875,"Regnskapsførere (9%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Revisorer, regnskapsrådgivere (6%); Regnskapsmedarbeidere (5%); Kundebehandlere lån og kreditt (5%)",0.022654,0.019320,0.020295,0.032479,0.088932,0.081975,0.340676,0.146351,0.527443,0.719875
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,61,"Bachelor i vernepleie, deltid",661305,"Bachelor, vernepleie, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Helse-, sosial- og idrettsfag",Vernepleierutdanning,29.000000,146.000000,nus6,14137,0.366710,0.898988,0.006932,0.721110,0.256770,0.360892,0.049193,0.316542,0.062057,Vernepleiere (71%); Miljøarbeidere innen sosiale fagfelt (3%); Høyere saksbehandlere i offentlig og privat virksomhet (3%); Ledere av helsetjenester (3%); Rådgivere innen sosiale fagfelt (3%),0.031641,0.007403,0.032428,0.043865,0.813144,0.820680,0.073593,0.065995,0.049193,0.062057
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,03,Bachelor i logistikk og SCM,681908,"Bachelor, transportøkonomi og logistikk, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Samferdsel, sikkerhet og service",Økonomisk-administrativ utdanning,27.000000,187.000000,nus6,339,0.508270,0.896755,0.023599,0.591032,0.331864,0.538292,0.418605,0.572144,0.621262,Innkjøpere (12%); Logistikkmedarbeidere (12%); Lagermedarbeidere og material-forvaltere (8%); Speditører og befraktere (7%); Ledere av logistikk og transport mv. (7%),0.019934,0.019934,0.000000,0.009967,0.179402,0.136213,0.382060,0.212625,0.418605,0.621262
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,60,Bachelor i vernepleie,661305,"Bachelor, vernepleie, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Helse-, sosial- og idrettsfag",Vernepleierutdanning,27.000000,117.000000,nus6,14137,0.366710,0.898988,0.006932,0.721110,0.256770,0.360892,0.049193,0.316542,0.062057,Vernepleiere (71%); Miljøarbeidere innen sosiale fagfelt (3%); Høyere saksbehandlere i offentlig og privat virksomhet (3%); Ledere av helsetjenester (3%); Rådgivere innen sosiale fagfelt (3%),0.031641,0.007403,0.032428,0.043865,0.813144,0.820680,0.073593,0.065995,0.049193,0.062057
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,80,Master of Science in Logistics,781905,"Master of Science, logistics, toårig",M2,"Master, 2-årig",Master-nivå,"Samferdsel, sikkerhet og service",Økonomisk-administrativ utdanning,23.000000,96.000000,nus6,340,0.552061,0.923529,0.014706,0.596593,0.319804,0.574070,0.466019,0.643042,0.721683,Innkjøpere (14%); Logistikkmedarbeidere (12%); Finansanalytikere (10%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Ledere av logistikk og transport mv. (6%),0.019417,0.019417,0.000000,0.000000,0.042071,0.032362,0.472492,0.226537,0.466019,0.721683
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,BRETTSV,Bachelor i rettsvitenskap,637106,"Bachelor, rettsvitenskap, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Samfunnsfag og juridiske fag,Juridiske fag,23.000000,119.000000,nus6,428,0.472865,0.612150,0.296729,0.618000,0.350194,0.536155,0.480916,0.541434,0.591603,Høyere saksbehandlere i offentlig og privat virksomhet (19%); Butikkmedarbeidere (14%); Kontormedarbeidere (10%); Saksbehandlere innen sosiale ytelser (7%); Jurister og advokater (6%),0.034351,0.041985,0.045802,0.095420,0.236641,0.179389,0.202290,0.091603,0.480916,0.591603
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,41,"Bachelor i sykepleie, deltid over 4 år",661120,"Bachelor, sykepleie, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Helse-, sosial- og idrettsfag",Sykepleierutdanning,22.000000,0.000000,nus6,57246,0.395943,0.911068,0.012507,0.719578,0.259458,0.390637,0.050132,0.315253,0.057063,Sykepleiere (76%); Spesialsykepleiere (5%); Ledere av helsetjenester (3%); Høyere saksbehandlere i offentlig og privat virksomhet (2%); Ambulansepersonell (1%),0.008769,0.014246,0.021806,0.017323,0.857431,0.855055,0.061862,0.056313,0.050132,0.057063
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,389,Bachelor i bærekraftig logistikk og sirkulær økonomi,681909,"Bachelor, logistikk, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Samferdsel, sikkerhet og service",Matematisk-naturvitenskapelige fag,16.000000,37.000000,nus6,434,0.511724,0.861751,0.029954,0.599500,0.338263,0.523703,0.430380,0.570566,0.610759,Offiserer fra fenrik og høyere grad (15%); Logistikkmedarbeidere (10%); Innkjøpere (7%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Lagermedarbeidere og material-forvaltere (5%),0.025316,0.012658,0.009494,0.034810,0.155063,0.123418,0.379747,0.218354,0.430380,0.610759
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,369,Bachelor i petroleumslogistikk og økonomi,681909,"Bachelor, logistikk, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Samferdsel, sikkerhet og service",Økonomisk-administrativ utdanning,15.000000,89.000000,nus6,434,0.511724,0.861751,0.029954,0.599500,0.338263,0.523703,0.430380,0.570566,0.610759,Offiserer fra fenrik og høyere grad (15%); Logistikkmedarbeidere (10%); Innkjøpere (7%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Lagermedarbeidere og material-forvaltere (5%),0.025316,0.012658,0.009494,0.034810,0.155063,0.123418,0.379747,0.218354,0.430380,0.610759
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MHELSESKP,Master i helsesykepleie,761115,"Master, helsesykepleie, toårig",M2,"Master, 2-årig",Master-nivå,"Helse-, sosial- og idrettsfag",Helsefag,15.000000,78.000000,nus6,272,0.378224,0.985294,0.000000,0.741595,0.258405,0.375745,0.000000,0.292524,0.000000,Spesialsykepleiere (90%); Sykepleiere (6%); Universitets- og høyskolelektorer/-lærere (2%); Ledere av helsetjenester (1%),0.000000,0.000000,0.000000,0.000000,0.962687,0.962687,0.037313,0.037313,0.000000,0.000000
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,81,"Master i samfunnsendring, organisasjon og ledelse",741124,"Master, endringsledelse, toårig",M2,"Master, 2-årig",Master-nivå,Økonomiske og administrative fag,Samfunnsvitenskap,14.000000,26.000000,nus6,719,0.524528,0.931850,0.000000,0.640985,0.331017,0.559293,0.436090,0.603105,0.613534,Høyere saksbehandlere i offentlig og privat virksomhet (18%); Personal- og karriererådgivere (10%); Andre administrative ledere (6%); Kontormedarbeidere (4%); Systemanalytikere/-arkitekter (3%),0.000000,0.000000,0.012030,0.025564,0.148872,0.117293,0.403008,0.243609,0.436090,0.613534
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,36,Bachelor i Sport Management,668105,"Bachelor, idrett/kroppsøving, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Helse-, sosial- og idrettsfag",Samfunnsvitenskap,12.000000,69.000000,nus6,2342,0.347511,0.841588,0.058924,0.599960,0.289422,0.319002,0.160925,0.332466,0.195496,Trenere og idrettsdommere (10%); Grunnskolelærere (8%); Butikkmedarbeidere (7%); Barnehage- og skolefritidsassistenter mv. (6%); Helsefagarbeidere (4%),0.106427,0.061924,0.136761,0.164278,0.487404,0.506141,0.108483,0.072160,0.160925,0.195496
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,841,"Bachelor i politikk, juss og administrasjon",637906,"Bachelor, jus og ledelse, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Samfunnsfag og juridiske fag,Juridiske fag,12.000000,79.000000,nus6,962,0.507554,0.764033,0.140333,0.623216,0.344681,0.544284,0.586395,0.574011,0.635374,Høyere saksbehandlere i offentlig og privat virksomhet (21%); Kontormedarbeidere (12%); Butikkmedarbeidere (8%); Saksbehandlere innen sosiale ytelser (6%); Jurister og advokater (4%),0.040816,0.020408,0.024490,0.077551,0.164626,0.131973,0.183673,0.134694,0.586395,0.635374
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,70,Master i helse- og sosialfag - Kliniske hjelperelasjoner overfor sårbare grupper,761905,"Master, klinisk helsearbeid, toårig",M2,"Master, 2-årig",Master-nivå,"Helse-, sosial- og idrettsfag",Helsefag,11.000000,20.000000,nus6,443,0.435459,0.907449,0.000000,0.698396,0.276728,0.431066,0.156716,0.431058,0.184080,Spesialsykepleiere (21%); Universitets- og høyskolelektorer/-lærere (14%); Høyere saksbehandlere i offentlig og privat virksomhet (11%); Sykepleiere (8%); Ledere av helsetjenester (8%),0.000000,0.000000,0.022388,0.000000,0.512438,0.534826,0.308458,0.281095,0.156716,0.184080
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,89,Master i økonomi og administrasjon,741121,"Master, økonomi og administrasjon, toårig",M2,"Master, 2-årig",Master-nivå,Økonomiske og administrative fag,Økonomisk-administrativ utdanning,11.000000,22.000000,nus6,2065,0.589793,0.935593,0.003874,0.656097,0.315197,0.613625,0.628364,0.689507,0.821429,"Revisorer, regnskapsrådgivere (11%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Regnskapsmedarbeidere (7%); Regnskapsførere (7%); Kundebehandlere lån og kreditt (6%)",0.010870,0.015010,0.005694,0.004658,0.034161,0.025880,0.320911,0.133023,0.628364,0.821429
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,88,Master in Sport Management,739920,"Master of Science, team sport management, toårig",M2,"Master, 2-årig",Master-nivå,Samfunnsfag og juridiske fag,Samfunnsvitenskap,8.000000,37.000000,nus4 (small cell),7902,0.477030,0.747279,0.017970,0.630635,0.324891,0.489389,0.441012,0.551923,0.566214,Høyere saksbehandlere i offentlig og privat virksomhet (24%); Kontormedarbeidere (3%); Personal- og karriererådgivere (3%); Barnehage- og skolefritidsassistenter mv. (3%); Organisasjonsrådgivere mv. (3%),0.070956,0.065874,0.056187,0.057555,0.147683,0.154160,0.284162,0.156197,0.441012,0.566214
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MAVANKL,Master i avansert klinisk allmennsykepleie - deltid,761121,"Master, avansert klinisk allmennsykepleie, toårig",M2,"Master, 2-årig",Master-nivå,"Helse-, sosial- og idrettsfag",Helsefag,7.000000,17.000000,nus4 (small cell),5680,0.401894,0.968310,0.001937,0.702983,0.295173,0.398002,0.027818,0.330515,0.036364,Spesialsykepleiere (47%); Jordmødre (30%); Universitets- og høyskolelektorer/-lærere (7%); Sykepleiere (7%); Ledere av helsetjenester (3%),0.000000,0.001091,0.001091,0.000727,0.848545,0.847818,0.122545,0.114000,0.027818,0.036364
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,92,Master in Sustainable Energy Logistics,781905,"Master of Science, logistics, toårig",M2,"Master, 2-årig",Master-nivå,"Samferdsel, sikkerhet og service",Økonomisk-administrativ utdanning,6.000000,24.000000,nus6,340,0.552061,0.923529,0.014706,0.596593,0.319804,0.574070,0.466019,0.643042,0.721683,Innkjøpere (14%); Logistikkmedarbeidere (12%); Finansanalytikere (10%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Ledere av logistikk og transport mv. (6%),0.019417,0.019417,0.000000,0.000000,0.042071,0.032362,0.472492,0.226537,0.466019,0.721683
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MERFHELOG,Erfaringsbasert master i helselogistikk - nettbasert,781904,"Master, logistikk, 1½-årig",ME,"Master, erfaringsbasert, 1,5-2 år",Master-nivå,"Samferdsel, sikkerhet og service",Økonomisk-administrativ utdanning,6.000000,31.000000,nus4 (small cell),579,0.546247,0.927461,0.008636,0.616286,0.309001,0.574070,0.417625,0.640381,0.662835,Innkjøpere (13%); Ledere av logistikk og transport mv. (9%); Logistikkmedarbeidere (9%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Systemanalytikere/-arkitekter (7%),0.011494,0.011494,0.000000,0.000000,0.038314,0.032567,0.532567,0.293103,0.417625,0.662835
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,86,Erfaringsbasert master i logistikk,781904,"Master, logistikk, 1½-årig",ME,"Master, erfaringsbasert, 1,5-2 år",Master-nivå,"Samferdsel, sikkerhet og service",Økonomisk-administrativ utdanning,5.000000,49.000000,nus4 (small cell),579,0.546247,0.927461,0.008636,0.616286,0.309001,0.574070,0.417625,0.640381,0.662835,Innkjøpere (13%); Ledere av logistikk og transport mv. (9%); Logistikkmedarbeidere (9%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Systemanalytikere/-arkitekter (7%),0.011494,0.011494,0.000000,0.000000,0.038314,0.032567,0.532567,0.293103,0.417625,0.662835
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,MSUSTR,Master in Sustainable Transport and Urban Mobility,781905,"Master of Science, logistics, toårig",M2,"Master, 2-årig",Master-nivå,"Samferdsel, sikkerhet og service",Økonomisk-administrativ utdanning,5.000000,5.000000,nus6,340,0.552061,0.923529,0.014706,0.596593,0.319804,0.574070,0.466019,0.643042,0.721683,Innkjøpere (14%); Logistikkmedarbeidere (12%); Finansanalytikere (10%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Ledere av logistikk og transport mv. (6%),0.019417,0.019417,0.000000,0.000000,0.042071,0.032362,0.472492,0.226537,0.466019,0.721683
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,DOKLOG,Philosophiae doctor in Logistics (ph.d),,Ph.d.,FU,Forskerutdanning,Ph.d.,Ph.d.,Ph.d.,4.000000,,phd_national,39637,0.490066,0.891188,0.003154,0.661985,0.267833,0.498270,0.228317,0.498640,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",0.012807,0.010145,0.013090,0.016379,0.066585,0.163927,0.679200,0.641116,0.228317,0.168433
0232,HiM,"Høgskolen i Molde, vitenskapelig høgskole i logistikk",2025,DRHS,Ph.d. i helse- og sosialfag: Profesjonsutøving - vilkår og utvikling,,Ph.d.,FU,Forskerutdanning,Ph.d.,Ph.d.,Ph.d.,4.000000,,phd_national,39637,0.490066,0.891188,0.003154,0.661985,0.267833,0.498270,0.228317,0.498640,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",0.012807,0.010145,0.013090,0.016379,0.066585,0.163927,0.679200,0.641116,0.228317,0.168433
0236,HVO,Høgskulen i Volda,2025,SOSBV,"Sosialt arbeid, sosionom - bachelor",662116,"Bachelor, sosialfag, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Helse-, sosial- og idrettsfag",Sosionomutdanning/sosialt arbeid,63.000000,222.000000,nus6,12754,0.381864,0.876431,0.015289,0.760445,0.176536,0.368912,0.190331,0.376875,0.207432,Miljøarbeidere innen sosiale fagfelt (29%); Rådgivere innen sosiale fagfelt (19%); Høyere saksbehandlere i offentlig og privat virksomhet (11%); Vernepleiere (8%); Helsefagarbeidere (5%),0.062578,0.009155,0.055416,0.087694,0.627216,0.639081,0.064458,0.056638,0.190331,0.207432
0236,HVO,Høgskulen i Volda,2025,JOUBV,Journalistikk - bachelor,635205,"Bachelor, journalistikk, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Samfunnsfag og juridiske fag,Journalist-/fotoutdanning,55.000000,168.000000,nus6,2360,0.596243,0.868644,0.024153,0.605233,0.379093,0.612373,0.780976,0.702484,0.828683,Journalister (50%); Informasjonsrådgivere (8%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Reklame- og markedsføringsrådgivere (4%); Butikkmedarbeidere (3%),0.015122,0.017132,0.020000,0.027411,0.076585,0.065590,0.107317,0.061185,0.780976,0.828683
0236,HVO,Høgskulen i Volda,2025,BVPBV,"Sosialt arbeid, barnevernspedagog - bachelor",662117,"Bachelor, barnevern, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,"Helse-, sosial- og idrettsfag",Barnevernpedagogutdanning,51.000000,115.000000,nus6,9291,0.329449,0.890539,0.014207,0.716886,0.198637,0.309638,0.101500,0.331329,0.115617,Rådgivere innen sosiale fagfelt (36%); Miljøarbeidere innen sosiale fagfelt (12%); Vernepleiere (10%); Barnehage- og skolefritidsassistenter mv. (9%); Høyere saksbehandlere i offentlig og privat virksomhet (6%),0.057101,0.008959,0.119768,0.100605,0.657392,0.715375,0.064239,0.059443,0.101500,0.115617
0236,HVO,Høgskulen i Volda,2025,PPUD-YRK,"Praktisk-pedagogisk utdanning for yrkesfag, 8.-13. trinn (deltid)",623802,Praktisk-pedagogisk utdanning for yrkesfaglærere,AR,"Årsstudium, 60-studiepoeng",Bachelor-nivå,Lærerutdanninger og pedagogikk,Praktisk-pedagogisk utdanning,41.000000,47.000000,nus6,9284,0.375434,0.876562,0.005493,0.619810,0.347565,0.371908,0.099742,0.358107,0.123723,Lektorer mv. (videregående skole) (39%); Grunnskolelærere (13%); Høyere saksbehandlere i offentlig og privat virksomhet (4%); Ledere av utdanning og undervisning (4%); Sykepleiere (3%),0.023367,0.018835,0.048825,0.046535,0.676424,0.687554,0.151642,0.123353,0.099742,0.123723
0236,HVO,Høgskulen i Volda,2025,MPROBV,Medieproduksjon - bachelor,635111,"Bachelor, media, IKT og design, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Samfunnsfag og juridiske fag,Historisk-filosofiske fag,38.000000,102.000000,nus6,214,0.531842,0.775701,0.018692,0.617286,0.347824,,0.620482,0.613933,0.710843,Grafiske- og multimediadesignere (11%); Reklame- og markedsføringsrådgivere (8%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Journalister (7%); Butikkmedarbeidere (7%),0.036145,0.018072,0.036145,0.018072,0.120482,0.192771,0.186747,0.060241,0.620482,0.710843
0236,HVO,Høgskulen i Volda,2025,BLUBVD,Barnehagelærer - bachelor (deltid),621107,"Bachelor, barnehagelærerutdanning, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Lærerutdanninger og pedagogikk,Barnehagelærerutdanning,31.000000,74.000000,nus6,16371,0.254031,0.934335,0.016370,0.562006,0.422926,0.254402,0.022103,0.151962,0.026054,Førskolelærere (77%); Barnehage- og skolefritidsassistenter mv. (5%); Grunnskolelærere (3%); Vernepleiere (2%); Helsefagarbeidere (2%),0.024719,0.009754,0.822260,0.800471,0.101883,0.138583,0.029035,0.025137,0.022103,0.026054
0236,HVO,Høgskulen i Volda,2025,PPUA,"Praktisk-pedagogisk utdanning, allmennfag",623801,Praktisk-pedagogisk utdanning for universitets- og høgskolekandidater,AR,"Årsstudium, 60-studiepoeng",Bachelor-nivå,Lærerutdanninger og pedagogikk,Praktisk-pedagogisk utdanning,24.000000,20.000000,nus6,10984,0.373153,0.869720,0.010288,0.608141,0.370189,0.360608,0.100796,0.350706,0.117566,Grunnskolelærere (37%); Lektorer mv. (videregående skole) (23%); Høyere saksbehandlere i offentlig og privat virksomhet (4%); Ledere av utdanning og undervisning (4%); Andre musikklærere (2%),0.018336,0.013813,0.037825,0.041860,0.727263,0.727330,0.115780,0.099431,0.100796,0.117566
0236,HVO,Høgskulen i Volda,2025,MAGLU5-10,Master i grunnskolelærerutdanning for trinn 5 -10,722106,"Master, grunnskolelærerutdanning, 5.-10. trinn, femårig",M5,"Master, 5-årig",Master-nivå,Lærerutdanninger og pedagogikk,5-årig masterprogram i grunnskolelærerutdanning 5-10 trinn,21.000000,108.000000,nus6,3433,0.341458,0.962132,0.013982,0.597979,0.399151,0.347873,0.013927,0.295484,0.014247,Grunnskolelærere (89%); Lektorer mv. (videregående skole) (3%); Universitets- og høyskolelektorer/-lærere (1%); Butikkmedarbeidere (1%); Vernepleiere (1%),0.006963,0.009397,0.007569,0.005153,0.953376,0.954835,0.018165,0.016369,0.013927,0.014247
0236,HVO,Høgskulen i Volda,2025,BLUBV,Barnehagelærer - bachelor,621107,"Bachelor, barnehagelærerutdanning, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Lærerutdanninger og pedagogikk,Barnehagelærerutdanning,20.000000,55.000000,nus6,16371,0.254031,0.934335,0.016370,0.562006,0.422926,0.254402,0.022103,0.151962,0.026054,Førskolelærere (77%); Barnehage- og skolefritidsassistenter mv. (5%); Grunnskolelærere (3%); Vernepleiere (2%); Helsefagarbeidere (2%),0.024719,0.009754,0.822260,0.800471,0.101883,0.138583,0.029035,0.025137,0.022103,0.026054
0236,HVO,Høgskulen i Volda,2025,INFBV,"PR, kommunikasjon og media - bachelor",635110,"Bachelor, informasjonsutdanning, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Samfunnsfag og juridiske fag,Samfunnsvitenskap,20.000000,101.000000,nus6,544,0.557343,0.869485,0.018382,0.625032,0.335504,0.662791,0.608879,0.680627,0.849894,Høyere saksbehandlere i offentlig og privat virksomhet (15%); Informasjonsrådgivere (15%); Reklame- og markedsføringsrådgivere (8%); Finansanalytikere (5%); Salgs- og markedssjefer (5%),0.012685,0.000000,0.006342,0.029598,0.067653,0.050740,0.304440,0.069767,0.608879,0.849894
0236,HVO,Høgskulen i Volda,2025,MAGLU1-7,Master i grunnskolelærerutdanning for trinn 1-7,722105,"Master, grunnskolelærerutdanning, 1.-7. trinn, femårig",M5,"Master, 5-årig",Master-nivå,Lærerutdanninger og pedagogikk,5-årig masterprogram i grunnskolelærerutdanning 1-7 trinn,19.000000,81.000000,nus6,3061,0.338109,0.973865,0.008821,0.594027,0.403202,0.337763,0.005367,0.291205,0.007388,Grunnskolelærere (94%); Butikkmedarbeidere (1%); Lektorer mv. (videregående skole) (1%); Barnehage- og skolefritidsassistenter mv. (1%); Universitets- og høyskolelektorer/-lærere (1%),0.004696,0.003022,0.009393,0.008059,0.970480,0.973472,0.010064,0.008059,0.005367,0.007388
0236,HVO,Høgskulen i Volda,2025,HISBVN,Historie - bachelor (nettstudium),613102,"Bachelor, historie, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Humanistiske og estetiske fag,Historisk-filosofiske fag,17.000000,227.000000,nus6,1719,0.416704,0.703316,0.151832,0.601702,0.335160,0.440254,0.350921,0.431860,0.384937,Butikkmedarbeidere (13%); Høyere saksbehandlere i offentlig og privat virksomhet (9%); Kontormedarbeidere (6%); Barnehage- og skolefritidsassistenter mv. (5%); Andre pleiemedarbeidere (4%),0.072027,0.078661,0.113065,0.133054,0.335008,0.297071,0.128978,0.106276,0.350921,0.384937
0236,HVO,Høgskulen i Volda,2025,ANIBV,Animasjon - bachelor,616306,"Bachelor, animasjonsutdanning, treårig",B3,"Bachelor, 3-årig",Bachelor-nivå,Humanistiske og estetiske fag,Designutdanning,16.000000,44.000000,nus6,364,0.423382,0.541209,0.093407,0.603429,0.363323,0.295941,0.350254,0.452931,0.380711,"Butikkmedarbeidere (17%); Skulptører, kunstmalere og andre billedkunstnere (12%); Barnehage- og skolefritidsassistenter mv. (9%); Grafiske- og multimediadesignere (8%); Nett- og multimediautviklere (6%)",0.050761,0.071066,0.147208,0.106599,0.360406,0.380711,0.091371,0.060914,0.350254,0.380711
0236,HVO,Høgskulen i Volda,2025,PPUA-D,"Praktisk-pedagogisk utdanning, allmennfag (deltid)",623801,Praktisk-pedagogisk utdanning for universitets- og høgskolekandidater,AR,"Årsstudium, 60-studiepoeng",Bachelor-nivå,Lærerutdanninger og pedagogikk,Praktisk-pedagogisk utdanning,15.000000,48.000000,nus6,10984,0.373153,0.869720,0.010288,0.608141,0.370189,0.360608,0.100796,0.350706,0.117566,Grunnskolelærere (37%); Lektorer mv. (videregående skole) (23%); Høyere saksbehandlere i offentlig og privat virksomhet (4%); Ledere av utdanning og undervisning (4%); Andre musikklærere (2%),0.018336,0.013813,0.037825,0.041860,0.727263,0.727330,0.115780,0.099431,0.100796,0.117566
