date,yrke4,alder_gr,count
2015-09-16,7223,9,14
2015-09-16,7224,3,6
2015-09-16,7224,4,7
2015-09-16,7224,5,16
2015-09-16,7224,6,27
2015-09-16,7224,7,20
2015-09-16,7224,8,16
2015-09-16,7231,1,2382
2015-09-16,7231,2,2559
2015-09-16,7231,3,2864
2015-09-16,7231,4,1839
2015-09-16,7231,5,2539
2015-09-16,7231,6,3191
2015-09-16,7231,7,2457
2015-09-16,7231,8,967
2015-09-16,7231,9,96
2015-09-16,7232,1,118
2015-09-16,7232,2,160
2015-09-16,7232,3,182
2015-09-16,7232,4,146
2015-09-16,7232,5,213
2015-09-16,7232,6,591
2015-09-16,7232,7,689
2015-09-16,7232,8,261
2015-09-16,7233,1,2264
2015-09-16,7233,2,2087
2015-09-16,7233,3,2273
2015-09-16,7233,4,1678
2015-09-16,7233,5,2458
2015-09-16,7233,6,4156
2015-09-16,7233,7,3966
2015-09-16,7233,8,1842
2015-09-16,7233,9,122
2015-09-16,7234,1,9
2015-09-16,7234,2,10
2015-09-16,7234,3,23
2015-09-16,7234,4,15
2015-09-16,7234,5,13
2015-09-16,7234,6,17
2015-09-16,7234,7,19
2015-09-16,7234,8,7
2015-09-16,7311,1,53
2015-09-16,7311,2,41
2015-09-16,7311,3,35
2015-09-16,7311,4,49
2015-09-16,7311,5,71
2015-09-16,7311,6,143
2015-09-16,7311,7,138
2015-09-16,7311,8,70
2015-09-16,7311,9,12
2015-09-16,7312,2,5
2015-09-16,7312,4,14
2015-09-16,7312,6,8
2015-09-16,7312,7,7
2015-09-16,7312,8,13
2015-09-16,7312,9,5
2015-09-16,7313,1,11
2015-09-16,7313,2,18
2015-09-16,7313,3,24
2015-09-16,7313,4,29
2015-09-16,7313,5,48
2015-09-16,7313,6,90
2015-09-16,7313,7,87
2015-09-16,7313,8,50
2015-09-16,7313,9,9
2015-09-16,7314,0,5
2015-09-16,7314,7,8
2015-09-16,7315,2,7
2015-09-16,7315,3,5
2015-09-16,7315,4,15
2015-09-16,7315,5,23
2015-09-16,7315,6,40
2015-09-16,7315,7,23
2015-09-16,7315,8,9
2015-09-16,7316,1,5
2015-09-16,7316,3,6
2015-09-16,7318,1,16
2015-09-16,7318,2,25
2015-09-16,7318,3,28
2015-09-16,7318,4,20
2015-09-16,7318,5,37
2015-09-16,7318,6,91
2015-09-16,7318,7,77
2015-09-16,7318,8,83
2015-09-16,7318,9,29
2015-09-16,7319,1,13
2015-09-16,7319,2,7
2015-09-16,7319,3,11
2015-09-16,7319,4,17
2015-09-16,7319,5,13
2015-09-16,7319,6,17
2015-09-16,7319,7,23
2015-09-16,7319,8,13
2015-09-16,7321,1,50
2015-09-16,7321,2,64
2015-09-16,7321,3,140
2015-09-16,7321,4,122
2015-09-16,7321,5,199
2015-09-16,7321,6,389
2015-09-16,7321,7,402
2015-09-16,7321,8,188
2015-09-16,7321,9,6
2015-09-16,7322,1,106
2015-09-16,7322,2,77
2015-09-16,7322,3,129
2015-09-16,7322,4,136
2015-09-16,7322,5,199
2015-09-16,7322,6,416
2015-09-16,7322,7,450
2015-09-16,7322,8,210
2015-09-16,7322,9,10
2015-09-16,7323,1,22
2015-09-16,7323,2,22
2015-09-16,7323,3,41
2015-09-16,7323,4,33
2015-09-16,7323,5,74
2015-09-16,7323,6,80
2015-09-16,7323,7,90
2015-09-16,7323,8,43
2015-09-16,7411,0,8
2015-09-16,7411,1,4872
2015-09-16,7411,2,4097
2015-09-16,7411,3,4350
2015-09-16,7411,4,2887
2015-09-16,7411,5,3142
2015-09-16,7411,6,4218
2015-09-16,7411,7,3938
2015-09-16,7411,8,1612
2015-09-16,7411,9,88
2015-09-16,7412,1,797
2015-09-16,7412,2,871
2015-09-16,7412,3,789
2015-09-16,7412,4,518
2015-09-16,7412,5,648
2015-09-16,7412,6,1006
2015-09-16,7412,7,1025
2015-09-16,7412,8,414
2015-09-16,7412,9,19
2015-09-16,7413,1,1033
2015-09-16,7413,2,630
2015-09-16,7413,3,556
2015-09-16,7413,4,330
2015-09-16,7413,5,372
2015-09-16,7413,6,708
2015-09-16,7413,7,966
2015-09-16,7413,8,384
2015-09-16,7413,9,5
2015-09-16,7421,1,30
2015-09-16,7421,2,101
2015-09-16,7421,3,163
2015-09-16,7421,4,124
2015-09-16,7421,5,178
2015-09-16,7421,6,276
2015-09-16,7421,7,532
2015-09-16,7421,8,226
2015-09-16,7421,9,5
2015-09-16,7422,0,6
2015-09-16,7422,1,921
2015-09-16,7422,2,473
2015-09-16,7422,3,431
2015-09-16,7422,4,280
2015-09-16,7422,5,286
2015-09-16,7422,6,375
2015-09-16,7422,7,475
2015-09-16,7422,8,208
2015-09-16,7422,9,5
2015-09-16,7511,1,172
2015-09-16,7511,2,261
2015-09-16,7511,3,435
2015-09-16,7511,4,310
2015-09-16,7511,5,453
2015-09-16,7511,6,617
2015-09-16,7511,7,470
2015-09-16,7511,8,168
2015-09-16,7511,9,28
2015-09-16,7512,1,183
2015-09-16,7512,2,185
2015-09-16,7512,3,244
2015-09-16,7512,4,232
2015-09-16,7512,5,308
2015-09-16,7512,6,345
2015-09-16,7512,7,221
2015-09-16,7512,8,87
2015-09-16,7512,9,7
2015-09-16,7514,6,7
2015-09-16,7514,7,5
2015-09-16,7515,3,5
2015-09-16,7515,4,5
2015-09-16,7515,5,16
2015-09-16,7515,6,26
2015-09-16,7515,7,22
2015-09-16,7515,8,6
2015-09-16,7522,1,120
2015-09-16,7522,2,150
2015-09-16,7522,3,264
2015-09-16,7522,4,197
2015-09-16,7522,5,360
2015-09-16,7522,6,443
2015-09-16,7522,7,313
2015-09-16,7522,8,128
2015-09-16,7522,9,26
2015-09-16,7531,0,6
2015-09-16,7531,1,13
2015-09-16,7531,2,25
2015-09-16,7531,3,35
2015-09-16,7531,4,32
2015-09-16,7531,5,55
2015-09-16,7531,6,108
2015-09-16,7531,7,101
2015-09-16,7531,8,50
2015-09-16,7531,9,14
2015-09-16,7532,2,5
2015-09-16,7532,5,10
2015-09-16,7532,6,16
2015-09-16,7532,7,17
2015-09-16,7532,8,12
2015-09-16,7534,1,17
2015-09-16,7534,2,10
2015-09-16,7534,3,37
2015-09-16,7534,4,35
2015-09-16,7534,5,58
2015-09-16,7534,6,95
2015-09-16,7534,7,91
2015-09-16,7534,8,42
2015-09-16,7534,9,6
2015-09-16,7535,1,16
2015-09-16,7535,2,7
2015-09-16,7535,3,15
2015-09-16,7535,4,13
2015-09-16,7535,5,30
2015-09-16,7535,6,35
2015-09-16,7535,7,29
2015-09-16,7535,8,14
2015-09-16,7536,1,6
2015-09-16,7536,2,7
2015-09-16,7536,3,8
2015-09-16,7536,4,10
2015-09-16,7536,6,10
2015-09-16,7536,7,10
2015-09-16,7541,1,16
2015-09-16,7541,2,66
2015-09-16,7541,3,82
2015-09-16,7541,4,83
2015-09-16,7541,5,99
2015-09-16,7541,6,104
2015-09-16,7541,7,43
2015-09-16,7541,8,10
2015-09-16,7541,9,5
2015-09-16,7542,1,115
2015-09-16,7542,2,135
2015-09-16,7542,3,175
2015-09-16,7542,4,143
2015-09-16,7542,5,199
2015-09-16,7542,6,295
2015-09-16,7542,7,250
2015-09-16,7542,8,82
2015-09-16,7542,9,6
2015-09-16,7543,3,6
2015-09-16,7543,4,7
2015-09-16,7543,6,5
2015-09-16,7543,7,13
2015-09-16,7543,8,7
2015-09-16,7543,9,5
2015-09-16,7544,2,11
2015-09-16,7544,3,37
2015-09-16,7544,4,25
2015-09-16,7544,5,48
2015-09-16,7544,6,93
2015-09-16,7544,7,50
2015-09-16,7544,8,16
2015-09-16,7549,1,136
2015-09-16,7549,2,116
2015-09-16,7549,3,154
2015-09-16,7549,4,142
2015-09-16,7549,5,145
2015-09-16,7549,6,216
2015-09-16,7549,7,145
2015-09-16,7549,8,53
2015-09-16,7549,9,9
2015-09-16,8111,1,116
2015-09-16,8111,2,81
2015-09-16,8111,3,98
2015-09-16,8111,4,60
2015-09-16,8111,5,94
2015-09-16,8111,6,166
2015-09-16,8111,7,210
2015-09-16,8111,8,86
2015-09-16,8111,9,5
2015-09-16,8112,1,5
2015-09-16,8112,2,19
2015-09-16,8112,3,20
2015-09-16,8112,4,7
2015-09-16,8112,5,16
2015-09-16,8112,6,44
2015-09-16,8112,7,63
2015-09-16,8112,8,11
2015-09-16,8113,0,5
2015-09-16,8113,1,687
2015-09-16,8113,2,1079
2015-09-16,8113,3,1968
2015-09-16,8113,4,1597
2015-09-16,8113,5,2210
2015-09-16,8113,6,3532
2015-09-16,8113,7,2639
2015-09-16,8113,8,766
2015-09-16,8113,9,10
2015-09-16,8114,1,86
2015-09-16,8114,2,143
2015-09-16,8114,3,209
2015-09-16,8114,4,226
2015-09-16,8114,5,269
2015-09-16,8114,6,424
2015-09-16,8114,7,383
2015-09-16,8114,8,141
2015-09-16,8121,0,8
2015-09-16,8121,1,579
2015-09-16,8121,2,650
2015-09-16,8121,3,828
2015-09-16,8121,4,666
2015-09-16,8121,5,1014
2015-09-16,8121,6,1947
2015-09-16,8121,7,1939
2015-09-16,8121,8,836
2015-09-16,8121,9,28
2015-09-16,8131,0,5
2015-09-16,8131,1,971
2015-09-16,8131,2,776
2015-09-16,8131,3,961
2015-09-16,8131,4,705
2015-09-16,8131,5,950
2015-09-16,8131,6,1949
2015-09-16,8131,7,2258
2015-09-16,8131,8,721
2015-09-16,8131,9,13
2015-09-16,8132,1,7
2015-09-16,8132,2,14
2015-09-16,8132,3,12
2015-09-16,8132,4,6
2015-09-16,8132,5,16
2015-09-16,8132,6,7
2015-09-16,8132,7,14
2015-09-16,8132,8,5
2015-09-16,8141,1,12
2015-09-16,8141,2,17
2015-09-16,8141,3,33
2015-09-16,8141,4,48
2015-09-16,8141,5,50
2015-09-16,8141,6,87
2015-09-16,8141,7,75
2015-09-16,8141,8,41
2015-09-16,8142,1,173
2015-09-16,8142,2,223
2015-09-16,8142,3,287
2015-09-16,8142,4,255
2015-09-16,8142,5,381
2015-09-16,8142,6,577
2015-09-16,8142,7,511
2015-09-16,8142,8,205
2015-09-16,8142,9,6
2015-09-16,8143,0,6
2015-09-16,8143,1,25
2015-09-16,8143,2,18
2015-09-16,8143,3,27
2015-09-16,8143,4,13
2015-09-16,8143,5,42
2015-09-16,8143,6,110
2015-09-16,8143,7,164
2015-09-16,8143,8,59
2015-09-16,8151,2,5
2015-09-16,8151,3,14
2015-09-16,8151,4,7
2015-09-16,8151,5,12
2015-09-16,8151,6,18
2015-09-16,8151,7,33
2015-09-16,8151,8,14
2015-09-16,8152,1,50
2015-09-16,8152,2,30
2015-09-16,8152,3,87
2015-09-16,8152,4,86
2015-09-16,8152,5,114
2015-09-16,8152,6,178
2015-09-16,8152,7,157
2015-09-16,8152,8,101
2015-09-16,8152,9,19
2015-09-16,8153,1,24
2015-09-16,8153,2,17
2015-09-16,8153,3,58
2015-09-16,8153,4,57
2015-09-16,8153,5,118
2015-09-16,8153,6,208
2015-09-16,8153,7,258
2015-09-16,8153,8,193
2015-09-16,8153,9,16
2015-09-16,8154,3,18
2015-09-16,8154,4,12
2015-09-16,8154,5,24
2015-09-16,8154,6,51
2015-09-16,8154,7,74
2015-09-16,8154,8,23
2015-09-16,8156,1,10
2015-09-16,8156,3,8
2015-09-16,8156,4,5
2015-09-16,8156,5,11
2015-09-16,8156,6,5
2015-09-16,8156,7,6
2015-09-16,8156,8,11
2015-09-16,8157,0,5
2015-09-16,8157,1,230
2015-09-16,8157,2,204
2015-09-16,8157,3,275
2015-09-16,8157,4,216
2015-09-16,8157,5,315
2015-09-16,8157,6,524
2015-09-16,8157,7,506
2015-09-16,8157,8,361
2015-09-16,8157,9,52
2015-09-16,8160,0,34
2015-09-16,8160,1,2080
2015-09-16,8160,2,2472
2015-09-16,8160,3,3494
2015-09-16,8160,4,2716
2015-09-16,8160,5,3415
2015-09-16,8160,6,4890
2015-09-16,8160,7,4107
2015-09-16,8160,8,1566
2015-09-16,8160,9,102
2015-09-16,8171,0,7
2015-09-16,8171,1,228
2015-09-16,8171,2,192
2015-09-16,8171,3,283
2015-09-16,8171,4,249
2015-09-16,8171,5,389
2015-09-16,8171,6,630
2015-09-16,8171,7,743
2015-09-16,8171,8,336
2015-09-16,8171,9,9
2015-09-16,8172,0,5
2015-09-16,8172,1,178
2015-09-16,8172,2,240
2015-09-16,8172,3,328
2015-09-16,8172,4,293
2015-09-16,8172,5,455
2015-09-16,8172,6,850
2015-09-16,8172,7,885
2015-09-16,8172,8,428
2015-09-16,8172,9,28
2015-09-16,8181,1,103
2015-09-16,8181,2,128
2015-09-16,8181,3,181
2015-09-16,8181,4,171
2015-09-16,8181,5,253
2015-09-16,8181,6,359
2015-09-16,8181,7,274
2015-09-16,8181,8,143
2015-09-16,8181,9,6
2015-09-16,8182,1,40
2015-09-16,8182,2,30
2015-09-16,8182,3,48
2015-09-16,8182,4,52
2015-09-16,8182,5,126
2015-09-16,8182,6,322
2015-09-16,8182,7,377
2015-09-16,8182,8,176
2015-09-16,8182,9,10
2015-09-16,8183,1,38
2015-09-16,8183,2,77
2015-09-16,8183,3,95
2015-09-16,8183,4,90
2015-09-16,8183,5,131
2015-09-16,8183,6,266
2015-09-16,8183,7,311
2015-09-16,8183,8,104
2015-09-16,8211,1,54
2015-09-16,8211,2,103
2015-09-16,8211,3,193
2015-09-16,8211,4,162
2015-09-16,8211,5,258
2015-09-16,8211,6,363
2015-09-16,8211,7,292
2015-09-16,8211,8,105
2015-09-16,8211,9,8
2015-09-16,8212,1,158
2015-09-16,8212,2,206
2015-09-16,8212,3,381
2015-09-16,8212,4,339
2015-09-16,8212,5,506
2015-09-16,8212,6,882
2015-09-16,8212,7,871
2015-09-16,8212,8,417
2015-09-16,8212,9,9
2015-09-16,8219,2,6
2015-09-16,8219,3,17
2015-09-16,8219,4,6
2015-09-16,8219,5,6
2015-09-16,8219,6,10
2015-09-16,8219,7,8
2015-09-16,8219,9,6
2015-09-16,8311,2,29
2015-09-16,8311,3,139
2015-09-16,8311,4,149
2015-09-16,8311,5,231
2015-09-16,8311,6,327
2015-09-16,8311,7,554
2015-09-16,8311,8,203
2015-09-16,8312,1,10
2015-09-16,8312,2,20
2015-09-16,8312,3,15
2015-09-16,8312,4,12
2015-09-16,8312,5,24
2015-09-16,8312,6,20
2015-09-16,8312,7,48
2015-09-16,8312,8,23
2015-09-16,8322,0,7
2015-09-16,8322,1,712
2015-09-16,8322,2,2026
2015-09-16,8322,3,2236
2015-09-16,8322,4,1699
2015-09-16,8322,5,2175
2015-09-16,8322,6,3400
2015-09-16,8322,7,2952
2015-09-16,8322,8,1902
2015-09-16,8322,9,493
2015-09-16,8331,1,34
2015-09-16,8331,2,158
2015-09-16,8331,3,535
2015-09-16,8331,4,777
2015-09-16,8331,5,1455
2015-09-16,8331,6,3512
2015-09-16,8331,7,4713
2015-09-16,8331,8,3842
2015-09-16,8331,9,613
2015-09-16,8332,0,24
2015-09-16,8332,1,422
2015-09-16,8332,2,1646
2015-09-16,8332,3,3030
2015-09-16,8332,4,2484
2015-09-16,8332,5,3752
2015-09-16,8332,6,6867
2015-09-16,8332,7,6326
2015-09-16,8332,8,2697
2015-09-16,8332,9,332
2015-09-16,8341,1,65
2015-09-16,8341,2,86
2015-09-16,8341,3,89
2015-09-16,8341,4,72
2015-09-16,8341,5,87
2015-09-16,8341,6,151
2015-09-16,8341,7,131
2015-09-16,8341,8,84
2015-09-16,8341,9,5
2015-09-16,8342,1,1291
2015-09-16,8342,2,1925
2015-09-16,8342,3,2491
2015-09-16,8342,4,1685
2015-09-16,8342,5,2279
2015-09-16,8342,6,3972
2015-09-16,8342,7,4218
2015-09-16,8342,8,2027
2015-09-16,8342,9,182
2015-09-16,8343,0,5
2015-09-16,8343,1,59
2015-09-16,8343,2,79
2015-09-16,8343,3,136
2015-09-16,8343,4,156
2015-09-16,8343,5,211
2015-09-16,8343,6,442
2015-09-16,8343,7,459
2015-09-16,8343,8,216
2015-09-16,8343,9,13
2015-09-16,8344,1,27
2015-09-16,8344,2,77
2015-09-16,8344,3,129
2015-09-16,8344,4,83
2015-09-16,8344,5,126
2015-09-16,8344,6,237
2015-09-16,8344,7,255
2015-09-16,8344,8,94
2015-09-16,8350,1,668
2015-09-16,8350,2,685
2015-09-16,8350,3,593
2015-09-16,8350,4,420
2015-09-16,8350,5,507
2015-09-16,8350,6,998
2015-09-16,8350,7,1299
2015-09-16,8350,8,456
2015-09-16,8350,9,47
2015-09-16,9111,1,21
2015-09-16,9111,2,36
2015-09-16,9111,3,62
2015-09-16,9111,4,44
2015-09-16,9111,5,44
2015-09-16,9111,6,60
2015-09-16,9111,7,45
2015-09-16,9111,8,25
2015-09-16,9111,9,5
2015-09-16,9112,0,44
2015-09-16,9112,1,8838
2015-09-16,9112,2,4602
2015-09-16,9112,3,7804
2015-09-16,9112,4,6929
2015-09-16,9112,5,10749
2015-09-16,9112,6,16330
2015-09-16,9112,7,15199
2015-09-16,9112,8,7249
2015-09-16,9112,9,866
2015-09-16,9122,1,337
2015-09-16,9122,2,411
2015-09-16,9122,3,506
2015-09-16,9122,4,388
2015-09-16,9122,5,409
2015-09-16,9122,6,477
2015-09-16,9122,7,288
2015-09-16,9122,8,115
2015-09-16,9122,9,14
2015-09-16,9123,1,7
2015-09-16,9123,2,5
2015-09-16,9123,3,14
2015-09-16,9123,4,18
2015-09-16,9123,5,9
2015-09-16,9123,6,15
2015-09-16,9123,7,9
2015-09-16,9123,8,7
2015-09-16,9123,9,6
2015-09-16,9129,7,7
2015-09-16,9211,1,155
2015-09-16,9211,2,201
2015-09-16,9211,3,119
2015-09-16,9211,4,68
2015-09-16,9211,5,94
2015-09-16,9211,6,129
2015-09-16,9211,7,69
2015-09-16,9211,8,20
2015-09-16,9212,1,329
2015-09-16,9212,2,148
2015-09-16,9212,3,85
2015-09-16,9212,4,41
2015-09-16,9212,5,53
2015-09-16,9212,6,64
2015-09-16,9212,7,44
2015-09-16,9212,8,28
2015-09-16,9212,9,6
2015-09-16,9213,0,5
2015-09-16,9213,1,186
2015-09-16,9213,2,120
2015-09-16,9213,3,129
2015-09-16,9213,4,71
2015-09-16,9213,5,89
2015-09-16,9213,6,131
2015-09-16,9213,7,62
2015-09-16,9213,8,42
2015-09-16,9213,9,11
2015-09-16,9214,0,8
2015-09-16,9214,1,532
2015-09-16,9214,2,281
2015-09-16,9214,3,306
2015-09-16,9214,4,208
2015-09-16,9214,5,330
2015-09-16,9214,6,369
2015-09-16,9214,7,290
2015-09-16,9214,8,171
2015-09-16,9214,9,26
2015-09-16,9215,1,7
2015-09-16,9215,2,5
2015-09-16,9215,3,10
2015-09-16,9215,4,5
2015-09-16,9215,5,9
2015-09-16,9215,6,9
2015-09-16,9215,7,13
2015-09-16,9216,1,15
2015-09-16,9216,2,10
2015-09-16,9216,3,5
2015-09-16,9216,4,10
2015-09-16,9216,6,5
2015-09-16,9216,8,5
2015-09-16,9216,9,5
2015-09-16,9311,1,7
2015-09-16,9311,2,7
2015-09-16,9311,3,7
2015-09-16,9311,4,6
2015-09-16,9311,7,7
2015-09-16,9311,8,8
2015-09-16,9312,0,15
2015-09-16,9312,1,2190
2015-09-16,9312,2,1813
2015-09-16,9312,3,2115
2015-09-16,9312,4,1467
2015-09-16,9312,5,1886
2015-09-16,9312,6,2424
2015-09-16,9312,7,2002
2015-09-16,9312,8,831
2015-09-16,9312,9,130
2015-09-16,9313,0,8
2015-09-16,9313,1,987
2015-09-16,9313,2,847
2015-09-16,9313,3,1197
2015-09-16,9313,4,871
2015-09-16,9313,5,1204
2015-09-16,9313,6,1287
2015-09-16,9313,7,681
2015-09-16,9313,8,181
2015-09-16,9313,9,22
2015-09-16,9321,1,311
2015-09-16,9321,2,209
2015-09-16,9321,3,249
2015-09-16,9321,4,179
2015-09-16,9321,5,218
2015-09-16,9321,6,327
2015-09-16,9321,7,235
2015-09-16,9321,8,99
2015-09-16,9321,9,12
2015-09-16,9329,0,8
2015-09-16,9329,1,1228
2015-09-16,9329,2,1044
2015-09-16,9329,3,924
2015-09-16,9329,4,630
2015-09-16,9329,5,853
2015-09-16,9329,6,1214
2015-09-16,9329,7,1127
2015-09-16,9329,8,565
2015-09-16,9329,9,56
2015-09-16,9333,0,9
2015-09-16,9333,1,758
2015-09-16,9333,2,711
2015-09-16,9333,3,676
2015-09-16,9333,4,376
2015-09-16,9333,5,436
2015-09-16,9333,6,615
2015-09-16,9333,7,481
2015-09-16,9333,8,203
2015-09-16,9333,9,74
2015-09-16,9334,1,627
2015-09-16,9334,2,136
2015-09-16,9334,3,96
2015-09-16,9334,4,62
2015-09-16,9334,5,63
2015-09-16,9334,6,102
2015-09-16,9334,7,79
2015-09-16,9334,8,48
2015-09-16,9334,9,26
2015-09-16,9412,0,14
2015-09-16,9412,1,6811
2015-09-16,9412,2,2875
2015-09-16,9412,3,2742
2015-09-16,9412,4,1721
2015-09-16,9412,5,2268
2015-09-16,9412,6,3242
2015-09-16,9412,7,2995
2015-09-16,9412,8,1610
2015-09-16,9412,9,239
2015-09-16,9510,1,16
2015-09-16,9510,2,24
2015-09-16,9510,3,27
2015-09-16,9510,4,37
2015-09-16,9510,5,54
2015-09-16,9510,6,44
2015-09-16,9510,7,36
2015-09-16,9510,8,14
2015-09-16,9611,1,326
2015-09-16,9611,2,344
2015-09-16,9611,3,612
2015-09-16,9611,4,501
2015-09-16,9611,5,749
2015-09-16,9611,6,1209
2015-09-16,9611,7,1009
2015-09-16,9611,8,401
2015-09-16,9611,9,50
2015-09-16,9612,1,62
2015-09-16,9612,2,63
2015-09-16,9612,3,73
2015-09-16,9612,4,63
2015-09-16,9612,5,81
2015-09-16,9612,6,143
2015-09-16,9612,7,136
2015-09-16,9612,8,68
2015-09-16,9612,9,14
2015-09-16,9613,3,6
2015-09-16,9613,4,5
2015-09-16,9613,5,6
2015-09-16,9613,6,6
2015-09-16,9621,1,1952
2015-09-16,9621,2,337
2015-09-16,9621,3,586
2015-09-16,9621,4,445
2015-09-16,9621,5,492
2015-09-16,9621,6,680
2015-09-16,9621,7,500
2015-09-16,9621,8,333
2015-09-16,9621,9,88
2015-09-16,9622,0,8
2015-09-16,9622,1,1212
2015-09-16,9622,2,567
2015-09-16,9622,3,626
2015-09-16,9622,4,492
2015-09-16,9622,5,609
2015-09-16,9622,6,836
2015-09-16,9622,7,725
2015-09-16,9622,8,378
2015-09-16,9622,9,115
2015-09-16,9623,1,13
2015-09-16,9623,2,21
2015-09-16,9623,3,13
2015-09-16,9623,4,26
2015-09-16,9623,5,24
2015-09-16,9623,6,46
2015-09-16,9623,7,66
2015-09-16,9623,8,70
2015-09-16,9623,9,17
2015-09-16,9629,1,257
2015-09-16,9629,2,210
2015-09-16,9629,3,123
2015-09-16,9629,4,55
2015-09-16,9629,5,53
2015-09-16,9629,6,91
2015-09-16,9629,7,105
2015-09-16,9629,8,138
2015-09-16,9629,9,133
2015-10-16,0000,0,24
2015-10-16,0000,1,1960
2015-10-16,0000,2,2240
2015-10-16,0000,3,2900
2015-10-16,0000,4,2178
2015-10-16,0000,5,3314
2015-10-16,0000,6,5161
2015-10-16,0000,7,4755
2015-10-16,0000,8,3479
2015-10-16,0000,9,1537
2015-10-16,0110,1,84
2015-10-16,0110,2,1032
2015-10-16,0110,3,1855
2015-10-16,0110,4,1084
2015-10-16,0110,5,1528
2015-10-16,0110,6,2318
2015-10-16,0110,7,1995
2015-10-16,0110,8,13
2015-10-16,0210,1,448
2015-10-16,0210,2,592
2015-10-16,0210,3,132
2015-10-16,0210,4,20
2015-10-16,0210,6,10
2015-10-16,0310,1,8123
2015-10-16,0310,2,1243
2015-10-16,0310,3,301
2015-10-16,0310,4,72
2015-10-16,0310,5,78
2015-10-16,0310,6,123
2015-10-16,0310,7,106
2015-10-16,0310,8,99
2015-10-16,0310,9,56
2015-10-16,1111,1,25
2015-10-16,1111,2,69
2015-10-16,1111,3,148
2015-10-16,1111,4,138
2015-10-16,1111,5,267
2015-10-16,1111,6,650
2015-10-16,1111,7,849
2015-10-16,1111,8,780
2015-10-16,1111,9,365
2015-10-16,1112,1,7
2015-10-16,1112,3,15
2015-10-16,1112,4,30
2015-10-16,1112,5,50
2015-10-16,1112,6,230
2015-10-16,1112,7,351
2015-10-16,1112,8,233
2015-10-16,1112,9,7
2015-10-16,1114,1,53
2015-10-16,1114,2,75
2015-10-16,1114,3,113
2015-10-16,1114,4,96
2015-10-16,1114,5,232
2015-10-16,1114,6,609
2015-10-16,1114,7,767
2015-10-16,1114,8,395
2015-10-16,1114,9,22
2015-10-16,1120,1,48
2015-10-16,1120,2,337
2015-10-16,1120,3,1264
2015-10-16,1120,4,1875
2015-10-16,1120,5,4428
2015-10-16,1120,6,11975
2015-10-16,1120,7,13214
2015-10-16,1120,8,6402
2015-10-16,1120,9,771
2015-10-16,1211,1,8
2015-10-16,1211,2,35
2015-10-16,1211,3,197
2015-10-16,1211,4,455
2015-10-16,1211,5,1261
2015-10-16,1211,6,3007
2015-10-16,1211,7,2929
2015-10-16,1211,8,1175
2015-10-16,1211,9,57
2015-10-16,1212,2,8
2015-10-16,1212,3,38
2015-10-16,1212,4,90
2015-10-16,1212,5,242
2015-10-16,1212,6,764
2015-10-16,1212,7,803
2015-10-16,1212,8,290
2015-10-16,1212,9,6
2015-10-16,1213,2,7
2015-10-16,1213,3,39
2015-10-16,1213,4,98
2015-10-16,1213,5,348
2015-10-16,1213,6,1146
2015-10-16,1213,7,1119
2015-10-16,1213,8,435
2015-10-16,1213,9,12
2015-10-16,1219,1,20
2015-10-16,1219,2,88
2015-10-16,1219,3,366
2015-10-16,1219,4,694
2015-10-16,1219,5,1929
2015-10-16,1219,6,6172
2015-10-16,1219,7,7155
2015-10-16,1219,8,3605
2015-10-16,1219,9,337
2015-10-16,1221,1,6
2015-10-16,1221,2,121
2015-10-16,1221,3,734
2015-10-16,1221,4,1054
2015-10-16,1221,5,2748
2015-10-16,1221,6,5437
2015-10-16,1221,7,3952
2015-10-16,1221,8,1352
2015-10-16,1221,9,50
2015-10-16,1222,2,25
2015-10-16,1222,3,79
2015-10-16,1222,4,122
2015-10-16,1222,5,253
2015-10-16,1222,6,524
2015-10-16,1222,7,315
2015-10-16,1222,8,124
2015-10-16,1223,2,5
2015-10-16,1223,3,51
2015-10-16,1223,4,113
2015-10-16,1223,5,305
2015-10-16,1223,6,785
2015-10-16,1223,7,788
2015-10-16,1223,8,390
2015-10-16,1223,9,13
2015-10-16,1311,3,26
2015-10-16,1311,4,52
2015-10-16,1311,5,117
2015-10-16,1311,6,290
2015-10-16,1311,7,330
2015-10-16,1311,8,164
2015-10-16,1312,3,5
2015-10-16,1312,4,17
2015-10-16,1312,5,38
2015-10-16,1312,6,98
2015-10-16,1312,7,59
2015-10-16,1312,8,15
2015-10-16,1321,1,8
2015-10-16,1321,2,43
2015-10-16,1321,3,310
2015-10-16,1321,4,665
2015-10-16,1321,5,1703
2015-10-16,1321,6,4250
2015-10-16,1321,7,4358
2015-10-16,1321,8,1896
2015-10-16,1321,9,84
2015-10-16,1322,3,64
2015-10-16,1322,4,227
2015-10-16,1322,5,817
2015-10-16,1322,6,2462
2015-10-16,1322,7,2579
2015-10-16,1322,8,778
2015-10-16,1322,9,7
2015-10-16,1323,1,9
2015-10-16,1323,2,81
2015-10-16,1323,3,531
2015-10-16,1323,4,730
2015-10-16,1323,5,1539
2015-10-16,1323,6,3625
2015-10-16,1323,7,3805
2015-10-16,1323,8,1746
2015-10-16,1323,9,119
2015-10-16,1324,1,10
2015-10-16,1324,2,64
2015-10-16,1324,3,256
2015-10-16,1324,4,449
2015-10-16,1324,5,1070
2015-10-16,1324,6,2816
2015-10-16,1324,7,2750
2015-10-16,1324,8,1171
2015-10-16,1324,9,52
