date,yrke4,alder_gr,count
2022-01-16,4311,5,2009
2022-01-16,4311,6,3525
2022-01-16,4311,7,5413
2022-01-16,4311,8,2906
2022-01-16,4311,9,447
2022-01-16,4312,1,5
2022-01-16,4312,2,19
2022-01-16,4312,3,30
2022-01-16,4312,4,33
2022-01-16,4312,5,30
2022-01-16,4312,6,66
2022-01-16,4312,7,162
2022-01-16,4312,8,74
2022-01-16,4312,9,13
2022-01-16,4313,1,8
2022-01-16,4313,2,28
2022-01-16,4313,3,92
2022-01-16,4313,4,112
2022-01-16,4313,5,233
2022-01-16,4313,6,383
2022-01-16,4313,7,721
2022-01-16,4313,8,375
2022-01-16,4313,9,9
2022-01-16,4321,0,91
2022-01-16,4321,1,4519
2022-01-16,4321,2,4271
2022-01-16,4321,3,5158
2022-01-16,4321,4,4022
2022-01-16,4321,5,5232
2022-01-16,4321,6,6905
2022-01-16,4321,7,7115
2022-01-16,4321,8,3242
2022-01-16,4321,9,199
2022-01-16,4322,0,6
2022-01-16,4322,1,331
2022-01-16,4322,2,503
2022-01-16,4322,3,910
2022-01-16,4322,4,816
2022-01-16,4322,5,1317
2022-01-16,4322,6,1795
2022-01-16,4322,7,1925
2022-01-16,4322,8,686
2022-01-16,4322,9,14
2022-01-16,4323,1,629
2022-01-16,4323,2,618
2022-01-16,4323,3,718
2022-01-16,4323,4,606
2022-01-16,4323,5,806
2022-01-16,4323,6,1173
2022-01-16,4323,7,1539
2022-01-16,4323,8,790
2022-01-16,4323,9,85
2022-01-16,4411,1,89
2022-01-16,4411,2,81
2022-01-16,4411,3,47
2022-01-16,4411,4,23
2022-01-16,4411,5,33
2022-01-16,4411,6,62
2022-01-16,4411,7,61
2022-01-16,4411,8,50
2022-01-16,4412,1,312
2022-01-16,4412,2,344
2022-01-16,4412,3,322
2022-01-16,4412,4,221
2022-01-16,4412,5,256
2022-01-16,4412,6,357
2022-01-16,4412,7,1022
2022-01-16,4412,8,870
2022-01-16,4412,9,50
2022-01-16,4413,2,5
2022-01-16,4413,4,10
2022-01-16,4413,6,5
2022-01-16,4413,7,5
2022-01-16,4415,1,39
2022-01-16,4415,2,34
2022-01-16,4415,3,61
2022-01-16,4415,4,72
2022-01-16,4415,5,103
2022-01-16,4415,6,237
2022-01-16,4415,7,320
2022-01-16,4415,8,181
2022-01-16,4415,9,13
2022-01-16,4416,1,5
2022-01-16,4416,2,83
2022-01-16,4416,3,151
2022-01-16,4416,4,77
2022-01-16,4416,5,85
2022-01-16,4416,6,88
2022-01-16,4416,7,89
2022-01-16,4416,8,42
2022-01-16,5111,0,6
2022-01-16,5111,1,20
2022-01-16,5111,2,146
2022-01-16,5111,3,235
2022-01-16,5111,4,216
2022-01-16,5111,5,354
2022-01-16,5111,6,508
2022-01-16,5111,7,562
2022-01-16,5111,8,181
2022-01-16,5112,1,32
2022-01-16,5112,2,74
2022-01-16,5112,3,180
2022-01-16,5112,4,146
2022-01-16,5112,5,236
2022-01-16,5112,6,283
2022-01-16,5112,7,375
2022-01-16,5112,8,119
2022-01-16,5113,0,19
2022-01-16,5113,1,208
2022-01-16,5113,2,194
2022-01-16,5113,3,221
2022-01-16,5113,4,152
2022-01-16,5113,5,144
2022-01-16,5113,6,122
2022-01-16,5113,7,155
2022-01-16,5113,8,97
2022-01-16,5113,9,62
2022-01-16,5120,0,107
2022-01-16,5120,1,3302
2022-01-16,5120,2,2088
2022-01-16,5120,3,2841
2022-01-16,5120,4,2350
2022-01-16,5120,5,3308
2022-01-16,5120,6,3866
2022-01-16,5120,7,3167
2022-01-16,5120,8,1123
2022-01-16,5120,9,69
2022-01-16,5131,0,122
2022-01-16,5131,1,7124
2022-01-16,5131,2,4498
2022-01-16,5131,3,3780
2022-01-16,5131,4,2142
2022-01-16,5131,5,2247
2022-01-16,5131,6,2042
2022-01-16,5131,7,1363
2022-01-16,5131,8,437
2022-01-16,5131,9,67
2022-01-16,5132,0,30
2022-01-16,5132,1,1675
2022-01-16,5132,2,2206
2022-01-16,5132,3,1614
2022-01-16,5132,4,744
2022-01-16,5132,5,617
2022-01-16,5132,6,453
2022-01-16,5132,7,247
2022-01-16,5132,8,49
2022-01-16,5132,9,6
2022-01-16,5141,0,5
2022-01-16,5141,1,863
2022-01-16,5141,2,1179
2022-01-16,5141,3,1747
2022-01-16,5141,4,1299
2022-01-16,5141,5,1570
2022-01-16,5141,6,1387
2022-01-16,5141,7,1237
2022-01-16,5141,8,395
2022-01-16,5141,9,48
2022-01-16,5142,0,7
2022-01-16,5142,1,182
2022-01-16,5142,2,319
2022-01-16,5142,3,533
2022-01-16,5142,4,371
2022-01-16,5142,5,487
2022-01-16,5142,6,599
2022-01-16,5142,7,395
2022-01-16,5142,8,123
2022-01-16,5142,9,6
2022-01-16,5151,1,46
2022-01-16,5151,2,32
2022-01-16,5151,3,110
2022-01-16,5151,4,172
2022-01-16,5151,5,314
2022-01-16,5151,6,562
2022-01-16,5151,7,700
2022-01-16,5151,8,345
2022-01-16,5151,9,15
2022-01-16,5152,2,13
2022-01-16,5152,3,12
2022-01-16,5152,4,18
2022-01-16,5152,5,23
2022-01-16,5152,6,41
2022-01-16,5152,7,71
2022-01-16,5152,8,51
2022-01-16,5152,9,7
2022-01-16,5153,0,19
2022-01-16,5153,1,1364
2022-01-16,5153,2,987
2022-01-16,5153,3,1169
2022-01-16,5153,4,1174
2022-01-16,5153,5,2014
2022-01-16,5153,6,4128
2022-01-16,5153,7,7191
2022-01-16,5153,8,4758
2022-01-16,5153,9,1091
2022-01-16,5163,1,55
2022-01-16,5163,2,52
2022-01-16,5163,3,69
2022-01-16,5163,4,47
2022-01-16,5163,5,116
2022-01-16,5163,6,179
2022-01-16,5163,7,262
2022-01-16,5163,8,207
2022-01-16,5163,9,62
2022-01-16,5164,0,10
2022-01-16,5164,1,128
2022-01-16,5164,2,131
2022-01-16,5164,3,122
2022-01-16,5164,4,60
2022-01-16,5164,5,73
2022-01-16,5164,6,83
2022-01-16,5164,7,65
2022-01-16,5164,8,18
2022-01-16,5164,9,5
2022-01-16,5165,2,67
2022-01-16,5165,3,297
2022-01-16,5165,4,285
2022-01-16,5165,5,346
2022-01-16,5165,6,332
2022-01-16,5165,7,333
2022-01-16,5165,8,233
2022-01-16,5165,9,77
2022-01-16,5169,1,150
2022-01-16,5169,2,71
2022-01-16,5169,3,57
2022-01-16,5169,4,24
2022-01-16,5169,5,31
2022-01-16,5169,6,41
2022-01-16,5169,7,52
2022-01-16,5169,8,40
2022-01-16,5169,9,22
2022-01-16,5211,1,22
2022-01-16,5211,2,8
2022-01-16,5211,3,39
2022-01-16,5211,4,25
2022-01-16,5211,5,42
2022-01-16,5211,6,78
2022-01-16,5211,7,79
2022-01-16,5211,8,37
2022-01-16,5212,1,12
2022-01-16,5212,2,14
2022-01-16,5212,4,9
2022-01-16,5212,5,8
2022-01-16,5212,6,7
2022-01-16,5212,7,6
2022-01-16,5212,8,6
2022-01-16,5221,1,6
2022-01-16,5221,3,7
2022-01-16,5221,4,22
2022-01-16,5221,5,23
2022-01-16,5221,6,44
2022-01-16,5221,7,58
2022-01-16,5221,8,25
2022-01-16,5221,9,5
2022-01-16,5222,0,7
2022-01-16,5222,1,79
2022-01-16,5222,2,268
2022-01-16,5222,3,738
2022-01-16,5222,4,748
2022-01-16,5222,5,931
2022-01-16,5222,6,1177
2022-01-16,5222,7,1157
2022-01-16,5222,8,439
2022-01-16,5222,9,9
2022-01-16,5223,0,110
2022-01-16,5223,1,62877
2022-01-16,5223,2,32912
2022-01-16,5223,3,22819
2022-01-16,5223,4,12825
2022-01-16,5223,5,14188
2022-01-16,5223,6,17995
2022-01-16,5223,7,18446
2022-01-16,5223,8,9168
2022-01-16,5223,9,1057
2022-01-16,5230,1,123
2022-01-16,5230,2,77
2022-01-16,5230,3,75
2022-01-16,5230,4,38
2022-01-16,5230,5,38
2022-01-16,5230,6,68
2022-01-16,5230,7,81
2022-01-16,5230,8,39
2022-01-16,5230,9,5
2022-01-16,5241,1,23
2022-01-16,5241,2,26
2022-01-16,5241,3,18
2022-01-16,5241,5,15
2022-01-16,5241,7,8
2022-01-16,5242,1,20
2022-01-16,5242,2,13
2022-01-16,5242,3,18
2022-01-16,5242,4,7
2022-01-16,5242,5,6
2022-01-16,5242,6,9
2022-01-16,5242,7,29
2022-01-16,5242,8,6
2022-01-16,5242,9,5
2022-01-16,5243,1,53
2022-01-16,5243,2,64
2022-01-16,5243,3,42
2022-01-16,5243,4,11
2022-01-16,5243,5,21
2022-01-16,5243,6,28
2022-01-16,5243,7,18
2022-01-16,5243,8,5
2022-01-16,5244,0,14
2022-01-16,5244,1,909
2022-01-16,5244,2,851
2022-01-16,5244,3,869
2022-01-16,5244,4,482
2022-01-16,5244,5,491
2022-01-16,5244,6,593
2022-01-16,5244,7,520
2022-01-16,5244,8,209
2022-01-16,5244,9,34
2022-01-16,5245,1,319
2022-01-16,5245,2,118
2022-01-16,5245,3,136
2022-01-16,5245,4,89
2022-01-16,5245,5,87
2022-01-16,5245,6,127
2022-01-16,5245,7,135
2022-01-16,5245,8,57
2022-01-16,5245,9,17
2022-01-16,5246,0,30
2022-01-16,5246,1,6667
2022-01-16,5246,2,2120
2022-01-16,5246,3,1668
2022-01-16,5246,4,975
2022-01-16,5246,5,1080
2022-01-16,5246,6,1064
2022-01-16,5246,7,687
2022-01-16,5246,8,251
2022-01-16,5246,9,50
2022-01-16,5249,0,5
2022-01-16,5249,1,430
2022-01-16,5249,2,486
2022-01-16,5249,3,603
2022-01-16,5249,4,377
2022-01-16,5249,5,358
2022-01-16,5249,6,403
2022-01-16,5249,7,419
2022-01-16,5249,8,156
2022-01-16,5249,9,15
2022-01-16,5311,0,48
2022-01-16,5311,1,12822
2022-01-16,5311,2,12040
2022-01-16,5311,3,12217
2022-01-16,5311,4,9784
2022-01-16,5311,5,14069
2022-01-16,5311,6,20413
2022-01-16,5311,7,21104
2022-01-16,5311,8,8921
2022-01-16,5311,9,1245
2022-01-16,5312,0,16
2022-01-16,5312,1,2594
2022-01-16,5312,2,2194
2022-01-16,5312,3,1685
2022-01-16,5312,4,1177
2022-01-16,5312,5,1750
2022-01-16,5312,6,2784
2022-01-16,5312,7,3418
2022-01-16,5312,8,1733
2022-01-16,5312,9,96
2022-01-16,5321,0,74
2022-01-16,5321,1,6939
2022-01-16,5321,2,9782
2022-01-16,5321,3,11283
2022-01-16,5321,4,9503
2022-01-16,5321,5,13831
2022-01-16,5321,6,21232
2022-01-16,5321,7,27297
2022-01-16,5321,8,16207
2022-01-16,5321,9,1869
2022-01-16,5322,0,7
2022-01-16,5322,1,1730
2022-01-16,5322,2,2561
2022-01-16,5322,3,2388
2022-01-16,5322,4,1542
2022-01-16,5322,5,2075
2022-01-16,5322,6,3116
2022-01-16,5322,7,3509
2022-01-16,5322,8,2035
2022-01-16,5322,9,592
2022-01-16,5329,0,48
2022-01-16,5329,1,16899
2022-01-16,5329,2,17816
2022-01-16,5329,3,11008
2022-01-16,5329,4,6567
2022-01-16,5329,5,8240
2022-01-16,5329,6,11030
2022-01-16,5329,7,11979
2022-01-16,5329,8,6653
2022-01-16,5329,9,1045
2022-01-16,5411,1,73
2022-01-16,5411,2,351
2022-01-16,5411,3,912
2022-01-16,5411,4,1205
2022-01-16,5411,5,1821
2022-01-16,5411,6,2746
2022-01-16,5411,7,2645
2022-01-16,5411,8,426
2022-01-16,5411,9,10
2022-01-16,5413,1,93
2022-01-16,5413,2,471
2022-01-16,5413,3,577
2022-01-16,5413,4,421
2022-01-16,5413,5,493
2022-01-16,5413,6,739
2022-01-16,5413,7,871
2022-01-16,5413,8,189
2022-01-16,5413,9,5
2022-01-16,5414,0,7
2022-01-16,5414,1,830
2022-01-16,5414,2,1606
2022-01-16,5414,3,1712
2022-01-16,5414,4,1039
2022-01-16,5414,5,1124
2022-01-16,5414,6,1064
2022-01-16,5414,7,1018
2022-01-16,5414,8,538
2022-01-16,5414,9,31
2022-01-16,5419,1,839
2022-01-16,5419,2,558
2022-01-16,5419,3,482
2022-01-16,5419,4,318
2022-01-16,5419,5,354
2022-01-16,5419,6,509
2022-01-16,5419,7,520
2022-01-16,5419,8,279
2022-01-16,5419,9,31
2022-01-16,6111,1,35
2022-01-16,6111,2,17
2022-01-16,6111,3,19
2022-01-16,6111,4,5
2022-01-16,6111,5,23
2022-01-16,6111,6,20
2022-01-16,6111,7,18
2022-01-16,6111,8,9
2022-01-16,6111,9,5
2022-01-16,6112,1,5
2022-01-16,6113,0,66
2022-01-16,6113,1,509
2022-01-16,6113,2,462
2022-01-16,6113,3,688
2022-01-16,6113,4,521
2022-01-16,6113,5,705
2022-01-16,6113,6,1038
2022-01-16,6113,7,1056
2022-01-16,6113,8,437
2022-01-16,6113,9,70
2022-01-16,6121,0,9
2022-01-16,6121,1,1610
2022-01-16,6121,2,512
2022-01-16,6121,3,462
2022-01-16,6121,4,329
2022-01-16,6121,5,376
2022-01-16,6121,6,448
2022-01-16,6121,7,424
2022-01-16,6121,8,374
2022-01-16,6121,9,156
2022-01-16,6122,0,7
2022-01-16,6122,1,101
2022-01-16,6122,2,16
2022-01-16,6122,3,39
2022-01-16,6122,4,27
2022-01-16,6122,5,57
2022-01-16,6122,6,73
2022-01-16,6122,7,58
2022-01-16,6122,8,29
2022-01-16,6122,9,19
2022-01-16,6123,1,7
2022-01-16,6123,7,6
2022-01-16,6129,5,5
2022-01-16,6130,0,31
2022-01-16,6130,1,2197
2022-01-16,6130,2,573
2022-01-16,6130,3,578
2022-01-16,6130,4,366
2022-01-16,6130,5,459
2022-01-16,6130,6,563
2022-01-16,6130,7,505
2022-01-16,6130,8,432
2022-01-16,6130,9,212
2022-01-16,6210,0,15
2022-01-16,6210,1,95
2022-01-16,6210,2,63
2022-01-16,6210,3,94
2022-01-16,6210,4,75
2022-01-16,6210,5,118
2022-01-16,6210,6,143
2022-01-16,6210,7,125
2022-01-16,6210,8,84
2022-01-16,6210,9,7
2022-01-16,6221,1,1215
2022-01-16,6221,2,958
2022-01-16,6221,3,1081
2022-01-16,6221,4,668
2022-01-16,6221,5,747
2022-01-16,6221,6,912
2022-01-16,6221,7,970
2022-01-16,6221,8,367
2022-01-16,6221,9,29
2022-01-16,6222,0,6
2022-01-16,6222,1,47
2022-01-16,6222,2,47
2022-01-16,6222,3,67
2022-01-16,6222,4,53
2022-01-16,6222,5,76
2022-01-16,6222,6,90
2022-01-16,6222,7,135
2022-01-16,6222,8,52
2022-01-16,6222,9,12
2022-01-16,6224,4,5
2022-01-16,6224,6,15
2022-01-16,6224,7,15
2022-01-16,6224,8,7
2022-01-16,6224,9,7
2022-01-16,7112,0,32
2022-01-16,7112,1,283
2022-01-16,7112,2,270
2022-01-16,7112,3,430
2022-01-16,7112,4,391
2022-01-16,7112,5,647
2022-01-16,7112,6,1022
2022-01-16,7112,7,1003
2022-01-16,7112,8,327
2022-01-16,7112,9,24
2022-01-16,7113,1,17
2022-01-16,7113,2,25
2022-01-16,7113,3,48
2022-01-16,7113,4,56
2022-01-16,7113,5,88
2022-01-16,7113,6,133
2022-01-16,7113,7,168
2022-01-16,7113,8,73
2022-01-16,7113,9,5
2022-01-16,7114,0,86
2022-01-16,7114,1,780
2022-01-16,7114,2,835
2022-01-16,7114,3,1303
2022-01-16,7114,4,1261
2022-01-16,7114,5,1752
2022-01-16,7114,6,2277
2022-01-16,7114,7,2106
2022-01-16,7114,8,827
2022-01-16,7114,9,42
2022-01-16,7115,0,510
2022-01-16,7115,1,5012
2022-01-16,7115,2,4620
2022-01-16,7115,3,6527
2022-01-16,7115,4,5629
2022-01-16,7115,5,8173
2022-01-16,7115,6,11127
2022-01-16,7115,7,9143
2022-01-16,7115,8,3039
2022-01-16,7115,9,177
2022-01-16,7119,0,97
2022-01-16,7119,1,266
2022-01-16,7119,2,336
2022-01-16,7119,3,695
2022-01-16,7119,4,616
2022-01-16,7119,5,1042
2022-01-16,7119,6,1211
2022-01-16,7119,7,674
2022-01-16,7119,8,209
2022-01-16,7121,0,25
2022-01-16,7121,1,84
2022-01-16,7121,2,123
2022-01-16,7121,3,184
2022-01-16,7121,4,178
2022-01-16,7121,5,298
2022-01-16,7121,6,352
2022-01-16,7121,7,230
2022-01-16,7121,8,60
2022-01-16,7121,9,5
2022-01-16,7122,0,26
2022-01-16,7122,1,55
2022-01-16,7122,2,104
2022-01-16,7122,3,211
2022-01-16,7122,4,268
2022-01-16,7122,5,496
2022-01-16,7122,6,646
2022-01-16,7122,7,472
2022-01-16,7122,8,132
2022-01-16,7122,9,12
2022-01-16,7123,1,5
2022-01-16,7123,4,7
2022-01-16,7123,5,5
2022-01-16,7123,6,13
2022-01-16,7123,7,16
2022-01-16,7124,0,17
2022-01-16,7124,1,31
2022-01-16,7124,2,128
2022-01-16,7124,3,280
2022-01-16,7124,4,273
2022-01-16,7124,5,508
2022-01-16,7124,6,643
2022-01-16,7124,7,499
2022-01-16,7124,8,208
2022-01-16,7124,9,8
2022-01-16,7125,0,18
2022-01-16,7125,1,52
2022-01-16,7125,2,84
2022-01-16,7125,3,180
2022-01-16,7125,4,188
2022-01-16,7125,5,257
2022-01-16,7125,6,353
2022-01-16,7125,7,296
2022-01-16,7125,8,97
2022-01-16,7125,9,11
2022-01-16,7126,0,84
2022-01-16,7126,1,1604
2022-01-16,7126,2,1907
2022-01-16,7126,3,2645
2022-01-16,7126,4,2164
2022-01-16,7126,5,2875
2022-01-16,7126,6,3533
2022-01-16,7126,7,3411
2022-01-16,7126,8,1382
2022-01-16,7126,9,106
2022-01-16,7127,1,163
2022-01-16,7127,2,169
2022-01-16,7127,3,167
2022-01-16,7127,4,126
2022-01-16,7127,5,169
2022-01-16,7127,6,208
2022-01-16,7127,7,162
2022-01-16,7127,8,51
2022-01-16,7127,9,5
2022-01-16,7131,0,85
2022-01-16,7131,1,313
2022-01-16,7131,2,437
2022-01-16,7131,3,793
2022-01-16,7131,4,854
2022-01-16,7131,5,1440
2022-01-16,7131,6,2073
2022-01-16,7131,7,1671
2022-01-16,7131,8,495
2022-01-16,7131,9,35
2022-01-16,7132,0,32
2022-01-16,7132,1,126
2022-01-16,7132,2,247
2022-01-16,7132,3,458
2022-01-16,7132,4,429
2022-01-16,7132,5,752
2022-01-16,7132,6,1152
2022-01-16,7132,7,752
2022-01-16,7132,8,224
2022-01-16,7132,9,5
2022-01-16,7133,1,40
2022-01-16,7133,2,46
2022-01-16,7133,3,117
2022-01-16,7133,4,105
2022-01-16,7133,5,140
2022-01-16,7133,6,174
2022-01-16,7133,7,201
2022-01-16,7133,8,56
2022-01-16,7211,1,5
2022-01-16,7211,2,16
2022-01-16,7211,3,20
2022-01-16,7211,4,28
2022-01-16,7211,5,32
2022-01-16,7211,6,75
2022-01-16,7211,7,83
2022-01-16,7211,8,33
2022-01-16,7212,0,41
2022-01-16,7212,1,314
2022-01-16,7212,2,415
2022-01-16,7212,3,541
2022-01-16,7212,4,448
2022-01-16,7212,5,847
2022-01-16,7212,6,1704
2022-01-16,7212,7,1571
2022-01-16,7212,8,537
2022-01-16,7212,9,32
2022-01-16,7213,0,13
2022-01-16,7213,1,474
2022-01-16,7213,2,485
2022-01-16,7213,3,616
2022-01-16,7213,4,482
2022-01-16,7213,5,646
2022-01-16,7213,6,831
2022-01-16,7213,7,847
2022-01-16,7213,8,328
2022-01-16,7213,9,32
2022-01-16,7214,0,28
2022-01-16,7214,1,260
2022-01-16,7214,2,384
2022-01-16,7214,3,472
2022-01-16,7214,4,366
2022-01-16,7214,5,654
2022-01-16,7214,6,1205
2022-01-16,7214,7,1145
2022-01-16,7214,8,506
2022-01-16,7214,9,17
2022-01-16,7215,0,5
2022-01-16,7215,1,35
2022-01-16,7215,2,97
2022-01-16,7215,3,186
2022-01-16,7215,4,186
2022-01-16,7215,5,260
2022-01-16,7215,6,302
2022-01-16,7215,7,181
2022-01-16,7215,8,72
2022-01-16,7221,1,26
2022-01-16,7221,2,29
2022-01-16,7221,3,41
2022-01-16,7221,4,24
2022-01-16,7221,5,20
2022-01-16,7221,6,41
2022-01-16,7221,7,40
2022-01-16,7221,8,7
2022-01-16,7221,9,9
2022-01-16,7222,0,5
2022-01-16,7222,1,221
2022-01-16,7222,2,253
2022-01-16,7222,3,321
2022-01-16,7222,4,204
2022-01-16,7222,5,284
2022-01-16,7222,6,397
2022-01-16,7222,7,363
2022-01-16,7222,8,107
2022-01-16,7222,9,10
2022-01-16,7223,1,503
2022-01-16,7223,2,279
2022-01-16,7223,3,254
2022-01-16,7223,4,194
2022-01-16,7223,5,300
2022-01-16,7223,6,459
2022-01-16,7223,7,633
2022-01-16,7223,8,307
2022-01-16,7223,9,27
2022-01-16,7224,5,6
2022-01-16,7224,6,17
2022-01-16,7224,7,23
2022-01-16,7224,8,10
2022-01-16,7231,0,30
2022-01-16,7231,1,2709
2022-01-16,7231,2,2538
2022-01-16,7231,3,3011
2022-01-16,7231,4,2166
2022-01-16,7231,5,2646
2022-01-16,7231,6,3299
2022-01-16,7231,7,2913
2022-01-16,7231,8,1310
2022-01-16,7231,9,121
2022-01-16,7232,1,121
2022-01-16,7232,2,140
2022-01-16,7232,3,149
2022-01-16,7232,4,107
2022-01-16,7232,5,157
2022-01-16,7232,6,193
2022-01-16,7232,7,265
2022-01-16,7232,8,142
2022-01-16,7232,9,5
2022-01-16,7233,0,17
2022-01-16,7233,1,2555
2022-01-16,7233,2,2228
2022-01-16,7233,3,2743
2022-01-16,7233,4,1887
2022-01-16,7233,5,2417
2022-01-16,7233,6,3666
2022-01-16,7233,7,4120
2022-01-16,7233,8,1843
2022-01-16,7233,9,167
2022-01-16,7234,1,27
2022-01-16,7234,2,29
2022-01-16,7234,3,32
2022-01-16,7234,4,23
2022-01-16,7234,5,44
2022-01-16,7234,6,40
2022-01-16,7234,7,23
2022-01-16,7234,8,5
2022-01-16,7311,1,34
2022-01-16,7311,2,43
2022-01-16,7311,3,61
2022-01-16,7311,4,40
2022-01-16,7311,5,57
2022-01-16,7311,6,102
2022-01-16,7311,7,129
2022-01-16,7311,8,66
2022-01-16,7311,9,10
2022-01-16,7312,3,8
2022-01-16,7312,4,6
2022-01-16,7312,5,15
2022-01-16,7312,6,9
2022-01-16,7312,7,11
2022-01-16,7312,8,13
2022-01-16,7312,9,7
2022-01-16,7313,0,6
2022-01-16,7313,1,14
2022-01-16,7313,2,13
2022-01-16,7313,3,23
2022-01-16,7313,4,25
2022-01-16,7313,5,31
2022-01-16,7313,6,84
2022-01-16,7313,7,105
2022-01-16,7313,8,49
2022-01-16,7313,9,9
2022-01-16,7314,1,5
2022-01-16,7314,7,5
2022-01-16,7314,8,7
2022-01-16,7315,2,6
2022-01-16,7315,3,7
2022-01-16,7315,4,5
2022-01-16,7315,5,5
2022-01-16,7315,6,31
2022-01-16,7315,7,30
2022-01-16,7315,8,11
2022-01-16,7316,6,5
2022-01-16,7317,3,7
2022-01-16,7318,1,20
2022-01-16,7318,2,22
2022-01-16,7318,3,18
2022-01-16,7318,4,15
2022-01-16,7318,5,51
2022-01-16,7318,6,111
2022-01-16,7318,7,133
2022-01-16,7318,8,82
2022-01-16,7318,9,53
2022-01-16,7319,1,6
2022-01-16,7319,2,17
2022-01-16,7319,3,21
2022-01-16,7319,4,23
2022-01-16,7319,5,32
2022-01-16,7319,6,37
2022-01-16,7319,7,33
2022-01-16,7319,8,17
2022-01-16,7319,9,7
2022-01-16,7321,1,44
2022-01-16,7321,2,42
2022-01-16,7321,3,67
2022-01-16,7321,4,66
2022-01-16,7321,5,116
2022-01-16,7321,6,226
2022-01-16,7321,7,281
2022-01-16,7321,8,119
2022-01-16,7321,9,10
2022-01-16,7322,1,97
2022-01-16,7322,2,71
2022-01-16,7322,3,106
2022-01-16,7322,4,82
2022-01-16,7322,5,117
2022-01-16,7322,6,206
2022-01-16,7322,7,366
2022-01-16,7322,8,140
2022-01-16,7322,9,7
2022-01-16,7323,1,6
2022-01-16,7323,2,18
2022-01-16,7323,3,11
2022-01-16,7323,4,11
2022-01-16,7323,5,43
2022-01-16,7323,6,70
2022-01-16,7323,7,63
2022-01-16,7323,8,45
2022-01-16,7323,9,10
2022-01-16,7411,0,55
2022-01-16,7411,1,5599
2022-01-16,7411,2,4804
2022-01-16,7411,3,4968
2022-01-16,7411,4,3173
2022-01-16,7411,5,3936
2022-01-16,7411,6,4214
2022-01-16,7411,7,4264
2022-01-16,7411,8,1984
2022-01-16,7411,9,150
2022-01-16,7412,0,5
2022-01-16,7412,1,771
2022-01-16,7412,2,790
2022-01-16,7412,3,853
2022-01-16,7412,4,559
2022-01-16,7412,5,663
2022-01-16,7412,6,787
2022-01-16,7412,7,943
2022-01-16,7412,8,425
2022-01-16,7412,9,19
2022-01-16,7413,1,765
2022-01-16,7413,2,594
2022-01-16,7413,3,620
2022-01-16,7413,4,351
2022-01-16,7413,5,401
2022-01-16,7413,6,440
2022-01-16,7413,7,740
2022-01-16,7413,8,389
2022-01-16,7413,9,9
2022-01-16,7421,1,25
2022-01-16,7421,2,116
2022-01-16,7421,3,174
2022-01-16,7421,4,162
2022-01-16,7421,5,193
2022-01-16,7421,6,232
2022-01-16,7421,7,285
2022-01-16,7421,8,297
2022-01-16,7421,9,7
2022-01-16,7422,0,13
2022-01-16,7422,1,894
2022-01-16,7422,2,553
2022-01-16,7422,3,581
2022-01-16,7422,4,383
2022-01-16,7422,5,465
2022-01-16,7422,6,412
2022-01-16,7422,7,365
2022-01-16,7422,8,315
2022-01-16,7422,9,13
2022-01-16,7511,0,94
2022-01-16,7511,1,257
2022-01-16,7511,2,301
2022-01-16,7511,3,423
2022-01-16,7511,4,315
2022-01-16,7511,5,468
2022-01-16,7511,6,644
2022-01-16,7511,7,495
2022-01-16,7511,8,165
2022-01-16,7511,9,24
2022-01-16,7512,1,203
2022-01-16,7512,2,165
2022-01-16,7512,3,192
2022-01-16,7512,4,170
2022-01-16,7512,5,290
2022-01-16,7512,6,357
2022-01-16,7512,7,258
2022-01-16,7512,8,91
2022-01-16,7512,9,8
2022-01-16,7513,5,5
2022-01-16,7514,7,5
2022-01-16,7515,4,5
2022-01-16,7515,5,14
2022-01-16,7515,6,33
2022-01-16,7515,7,43
2022-01-16,7515,8,10
2022-01-16,7522,0,13
2022-01-16,7522,1,97
2022-01-16,7522,2,144
2022-01-16,7522,3,257
2022-01-16,7522,4,233
2022-01-16,7522,5,378
2022-01-16,7522,6,519
2022-01-16,7522,7,443
2022-01-16,7522,8,166
2022-01-16,7522,9,16
2022-01-16,7531,1,25
2022-01-16,7531,2,22
2022-01-16,7531,3,33
2022-01-16,7531,4,44
2022-01-16,7531,5,62
2022-01-16,7531,6,125
2022-01-16,7531,7,124
2022-01-16,7531,8,70
2022-01-16,7531,9,5
2022-01-16,7532,2,5
2022-01-16,7532,3,9
2022-01-16,7532,4,5
2022-01-16,7532,5,10
2022-01-16,7532,6,14
2022-01-16,7532,7,24
2022-01-16,7532,8,5
2022-01-16,7534,1,26
2022-01-16,7534,2,24
2022-01-16,7534,3,14
2022-01-16,7534,4,29
2022-01-16,7534,5,57
2022-01-16,7534,6,81
2022-01-16,7534,7,97
2022-01-16,7534,8,52
2022-01-16,7534,9,7
2022-01-16,7535,1,8
2022-01-16,7535,2,12
2022-01-16,7535,3,7
2022-01-16,7535,4,7
2022-01-16,7535,5,7
2022-01-16,7535,6,18
2022-01-16,7535,7,22
2022-01-16,7535,8,22
2022-01-16,7536,1,6
2022-01-16,7536,4,6
2022-01-16,7536,5,10
2022-01-16,7536,6,6
2022-01-16,7536,7,13
2022-01-16,7536,8,11
2022-01-16,7541,1,11
2022-01-16,7541,2,58
2022-01-16,7541,3,83
2022-01-16,7541,4,49
2022-01-16,7541,5,75
2022-01-16,7541,6,89
