SyssGrpIKT_code,SyssGrpIKT_label,NACE2007_code,NACE2007_label,ContentsCode_code,ContentsCode_label,Tid_code,Tid_label,value
00,Alle sysselsette,49-53,Transport og lagring,AdminProsess,Organisering av administrasjonsprosessar eller styring av føretak,2024,2024,18
00,Alle sysselsette,49-53,Transport og lagring,AdminProsess,Organisering av administrasjonsprosessar eller styring av føretak,2025,2025,21
00,Alle sysselsette,49-53,Transport og lagring,FoUinnov,Forsking og utvikling eller innovasjonsaktivitet (ekskludert forsking på KI),2023,2023,21
00,Alle sysselsette,49-53,Transport og lagring,FoUinnov,Forsking og utvikling eller innovasjonsaktivitet (ekskludert forsking på KI),2024,2024,16
00,Alle sysselsette,49-53,Transport og lagring,FoUinnov,Forsking og utvikling eller innovasjonsaktivitet (ekskludert forsking på KI),2025,2025,6
00,Alle sysselsette,49-53,Transport og lagring,Regnskap,Rekneskapsføring eller økonomistyring,2023,2023,72
00,Alle sysselsette,49-53,Transport og lagring,Regnskap,Rekneskapsføring eller økonomistyring,2024,2024,40
00,Alle sysselsette,49-53,Transport og lagring,Regnskap,Rekneskapsføring eller økonomistyring,2025,2025,27
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,MforingSal,Marknadsføring eller sal,2021,2021,37
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,MforingSal,Marknadsføring eller sal,2023,2023,22
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,MforingSal,Marknadsføring eller sal,2024,2024,49
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,MforingSal,Marknadsføring eller sal,2025,2025,48
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,ProdProsess,Produksjonsprosessar,2021,2021,2
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,ProdProsess,Produksjonsprosessar,2023,2023,3
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,ProdProsess,Produksjonsprosessar,2024,2024,10
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,ProdProsess,Produksjonsprosessar,2025,2025,18
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,OrgAdmProsess,Organisering av administrasjonsprosessar,2021,2021,39
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,StyringForetak,Styring av føretak,2021,2021,45
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,Logistikk,Logistikk,2021,2021,9
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,Logistikk,Logistikk,2023,2023,2
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,Logistikk,Logistikk,2024,2024,7
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,Logistikk,Logistikk,2025,2025,1
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,IKTtryggleik,IKT-tryggleik,2021,2021,20
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,IKTtryggleik,IKT-tryggleik,2023,2023,21
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,IKTtryggleik,IKT-tryggleik,2024,2024,10
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,IKTtryggleik,IKT-tryggleik,2025,2025,13
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,HRrekrutt,HR eller rekruttering,2021,2021,3
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,AdminProsess,Organisering av administrasjonsprosessar eller styring av føretak,2023,2023,17
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,AdminProsess,Organisering av administrasjonsprosessar eller styring av føretak,2024,2024,23
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,AdminProsess,Organisering av administrasjonsprosessar eller styring av føretak,2025,2025,35
00,Alle sysselsette,55-56,Overnattings- og serveringsverksemd,FoUinnov,Forsking og utvikling eller innovasjonsaktivitet (ekskludert forsking på KI),2023,2023,12
