inst,inst_short,field,level,graduates,programmes,share_of_institution,exposure_w,exposure2_w,share_top5_v1,share_top5_v2,share_q1_v1,share_q2_v1,share_q3_v1,share_q4_v1,share_q5_v1,share_q1_v2,share_q2_v2,share_q3_v2,share_q4_v2,share_q5_v2,top_occupations,top_codes
8202,LDH,"Helse-, sosial- og idrettsfag",Bachelor-nivå,217.000000,1,0.740614,0.395943,0.315253,0.050132,0.057063,0.008769,0.021806,0.857431,0.061862,0.050132,0.014246,0.017323,0.855055,0.056313,0.057063,Sykepleiere (76%); Spesialsykepleiere (5%); Ledere av helsetjenester (3%); Høyere saksbehandlere i offentlig og privat virksomhet (2%); Ambulansepersonell (1%),2223;2221;1342;2422;3258
8202,LDH,"Helse-, sosial- og idrettsfag",Master-nivå,76.000000,5,0.259386,0.395032,0.325097,0.028567,0.036074,0.000000,0.002619,0.849857,0.118957,0.028567,0.002619,0.000038,0.849818,0.111451,0.036074,Spesialsykepleiere (71%); Sykepleiere (11%); Universitets- og høyskolelektorer/-lærere (7%); Ledere av helsetjenester (3%); Høyere saksbehandlere i offentlig og privat virksomhet (2%),2221;2223;2310;1342;2422
8224,DMMH,Lærerutdanninger og pedagogikk,Bachelor-nivå,216.000000,6,0.755245,0.254031,0.151962,0.022103,0.026054,0.024719,0.822260,0.101883,0.029035,0.022103,0.009754,0.800471,0.138583,0.025137,0.026054,Førskolelærere (77%); Barnehage- og skolefritidsassistenter mv. (5%); Grunnskolelærere (3%); Vernepleiere (2%); Helsefagarbeidere (2%),2342;5311;2341;2224;5321
8224,DMMH,Lærerutdanninger og pedagogikk,Master-nivå,70.000000,4,0.244755,0.384850,0.342499,0.070539,0.080128,0.004078,0.185575,0.416669,0.323139,0.070539,0.000884,0.180999,0.424723,0.313266,0.080128,Grunnskolelærere (23%); Førskolelærere (18%); Lektorer mv. (videregående skole) (11%); Ledere av omsorgstjenester for barn (9%); Universitets- og høyskolelektorer/-lærere (9%),2341;2342;2330;1341;2310
6220,KHiO,Humanistiske og estetiske fag,Bachelor-nivå,130.000000,9,0.541667,0.370740,0.381477,0.248668,0.320974,0.072094,0.207495,0.330362,0.141381,0.248668,0.128458,0.150582,0.321419,0.078567,0.320974,Butikkmedarbeidere (14%); Grafiske- og multimediadesignere (9%); Koreografer og dansere (5%); Barnehage- og skolefritidsassistenter mv. (5%); Bartendere (4%),5223;2166;2653;5311;5132
6220,KHiO,Humanistiske og estetiske fag,Master-nivå,93.000000,9,0.387500,0.437989,0.473857,0.264886,0.411872,0.026157,0.054255,0.375660,0.279043,0.264886,0.037896,0.050728,0.348181,0.151323,0.411872,Sivilarkitekter (11%); Grunnskolelærere (9%); Grafiske- og multimediadesignere (9%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Universitets- og høyskolelektorer/-lærere (7%),2161;2341;2166;2422;2310
6220,KHiO,Lærerutdanninger og pedagogikk,Bachelor-nivå,11.000000,1,0.045833,0.255321,0.230021,0.072954,0.083546,0.245806,0.287494,0.314184,0.079563,0.072954,0.204789,0.261844,0.395823,0.053999,0.083546,Barnehage- og skolefritidsassistenter mv. (14%); Grunnskolelærere (10%); Førskolelærere (10%); Renholdere i virksomheter (9%); Helsefagarbeidere (7%),5311;2341;2342;9112;5321
6220,KHiO,Ph.d.,Ph.d.,6.000000,1,0.025000,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
1210,NMH,Humanistiske og estetiske fag,Bachelor-nivå,89.000000,11,0.404545,0.412761,0.361950,0.286284,0.119979,0.038756,0.074578,0.491181,0.109202,0.286284,0.047894,0.060983,0.488177,0.282967,0.119979,"Andre musikklærere (18%); Dirigenter, komponister, musikere og sangere (18%); Grunnskolelærere (9%); Butikkmedarbeidere (5%); Lektorer mv. (videregående skole) (4%)",2354;2652;2341;5223;2330
1210,NMH,Humanistiske og estetiske fag,Master-nivå,92.000000,6,0.418182,0.424241,0.370525,0.248556,0.068808,0.010853,0.020636,0.584353,0.135603,0.248556,0.006875,0.019644,0.594077,0.310596,0.068808,"Andre musikklærere (31%); Dirigenter, komponister, musikere og sangere (18%); Grunnskolelærere (12%); Universitets- og høyskolelektorer/-lærere (9%); Lektorer mv. (videregående skole) (8%)",2354;2652;2341;2310;2330
1210,NMH,Lærerutdanninger og pedagogikk,Bachelor-nivå,33.000000,2,0.150000,0.373153,0.350706,0.100796,0.117566,0.018336,0.037825,0.727263,0.115780,0.100796,0.013813,0.041860,0.727330,0.099431,0.117566,Grunnskolelærere (37%); Lektorer mv. (videregående skole) (23%); Høyere saksbehandlere i offentlig og privat virksomhet (4%); Ledere av utdanning og undervisning (4%); Andre musikklærere (2%),2341;2330;2422;1345;2354
1210,NMH,Ph.d.,Ph.d.,6.000000,2,0.027273,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
1302,KRUS,"Samferdsel, sikkerhet og service",Bachelor-nivå,193.000000,2,1.000000,0.308191,0.209306,0.054727,0.056821,0.028520,0.013874,0.855859,0.047019,0.054727,0.012286,0.777325,0.080624,0.072945,0.056821,Fengselsbetjenter (74%); Tollere (3%); Miljøarbeidere innen sosiale fagfelt (3%); Høyere saksbehandlere i offentlig og privat virksomhet (3%); Politibetjenter mv. (3%),5413;3351;3412;2422;3355
8221,MF,Humanistiske og estetiske fag,Bachelor-nivå,55.000000,4,0.308989,0.346507,0.356261,0.183501,0.258658,0.141495,0.125682,0.438945,0.110377,0.183501,0.154268,0.134470,0.317651,0.134953,0.258658,Religiøse yrker (13%); Barnehage- og skolefritidsassistenter mv. (7%); Butikkmedarbeidere (7%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Geistlige yrker (6%),3413;5311;5223;2422;2636
8221,MF,Humanistiske og estetiske fag,Master-nivå,99.000000,7,0.556180,0.386270,0.395942,0.102380,0.132279,0.007411,0.030663,0.757275,0.102271,0.102380,0.002193,0.032811,0.485490,0.347227,0.132279,Grunnskolelærere (20%); Geistlige yrker (18%); Religiøse yrker (17%); Lektorer mv. (videregående skole) (13%); Høyere saksbehandlere i offentlig og privat virksomhet (7%),2341;2636;3413;2330;2422
8221,MF,Lærerutdanninger og pedagogikk,Master-nivå,19.000000,1,0.106742,0.347961,0.305446,0.025210,0.025862,0.000000,0.000000,0.949580,0.025210,0.025210,0.000000,0.000000,0.948276,0.025862,0.025862,Grunnskolelærere (76%); Lektorer mv. (videregående skole) (16%); Ledere av utdanning og undervisning (3%); Religiøse yrker (3%); Kontormedarbeidere (3%),2341;2330;1345;3413;4110
8221,MF,Ph.d.,Ph.d.,5.000000,1,0.028090,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
1220,AHO,Humanistiske og estetiske fag,Master-nivå,56.000000,2,0.388889,0.552366,0.650950,0.683536,0.733413,0.000000,0.000000,0.062442,0.254022,0.683536,0.000000,0.001300,0.058975,0.206312,0.733413,Grafiske- og multimediadesignere (32%); Produkt- og klesdesignere (10%); Høyere saksbehandlere i offentlig og privat virksomhet (9%); Systemanalytikere/-arkitekter (7%); Andre programvare- og applikasjonsutviklere (6%),2166;2163;2422;2511;2519
1220,AHO,"Naturvitenskap, håndverk og teknikk",Master-nivå,82.000000,2,0.569444,0.489869,0.633965,0.065121,0.897239,0.002827,0.004712,0.033946,0.893394,0.065121,0.002827,0.004712,0.033003,0.062218,0.897239,Sivilarkitekter (69%); Landskapsarkitekter (13%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Universitets- og høyskolelektorer/-lærere (2%); Butikkmedarbeidere (2%),2161;2162;2422;2310;5223
1220,AHO,Ph.d.,Ph.d.,6.000000,1,0.041667,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
1409,NOROFF,"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,57.000000,7,0.495652,0.554169,0.618510,0.668674,0.697032,0.054883,0.055342,0.135736,0.085365,0.668674,0.065323,0.051718,0.125686,0.060241,0.697032,"Andre programvare- og applikasjonsutviklere (17%); Systemanalytikere/-arkitekter (15%); Driftsteknikere, IKT (10%); Butikkmedarbeidere (6%); Programvareutviklere (5%)",2519;2511;3511;5223;2512
1409,NOROFF,"Samferdsel, sikkerhet og service",Bachelor-nivå,58.000000,2,0.504348,0.591004,0.673817,0.720000,0.786667,0.020000,0.000000,0.173333,0.086667,0.720000,0.000000,0.040000,0.153333,0.020000,0.786667,"Andre programvare- og applikasjonsutviklere (28%); Driftsteknikere, IKT (15%); Systemanalytikere/-arkitekter (14%); Andre ingeniører (7%); Organisasjonsrådgivere mv. (7%)",2519;3511;2511;3119;2421
8234,FIH,Humanistiske og estetiske fag,Bachelor-nivå,68.000000,9,0.850000,0.342239,0.348708,0.154738,0.216831,0.116581,0.120723,0.537381,0.070576,0.154738,0.121495,0.121005,0.401643,0.139026,0.216831,Religiøse yrker (17%); Barnehage- og skolefritidsassistenter mv. (8%); Geistlige yrker (7%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Grunnskolelærere (6%),3413;5311;2636;2422;2341
8234,FIH,Humanistiske og estetiske fag,Master-nivå,12.000000,1,0.150000,0.389404,0.396749,0.071429,0.050847,0.000000,0.057143,0.742857,0.128571,0.071429,0.000000,0.025424,0.372881,0.550847,0.050847,Geistlige yrker (30%); Religiøse yrker (15%); Universitets- og høyskolelektorer/-lærere (12%); Lektorer mv. (videregående skole) (10%); Grunnskolelærere (8%),2636;3413;2310;2330;2341
1412,LIMPI,Humanistiske og estetiske fag,Bachelor-nivå,64.000000,1,1.000000,0.420510,0.377798,0.262911,0.134684,0.036385,0.045775,0.487089,0.167840,0.262911,0.020262,0.053635,0.501788,0.289631,0.134684,"Andre musikklærere (21%); Dirigenter, komponister, musikere og sangere (16%); Grunnskolelærere (10%); Lektorer mv. (videregående skole) (6%); Ledere av utdanning og undervisning (5%)",2354;2652;2341;2330;1345
8232,ATH,Humanistiske og estetiske fag,Bachelor-nivå,18.000000,2,0.295082,0.364986,0.350353,0.222086,0.225206,0.115713,0.127164,0.417246,0.117791,0.222086,0.132987,0.127718,0.378624,0.135464,0.225206,Butikkmedarbeidere (11%); Barnehage- og skolefritidsassistenter mv. (6%); Religiøse yrker (6%); Kontormedarbeidere (4%); Andre musikklærere (4%),5223;5311;3413;4110;2354
8232,ATH,Humanistiske og estetiske fag,Master-nivå,5.000000,1,0.081967,0.418429,0.442139,0.132025,0.168946,0.005389,0.006543,0.730947,0.125096,0.132025,0.002414,0.010459,0.216412,0.601770,0.168946,Geistlige yrker (47%); Høyere saksbehandlere i offentlig og privat virksomhet (11%); Grunnskolelærere (10%); Lektorer mv. (videregående skole) (8%); Religiøse yrker (4%),2636;2422;2341;2330;3413
8232,ATH,Samfunnsfag og juridiske fag,Bachelor-nivå,38.000000,1,0.622951,0.364559,0.367513,0.204175,0.248285,0.124592,0.104697,0.449119,0.117417,0.204175,0.047697,0.191441,0.429925,0.082653,0.248285,Helsefagarbeidere (9%); Vernepleiere (8%); Butikkmedarbeidere (8%); Andre pleiemedarbeidere (7%); Barnehage- og skolefritidsassistenter mv. (6%),5321;2224;5223;5329;5311
