inst,inst_short,field,level,graduates,programmes,share_of_institution,exposure_w,exposure2_w,share_top5_v1,share_top5_v2,share_q1_v1,share_q2_v1,share_q3_v1,share_q4_v1,share_q5_v1,share_q1_v2,share_q2_v2,share_q3_v2,share_q4_v2,share_q5_v2,top_occupations,top_codes
1240,NHH,Humanistiske og estetiske fag,Bachelor-nivå,10.000000,1,0.006983,0.623007,0.672307,0.857143,0.861111,0.011905,0.000000,0.079365,0.051587,0.857143,0.000000,0.031746,0.059524,0.047619,0.861111,"Oversettere, tolker mv. (38%); Høyere saksbehandlere i offentlig og privat virksomhet (19%); Kontormedarbeidere (12%); Butikkmedarbeidere (4%); Informasjonsrådgivere (3%)",2643;2422;4110;5223;2432
1240,NHH,Ph.d.,Ph.d.,18.000000,1,0.012570,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
1240,NHH,Økonomiske og administrative fag,Bachelor-nivå,483.000000,1,0.337291,0.584548,0.642138,0.630926,0.756847,0.021540,0.018164,0.079835,0.249536,0.630926,0.018448,0.029907,0.073792,0.121006,0.756847,"Regnskapsførere (12%); Regnskapsmedarbeidere (8%); Kundebehandlere lån og kreditt (8%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Revisorer, regnskapsrådgivere (5%)",3313;4311;3312;2422;2411
1240,NHH,Økonomiske og administrative fag,Master-nivå,921.000000,11,0.643156,0.578174,0.684084,0.549429,0.801750,0.001920,0.002030,0.024803,0.421819,0.549429,0.002067,0.003057,0.022909,0.170217,0.801750,"Revisorer, regnskapsrådgivere (13%); Regnskapsmedarbeidere (8%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Finans- og økonomisjefer (7%); Finans- og investeringsrådgivere (5%)",2411;4311;2422;1211;2412
0256,HiØ,"Helse-, sosial- og idrettsfag",Bachelor-nivå,463.000000,6,0.370994,0.381835,0.339412,0.115768,0.125720,0.027746,0.039065,0.752275,0.065146,0.115768,0.009673,0.047171,0.755326,0.062111,0.125720,Sykepleiere (32%); Vernepleiere (15%); Rådgivere innen sosiale fagfelt (9%); Miljøarbeidere innen sosiale fagfelt (7%); Høyere saksbehandlere i offentlig og privat virksomhet (6%),2223;2224;2635;3412;2422
0256,HiØ,"Helse-, sosial- og idrettsfag",Master-nivå,82.000000,7,0.065705,0.386426,0.341625,0.077821,0.083332,0.013599,0.019734,0.775859,0.112987,0.077821,0.004613,0.023590,0.779443,0.109021,0.083332,Spesialsykepleiere (50%); Rådgivere innen sosiale fagfelt (11%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Universitets- og høyskolelektorer/-lærere (5%); Sykepleiere (4%),2221;2635;2422;2310;2223
0256,HiØ,Humanistiske og estetiske fag,Bachelor-nivå,45.000000,4,0.036058,0.398293,0.410442,0.351659,0.351071,0.046320,0.291185,0.205373,0.105463,0.351659,0.062179,0.256770,0.225693,0.104288,0.351071,Skuespillere (17%); Høyere saksbehandlere i offentlig og privat virksomhet (9%); Butikkmedarbeidere (8%); Barnehage- og skolefritidsassistenter mv. (6%); Kontormedarbeidere (5%),2655;2422;5223;5311;4110
0256,HiØ,Humanistiske og estetiske fag,Master-nivå,19.000000,1,0.015224,0.347631,0.310504,0.017167,0.017167,0.000000,0.000000,0.948498,0.034335,0.017167,0.000000,0.000000,0.948498,0.034335,0.017167,Grunnskolelærere (48%); Lektorer mv. (videregående skole) (46%); Ledere av utdanning og undervisning (3%); Høyere saksbehandlere i offentlig og privat virksomhet (2%),2341;2330;1345;2422
0256,HiØ,Lærerutdanninger og pedagogikk,Bachelor-nivå,123.000000,5,0.098558,0.291204,0.214566,0.046243,0.055327,0.023565,0.581703,0.286824,0.061665,0.046243,0.011825,0.566864,0.314005,0.051980,0.055327,Førskolelærere (53%); Lektorer mv. (videregående skole) (10%); Grunnskolelærere (9%); Barnehage- og skolefritidsassistenter mv. (4%); Vernepleiere (2%),2342;2330;2341;5311;2224
0256,HiØ,Lærerutdanninger og pedagogikk,Master-nivå,115.000000,4,0.092147,0.351840,0.306365,0.024726,0.026789,0.006892,0.036673,0.839931,0.091778,0.024726,0.004813,0.035577,0.844169,0.088651,0.026789,Grunnskolelærere (74%); Psykologer (4%); Spesiallærere / spesialpedagoger (4%); Lektorer mv. (videregående skole) (3%); Førskolelærere (3%),2341;2634;2352;2330;2342
0256,HiØ,"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,224.000000,12,0.179487,0.560838,0.618658,0.604326,0.622538,0.017589,0.016392,0.133906,0.227787,0.604326,0.016193,0.037984,0.129207,0.194078,0.622538,"Systemanalytikere/-arkitekter (15%); Andre programvare- og applikasjonsutviklere (11%); Driftsteknikere, IKT (6%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Programvareutviklere (4%)",2511;2519;3511;2422;2512
0256,HiØ,"Naturvitenskap, håndverk og teknikk",Master-nivå,44.000000,5,0.035256,0.575237,0.636719,0.605006,0.615584,0.004374,0.003581,0.227320,0.159719,0.605006,0.004317,0.002909,0.223894,0.153296,0.615584,Systemanalytikere/-arkitekter (20%); Andre programvare- og applikasjonsutviklere (15%); Grunnskolelærere (12%); Programvareutviklere (8%); Lektorer mv. (videregående skole) (7%),2511;2519;2341;2512;2330
0256,HiØ,Samfunnsfag og juridiske fag,Bachelor-nivå,24.000000,1,0.019231,0.547990,0.607866,0.642743,0.688995,0.047847,0.043062,0.157895,0.108453,0.642743,0.047847,0.043062,0.172249,0.047847,0.688995,"Andre programvare- og applikasjonsutviklere (9%); Butikkmedarbeidere (7%); Driftsteknikere, IKT (7%); Grafiske- og multimediadesignere (7%); Systemanalytikere/-arkitekter (7%)",2519;5223;3511;2166;2511
0256,HiØ,Samfunnsfag og juridiske fag,Master-nivå,17.000000,1,0.013622,0.514504,0.591545,0.386792,0.539623,0.002830,0.004717,0.115094,0.490566,0.386792,0.000000,0.006604,0.119811,0.333962,0.539623,Høyere saksbehandlere i offentlig og privat virksomhet (22%); Personal- og karriererådgivere (6%); Andre administrative ledere (5%); Ledere av helsetjenester (5%); Ledere av utdanning og undervisning (3%),2422;2423;1219;1342;1345
0256,HiØ,Uoppgitt fagfelt,Bachelor-nivå,11.000000,1,0.008814,0.463818,0.502089,0.372619,0.453349,0.053571,0.039286,0.283333,0.251190,0.372619,0.043062,0.081340,0.239234,0.183014,0.453349,Høyere saksbehandlere i offentlig og privat virksomhet (14%); Grunnskolelærere (4%); Kontormedarbeidere (4%); Butikkmedarbeidere (3%); Systemanalytikere/-arkitekter (3%),2422;2341;4110;5223;2511
0256,HiØ,Økonomiske og administrative fag,Bachelor-nivå,81.000000,2,0.064904,0.569663,0.632059,0.579823,0.738589,0.022090,0.019216,0.084327,0.294543,0.579823,0.018879,0.031177,0.077833,0.133522,0.738589,"Regnskapsførere (10%); Regnskapsmedarbeidere (7%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Kundebehandlere lån og kreditt (6%); Revisorer, regnskapsrådgivere (6%)",3313;4311;2422;3312;2411
8208,VID,"Helse-, sosial- og idrettsfag",Bachelor-nivå,721.000000,9,0.669452,0.384661,0.326006,0.077131,0.087436,0.025526,0.030027,0.803329,0.063987,0.077131,0.011424,0.037984,0.805718,0.057438,0.087436,Sykepleiere (44%); Vernepleiere (16%); Miljøarbeidere innen sosiale fagfelt (6%); Rådgivere innen sosiale fagfelt (4%); Høyere saksbehandlere i offentlig og privat virksomhet (4%),2223;2224;3412;2635;2422
8208,VID,"Helse-, sosial- og idrettsfag",Master-nivå,232.000000,11,0.215413,0.388188,0.359542,0.102728,0.117096,0.034986,0.027567,0.679805,0.154914,0.102728,0.012073,0.049485,0.679487,0.141859,0.117096,Spesialsykepleiere (22%); Rådgivere innen sosiale fagfelt (14%); Jordmødre (13%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Universitets- og høyskolelektorer/-lærere (6%),2221;2635;2222;2422;2310
8208,VID,Humanistiske og estetiske fag,Master-nivå,55.000000,4,0.051068,0.394744,0.418280,0.094672,0.151228,0.018769,0.012989,0.782089,0.091480,0.094672,0.011361,0.040298,0.243202,0.553911,0.151228,Geistlige yrker (38%); Religiøse yrker (22%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Grunnskolelærere (7%); Lektorer mv. (videregående skole) (4%),2636;3413;2422;2341;2330
8208,VID,Ph.d.,Ph.d.,16.000000,2,0.014856,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
8208,VID,Samfunnsfag og juridiske fag,Bachelor-nivå,18.000000,1,0.016713,0.419649,0.458018,0.338980,0.429832,0.116335,0.092308,0.227485,0.224892,0.338980,0.102959,0.112476,0.232220,0.122513,0.429832,Høyere saksbehandlere i offentlig og privat virksomhet (13%); Barnehage- og skolefritidsassistenter mv. (4%); Butikkmedarbeidere (4%); Grunnskolelærere (3%); Renholdere i virksomheter (3%),2422;5311;5223;2341;9112
8208,VID,Økonomiske og administrative fag,Master-nivå,35.000000,3,0.032498,0.474876,0.522566,0.145360,0.282616,0.000591,0.002954,0.194089,0.657006,0.145360,0.000594,0.003368,0.142743,0.570678,0.282616,Ledere av helsetjenester (21%); Høyere saksbehandlere i offentlig og privat virksomhet (13%); Andre administrative ledere (10%); Personal- og karriererådgivere (5%); Administrerende direktører (4%),1342;2422;1219;2423;1120
0236,HVO,"Helse-, sosial- og idrettsfag",Bachelor-nivå,136.000000,4,0.243292,0.351592,0.348758,0.145950,0.164196,0.068394,0.102648,0.616710,0.066298,0.145950,0.019759,0.106831,0.650382,0.058833,0.164196,Rådgivere innen sosiale fagfelt (23%); Miljøarbeidere innen sosiale fagfelt (18%); Vernepleiere (8%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Barnehage- og skolefritidsassistenter mv. (7%),2635;3412;2224;2422;5311
0236,HVO,"Helse-, sosial- og idrettsfag",Master-nivå,5.000000,1,0.008945,0.414877,0.423803,0.145455,0.169091,0.027273,0.036364,0.472727,0.318182,0.145455,0.000000,0.027273,0.501818,0.301818,0.169091,Universitets- og høyskolelektorer/-lærere (14%); Høyere saksbehandlere i offentlig og privat virksomhet (13%); Rådgivere innen sosiale fagfelt (13%); Spesialsykepleiere (8%); Miljøarbeidere innen sosiale fagfelt (7%),2310;2422;2635;2221;3412
0236,HVO,Humanistiske og estetiske fag,Bachelor-nivå,64.000000,7,0.114490,0.397627,0.412172,0.287743,0.311875,0.072871,0.138669,0.364399,0.136317,0.287743,0.089259,0.114559,0.356717,0.127591,0.311875,Butikkmedarbeidere (15%); Barnehage- og skolefritidsassistenter mv. (8%); Kontormedarbeidere (5%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Andre pleiemedarbeidere (4%),5223;5311;4110;2422;5329
0236,HVO,Humanistiske og estetiske fag,Master-nivå,13.000000,3,0.023256,0.451989,0.484081,0.368605,0.381193,0.020925,0.027417,0.456188,0.126865,0.368605,0.014281,0.032814,0.457435,0.114276,0.381193,Høyere saksbehandlere i offentlig og privat virksomhet (24%); Grunnskolelærere (20%); Lektorer mv. (videregående skole) (16%); Universitets- og høyskolelektorer/-lærere (6%); Butikkmedarbeidere (3%),2422;2341;2330;2310;5223
0236,HVO,Lærerutdanninger og pedagogikk,Bachelor-nivå,131.000000,5,0.234347,0.327491,0.275649,0.069830,0.083866,0.022396,0.346659,0.467883,0.093233,0.069830,0.013805,0.338660,0.485674,0.077995,0.083866,Førskolelærere (30%); Lektorer mv. (videregående skole) (19%); Grunnskolelærere (16%); Barnehage- og skolefritidsassistenter mv. (3%); Høyere saksbehandlere i offentlig og privat virksomhet (3%),2342;2330;2341;5311;2422
0236,HVO,Lærerutdanninger og pedagogikk,Master-nivå,57.000000,5,0.101968,0.346969,0.302559,0.026012,0.028042,0.015100,0.037403,0.844799,0.076685,0.026012,0.013415,0.032990,0.852530,0.073024,0.028042,Grunnskolelærere (74%); Psykologer (3%); Spesiallærere / spesialpedagoger (3%); Lektorer mv. (videregående skole) (3%); Førskolelærere (2%),2341;2634;2352;2330;2342
0236,HVO,Ph.d.,Ph.d.,2.000000,1,0.003578,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
0236,HVO,Samfunnsfag og juridiske fag,Bachelor-nivå,113.000000,3,0.202147,0.567701,0.668837,0.696545,0.792810,0.021760,0.023012,0.089766,0.168917,0.696545,0.014416,0.024658,0.105730,0.062386,0.792810,Journalister (27%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Informasjonsrådgivere (7%); Reklame- og markedsføringsrådgivere (6%); Butikkmedarbeidere (4%),2642;2422;2432;2431;5223
0236,HVO,Samfunnsfag og juridiske fag,Master-nivå,22.000000,3,0.039356,0.537911,0.620690,0.530450,0.563062,0.001037,0.003802,0.131271,0.333440,0.530450,0.001039,0.027420,0.107555,0.300924,0.563062,Høyere saksbehandlere i offentlig og privat virksomhet (29%); Andre administrative ledere (7%); Universitets- og høyskolelektorer/-lærere (6%); Informasjonsrådgivere (5%); Ledere av utdanning og undervisning (5%),2422;1219;2310;2432;1345
0236,HVO,Uoppgitt fagfelt,Bachelor-nivå,10.000000,1,0.017889,0.463818,0.502089,0.372619,0.453349,0.053571,0.039286,0.283333,0.251190,0.372619,0.043062,0.081340,0.239234,0.183014,0.453349,Høyere saksbehandlere i offentlig og privat virksomhet (14%); Grunnskolelærere (4%); Kontormedarbeidere (4%); Butikkmedarbeidere (3%); Systemanalytikere/-arkitekter (3%),2422;2341;4110;5223;2511
0236,HVO,Økonomiske og administrative fag,Bachelor-nivå,6.000000,1,0.010733,0.522734,0.586682,0.568235,0.670588,0.032941,0.025882,0.150588,0.222353,0.568235,0.023529,0.063529,0.112941,0.129412,0.670588,Høyere saksbehandlere i offentlig og privat virksomhet (21%); Kontormedarbeidere (8%); Personal- og karriererådgivere (5%); Butikkmedarbeidere (4%); Kundebehandlere lån og kreditt (4%),2422;4110;2423;5223;3312
1301,PHS,"Samferdsel, sikkerhet og service",Bachelor-nivå,486.000000,1,0.970060,0.395267,0.432221,0.034397,0.037119,0.004702,0.004454,0.935412,0.021034,0.034397,0.002343,0.014058,0.029227,0.917252,0.037119,Politibetjenter mv. (89%); Høyere saksbehandlere i offentlig og privat virksomhet (1%); Befal med sersjant grad (1%); Vernepleiere (1%); Forsikringsagenter (0%),3355;2422;0210;2224;3321
1301,PHS,"Samferdsel, sikkerhet og service",Master-nivå,15.000000,2,0.029940,0.429175,0.475364,0.081301,0.081301,0.000000,0.000000,0.707317,0.211382,0.081301,0.000000,0.024390,0.000000,0.894309,0.081301,Politibetjenter mv. (68%); Andre ledere av produksjon og tjenesteyting (16%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Strategi- og planleggingssjefer (2%); Andre administrative ledere (2%),3355;1349;2422;1213;1219
0232,HiM,"Helse-, sosial- og idrettsfag",Bachelor-nivå,172.000000,5,0.357588,0.383046,0.316874,0.057556,0.068347,0.023029,0.033285,0.817196,0.068934,0.057556,0.015345,0.036217,0.819521,0.060571,0.068347,Sykepleiere (46%); Vernepleiere (24%); Spesialsykepleiere (3%); Ledere av helsetjenester (3%); Høyere saksbehandlere i offentlig og privat virksomhet (2%),2223;2224;2221;1342;2422
0232,HiM,"Helse-, sosial- og idrettsfag",Master-nivå,33.000000,3,0.068607,0.402323,0.346761,0.058140,0.069073,0.000000,0.007694,0.788392,0.145774,0.058140,0.000231,0.000154,0.795700,0.134841,0.069073,Spesialsykepleiere (58%); Universitets- og høyskolelektorer/-lærere (7%); Sykepleiere (7%); Jordmødre (6%); Høyere saksbehandlere i offentlig og privat virksomhet (4%),2221;2310;2223;2222;2422
0232,HiM,"Naturvitenskap, håndverk og teknikk",Bachelor-nivå,35.000000,1,0.072765,0.616145,0.695419,0.787196,0.800491,0.013384,0.018068,0.092126,0.089226,0.787196,0.029681,0.021647,0.073644,0.074537,0.800491,"Systemanalytikere/-arkitekter (24%); Andre programvare- og applikasjonsutviklere (16%); Driftsteknikere, IKT (11%); Programvareutviklere (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%)",2511;2519;3511;2512;2422
0232,HiM,Ph.d.,Ph.d.,8.000000,2,0.016632,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
0232,HiM,"Samferdsel, sikkerhet og service",Bachelor-nivå,58.000000,3,0.120582,0.510116,0.571301,0.424898,0.615649,0.022811,0.005074,0.166393,0.380824,0.424898,0.016045,0.023245,0.129374,0.215687,0.615649,Logistikkmedarbeidere (11%); Innkjøpere (10%); Offiserer fra fenrik og høyere grad (8%); Lagermedarbeidere og material-forvaltere (6%); Speditører og befraktere (5%),4322;3323;0110;4321;3331
0232,HiM,"Samferdsel, sikkerhet og service",Master-nivå,45.000000,5,0.093555,0.550640,0.642392,0.454190,0.707298,0.017481,0.000000,0.041153,0.487177,0.454190,0.017481,0.000000,0.032412,0.242809,0.707298,Innkjøpere (14%); Logistikkmedarbeidere (11%); Finansanalytikere (9%); Høyere saksbehandlere i offentlig og privat virksomhet (7%); Ledere av logistikk og transport mv. (6%),3323;4322;2413;2422;1324
0232,HiM,Samfunnsfag og juridiske fag,Bachelor-nivå,35.000000,2,0.072765,0.484758,0.552603,0.517080,0.606610,0.036568,0.038495,0.211950,0.195907,0.517080,0.034587,0.089293,0.163132,0.106377,0.606610,Høyere saksbehandlere i offentlig og privat virksomhet (20%); Butikkmedarbeidere (12%); Kontormedarbeidere (10%); Saksbehandlere innen sosiale ytelser (7%); Jurister og advokater (5%),2422;5223;4110;3353;2611
0232,HiM,Samfunnsfag og juridiske fag,Master-nivå,8.000000,1,0.016632,0.477030,0.551923,0.441012,0.566214,0.070956,0.056187,0.147683,0.284162,0.441012,0.065874,0.057555,0.154160,0.156197,0.566214,Høyere saksbehandlere i offentlig og privat virksomhet (24%); Kontormedarbeidere (3%); Personal- og karriererådgivere (3%); Barnehage- og skolefritidsassistenter mv. (3%); Organisasjonsrådgivere mv. (3%),2422;4110;2423;5311;2421
0232,HiM,Økonomiske og administrative fag,Bachelor-nivå,62.000000,2,0.128898,0.569963,0.632263,0.580854,0.738957,0.022079,0.019195,0.084237,0.293636,0.580854,0.018870,0.031151,0.077752,0.133270,0.738957,"Regnskapsførere (10%); Regnskapsmedarbeidere (7%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Kundebehandlere lån og kreditt (6%); Revisorer, regnskapsrådgivere (6%)",3313;4311;2422;3312;2411
0232,HiM,Økonomiske og administrative fag,Master-nivå,25.000000,2,0.051975,0.553245,0.641122,0.520691,0.705008,0.004783,0.009242,0.098399,0.366885,0.520691,0.006605,0.016365,0.077071,0.194951,0.705008,"Høyere saksbehandlere i offentlig og privat virksomhet (13%); Personal- og karriererådgivere (6%); Revisorer, regnskapsrådgivere (5%); Andre administrative ledere (4%); Kundebehandlere lån og kreditt (4%)",2422;2423;2411;1219;3312
1260,NIH,"Helse-, sosial- og idrettsfag",Bachelor-nivå,314.000000,13,0.656904,0.368899,0.361646,0.174382,0.230102,0.076682,0.111877,0.480952,0.156107,0.174382,0.057374,0.133337,0.471147,0.108040,0.230102,Trenere og idrettsdommere (9%); Grunnskolelærere (7%); Butikkmedarbeidere (7%); Lektorer mv. (videregående skole) (6%); Barnehage- og skolefritidsassistenter mv. (5%),3422;2341;5223;2330;5311
1260,NIH,"Helse-, sosial- og idrettsfag",Master-nivå,128.000000,5,0.267782,0.376340,0.355093,0.099237,0.122956,0.018465,0.060047,0.657764,0.164487,0.099237,0.006382,0.066781,0.661861,0.142021,0.122956,Grunnskolelærere (25%); Lektorer mv. (videregående skole) (21%); Universitets- og høyskolelektorer/-lærere (8%); Trenere og idrettsdommere (6%); Høyere saksbehandlere i offentlig og privat virksomhet (6%),2341;2330;2310;3422;2422
1260,NIH,Lærerutdanninger og pedagogikk,Bachelor-nivå,27.000000,1,0.056485,0.373153,0.350706,0.100796,0.117566,0.018336,0.037825,0.727263,0.115780,0.100796,0.013813,0.041860,0.727330,0.099431,0.117566,Grunnskolelærere (37%); Lektorer mv. (videregående skole) (23%); Høyere saksbehandlere i offentlig og privat virksomhet (4%); Ledere av utdanning og undervisning (4%); Andre musikklærere (2%),2341;2330;2422;1345;2354
1260,NIH,Ph.d.,Ph.d.,9.000000,1,0.018828,0.490066,0.498640,0.228317,0.168433,0.012807,0.013090,0.066585,0.679200,0.228317,0.010145,0.016379,0.163927,0.641116,0.168433,"Universitets- og høyskolelektorer/-lærere (35%); Legespesialister (9%); Andre sivilingeniører (unntatt elektroteknologi) (8%); Høyere saksbehandlere i offentlig og privat virksomhet (5%); Sivilingeniører (geofag, petro-leumsteknologi, metallurgi mv.) (3%)",2310;2212;2149;2422;2146
1407,ONH,"Helse-, sosial- og idrettsfag",Bachelor-nivå,21.000000,2,0.045752,0.377994,0.380520,0.249271,0.291545,0.109329,0.142857,0.361516,0.137026,0.249271,0.042274,0.209913,0.357143,0.099125,0.291545,Butikkmedarbeidere (7%); Helsefagarbeidere (7%); Andre pleiemedarbeidere (6%); Barnehage- og skolefritidsassistenter mv. (6%); Kontormedarbeidere (6%),5223;5321;5329;5311;4110
1407,ONH,Samfunnsfag og juridiske fag,Bachelor-nivå,342.000000,11,0.745098,0.382448,0.393085,0.251134,0.294692,0.111114,0.098296,0.415166,0.124290,0.251134,0.049594,0.173211,0.394708,0.087794,0.294692,Butikkmedarbeidere (9%); Høyere saksbehandlere i offentlig og privat virksomhet (8%); Helsefagarbeidere (7%); Vernepleiere (7%); Andre pleiemedarbeidere (7%),5223;2422;5321;2224;5329
1407,ONH,Samfunnsfag og juridiske fag,Master-nivå,31.000000,2,0.067538,0.498345,0.569287,0.357639,0.538194,0.021412,0.019097,0.167245,0.434606,0.357639,0.006944,0.026620,0.168403,0.259838,0.538194,Høyere saksbehandlere i offentlig og privat virksomhet (19%); Personal- og karriererådgivere (14%); Universitets- og høyskolelektorer/-lærere (8%); Psykologer (7%); Miljøarbeidere innen sosiale fagfelt (3%),2422;2423;2310;2634;3412
1407,ONH,Økonomiske og administrative fag,Bachelor-nivå,65.000000,2,0.141612,0.552904,0.621832,0.562203,0.740194,0.019185,0.020616,0.097408,0.300589,0.562203,0.017166,0.028590,0.095176,0.118873,0.740194,Selgere (engros) (7%); Kundebehandlere lån og kreditt (6%); Regnskapsførere (5%); Kontormedarbeidere (5%); Høyere saksbehandlere i offentlig og privat virksomhet (5%),3322;3312;3313;4110;2422
8223,NLA,Humanistiske og estetiske fag,Bachelor-nivå,40.000000,4,0.095465,0.388349,0.353509,0.248457,0.162409,0.074595,0.107426,0.441854,0.127668,0.248457,0.096740,0.092951,0.425926,0.221974,0.162409,"Andre musikklærere (12%); Dirigenter, komponister, musikere og sangere (11%); Butikkmedarbeidere (8%); Grunnskolelærere (5%); Barnehage- og skolefritidsassistenter mv. (4%)",2354;2652;5223;2341;5311
8223,NLA,Humanistiske og estetiske fag,Master-nivå,19.000000,3,0.045346,0.431229,0.390616,0.244036,0.076363,0.005876,0.024047,0.587114,0.138926,0.244036,0.006566,0.019704,0.414687,0.482680,0.076363,"Andre musikklærere (19%); Dirigenter, komponister, musikere og sangere (17%); Geistlige yrker (16%); Universitets- og høyskolelektorer/-lærere (8%); Lektorer mv. (videregående skole) (8%)",2354;2652;2636;2310;2330
8223,NLA,Lærerutdanninger og pedagogikk,Bachelor-nivå,67.000000,4,0.159905,0.312392,0.277295,0.117759,0.137786,0.072385,0.406153,0.332187,0.071516,0.117759,0.033790,0.384425,0.386806,0.057193,0.137786,Førskolelærere (29%); Barnehage- og skolefritidsassistenter mv. (10%); Grunnskolelærere (7%); Vernepleiere (6%); Helsefagarbeidere (5%),2342;5311;2341;2224;5321
8223,NLA,Lærerutdanninger og pedagogikk,Master-nivå,122.000000,7,0.291169,0.354521,0.315939,0.038664,0.045773,0.006766,0.015776,0.872619,0.066175,0.038664,0.006943,0.013982,0.875191,0.058111,0.045773,Grunnskolelærere (79%); Lektorer mv. (videregående skole) (3%); Høyere saksbehandlere i offentlig og privat virksomhet (3%); Universitets- og høyskolelektorer/-lærere (2%); Psykologer (2%),2341;2330;2422;2310;2634
8223,NLA,Samfunnsfag og juridiske fag,Bachelor-nivå,57.000000,5,0.136038,0.456942,0.509782,0.471617,0.503373,0.062787,0.105871,0.290386,0.069339,0.471617,0.034726,0.146174,0.277614,0.038114,0.503373,Journalister (26%); Barnehage- og skolefritidsassistenter mv. (9%); Butikkmedarbeidere (8%); Andre pleiemedarbeidere (8%); Høyere saksbehandlere i offentlig og privat virksomhet (7%),2642;5311;5223;5329;2422
8223,NLA,Samfunnsfag og juridiske fag,Master-nivå,9.000000,2,0.021480,0.552034,0.644189,0.591353,0.666529,0.009557,0.004985,0.143708,0.250396,0.591353,0.003328,0.015159,0.133707,0.181276,0.666529,Journalister (22%); Høyere saksbehandlere i offentlig og privat virksomhet (18%); Informasjonsrådgivere (6%); Universitets- og høyskolelektorer/-lærere (6%); Grunnskolelærere (3%),2642;2422;2432;2310;2341
8223,NLA,Økonomiske og administrative fag,Bachelor-nivå,105.000000,4,0.250597,0.546034,0.598696,0.559684,0.681419,0.028811,0.028302,0.132545,0.250658,0.559684,0.027582,0.042912,0.115950,0.132136,0.681419,Regnskapsførere (8%); Kundebehandlere lån og kreditt (7%); Høyere saksbehandlere i offentlig og privat virksomhet (6%); Butikkmedarbeidere (6%); Kontormedarbeidere (6%),3313;3312;2422;5223;4110
1303,FHS,"Samferdsel, sikkerhet og service",Bachelor-nivå,231.000000,3,0.715170,0.485846,0.539833,0.312954,0.454778,0.008644,0.006123,0.201354,0.470925,0.312954,0.007805,0.062914,0.143035,0.331468,0.454778,Offiserer fra fenrik og høyere grad (77%); Befal med sersjant grad (3%); Høyere saksbehandlere i offentlig og privat virksomhet (2%); Andre administrative ledere (1%); Administrerende direktører (1%),0110;0210;2422;1219;1120
1303,FHS,"Samferdsel, sikkerhet og service",Master-nivå,92.000000,1,0.284830,0.543751,0.642615,0.416667,0.527778,0.000000,0.000000,0.037037,0.546296,0.416667,0.000000,0.000000,0.000000,0.472222,0.527778,Offiserer fra fenrik og høyere grad (73%); Høyere saksbehandlere i offentlig og privat virksomhet (10%); Andre administrative ledere (6%); Andre ledere av produksjon og tjenesteyting (2%); Strategi- og planleggingssjefer (1%),0110;2422;1219;1349;1213
