date,sector,age_group,ai_q,variable,value,value_index
2022-11-16,1,1,2,timelonn,7621.553503335579,1.0216736125289656
2022-12-16,1,1,2,timelonn,8274.02288903253,1.1091375073973566
2023-01-16,1,1,2,timelonn,7799.27400924884,1.0454971481398372
2023-02-16,1,1,2,timelonn,7428.653165373924,0.9958152117374355
2023-03-16,1,1,2,timelonn,7248.087857767641,0.9716103288301939
2023-04-16,1,1,2,timelonn,7577.096391782436,1.015714111261511
2023-05-16,1,1,2,timelonn,7070.581316078281,0.9478154752460889
2023-06-16,1,1,2,timelonn,7691.23733997836,1.0310147707438297
2023-07-16,1,1,2,timelonn,9153.09164776135,1.2269771780102787
2023-08-16,1,1,2,timelonn,13141.074944316779,1.7615686231157661
2023-09-16,1,1,2,timelonn,10058.716936063016,1.3483767666232578
2023-10-16,1,1,2,timelonn,8165.4921555119345,1.0945889004056353
2023-11-16,1,1,2,timelonn,8271.608859675513,1.1088139053793618
2023-12-16,1,1,2,timelonn,8569.17611511872,1.1487029664094965
2024-01-16,1,1,2,timelonn,8051.814307626872,1.079350319785238
2024-02-16,1,1,2,timelonn,7889.915847412246,1.057647738462682
2024-03-16,1,1,2,timelonn,8020.97029159065,1.0752156617690165
2024-04-16,1,1,2,timelonn,7753.914789772431,1.039416718788567
2024-05-16,1,1,2,timelonn,7914.643087685316,1.0609624391843395
2024-06-16,1,1,2,timelonn,8040.551009822076,1.077840468263212
2024-07-16,1,1,2,timelonn,9391.48507902532,1.2589339540161208
2024-08-16,1,1,2,timelonn,13809.58778753288,1.8511831526538307
2024-09-16,1,1,2,timelonn,10231.24674472023,1.371504486293874
2024-10-16,1,1,2,timelonn,8506.140574065557,1.1402530160263735
2024-11-16,1,1,2,timelonn,8418.261587770687,1.1284727875789882
2024-12-16,1,1,2,timelonn,9008.661165592799,1.2076161891499546
2025-01-16,1,1,2,timelonn,8403.840653583986,1.1265396530913643
2025-02-16,1,1,2,timelonn,8142.405680108762,1.0914941451545703
2025-03-16,1,1,2,timelonn,8290.456318974098,1.1113404180936202
2025-04-16,1,1,2,timelonn,8328.810150774927,1.116481771214494
2025-05-16,1,1,2,timelonn,7820.241128870222,1.048307802534447
2025-06-16,1,1,2,timelonn,8572.451034549655,1.149141971234993
2025-07-16,1,1,2,timelonn,9559.829700567152,1.281500646956765
2025-08-16,1,1,2,timelonn,14355.372406100245,1.9243458933825315
2025-09-16,1,1,2,timelonn,10293.601376222941,1.3798631603617535
2025-10-16,1,1,2,timelonn,8697.225893458,1.1658681125391104
2025-11-16,1,1,2,timelonn,8881.031258139605,1.1905073269531106
2025-12-16,1,1,2,timelonn,9294.327476541683,1.2459099217541063
2026-01-16,1,1,2,timelonn,8836.824398915085,1.1845813721536451
2026-02-16,1,1,2,timelonn,8576.467052583173,1.149680320752646
2021-01-16,1,1,3,timelonn,6449.158275019876,0.9525320745839962
2021-02-16,1,1,3,timelonn,6011.548255335463,0.8878976584116853
2021-03-16,1,1,3,timelonn,6382.079407047739,0.9426246152620975
2021-04-16,1,1,3,timelonn,6786.68746412764,1.0023846855795733
2021-05-16,1,1,3,timelonn,6706.581481320006,0.9905531387735507
2021-06-16,1,1,3,timelonn,6563.494028498475,0.9694193128584762
2021-07-16,1,1,3,timelonn,7367.008630895367,1.0880973478113845
2021-08-16,1,1,3,timelonn,9817.37411175557,1.4500130607523243
2021-09-16,1,1,3,timelonn,7278.78896964291,1.0750674215220282
2021-10-16,1,1,3,timelonn,6552.662142674718,0.9678194577711348
2021-11-16,1,1,3,timelonn,6046.365752539321,0.893040156305073
2021-12-16,1,1,3,timelonn,7439.714324910329,1.0988358818340942
2022-01-16,1,1,3,timelonn,7029.426508894743,1.03823691869814
2022-02-16,1,1,3,timelonn,7021.776921716712,1.0371070848758528
2022-03-16,1,1,3,timelonn,6947.4877275752915,1.0261346699967215
2022-04-16,1,1,3,timelonn,6864.332164876013,1.013852704308587
2022-05-16,1,1,3,timelonn,6052.5076919047315,0.8939473125565119
2022-06-16,1,1,3,timelonn,6436.922564759136,0.9507248764998966
2022-07-16,1,1,3,timelonn,7549.889628645682,1.1151086272311876
2022-08-16,1,1,3,timelonn,9258.412679562447,1.367455202825087
2022-09-16,1,1,3,timelonn,7437.9552062494995,1.0985760623544065
2022-10-16,1,1,3,timelonn,6770.541850610592,1.0
2022-11-16,1,1,3,timelonn,6975.473737020853,1.0302681662608406
2022-12-16,1,1,3,timelonn,8081.610320815246,1.1936430641938087
2023-01-16,1,1,3,timelonn,7221.668488170683,1.0666308026025135
2023-02-16,1,1,3,timelonn,7308.584114835876,1.0794681247228037
2023-03-16,1,1,3,timelonn,6991.015884775579,1.0325637207522917
2023-04-16,1,1,3,timelonn,7251.094635893029,1.0709770053690901
2023-05-16,1,1,3,timelonn,6759.599050148573,0.9983837629685383
2023-06-16,1,1,3,timelonn,7377.780095413822,1.0896882787525295
2023-07-16,1,1,3,timelonn,8498.241576219936,1.2551789448659172
2023-08-16,1,1,3,timelonn,11980.939415819334,1.7695687701478207
2023-09-16,1,1,3,timelonn,9409.954975854713,1.3898377978427368
2023-10-16,1,1,3,timelonn,7914.027555202254,1.1688913132541288
2023-11-16,1,1,3,timelonn,7540.047823130377,1.1136550056847205
2023-12-16,1,1,3,timelonn,8826.347148668663,1.303639700251269
2024-01-16,1,1,3,timelonn,7843.309437716552,1.1584463416335302
2024-02-16,1,1,3,timelonn,8138.62637067855,1.2020642587039883
2024-03-16,1,1,3,timelonn,7931.787016939616,1.171514362063104
2024-04-16,1,1,3,timelonn,7372.267697736097,1.088874104968606
2024-05-16,1,1,3,timelonn,7537.309448999499,1.1132505514783515
2024-06-16,1,1,3,timelonn,7879.177463889678,1.1637440012543612
2024-07-16,1,1,3,timelonn,8468.316446434419,1.2507590431142104
2024-08-16,1,1,3,timelonn,11225.384320518097,1.657974290418979
2024-09-16,1,1,3,timelonn,8857.086978633506,1.3081799321327203
2024-10-16,1,1,3,timelonn,8000.911589249315,1.1817239691868626
2024-11-16,1,1,3,timelonn,7933.305564202314,1.1717386494681898
2024-12-16,1,1,3,timelonn,9287.641017168175,1.3717721893013013
2025-01-16,1,1,3,timelonn,8037.231431578441,1.18708836145125
2025-02-16,1,1,3,timelonn,7826.205472202471,1.1559201087423565
2025-03-16,1,1,3,timelonn,8018.633144463474,1.1843414192529251
2025-04-16,1,1,3,timelonn,8031.721018444226,1.1862744807817556
2025-05-16,1,1,3,timelonn,8006.275687048592,1.1825162392765591
2025-06-16,1,1,3,timelonn,8232.062470267992,1.2158646459774258
2025-07-16,1,1,3,timelonn,8698.041052444458,1.2846890609885289
2025-08-16,1,1,3,timelonn,12147.337939793151,1.7941456101770734
2025-09-16,1,1,3,timelonn,9082.062510948184,1.3414085181571003
2025-10-16,1,1,3,timelonn,8685.249628383679,1.282799784717439
2025-11-16,1,1,3,timelonn,8417.184555526184,1.2432069310327196
2025-12-16,1,1,3,timelonn,9647.267208852309,1.4248884981018592
2026-01-16,1,1,3,timelonn,8601.39752521021,1.2704149409303933
2026-02-16,1,1,3,timelonn,8569.967099769789,1.2657727090183954
2021-01-16,1,1,4,timelonn,7769.940942292202,1.088802072838517
2021-02-16,1,1,4,timelonn,6895.580729793232,0.9662779482863484
2021-03-16,1,1,4,timelonn,7152.150157973744,1.0022310304660853
2021-04-16,1,1,4,timelonn,8026.694142030889,1.1247809069325807
2021-05-16,1,1,4,timelonn,8349.88965462284,1.1700703044525587
2021-06-16,1,1,4,timelonn,7774.6525858367195,1.0894623155991567
2021-07-16,1,1,4,timelonn,10901.104260561564,1.5275720888075008
2021-08-16,1,1,4,timelonn,12748.089064808062,1.7863901285198551
2021-09-16,1,1,4,timelonn,10017.024544025011,1.4036859698435753
2021-10-16,1,1,4,timelonn,7183.337223882175,1.0066012750096474
2021-11-16,1,1,4,timelonn,7270.052828492162,1.018752735458064
2021-12-16,1,1,4,timelonn,8062.298034868684,1.1297700815750686
