date,occ_group,age_group,count,percap,emp_index
2023-05-16,Customer service agents,1,1664.0,0.002323642644986783,1.0366747072174116
2023-06-16,Customer service agents,1,1744.0,0.0024353562336880707,1.086514837372095
2023-07-16,Customer service agents,1,1808.0,0.002524952761876565,1.1264876166752704
2023-08-16,Customer service agents,1,1752.0,0.002446746260402512,1.0915964073092224
2023-09-16,Customer service agents,1,1656.0,0.0023126779721612785,1.0317829055388539
2023-10-16,Customer service agents,1,1621.0,0.0022640012625892297,1.0100661782474258
2023-11-16,Customer service agents,1,1634.0,0.0022821579661140047,1.018166647289509
2023-12-16,Customer service agents,1,1623.0,0.0022667946015930414,1.0113124042539001
2024-01-16,Customer service agents,1,1575.0,0.00220066732616824,0.9818102456332569
2024-02-16,Customer service agents,1,1564.0,0.0021852975861124616,0.9749531582034373
2024-03-16,Customer service agents,1,1559.0,0.0021783113406325626,0.9718363002807922
2024-04-16,Customer service agents,1,1698.0,0.0023742673050248333,1.0592604971348736
2024-05-16,Customer service agents,1,1707.0,0.002386851760705177,1.0648749520666838
2024-06-16,Customer service agents,1,1790.0,0.0025029084075350125,1.1166527031044897
2024-07-16,Customer service agents,1,1830.0,0.0025607513776282685,1.1424588847113661
2024-08-16,Customer service agents,1,1758.0,0.0024600005037543693,1.0975096826899353
2024-09-16,Customer service agents,1,1676.0,0.0023452564529535397,1.0463175359433057
2024-10-16,Customer service agents,1,1673.0,0.0023428124111642785,1.0452271461143121
2024-11-16,Customer service agents,1,1677.0,0.002348413875387026,1.0477261948796779
2024-12-16,Customer service agents,1,1661.0,0.002326008018496035,1.0377299998182141
2025-01-16,Customer service agents,1,1639.0,0.0022967212517481144,1.0246639414855148
2025-02-16,Customer service agents,1,1621.0,0.0022714979555117105,1.0134107682416227
2025-03-16,Customer service agents,1,1482.0,0.002076718056797258,0.9265112637471219
2025-04-16,Customer service agents,1,1651.0,0.002314863498766855,1.032757960872272
2025-05-16,Customer service agents,1,1659.0,0.0023260802813169063,1.0377622393016954
2025-06-16,Customer service agents,1,1724.0,0.002417216639536074,1.0784220015407613
2025-07-16,Customer service agents,1,1793.0,0.0025154462146252223,1.1222463461383845
2025-08-16,Customer service agents,1,1744.0,0.0024467028434503,1.091577037180894
2025-09-16,Customer service agents,1,1672.0,0.0023456921756014344,1.0465119301413157
2025-10-16,Customer service agents,1,1666.0,0.0023386493387630427,1.0433698244336367
2025-11-16,Customer service agents,1,1664.0,0.002335841836555644,1.0421172796263933
2025-12-16,Customer service agents,1,1632.0,0.0022909218012372662,1.022076562710501
2026-01-16,Customer service agents,1,1603.0,0.0022515309848867913,1.0045026629134366
2026-02-16,Customer service agents,1,1550.0,0.0021770886004831734,0.9712907844764984
2021-01-16,Customer service agents,2,764.0,0.001041638262481935,0.7932148576308342
2021-02-16,Customer service agents,2,778.0,0.0010607258746216563,0.8077502084251165
2021-03-16,Customer service agents,2,803.0,0.00109481089629973,0.8337061919863349
2021-04-16,Customer service agents,2,830.0,0.0011278645040657476,0.8588767466046294
2021-05-16,Customer service agents,2,851.0,0.0011564008348915076,0.8806073630849877
2021-06-16,Customer service agents,2,896.0,0.0012175501152324217,0.9271729698286122
2021-07-16,Customer service agents,2,909.0,0.0012310334180204874,0.9374405996638925
2021-08-16,Customer service agents,2,932.0,0.001262181678322436,0.9611602187973023
2021-09-16,Customer service agents,2,921.0,0.0012472846842649823,0.9498160531248019
2021-10-16,Customer service agents,2,924.0,0.0012471268168707645,0.9496958359945953
2021-11-16,Customer service agents,2,933.0,0.001259274155996129,0.9589461201114258
2021-12-16,Customer service agents,2,950.0,0.0012822191298995954,0.9764188789987721
2022-01-16,Customer service agents,2,950.0,0.001276067027099634,0.9717340094789312
2022-02-16,Customer service agents,2,979.0,0.0013150206521374123,1.0013974687156564
2022-03-16,Customer service agents,2,971.0,0.0013042748245407838,0.9932144454779391
2022-04-16,Customer service agents,2,979.0,0.0013069574457859633,0.9952572804099071
2022-05-16,Customer service agents,2,1019.0,0.0013603571371357474,1.0359215206718033
2022-06-16,Customer service agents,2,1026.0,0.0013697020831219596,1.043037762717635
2022-07-16,Customer service agents,2,1012.0,0.0013425970762693314,1.0223971095023225
2022-08-16,Customer service agents,2,987.0,0.0013094301524484487,0.9971402639118502
2022-09-16,Customer service agents,2,1000.0,0.0013266769528353076,1.0102738236188957
2022-10-16,Customer service agents,2,996.0,0.0013131855164603059,1.0
2022-11-16,Customer service agents,2,1106.0,0.0014582160453866448,1.1104417670682731
2022-12-16,Customer service agents,2,1107.0,0.0014595345047405206,1.1114457831325302
2023-01-16,Customer service agents,2,1115.0,0.0014619710516619922,1.1133012307375565
2023-02-16,Customer service agents,2,1109.0,0.001454103942863811,1.1073103720968163
2023-03-16,Customer service agents,2,1113.0,0.0014593486820625985,1.1113042778573097
2023-04-16,Customer service agents,2,1116.0,0.0014561472639827977,1.108866375489615
2023-05-16,Customer service agents,2,1140.0,0.001487462258907159,1.132712964209822
2023-06-16,Customer service agents,2,1167.0,0.0015226916281970652,1.1595403765200545
2023-07-16,Customer service agents,2,1142.0,0.0014826874814177194,1.1290769375939407
2023-08-16,Customer service agents,2,1143.0,0.0014839858067079274,1.13006562142721
2023-09-16,Customer service agents,2,1134.0,0.001472300879096054,1.1211674669277834
2023-10-16,Customer service agents,2,1159.0,0.001497332835514306,1.1402294776676867
2023-11-16,Customer service agents,2,1162.0,0.0015012085891869056,1.143180891328604
2023-12-16,Customer service agents,2,1183.0,0.0015283388648951028,1.1638407869550247
2024-01-16,Customer service agents,2,1155.0,0.0014862454737069664,1.1317863737281721
2024-02-16,Customer service agents,2,1154.0,0.0014849586810890382,1.1308064721058966
2024-03-16,Customer service agents,2,1137.0,0.0014630832065842606,1.1141481445272137
2024-04-16,Customer service agents,2,1162.0,0.001490689604300165,1.1351706104087422
2024-05-16,Customer service agents,2,1184.0,0.0015189126432800302,1.1566626529466013
2024-06-16,Customer service agents,2,1209.0,0.0015509842784844228,1.181085428557805
2024-07-16,Customer service agents,2,1196.0,0.0015295408563894138,1.1647561119256737
2024-08-16,Customer service agents,2,1185.0,0.0015154731729276384,1.1540434721002706
2024-09-16,Customer service agents,2,1193.0,0.0015257042154452932,1.1618344828823821
2024-10-16,Customer service agents,2,1207.0,0.0015388302849959584,1.1718300770967063
2024-11-16,Customer service agents,2,1216.0,0.0015503045787531777,1.1805678324354556
2024-12-16,Customer service agents,2,1204.0,0.0015350055204102187,1.16891749198379
2025-01-16,Customer service agents,2,1212.0,0.0015415885484900828,1.173930514132868
2025-02-16,Customer service agents,2,1237.0,0.0015733869921470563,1.1981452524606913
2025-03-16,Customer service agents,2,1232.0,0.0015670273034156617,1.1933023047951266
2025-04-16,Customer service agents,2,1256.0,0.0015949591164739212,1.2145725767469144
2025-05-16,Customer service agents,2,1263.0,0.0016038482198300658,1.2213416914262365
2025-06-16,Customer service agents,2,1260.0,0.0016000386041060037,1.2184406422779555
2025-07-16,Customer service agents,2,1276.0,0.0016176675667794976,1.231865221252153
2025-08-16,Customer service agents,2,1261.0,0.0015986510985179832,1.2173840470211326
2025-09-16,Customer service agents,2,1286.0,0.001630345212287174,1.2415193374061668
2025-10-16,Customer service agents,2,1292.0,0.0016352422550648844,1.2452484698983608
2025-11-16,Customer service agents,2,1301.0,0.001646633261485615,1.2539228013450212
2025-12-16,Customer service agents,2,1294.0,0.0016377735898250468,1.2471760991087297
2026-01-16,Customer service agents,2,1320.0,0.0016679555414032055,1.2701598673576473
2026-02-16,Customer service agents,2,1323.0,0.0016717463494518492,1.2730465943289146
2021-01-16,Customer service agents,3,559.0,0.0007728349216312209,0.8984349543956461
2021-02-16,Customer service agents,3,549.0,0.0007590096099741329,0.8823627727427723
2021-03-16,Customer service agents,3,557.0,0.0007700698592998033,0.8952205180650713
2021-04-16,Customer service agents,3,558.0,0.0007724113491866841,0.897942543559594
2021-05-16,Customer service agents,3,562.0,0.000777948348105585,0.9043794076711323
2021-06-16,Customer service agents,3,570.0,0.0007890223459433869,0.9172531358942089
2021-07-16,Customer service agents,3,584.0,0.0008094315406642328,0.9409792039263994
2021-08-16,Customer service agents,3,584.0,0.0008094315406642328,0.9409792039263994
2021-09-16,Customer service agents,3,586.0,0.0008122035664884255,0.9442017354466955
2021-10-16,Customer service agents,3,584.0,0.0008104638656628387,0.9421793009161763
2021-11-16,Customer service agents,3,604.0,0.0008382194775006072,0.9744457153311138
2021-12-16,Customer service agents,3,592.0,0.0008215661103979461,0.9550858666821513
2022-01-16,Customer service agents,3,599.0,0.0008318855192201663,0.9670823711555937
2022-02-16,Customer service agents,3,604.0,0.0008388294718013029,0.9751548450383616
2022-03-16,Customer service agents,3,602.0,0.0008360518907688483,0.9719258554852545
2022-04-16,Customer service agents,3,611.0,0.0008487254532902349,0.9866591073702743
2022-05-16,Customer service agents,3,610.0,0.0008473363772619367,0.985044280680634
2022-06-16,Customer service agents,3,621.0,0.0008626162135732175,1.002807374266678
2022-07-16,Customer service agents,3,611.0,0.0008489058700937826,0.9868688452562454
2022-08-16,Customer service agents,3,603.0,0.0008377908996179228,0.9739474855802225
2022-09-16,Customer service agents,3,611.0,0.0008489058700937826,0.9868688452562454
2022-10-16,Customer service agents,3,619.0,0.0008602013065610152,1.0
2022-11-16,Customer service agents,3,630.0,0.0008754875979538605,1.0177705977382876
2022-12-16,Customer service agents,3,625.0,0.0008685392836843853,1.0096930533117934
2023-01-16,Customer service agents,3,632.0,0.0008780851075654257,1.0207902509191806
2023-02-16,Customer service agents,3,631.0,0.0008766957323952272,1.0191750764715237
2023-03-16,Customer service agents,3,628.0,0.0008725276068846319,1.0143295531285528
2023-04-16,Customer service agents,3,625.0,0.000867834980831261,1.0088742881602497
2023-05-16,Customer service agents,3,619.0,0.0008595037650152808,0.9991890949939113
2023-06-16,Customer service agents,3,622.0,0.0008636693729232709,1.0040316915770806
2023-07-16,Customer service agents,3,616.0,0.0008548099713028081,0.9937324726002091
2023-08-16,Customer service agents,3,617.0,0.0008561976498276503,0.9953456746661186
2023-09-16,Customer service agents,3,608.0,0.0008437085431040704,0.9808268560729337
2023-10-16,Customer service agents,3,624.0,0.0008653746142911625,1.0060140663478292
2023-11-16,Customer service agents,3,632.0,0.0008764691606282287,1.0189116825830578
2023-12-16,Customer service agents,3,622.0,0.000862600977706896,1.002789662289022
2024-01-16,Customer service agents,3,625.0,0.0008662316566784382,1.0070103940454724
2024-02-16,Customer service agents,3,620.0,0.0008593018034250107,0.9989543108931087
2024-03-16,Customer service agents,3,626.0,0.0008676176273291236,1.0086216106759451
2024-04-16,Customer service agents,3,631.0,0.0008740217466583558,1.016066518374162
2024-05-16,Customer service agents,3,637.0,0.0008823325715077221,1.0257280066629813
2024-06-16,Customer service agents,3,639.0,0.0008851028464575109,1.0289485027592542
2024-07-16,Customer service agents,3,625.0,0.0008651740453323514,1.0057809012069705
2024-08-16,Customer service agents,3,633.0,0.0008762482731126055,1.0186548967424198
2024-09-16,Customer service agents,3,639.0,0.0008845539439477961,1.0283103933940068
2024-10-16,Customer service agents,3,646.0,0.0008936933746332191,1.038935151361373
2024-11-16,Customer service agents,3,646.0,0.0008936933746332191,1.038935151361373
2024-12-16,Customer service agents,3,630.0,0.000871558554208867,1.0132030113895742
2025-01-16,Customer service agents,3,630.0,0.0008712078259354421,1.0127952832557645
2025-02-16,Customer service agents,3,633.0,0.0008753564346303728,1.0176181179379349
2025-03-16,Customer service agents,3,639.0,0.0008836536520202341,1.0272637873022754
2025-04-16,Customer service agents,3,627.0,0.0008668889884359497,1.0077745544257206
2025-05-16,Customer service agents,3,646.0,0.0008931583517218876,1.0383131772871061
2025-06-16,Customer service agents,3,656.0,0.000906984332398697,1.0543861366878353
2025-07-16,Customer service agents,3,658.0,0.0009095671814890638,1.0573887467404666
2025-08-16,Customer service agents,3,651.0,0.000899890934877478,1.0461399302857808
2025-09-16,Customer service agents,3,646.0,0.0008929793301549167,1.0381050613895766
2025-10-16,Customer service agents,3,648.0,0.0008955644682033153,1.041110332398445
2025-11-16,Customer service agents,3,653.0,0.0009024746878653778,1.0491435911360874
2025-12-16,Customer service agents,3,639.0,0.0008831260728116026,1.0266504666706888
2026-01-16,Customer service agents,3,635.0,0.0008774232772795733,1.0200208609161612
2026-02-16,Customer service agents,3,636.0,0.0008788050462201711,1.021627192980596
2021-01-16,Customer service agents,4,387.0,0.0005502028073138587,0.8581728997982296
2021-02-16,Customer service agents,4,395.0,0.0005615765087570393,0.8759129080627925
2021-03-16,Customer service agents,4,392.0,0.0005573113707158466,0.8692604049635815
2021-04-16,Customer service agents,4,405.0,0.000573693395584969,0.8948120917227548
2021-05-16,Customer service agents,4,398.0,0.0005637777072662164,0.87934620371767
2021-06-16,Customer service agents,4,409.0,0.0005793595031956847,0.9036497420113745
2021-07-16,Customer service agents,4,410.0,0.0005786187664412406,0.9024943858407074
2021-08-16,Customer service agents,4,411.0,0.0005800300317252436,0.904695591659831
2021-09-16,Customer service agents,4,407.0,0.0005743849705892314,0.8958907683833363
2021-10-16,Customer service agents,4,409.0,0.000575072235540589,0.8969627224853439
2021-11-16,Customer service agents,4,426.0,0.0005989749934970438,0.9342447916351014
2021-12-16,Customer service agents,4,430.0,0.000604599171839739,0.9430170431997502
2022-01-16,Customer service agents,4,425.0,0.0005951447392005736,0.928270593770474
2022-02-16,Customer service agents,4,429.0,0.0006007461014518731,0.9370072581824315
2022-03-16,Customer service agents,4,448.0,0.0006273525721455458,0.978506414139229
2022-04-16,Customer service agents,4,449.0,0.0006259837634589995,0.9763714295404821
2022-05-16,Customer service agents,4,455.0,0.0006343488026143535,0.9894187092225374
2022-06-16,Customer service agents,4,473.0,0.0006594439200804159,1.028560548268704
2022-07-16,Customer service agents,4,467.0,0.0006481645977215696,1.0109677467639153
2022-08-16,Customer service agents,4,465.0,0.0006453887322067021,1.0066381204394446
2022-09-16,Customer service agents,4,462.0,0.0006412249339344008,1.0001436809527384
2022-10-16,Customer service agents,4,464.0,0.0006411328153606579,1.0
2022-11-16,Customer service agents,4,469.0,0.0006480415741468719,1.0107758620689655
2022-12-16,Customer service agents,4,463.0,0.0006397510636034151,0.997844827586207
2023-01-16,Customer service agents,4,482.0,0.0006631673809703982,1.0343681762683528
2023-02-16,Customer service agents,4,479.0,0.0006590397831635285,1.0279302000675123
2023-03-16,Customer service agents,4,481.0,0.000661791515034775,1.032222184201406
2023-04-16,Customer service agents,4,489.0,0.0006700612784056653,1.0451208585053227
2023-05-16,Customer service agents,4,487.0,0.0006673207414796707,1.0408463355666506
2023-06-16,Customer service agents,4,499.0,0.000683763963035638,1.066493473198683
2023-07-16,Customer service agents,4,505.0,0.0006891196871260161,1.0748470061361062
2023-08-16,Customer service agents,4,500.0,0.0006822967199267486,1.0642049565704021
2023-09-16,Customer service agents,4,491.0,0.0006700153789680671,1.045049267352135
2023-10-16,Customer service agents,4,503.0,0.0006835585815140211,1.0661731315835041
2023-11-16,Customer service agents,4,501.0,0.0006808406547485578,1.0619338745990767
2023-12-16,Customer service agents,4,496.0,0.0006740458378348995,1.051335732138008
2024-01-16,Customer service agents,4,492.0,0.0006664625737917657,1.0395078177629373
2024-02-16,Customer service agents,4,489.0,0.0006623987776101086,1.0331693554595047
2024-03-16,Customer service agents,4,496.0,0.0006718809687006419,1.0479591008341806
2024-04-16,Customer service agents,4,506.0,0.0006838216712007016,1.0665834828872858
2024-05-16,Customer service agents,4,495.0,0.0006689559826963386,1.0433968854332145
2024-06-16,Customer service agents,4,500.0,0.0006757131138346855,1.053936247912338
2024-07-16,Customer service agents,4,509.0,0.0006862316847594549,1.0703424755655775
2024-08-16,Customer service agents,4,503.0,0.0006781425096935281,1.057725471924333
2024-09-16,Customer service agents,4,517.0,0.0006970172515140239,1.0871651470872368
2024-10-16,Customer service agents,4,521.0,0.0007007359745206482,1.0929653852243728
2024-11-16,Customer service agents,4,527.0,0.0007088058705803869,1.1055523186434635
2024-12-16,Customer service agents,4,531.0,0.0007141858012868794,1.113943607589524
2025-01-16,Customer service agents,4,521.0,0.0006994847174001187,1.0910137504140012
2025-02-16,Customer service agents,4,527.0,0.0007075402035889876,1.1035782081922814
2025-03-16,Customer service agents,4,524.0,0.0007035124604945532,1.0972959793031414
2025-04-16,Customer service agents,4,535.0,0.0007174072499701639,1.1189682274593904
2025-05-16,Customer service agents,4,545.0,0.0007308167312780174,1.1398835214305938
2025-06-16,Customer service agents,4,555.0,0.000744226212585871,1.1607988154017974
2025-07-16,Customer service agents,4,551.0,0.0007379451108123021,1.1510019345947597
2025-08-16,Customer service agents,4,550.0,0.0007366058274895938,1.1489130018640978
2025-09-16,Customer service agents,4,539.0,0.0007218737109398019,1.1259347418268157
2025-10-16,Customer service agents,4,561.0,0.0007504083104041906,1.170441275856488
2025-11-16,Customer service agents,4,557.0,0.0007450578055171731,1.162095883515265
2025-12-16,Customer service agents,4,554.0,0.0007410449268519101,1.155836839259348
2026-01-16,Customer service agents,4,554.0,0.0007401350946945407,1.1544177383561172
2026-02-16,Customer service agents,4,556.0,0.0007428070625454234,1.1585853114187745
2021-01-16,Electricians,1,10370.0,0.01447113378612027,0.9546868543045612
2021-02-16,Electricians,1,10400.0,0.014512998204016473,0.9574487256284897
2021-03-16,Electricians,1,10484.0,0.014630218574125836,0.965181965335489
2021-04-16,Electricians,1,10472.0,0.014622982043838226,0.9647045583514567
2021-05-16,Electricians,1,10515.0,0.014683026756203107,0.9686658165647027
2021-06-16,Electricians,1,10696.0,0.01493577310359947,0.9853399499739478
2021-07-16,Electricians,1,10734.0,0.01499876337753036,0.9894955322081844
2021-08-16,Electricians,1,10611.0,0.014826893813953293,0.9781569864226798
2021-09-16,Electricians,1,10603.0,0.014815715305753159,0.9774195200301267
2021-10-16,Electricians,1,10613.0,0.014839579295899505,0.9789938705973104
2021-11-16,Electricians,1,10702.0,0.014964023143759211,0.9872036561888643
2021-12-16,Electricians,1,10812.0,0.01511783014673188,0.997350582200897
2022-01-16,Electricians,1,10675.0,0.014927794224376983,0.9848135688887906
2022-02-16,Electricians,1,10771.0,0.015062039493280045,0.9936699719439028
2022-03-16,Electricians,1,10899.0,0.015241033185150795,1.0054785093507193
2022-04-16,Electricians,1,10879.0,0.01520645215397948,1.0031971362146894
2022-05-16,Electricians,1,10908.0,0.015246987783399961,1.0058713449609185
2022-06-16,Electricians,1,11061.0,0.015460848173101116,1.0199801014496441
2022-07-16,Electricians,1,11050.0,0.01543858864753772,1.0185116003112735
2022-08-16,Electricians,1,10967.0,0.015322624588013228,1.010861241684501
2022-09-16,Electricians,1,10902.0,0.015231809360674772,1.0048699969767878
2022-10-16,Electricians,1,10854.0,0.015157989995223851,1.0
2022-11-16,Electricians,1,10860.0,0.015166369204729226,1.0005527915975676
2022-12-16,Electricians,1,10881.0,0.015195696437998039,1.0024875621890545
2023-01-16,Electricians,1,10729.0,0.01498087073082186,0.9883151219615661
2023-02-16,Electricians,1,10826.0,0.01511631154179117,0.9972503970878848
2023-03-16,Electricians,1,10856.0,0.015158200452400234,1.0000138842403543
2023-04-16,Electricians,1,10884.0,0.015198633742810183,1.0026813414970677
2023-05-16,Electricians,1,10846.0,0.015145569788177072,0.9991806164900034
2023-06-16,Electricians,1,11070.0,0.015458367836540678,1.019816469163225
2023-07-16,Electricians,1,11062.0,0.015448577130463806,1.019170558585374
2023-08-16,Electricians,1,11006.0,0.015370370628989754,1.0140111343148281
2023-09-16,Electricians,1,10965.0,0.015313112297553394,1.0102336986881784
2023-10-16,Electricians,1,10916.0,0.015246044282803227,1.0058091005210532
2023-11-16,Electricians,1,10844.0,0.015145484078666014,0.999174962078628
2023-12-16,Electricians,1,10959.0,0.015306101071385175,1.0097711554241684
2024-01-16,Electricians,1,10894.0,0.015221631651604322,1.004198555111893
2024-02-16,Electricians,1,10936.0,0.015280316113635475,1.0080700751517957
2024-03-16,Electricians,1,10971.0,0.015329219831994768,1.0112963418517145
2024-04-16,Electricians,1,11012.0,0.015397780661327128,1.015819423695281
2024-05-16,Electricians,1,11056.0,0.015459304666875475,1.0198782735538527
2024-06-16,Electricians,1,11247.0,0.015726374781869435,1.037497371803562
2024-07-16,Electricians,1,11234.0,0.015719934959713643,1.0370725250951383
2024-08-16,Electricians,1,11174.0,0.01563597589815206,1.0315335940371262
2024-09-16,Electricians,1,11113.0,0.015550617518897785,1.0259023474614806
2024-10-16,Electricians,1,11142.0,0.01560287859246407,1.0293501049532556
2024-11-16,Electricians,1,11093.0,0.01553426065573541,1.0248232556315262
2024-12-16,Electricians,1,11119.0,0.01557067017318327,1.0272252573124439
2025-01-16,Electricians,1,10985.0,0.015393217175383184,1.0155183622784716
2025-02-16,Electricians,1,11036.0,0.015464683181386328,1.02023310387849
2025-03-16,Electricians,1,11026.0,0.01545067023903277,1.0193086447412316
2025-04-16,Electricians,1,11063.0,0.015511408168902311,1.0233156357663395
2025-05-16,Electricians,1,11038.0,0.0154763557234334,1.0210031625769553
2025-06-16,Electricians,1,11142.0,0.015622173896584069,1.030623051044794
2025-07-16,Electricians,1,11185.0,0.015691726665132803,1.0352115729115223
2025-08-16,Electricians,1,11059.0,0.015514957996397287,1.0235498243029526
2025-09-16,Electricians,1,10961.0,0.015377471254047441,1.014479575385176
2025-10-16,Electricians,1,10990.0,0.015427224629655366,1.017761895509652
2025-11-16,Electricians,1,11030.0,0.015483374673803337,1.021466215420515
2025-12-16,Electricians,1,11092.0,0.015570407242232694,1.027207911282353
2026-01-16,Electricians,1,10974.0,0.015413787291420867,1.016875410016606
2026-02-16,Electricians,1,10951.0,0.015381482105736278,1.0147441785212186
2021-01-16,Electricians,2,6661.0,0.00908161317590598,1.0005882351846056
2021-02-16,Electricians,2,6736.0,0.009183868240940201,1.0118544290952565
2021-03-16,Electricians,2,6687.0,0.009117061598451177,1.0044938490736313
2021-04-16,Electricians,2,6674.0,0.009069117711005784,0.9992115177523471
2021-05-16,Electricians,2,6634.0,0.009014762795147194,0.9932228361955455
2021-06-16,Electricians,2,6614.0,0.008987585337217899,0.9902284954171446
2021-07-16,Electricians,2,6552.0,0.008873191369494207,0.9776248691600734
2021-08-16,Electricians,2,6545.0,0.008863711464184918,0.9765803981460134
2021-09-16,Electricians,2,6654.0,0.009011327132572413,0.9928443039363748
2021-10-16,Electricians,2,6673.0,0.009006577109284212,0.9923209588734474
2021-11-16,Electricians,2,6768.0,0.009134799022274171,1.0064481117421686
2021-12-16,Electricians,2,6791.0,0.009165842222261213,1.0098683698051223
2022-01-16,Electricians,2,6705.0,0.00900634675442426,0.9922955789813157
2022-02-16,Electricians,2,6758.0,0.009077537862251923,1.0001392278532037
2022-03-16,Electricians,2,6820.0,0.009160818026125794,1.0093148170995634
2022-04-16,Electricians,2,6804.0,0.009083287498598259,1.0007727076517043
2022-05-16,Electricians,2,6805.0,0.009084622490882002,1.000919793587573
2022-06-16,Electricians,2,6884.0,0.009190086881297826,1.012539582521213
2022-07-16,Electricians,2,6791.0,0.009009463186704574,0.9926389392869172
2022-08-16,Electricians,2,6797.0,0.009017423248421585,0.9935159579344979
2022-09-16,Electricians,2,6808.0,0.009032016694902775,0.9951238254550628
2022-10-16,Electricians,2,6884.0,0.00907627419208107,1.0
2022-11-16,Electricians,2,6914.0,0.009115827972697345,1.004357931435212
2022-12-16,Electricians,2,6905.0,0.009103961838512462,1.0030505520046484
2023-01-16,Electricians,2,6747.0,0.008846563843554674,0.9746911184407787
2023-02-16,Electricians,2,6843.0,0.008972437584325572,0.9885595558752407
2023-03-16,Electricians,2,6876.0,0.009015706682715568,0.993326831243337
2023-04-16,Electricians,2,6858.0,0.008948259799636224,0.9858957111987056
2023-05-16,Electricians,2,6867.0,0.008960002922732859,0.9871895375913547
2023-06-16,Electricians,2,6945.0,0.009061776656237034,0.9984026996609815
2023-07-16,Electricians,2,6847.0,0.008889633262055274,0.9794363936042569
2023-08-16,Electricians,2,6906.0,0.008966234454177557,0.9878761113233532
2023-09-16,Electricians,2,6909.0,0.008970129430048181,0.9883052495124598
2023-10-16,Electricians,2,6987.0,0.009026630303484431,0.9945303670265986
2023-11-16,Electricians,2,6983.0,0.009021462631920966,0.9939610065760325
2023-12-16,Electricians,2,7052.0,0.009110604966390757,1.0037824743483004
2024-01-16,Electricians,2,6977.0,0.00897795209528442,0.9891671301774427
2024-02-16,Electricians,2,7078.0,0.009107918149695159,1.003486447956993
2024-03-16,Electricians,2,7047.0,0.009068027578539388,0.9990914098266359
2024-04-16,Electricians,2,7003.0,0.008983906453454435,0.9898231656876095
2024-05-16,Electricians,2,6969.0,0.008940289029576462,0.9850175127341069
2024-06-16,Electricians,2,7004.0,0.008985189318862611,0.989964508421536
2024-07-16,Electricians,2,6966.0,0.008908680272248042,0.9815349430519351
2024-08-16,Electricians,2,6955.0,0.008894612588786266,0.9799850027169407
2024-09-16,Electricians,2,6974.0,0.008918911314765696,0.9826621723864765
2024-10-16,Electricians,2,7062.0,0.009003495834831366,0.9919814721647344
2024-11-16,Electricians,2,7066.0,0.009008595520945685,0.9925433421574644
2024-12-16,Electricians,2,7107.0,0.009060867303617463,0.9983025095829465
2025-01-16,Electricians,2,6926.0,0.008809440830727981,0.9706010026023787
2025-02-16,Electricians,2,7010.0,0.008916283601415413,0.9823726578461845
2025-03-16,Electricians,2,7027.0,0.008937906543102154,0.9847550166455262
2025-04-16,Electricians,2,7014.0,0.008906881562856754,0.981336765985749
2025-05-16,Electricians,2,7030.0,0.008927199513385085,0.9835753442942423
2025-06-16,Electricians,2,7090.0,0.009003391827866324,0.9919700129510922
2025-07-16,Electricians,2,7018.0,0.008897171617287238,0.980266949741327
2025-08-16,Electricians,2,6961.0,0.008824909037893482,0.9723052489526043
2025-09-16,Electricians,2,7023.0,0.008903510440041076,0.9809653445473554
2025-10-16,Electricians,2,7024.0,0.008890047677690208,0.979482052828093
2025-11-16,Electricians,2,7091.0,0.008974847392155648,0.988825062158885
2025-12-16,Electricians,2,7124.0,0.009016614415698326,0.993426842874051
2026-01-16,Electricians,2,7004.0,0.00885027319090004,0.9750998045675819
2026-02-16,Electricians,2,7028.0,0.008880599655289189,0.9784410945889443
2021-01-16,Electricians,3,4200.0,0.005806630895976972,0.9335222935911827
2021-02-16,Electricians,3,4222.0,0.005837046581622566,0.9384121722718983
2021-03-16,Electricians,3,4233.0,0.005852254424445363,0.9408571116122562
2021-04-16,Electricians,3,4219.0,0.005840149609710789,0.9389110408843329
2021-05-16,Electricians,3,4235.0,0.005862297605386393,0.9424717369388835
2021-06-16,Electricians,3,4278.0,0.005921820343764578,0.9520411075854885
2021-07-16,Electricians,3,4219.0,0.005847588476134244,0.9401069749414044
2021-08-16,Electricians,3,4224.0,0.0058545185406947255,0.9412211097777891
2021-09-16,Electricians,3,4305.0,0.005966785586574525,0.9592700941272211
2021-10-16,Electricians,3,4347.0,0.006032682232938972,0.9698641872521563
2021-11-16,Electricians,3,4436.0,0.006156194705617042,0.9897210799748252
2021-12-16,Electricians,3,4466.0,0.006197828123373695,0.996414414600444
2022-01-16,Electricians,3,4348.0,0.006038461164556399,0.9707932563792717
2022-02-16,Electricians,3,4423.0,0.006142620453273449,0.9875387702312601
2022-03-16,Electricians,3,4455.0,0.006187061749792723,0.9946835228081086
2022-04-16,Electricians,3,4468.0,0.006206391694436612,0.9977911655328175
2022-05-16,Electricians,3,4444.0,0.006173053869757453,0.992431499469078
2022-06-16,Electricians,3,4467.0,0.0062050026184083135,0.9975678461134951
2022-07-16,Electricians,3,4400.0,0.00611323376172282,0.9828143212024083
2022-08-16,Electricians,3,4395.0,0.006106286905175408,0.9816974867464966
2022-09-16,Electricians,3,4406.0,0.006121569989579715,0.9841545225495026
2022-10-16,Electricians,3,4476.0,0.006220130934034094,1.0
2022-11-16,Electricians,3,4531.0,0.00629656239099832,1.0122877569258266
