date,sector,age_group,ai_q,fte,percap,fte_index
2022-05-16,1,3,1,2575056.9921328016,3.576949939273488,0.9959465750654913
2022-06-16,1,3,1,2592662.0348043563,3.6014046820257124,1.00275562123658
2022-07-16,1,3,1,2586784.6110997386,3.594004322472718,1.0006951051890574
2022-08-16,1,3,1,2579093.744909243,3.5833188536425746,0.9977199011003717
2022-09-16,1,3,1,2584900.144112817,3.591386098107422,0.9999661009721577
2022-10-16,1,3,1,2584445.4550004387,3.5915078467319144,1.0
2022-11-16,1,3,1,2582547.274460697,3.5888700157458486,0.9992655366217656
2022-12-16,1,3,1,2611936.9122479623,3.6297117036682405,1.0106372750851957
2023-01-16,1,3,1,2565170.261573361,3.563983868761512,0.9923363725919608
2023-02-16,1,3,1,2594140.94925216,3.6042350228860096,1.0035436860219242
2023-03-16,1,3,1,2569383.8384129177,3.569838107800116,0.993966395214334
2023-04-16,1,3,1,2596810.5170756467,3.605764808494017,1.0039696312441795
2023-05-16,1,3,1,2585803.5239058407,3.5904812025635717,0.9997141467561385
2023-06-16,1,3,1,2584736.233145029,3.5889992309524508,0.9993015146043057
2023-07-16,1,3,1,2585259.107264327,3.587508544303478,0.9988864558845179
2023-08-16,1,3,1,2591575.470696029,3.5962736261927497,1.001326957830587
2023-09-16,1,3,1,2592618.6567350887,3.597721233056568,1.0017300216482354
2023-10-16,1,3,1,2589409.5335974633,3.5910405070172495,0.9998698764600806
2023-11-16,1,3,1,2600681.930354599,3.606673273036229,1.0042225791927795
2023-12-16,1,3,1,2632298.235742955,3.6505193436784733,1.0164308417146455
2024-01-16,1,3,1,2583584.1018361757,3.5807717387226004,0.9970106962124325
2024-02-16,1,3,1,2593654.588739205,3.594729138008312,1.000896918902552
2024-03-16,1,3,1,2611928.79884521,3.620056656879695,1.007948976130947
2024-04-16,1,3,1,2597757.4377920106,3.5982511777713286,1.0018775765854306
2024-05-16,1,3,1,2616513.5500351517,3.6242309717226284,1.0091112497555839
2024-06-16,1,3,1,2612401.9092968893,3.6185357840527588,1.0075255125351983
2024-07-16,1,3,1,2618598.246931324,3.624869181436443,1.0092889494129564
2024-08-16,1,3,1,2631441.731071683,3.642648140044246,1.0142392263903492
2024-09-16,1,3,1,2633526.2232452896,3.64553365768633,1.0150426543000808
2024-10-16,1,3,1,2628497.311194343,3.6363322480737077,1.0124806636250514
2024-11-16,1,3,1,2640315.1742077256,3.6526813902987585,1.017032830270024
2024-12-16,1,3,1,2614452.9860846074,3.6169029596808815,1.0070708777573951
2025-01-16,1,3,1,2570063.1417522323,3.5540620987980547,0.9895738086809602
2025-02-16,1,3,1,2590960.003444136,3.5829597328353198,0.9976199094471218
2025-03-16,1,3,1,2584450.01600284,3.5739572693343695,0.9951133122503087
2025-04-16,1,3,1,2602747.696071237,3.5985539352491123,1.0019618747383803
2025-05-16,1,3,1,2654804.3122879006,3.6705273122402797,1.02200175215551
2025-06-16,1,3,1,2668606.0143817123,3.689609518885892,1.027314898460613
2025-07-16,1,3,1,2641172.6221986553,3.6509482337375543,1.0165502595406348
2025-08-16,1,3,1,2662690.2036915687,3.6806924373104577,1.0248320745448731
2025-09-16,1,3,1,2653063.860300382,3.6673857412217536,1.021127030129945
2025-10-16,1,3,1,2641150.5505577107,3.65018609298628,1.0163380531961694
2025-11-16,1,3,1,2676322.297489169,3.698794992425251,1.0298724519816829
2025-12-16,1,3,1,2692516.83083102,3.7211765489686086,1.0361042514092476
2026-01-16,1,3,1,2657667.463808961,3.672282355928426,1.0224904170180256
2026-02-16,1,3,1,2666628.7274629483,3.684664751714013,1.0259381042608235
2021-01-16,1,3,2,2876406.4763436397,3.9767215987917224,0.9963675231219927
2021-02-16,1,3,2,2871883.4824207905,3.970468418731072,0.9948007889733012
2021-03-16,1,3,2,2842876.495986432,3.930365355962279,0.9847529673373363
2021-04-16,1,3,2,2884279.8586199055,3.9925636147465586,1.0003367399268541
2021-05-16,1,3,2,2898283.3564964198,4.011947952897331,1.0051934854924758
2021-06-16,1,3,2,2875788.1297100354,3.9808089412981706,0.9973916067114847
2021-07-16,1,3,2,2869798.770006787,3.9775781503474557,0.99658213209846
2021-08-16,1,3,2,2866510.5432833927,3.9730206256509306,0.9954402443699292
2021-09-16,1,3,2,2876246.3478074046,3.986514576430857,0.9988211534885887
2021-10-16,1,3,2,2884558.829903097,4.003134760299895,1.0029853402499795
2021-11-16,1,3,2,2884765.4150458053,4.003421455151519,1.0030571716397583
2021-12-16,1,3,2,2917911.1890463033,4.049420517012529,1.0145822357393712
2022-01-16,1,3,2,2860580.9215792874,3.9727476547901293,0.9953718515257974
2022-02-16,1,3,2,2874760.0665382016,3.992439516837282,1.000305647197977
2022-03-16,1,3,2,2849576.489246722,3.957464803530197,0.9915427334249158
2022-04-16,1,3,2,2910729.052727544,4.043223952015125,1.0130296864937303
2022-05-16,1,3,2,2860558.938334707,3.973533848775053,0.9955688324141981
2022-06-16,1,3,2,2877748.2288234727,3.9974110801364526,1.001551272290753
2022-07-16,1,3,2,2859583.55961015,3.9730233547900657,0.9954409281556891
2022-08-16,1,3,2,2857931.0498483204,3.9707274051383403,0.9948656780128584
2022-09-16,1,3,2,2872674.5277350633,3.99121157031617,0.9999979852197942
2022-10-16,1,3,2,2872077.641393127,3.9912196117464407,1.0
2022-11-16,1,3,2,2886352.5916271987,4.01105697982793,1.0049702522063948
2022-12-16,1,3,2,2914513.4376754425,4.050191061515431,1.0147752956503404
2023-01-16,1,3,2,2853455.4380672844,3.96452013491845,0.9933104465739213
2023-02-16,1,3,2,2888270.701980956,4.012891598144011,1.0054299157916013
2023-03-16,1,3,2,2861690.047665948,3.975961097031111,0.996176979419919
2023-04-16,1,3,2,2918635.6604673984,4.052630595928255,1.015386520952412
2023-05-16,1,3,2,2883065.5308877346,4.003240191573162,1.003011756053549
2023-06-16,1,3,2,2876611.864726973,3.994279043974897,1.0007665406883282
2023-07-16,1,3,2,2867829.6681413976,3.979625643385211,0.9970951314412497
2023-08-16,1,3,2,2872189.572290561,3.9856757887433756,0.9986109952489838
2023-09-16,1,3,2,2883023.183938428,4.000709358973601,1.0023776559924769
2023-10-16,1,3,2,2880057.952713353,3.994117051226784,1.0007259534082804
2023-11-16,1,3,2,2885648.5369607536,4.0018701757247905,1.0026684986080456
2023-12-16,1,3,2,2944169.112671518,4.083027580586649,1.0230024848971004
2024-01-16,1,3,2,2866355.019748318,3.9726839318162286,0.9953558857358638
2024-02-16,1,3,2,2881747.0509077217,3.994016835257599,1.0007008442990524
2024-03-16,1,3,2,2902357.400558109,4.022582174973402,1.0078578896372075
2024-04-16,1,3,2,2888727.6205729772,4.001284882018114,1.0025218532806488
2024-05-16,1,3,2,2902855.029987874,4.020853286221863,1.0074247165924441
2024-06-16,1,3,2,2903366.487192672,4.021561724763034,1.0076022158558486
2024-07-16,1,3,2,2872683.695550502,3.976594198143547,0.9963356028919456
2024-08-16,1,3,2,2897660.2999746674,4.011168773964861,1.004998262225338
2024-09-16,1,3,2,2898096.992646668,4.011773278229824,1.0051497207577584
2024-10-16,1,3,2,2885441.236964386,3.991795226576706,1.0001442202850905
2024-11-16,1,3,2,2907832.758158185,4.022772245367507,1.0079055117709397
2024-12-16,1,3,2,2965448.9155968116,4.1024799515203325,1.027876276075224
2025-01-16,1,3,2,2885464.0184123204,3.990220371898321,0.9997496404745109
2025-02-16,1,3,2,2904762.7744604726,4.016908034279225,1.0064362337910902
2025-03-16,1,3,2,2894614.1691296822,4.002873836840312,1.0029199658820005
2025-04-16,1,3,2,2928463.2018196327,4.048887564110564,1.0144487043996282
2025-05-16,1,3,2,2876854.900575407,3.977534026534002,0.9965710768778142
2025-06-16,1,3,2,2910120.8076793905,4.023527405415623,1.0080947171070462
2025-07-16,1,3,2,2860968.1638555904,3.9547762144803515,0.9908691074881388
2025-08-16,1,3,2,2879145.1289562713,3.9799026140466913,0.9971645264353676
2025-09-16,1,3,2,2851394.2035746,3.9415419286620104,0.987553257420808
2025-10-16,1,3,2,2833023.5653936113,3.9153630289339345,0.9809941345774973
2025-11-16,1,3,2,2886384.3198617855,3.989109935875629,0.9994714207495367
2025-12-16,1,3,2,2908297.8970999913,4.019395462335145,1.0070594588445547
2026-01-16,1,3,2,2847767.975115261,3.934957338043223,0.985903488362897
2026-02-16,1,3,2,2867810.495520202,3.9626514702300675,0.9928422526707638
2021-01-16,1,3,3,7831334.572968166,10.82706411622133,1.0179240909521574
2021-02-16,1,3,3,7837852.956518517,10.836075984629733,1.0187713564582017
2021-03-16,1,3,3,7826429.175024829,10.820282250684462,1.0172864828030348
2021-04-16,1,3,3,7841099.707415653,10.85404015073878,1.0204602868330452
2021-05-16,1,3,3,7850316.01323727,10.866797819581416,1.0216597198760116
2021-06-16,1,3,3,7840494.2353790235,10.853202026235717,1.0203814891909766
2021-07-16,1,3,3,7805277.276248295,10.818215087371891,1.0170921350728275
2021-08-16,1,3,3,7781888.644248809,10.785798141424335,1.0140444030301516
2021-09-16,1,3,3,7811228.208847319,10.826463156793153,1.0178675907714012
2021-10-16,1,3,3,7823577.580467102,10.857409125305628,1.0207770264714724
2021-11-16,1,3,3,7812738.284999031,10.842366561425294,1.0193627752950583
2021-12-16,1,3,3,7832197.652208121,10.869371893568498,1.0219017256400134
2022-01-16,1,3,3,7748830.153987873,10.761501829714664,1.0117601456594483
2022-02-16,1,3,3,7759459.057487662,10.776263150093065,1.013147955269343
2022-03-16,1,3,3,7723718.0799141945,10.726626419398341,1.0084812770795866
2022-04-16,1,3,3,7742990.039083795,10.755601850643481,1.0112054495046825
2022-05-16,1,3,3,7708776.084931031,10.708076067096583,1.0067372354538129
2022-06-16,1,3,3,7718648.3655623775,10.721789415466219,1.008026518266146
2022-07-16,1,3,3,7669482.27142982,10.655758626508954,1.0018185259514543
2022-08-16,1,3,3,7639247.552062171,10.613751374869288,0.9978691456781222
2022-09-16,1,3,3,7657479.697008156,10.639082593967567,1.0002507015548159
2022-10-16,1,3,3,7653954.337283621,10.636416027931697,1.0
2022-11-16,1,3,3,7665528.115874098,10.652499678118087,1.0015121306034056
2022-12-16,1,3,3,7702410.83639923,10.703754224782456,1.0063309104000753
2023-01-16,1,3,3,7648112.81900185,10.626098049597706,0.999029938439142
2023-02-16,1,3,3,7691082.212845214,10.685798658482154,1.0046427885502764
2023-03-16,1,3,3,7647639.606004996,10.625440579209663,0.9989681252883291
2023-04-16,1,3,3,7674927.798682379,10.656913310481334,1.0019270854483138
2023-05-16,1,3,3,7645303.32099127,10.615778657634616,0.9980597439736386
2023-06-16,1,3,3,7647566.703635409,10.61892144584836,0.9983552183331871
2023-07-16,1,3,3,7601715.52463559,10.548737385496525,0.9917567494346852
2023-08-16,1,3,3,7586843.553688446,10.528099870791095,0.9898164798315374
2023-09-16,1,3,3,7609868.624996126,10.560051267777723,0.9928204425293786
2023-10-16,1,3,3,7619767.640324853,10.567233145407695,0.9934956584678218
2023-11-16,1,3,3,7630333.910881564,10.58188664269537,0.9948733309139911
2023-12-16,1,3,3,7680808.026579791,10.651885069624923,1.0014543471835442
2024-01-16,1,3,3,7595052.086316935,10.526519282062955,0.9896678782044489
2024-02-16,1,3,3,7607116.721769607,10.543240512711577,0.9912399519748535
2024-03-16,1,3,3,7606859.702836763,10.542884292013985,0.9912064613050023
2024-04-16,1,3,3,7580949.90143451,10.500657803773821,0.9872364691451173
