date,sector,age_group,ai_q,employment,percap,emp_index
2021-02-16,1,2,all,225195.0,0.3070310582717531,0.978063636579889
2021-03-16,1,2,all,224984.0,0.3067433806887901,0.977147224460089
2021-04-16,1,2,all,225470.0,0.3063850719659086,0.9760058131172351
2021-05-16,1,2,all,226439.0,0.30770181980258293,0.9802003828289955
2021-06-16,1,2,all,219339.0,0.2980538222376832,0.9494661775106278
2021-07-16,1,2,all,227048.0,0.3074847915233395,0.9795090277939956
2021-08-16,1,2,all,226366.0,0.3065611778917774,0.9765668078362972
2021-09-16,1,2,all,230518.0,0.3121841160123726,0.9944789739130769
2021-10-16,1,2,all,232244.0,0.31346073642568595,0.9985457156004023
2021-11-16,1,2,all,232484.0,0.313784665469029,0.9995776086600469
2021-12-16,1,2,all,234655.0,0.3167148736069364,1.008911941295415
2022-01-16,1,2,all,229149.0,0.30779945599247793,0.9805114080636672
2022-02-16,1,2,all,231068.0,0.3103771113872192,0.9887226653332786
2022-03-16,1,2,all,231495.0,0.3109506699351892,0.9905497663515819
2022-04-16,1,2,all,232544.0,0.31044444563110424,0.9889371621200573
2022-05-16,1,2,all,232653.0,0.3105899597900324,0.9894007051513594
2022-06-16,1,2,all,223969.0,0.2989968867979943,0.9524703594281819
2022-07-16,1,2,all,232610.0,0.30859832599902093,0.9830562506217855
2022-08-16,1,2,all,231945.0,0.30771608582538545,0.9802458279973778
2022-09-16,1,2,all,237699.0,0.3153497850119998,1.0045633795475164
2022-10-16,1,2,all,238094.0,0.3139172614017069,1.0
2022-11-16,1,2,all,238480.0,0.31442618671230294,1.0016212084302838
2022-12-16,1,2,all,239616.0,0.31592395653830585,1.0063924332406529
2023-01-16,1,2,all,235283.0,0.30849949322707493,0.9827414136118527
2023-02-16,1,2,all,237651.0,0.31160437883275705,0.9926321905376521
2023-03-16,1,2,all,238370.0,0.3125471207037391,0.9956353445113217
2023-04-16,1,2,all,238826.0,0.31161812407522904,0.9926759767328126
2023-05-16,1,2,all,239535.0,0.3125432212169529,0.9956229224904084
2023-06-16,1,2,all,230648.0,0.30094753955475295,0.9586842667107842
2023-07-16,1,2,all,240263.0,0.31193952920128326,0.9936998297207594
2023-08-16,1,2,all,236720.0,0.3073395626980758,0.9790463937081373
2023-09-16,1,2,all,240811.0,0.3126510114603173,0.9959662939981844
2023-10-16,1,2,all,243288.0,0.3143081198331359,1.0012451001569131
2023-11-16,1,2,all,244837.0,0.31630930064608814,1.0076199672286268
2023-12-16,1,2,all,246750.0,0.3187807395713158,1.015492866330104
2024-01-16,1,2,all,241804.0,0.3111516021854886,0.9911898466370755
2024-02-16,1,2,all,243258.0,0.31302259865195603,0.997150004603901
2024-03-16,1,2,all,244201.0,0.31423604409066225,1.001015499076196
2024-04-16,1,2,all,245152.0,0.3144970205450895,1.0018468533421636
2024-05-16,1,2,all,245718.0,0.31522312236611694,1.004159889005718
2024-06-16,1,2,all,236739.0,0.3037042738661073,0.9674659893183433
2024-07-16,1,2,all,248016.0,0.3171827801323385,1.0104024822211126
2024-08-16,1,2,all,243148.0,0.3109571907603455,0.9905705387841878
2024-09-16,1,2,all,246308.0,0.31499845255481923,1.0034441914671548
2024-10-16,1,2,all,248259.0,0.31651074376372135,1.0082616749089681
2024-11-16,1,2,all,248862.0,0.317279521445455,1.0107106567785884
2024-12-16,1,2,all,250330.0,0.31915110624941034,1.0166726889255253
2025-01-16,1,2,all,245453.0,0.31220093563740614,0.9945325537161066
2025-02-16,1,2,all,247765.0,0.3151416557068031,1.0039003726638955
2025-03-16,1,2,all,248281.0,0.315797975583883,1.0059911142629696
2025-04-16,1,2,all,248741.0,0.3158692082729615,1.006218029752613
2025-05-16,1,2,all,248449.0,0.3154984056758195,1.0050368185140648
2025-06-16,1,2,all,240934.0,0.30595531828704436,0.9746368100973143
2025-07-16,1,2,all,250805.0,0.3179616881552758,1.0128837348271633
2025-08-16,1,2,all,244951.0,0.3105401944750821,0.9892421751147245
2025-09-16,1,2,all,248458.0,0.31498624475462417,1.0034053028754903
2025-10-16,1,2,all,248552.0,0.3145841586539374,1.00212443638573
2025-11-16,1,2,all,250938.0,0.31760404102281115,1.011744431015491
2025-12-16,1,2,all,252163.0,0.3191544835634106,1.0166834475374766
2026-01-16,1,2,all,247520.0,0.31276693606675865,0.9963355779487506
2026-02-16,1,2,all,248011.0,0.31338736498405334,0.9983119870016467
2026-03-16,1,2,all,249477.0,0.3152398065171572,1.004213037249194
2026-04-16,1,2,all,249479.0,0.31473367757204473,1.0026007367887078
2021-01-16,1,3,1,34461.0,0.04764340650149106,0.9942621563443671
2021-02-16,1,3,1,34586.0,0.04781622289720466,0.9978686323474735
2021-03-16,1,3,1,34377.0,0.04752727388357152,0.9918386044702797
2021-04-16,1,3,1,34447.0,0.04768325043984535,0.9950936527249659
2021-05-16,1,3,1,34534.0,0.04780368016633145,0.9976068802277114
2021-06-16,1,3,1,33517.0,0.04639589819120088,0.9682281173507906
2021-07-16,1,3,1,34816.0,0.0482554255475444,1.0070342778431474
2021-08-16,1,3,1,34557.0,0.04789644820331146,0.9995428406314808
2021-09-16,1,3,1,34839.0,0.048287303844522615,1.0076995406071176
2021-10-16,1,3,1,34764.0,0.04824480449640912,1.0068126289313701
2021-11-16,1,3,1,34704.0,0.048161537660895815,1.0050749474868907
2021-12-16,1,3,1,34924.0,0.04846684939111127,1.0114464461166486
2022-01-16,1,3,1,33983.0,0.04719526811295311,0.9849100324462893
2022-02-16,1,3,1,34042.0,0.047277206753410524,0.9866199960137886
2022-03-16,1,3,1,34100.0,0.04735775660335171,0.9883009771479406
2022-04-16,1,3,1,34164.0,0.047456393430781646,0.9903594123425857
2022-05-16,1,3,1,34062.0,0.047314707675895226,0.98740259639425
2022-06-16,1,3,1,33096.0,0.04597286023255911,0.9593998100600111
2022-07-16,1,3,1,34167.0,0.047470649531087185,0.990656920477954
2022-08-16,1,3,1,34089.0,0.04736227856894755,0.9883953452797427
2022-09-16,1,3,1,34729.0,0.04825147620701632,1.0069518597266034
2022-10-16,1,3,1,34482.0,0.04791835452800796,1.0
2022-11-16,1,3,1,34350.0,0.047734919031293815,0.9961719157821471
2022-12-16,1,3,1,34507.0,0.04795309609935534,1.000725015950351
2023-01-16,1,3,1,33765.0,0.046912252621750944,0.9790038302406867
2023-02-16,1,3,1,34082.0,0.04735268455070386,0.9881951293429019
2023-03-16,1,3,1,34089.0,0.04736241017689525,0.9883980917836449
2023-04-16,1,3,1,33990.0,0.047196337597527296,0.9849323513381777
2023-05-16,1,3,1,34117.0,0.04737268166563221,0.9886124457371172
2023-06-16,1,3,1,33243.0,0.04615910122843777,0.9632864417633139
2023-07-16,1,3,1,34180.0,0.04743085197910711,0.9898263921267182
2023-08-16,1,3,1,33794.0,0.04689520806851801,0.9786481303548951
2023-09-16,1,3,1,34177.0,0.04742668894353259,0.9897395144445539
2023-10-16,1,3,1,34231.0,0.047472176958014076,0.9906887960910031
2023-11-16,1,3,1,34400.0,0.0477065492493846,0.995579871623105
2023-12-16,1,3,1,34614.0,0.04800332836390112,1.0017733045454116
2024-01-16,1,3,1,33973.0,0.04708558091573853,0.9826209889619085
2024-02-16,1,3,1,34056.0,0.047200616479745425,0.9850216466042668
2024-03-16,1,3,1,33998.0,0.04712023018200567,0.9833440786132213
2024-04-16,1,3,1,34110.0,0.047247039268647414,0.9859904358992927
2024-05-16,1,3,1,34121.0,0.04726227578087125,0.9863084040844258
2024-06-16,1,3,1,33338.0,0.04617771313802895,0.9636748505426743
2024-07-16,1,3,1,34771.0,0.04813274676840191,1.0044741152425973
2024-08-16,1,3,1,34072.0,0.0471651361161022,0.9842812129230041
2024-09-16,1,3,1,34526.0,0.04779359854263163,0.9973964885354439
2024-10-16,1,3,1,34606.0,0.04787484972532071,0.9990921056635653
2024-11-16,1,3,1,34686.0,0.04798552382744247,1.0014017446987928
2024-12-16,1,3,1,34339.0,0.04750547490948934,0.9913836853834933
2025-01-16,1,3,1,33701.0,0.046604087209286243,0.9725727786008692
2025-02-16,1,3,1,33976.0,0.04698437633965489,0.9805089678568331
2025-03-16,1,3,1,34006.0,0.0470258624266042,0.9813747339574838
2025-04-16,1,3,1,34149.0,0.04721434141323644,0.9853080699096203
2025-05-16,1,3,1,34776.0,0.04808123040167239,1.0033990289372152
2025-06-16,1,3,1,33838.0,0.04678435341418767,0.9763347234062999
2025-07-16,1,3,1,35081.0,0.048493201054434415,1.0119963745017677
2025-08-16,1,3,1,34287.0,0.047395638224491686,0.9890915222639636
2025-09-16,1,3,1,34626.0,0.04786424502468134,0.9988707979675097
2025-10-16,1,3,1,34662.0,0.04790440678528289,0.9997089269265931
2025-11-16,1,3,1,34859.0,0.04817666943996816,1.005390730013678
2025-12-16,1,3,1,35036.0,0.04842129121600518,1.0104957003000439
2026-01-16,1,3,1,34422.0,0.04756325047325586,0.9925893938084926
2026-02-16,1,3,1,34341.0,0.047451327189067444,0.9902536858049342
2026-03-16,1,3,1,34596.0,0.04780367826891987,0.9976068406309514
2026-04-16,1,3,1,34577.0,0.04776805203273597,0.9968633627604191
2021-01-16,1,3,2,40665.0,0.056220629853548476,0.9746864148693867
2021-02-16,1,3,2,40916.0,0.056567645176141386,0.9807025538127585
2021-03-16,1,3,2,40786.0,0.05638791612459924,0.9775866252763507
2021-04-16,1,3,2,40833.0,0.056523069213870736,0.9799297487949543
2021-05-16,1,3,2,40933.0,0.05666149418684326,0.9823295963417791
2021-06-16,1,3,2,38614.0,0.05345141906361043,0.9266771317309129
2021-07-16,1,3,2,41349.0,0.057310247902269455,0.9935769166700845
2021-08-16,1,3,2,40521.0,0.05616262921105373,0.9736808687123871
2021-09-16,1,3,2,41271.0,0.057202138895125945,0.9917026512827652
2021-10-16,1,3,2,41540.0,0.05764840578704507,0.9994394958910989
2021-11-16,1,3,2,41572.0,0.0576928147659855,1.000209405950524
2021-12-16,1,3,2,42306.0,0.0587114457204316,1.0178692179385853
2022-01-16,1,3,2,40582.0,0.056359896729537215,0.9771008583293963
2022-02-16,1,3,2,40786.0,0.056643209994847586,0.9820126067671074
2022-03-16,1,3,2,40954.0,0.056876526801573776,0.986057576068752
2022-04-16,1,3,2,41215.0,0.05725076850631266,0.992545733644303
2022-05-16,1,3,2,40972.0,0.05691322303143618,0.9866937716577552
2022-06-16,1,3,2,38497.0,0.05347525986139799,0.9270904551281021
2022-07-16,1,3,2,40947.0,0.056890587009378255,0.9863013352292767
2022-08-16,1,3,2,40319.0,0.05601806182702327,0.9711745313480646
2022-09-16,1,3,2,41769.0,0.058032650225772836,1.0061010689718821
2022-10-16,1,3,2,41507.0,0.05768073607662045,1.0
2022-11-16,1,3,2,41524.0,0.057704360345136665,1.0004095694702098
2022-12-16,1,3,2,41713.0,0.057967006624522824,1.0049630182860723
2023-01-16,1,3,2,40602.0,0.05641141066039781,0.9779939455949985
2023-02-16,1,3,2,41093.0,0.05709359386896525,0.9898208267163016
2023-03-16,1,3,2,41228.0,0.05728115951694204,0.9930726168413033
2023-04-16,1,3,2,41327.0,0.05738402600450163,0.9948559936592231
2023-05-16,1,3,2,41180.0,0.05717991121701012,0.9913172942358943
2023-06-16,1,3,2,38689.0,0.053721068117409045,0.9313519863208478
2023-07-16,1,3,2,41287.0,0.057293083255160776,0.9932793364331424
2023-08-16,1,3,2,40086.0,0.05562648134682527,0.9643857747053296
2023-09-16,1,3,2,40854.0,0.0566922184539041,0.9828622571424322
2023-10-16,1,3,2,41335.0,0.05732413410532885,0.9938176591432899
2023-11-16,1,3,2,41383.0,0.05739070138335125,0.9949717234384122
2023-12-16,1,3,2,42077.0,0.058353153278091735,1.011657569705388
2024-01-16,1,3,2,40682.0,0.05638405801118755,0.9775197378946335
2024-02-16,1,3,2,41112.0,0.05698002539098232,0.9878519115167439
2024-03-16,1,3,2,41133.0,0.05700913077464671,0.9883565060424748
2024-04-16,1,3,2,41264.0,0.05715631276404183,0.990908172324951
2024-05-16,1,3,2,41390.0,0.05733084008587852,0.9939339194583588
2024-06-16,1,3,2,38909.0,0.05389431401066556,0.9343555175695889
2024-07-16,1,3,2,41741.0,0.05778116772194829,1.0017411644191647
2024-08-16,1,3,2,40213.0,0.05566599021591975,0.9650707324881499
2024-09-16,1,3,2,41035.0,0.05680386712034086,0.9847978889327141
2024-10-16,1,3,2,41268.0,0.057091235579510353,0.9897799414985442
2024-11-16,1,3,2,41407.0,0.05728353183194691,0.993113745217365
2024-12-16,1,3,2,41992.0,0.058092836203712285,1.0071445018757115
2025-01-16,1,3,2,40509.0,0.05601866320764893,0.9711849573701054
2025-02-16,1,3,2,41057.0,0.056776475729256266,0.9843230095718091
2025-03-16,1,3,2,41112.0,0.056852533555329994,0.9856416097015421
2025-04-16,1,3,2,41274.0,0.05706535264546314,0.9893312139716827
2025-05-16,1,3,2,40840.0,0.05646530508408962,0.9789283030140893
2025-06-16,1,3,2,38767.0,0.053599179289787025,0.9292388227949853
2025-07-16,1,3,2,41372.0,0.057189382116361015,0.9914814894247059
2025-08-16,1,3,2,39649.0,0.054807643128966396,0.9501897315624134
2025-09-16,1,3,2,40452.0,0.05591764684740974,0.9694336558592335
2025-10-16,1,3,2,40618.0,0.05613586044673188,0.9732167837137788
2025-11-16,1,3,2,40967.0,0.05661819377914385,0.981578905372061
2025-12-16,1,3,2,41358.0,0.05715857295671715,0.9909473568574145
2026-01-16,1,3,2,39929.0,0.05517265202912769,0.9565178217531562
2026-02-16,1,3,2,40054.0,0.05534537314670241,0.9595122550652639
2026-03-16,1,3,2,40562.0,0.056047311768526065,0.9716816320456692
2026-04-16,1,3,2,40411.0,0.05582771063698104,0.9678744488076931
2021-01-16,1,3,3,92285.0,0.1275868886274369,1.0101930733279965
2021-02-16,1,3,3,92984.0,0.12855327791226734,1.0178446413862536
2021-03-16,1,3,3,92627.0,0.1280597142861093,1.0139367589874013
2021-04-16,1,3,3,92557.0,0.12812200223417908,1.0144299354757444
2021-05-16,1,3,3,92741.0,0.12837670418444852,1.0164465858439233
2021-06-16,1,3,3,90082.0,0.12469598415310909,0.987303796012468
2021-07-16,1,3,3,92498.0,0.12820342234308255,1.015074594428782
2021-08-16,1,3,3,91081.0,0.12623944204664211,0.9995244127999299
2021-09-16,1,3,3,92253.0,0.12786384917961896,1.0123859603433418
2021-10-16,1,3,3,93221.0,0.12937029455643062,1.0243135236013965
2021-11-16,1,3,3,92720.0,0.12867501647989452,1.0188085292833318
2021-12-16,1,3,3,93431.0,0.12966172848072718,1.026621006249687
2022-01-16,1,3,3,91223.0,0.12668963726180507,1.0030889176867213
2022-02-16,1,3,3,91544.0,0.12713543901751403,1.006618636535887
2022-03-16,1,3,3,91405.0,0.12694239713575844,1.0050901913021362
2022-04-16,1,3,3,91401.0,0.12696293806248898,1.0052528279345219
2022-05-16,1,3,3,91196.0,0.12667817747668783,1.0029981826929315
2022-06-16,1,3,3,88166.0,0.12246927711094412,0.9696734261952829
2022-07-16,1,3,3,90497.0,0.1257339353942341,0.9955219692551628
2022-08-16,1,3,3,89422.0,0.12424036123654046,0.9836963162838013
2022-09-16,1,3,3,90642.0,0.12593539423410907,0.9971170573303698
2022-10-16,1,3,3,90885.0,0.12629950847624857,1.0
2022-11-16,1,3,3,90857.0,0.1262605979163395,0.9996919183583649
2022-12-16,1,3,3,91314.0,0.12689567384056955,1.0047202508664796
2023-01-16,1,3,3,90290.0,0.1254466841172188,0.9932476034996592
2023-02-16,1,3,3,90797.0,0.12615109732850943,0.9988249269571223
2023-03-16,1,3,3,90784.0,0.12613303545129684,0.9986819186633411
2023-04-16,1,3,3,90811.0,0.12609433991082822,0.9983755394783747
