code,parentCode,level,name
4813,481,4,Maritime navigasjonsfag
481301,4813,5,"Kystskipperkurs, av 1. klasse"
481302,4813,5,"Matrosfaget, Vg3"
481303,4813,5,Skipsførerutdanning
481304,4813,5,Styrmannsutdanning
481399,4813,5,"Maritime navigasjonsfag, uspesifiserte, videregående, avsluttende utdanning"
4814,481,4,Vegtrafikkfag
481401,4814,5,"Yrkessjåførfaget, Vg3 (gammel ordning)"
481402,4814,5,"Yrkessjåførfaget, Vg3"
481499,4814,5,"Vegtrafikkfag, uspesifiserte, videregående, avsluttende utdanning"
4819,481,4,"Samferdsel, andre"
481901,4819,5,"Postale fag, videregående, avsluttende utdanning"
481902,4819,5,Telegrafistutdanning
481903,4819,5,"Telekommunikasjon, videregående, avsluttende utdanning"
481904,4819,5,"Telematikk, IT, diplomstudiet"
481905,4819,5,"Logistikkfaget, Vg3 (gammel ordning)"
481906,4819,5,"Logistikkfaget, Vg3"
481999,4819,5,"Samferdsel, andre, uspesifiserte, videregående, avsluttende utdanning"
482,48,3,Sikkerhet
4821,482,4,Militære fag
482199,4821,5,"Militære fag, uspesifiserte, videregående, avsluttende utdanning"
4822,482,4,Fengselsfag
482299,4822,5,"Fengselsfag, uspesifiserte, videregående, avsluttende utdanning"
4823,482,4,Politifag
482399,4823,5,"Politifag, uspesifiserte, videregående, avsluttende utdanning"
4824,482,4,Tollfag
482499,4824,5,"Tollfag, uspesifiserte, videregående, avsluttende utdanning"
4825,482,4,Brannvernfag
482501,4825,5,"Brannforebygger, Vg2 og Vg3, særløp"
482599,4825,5,"Brannvernfag, uspesifiserte, videregående, avsluttende utdanning"
4829,482,4,"Sikkerhet, andre"
482901,4829,5,"Sikkerhetsfaget, Vg3 (gammel ordning)"
482902,4829,5,"Sikkerhetsfaget, Vg3"
482999,4829,5,"Sikkerhet, andre, uspesifiserte, videregående, avsluttende utdanning"
483,48,3,Andre servicefag
4831,483,4,Hår- og skjønnhetspleie
483101,4831,5,"Damefrisørfaget, VK II"
483102,4831,5,"Frisørutdanning, videregående, avsluttende utdanning"
483103,4831,5,"Herrefrisørfaget, VK II"
483104,4831,5,"Hudpleier, Vg3"
483105,4831,5,"Maskør- og parykkmakerfaget, Vg2 og Vg3, særløp (gammel ordning)"
483106,4831,5,"Frisørfaget, Vg3 (gammel ordning)"
483107,4831,5,"Frisørfaget, Vg3"
483108,4831,5,"Maskør- og parykkmakerfaget, Vg2 og Vg3, særløp"
483199,4831,5,"Hår- og skjønnhetspleie, uspesifisert, videregående, avsluttende utdanning"
4832,483,4,Servitør
483201,4832,5,"Servitørfaget, Vg3"
483202,4832,5,"Stuertutdanning, videregående, avsluttende utdanning"
483203,4832,5,"Servitørutdanning, videregående, avsluttende utdanning"
483299,4832,5,"Servitørutdanning, uspesifisert, videregående, avsluttende utdanning"
4833,483,4,"Andre servicefag, andre"
483301,4833,5,"Tekstilrensfaget, Vg2 og Vg3, særløp (gammel ordning)"
483302,4833,5,"Gjenvinningsfaget, Vg2 og Vg3, særløp (gammel ordning)"
483303,4833,5,"Vaskerifaget, Vg2 og Vg3, særløp (gammel ordning)"
483304,4833,5,"Vaskerifaget, Vg3"
483305,4833,5,"Tekstilrensfaget, Vg3"
483306,4833,5,"Gjenvinningsfaget, Vg3"
483399,4833,5,"Andre servicefag, andre, uspesifiserte, videregående, avsluttende utdanning"
4839,483,4,"Andre servicefag, andre, uoppgitt utdanningsgruppe"
483999,4839,5,"Andre servicefag, andre, uspesifisert utdanningsgruppe, videregående, avsluttende utdanning"
489,48,3,"Samferdsels- og sikkerhetsfag og andre servicefag, andre"
4899,489,4,"Samferdsels- og sikkerhetsfag og andre servicefag, andre"
489999,4899,5,"Samferdsels- og sikkerhetsfag og andre servicefag, andre, uspesifiserte, videregående, avsluttende utdanning"
49,4,2,Uoppgitt fagfelt
499,49,3,Uoppgitt faggruppe
4999,499,4,Uoppgitt utdanningsgruppe
499999,4999,5,"Videregående, avsluttende utdanning, uspesifisert fagfelt"
5,,1,Påbygging til videregående utdanning
50,5,2,Allmenne fag
501,50,3,Allmenne fag
5011,501,4,Generelle programmer
501101,5011,5,Forkurs til utdanning ved universiteter og høgskoler
501102,5011,5,"Forkurs for ingeniørhøgskole, fylkeskommunalt. UTGÅTT KODE"
501199,5011,5,"Generelle programmer, uspesifiserte, påbygging til videregående utdanning"
5019,501,4,"Allmenne fag, andre"
501999,5019,5,"Allmenne fag, andre, uspesifiserte, påbygging til videregående utdanning"
51,5,2,Humanistiske og estetiske fag
511,51,3,Språkutdanninger
5111,511,4,Utdanninger i germanske og romanske språk
511101,5111,5,Norsk for utenlandske studenter
511199,5111,5,"Utdanning i germanske og romanske språk, uspesifisert, påbygging til videregående utdanning"
5112,511,4,"Utdanninger i slaviske, baltiske og finsk-ugriske språk"
511299,5112,5,"Utdanning i slaviske, baltiske og finsk-ugriske språk, uspesifisert, påbygging til videregående utdanning"
5113,511,4,"Utdanninger i tyrkiske, indoiranske, keltiske, semittiske og asiatiske språk"
511399,5113,5,"Utdanning i tyrkiske, indoiranske, keltiske, semittiske og asiatiske språk, uspesifisert, påbygging til videregående utdanning"
5114,511,4,Utdanninger i afrikanske språk
511499,5114,5,"Utdanning i afrikanske språk, uspesifisert, påbygging til videregående utdanning"
5115,511,4,Utdanninger i klassiske språk
511599,5115,5,"Utdanning i klassiske språk, uspesifisert, påbygging til videregående utdanning"
5116,511,4,Translatørutdanninger
511699,5116,5,"Translatørutdanning, uspesifisert, påbygging til videregående utdanning"
5117,511,4,Språkvitenskapelige utdanninger
511799,5117,5,"Språkvitenskapelig utdanning, uspesifisert, påbygging til videregående utdanning"
5119,511,4,"Språkutdanninger, andre"
511999,5119,5,"Språkutdanning, annen, uspesifisert, påbygging til videregående utdanning"
512,51,3,Litteratur- og bibliotekutdanninger
5121,512,4,Litteraturutdanninger
512199,5121,5,"Litteraturutdanning, uspesifisert, påbygging til videregående utdanning"
5122,512,4,Bibliotekutdanninger
512299,5122,5,"Bibliotekutdanning, uspesifisert, påbygging til videregående utdanning"
5123,512,4,Forfatterutdanninger
512301,5123,5,"Skriving, påbygging til videregående utdanning"
512399,5123,5,"Forfatterutdanning, uspesifisert, påbygging til videregående utdanning"
5129,512,4,"Litteratur- og bibliotekutdanninger, andre"
512999,5129,5,"Litteratur- og bibliotekutdanning, annen, uspesifisert, påbygging til videregående utdanning"
513,51,3,Historisk-filosofiske utdanninger
5131,513,4,Historieutdanninger
513199,5131,5,"Historieutdanning, uspesifisert, påbygging til videregående utdanning"
5132,513,4,Kunsthistorie
513299,5132,5,"Kunsthistorie, uspesifisert, påbygging til videregående utdanning"
5133,513,4,Arkeologi
513399,5133,5,"Arkeologi, uspesifisert, påbygging til videregående utdanning"
5134,513,4,Kulturutdanninger
513499,5134,5,"Kulturutdanning, uspesifisert, påbygging til videregående utdanning"
5135,513,4,Filosofi og etikk
513599,5135,5,"Filosofi og etikk, uspesifisert, påbygging til videregående utdanning"
5139,513,4,"Historisk-filosofiske utdanninger, andre"
513999,5139,5,"Historisk-filosofisk utdanning, annen, uspesifisert, påbygging til videregående utdanning"
514,51,3,Religionsutdanninger
5141,514,4,"Bibel-, misjonær- og menighetsarbeid"
514101,5141,5,"Menighetsarbeid, påbygging til videregående utdanning"
514102,5141,5,"Bibelskole, toårig forkynner- og lederkurs (bibelseminar)"
514103,5141,5,Pastorlinjen ved metodistkirkens teologiske seminar (treårig)
514104,5141,5,"Misjonær- og predikantutdanning, ettårig"
514105,5141,5,"Misjonsskole, fireårig"
514106,5141,5,"Praktisk-teologisk kurs, ettårig"
514107,5141,5,"Fagskoleutdanning, menighets- og misjonsarbeid, UTGÅTT KODE, SE NY"
514108,5141,5,"Frelsesarmeens offisersskole, toårig"
514109,5141,5,"Fagskoleutdanning, Frelsesarmeens offiserutdanning, UTGÅTT KODE, SE NY"
514110,5141,5,"Fagskoleutdanning, Frelsesarmeens offiserutdanning, toårig"
514111,5141,5,"Fagskoleutdanning, menighet- og misjonsledelse, toårig"
514112,5141,5,"Fagskoleutdanning, kristen tro og tjeneste, ettårig"
514113,5141,5,"Fagskoleutdanning, menighets- og misjonsarbeid, ettårig"
514114,5141,5,"Fagskoleutdanning, menighet, misjon og media, toårig"
514199,5141,5,"Bibel-, misjonær- og menighetsarbeid og predikantutdanning, uspesifisert, påbygging til videregående utdanning"
5142,514,4,Kristendom og andre religionsutdanninger
514299,5142,5,"Kristendom og annen religionsutdanning, uspesifisert, påbygging til videregående utdanning"
5149,514,4,"Religionsutdanninger, andre"
514901,5149,5,"Fagskoleutdanning, tverrkulturell forståelse og internasjonalt arbeid, UTGÅTT KODE, SE NY"
514902,5149,5,"Fagskoleutdanning, tverrkulturell forståelse og internasjonalt arbeid, ettårig"
514999,5149,5,"Religionsutdanning, annen, uspesifisert, påbygging til videregående utdanning"
515,51,3,"Musikk, dans og drama"
5151,515,4,Sang- og musikkutdanninger
515101,5151,5,"Underholdnings- og dansemusikk, toårig utdanning for synshemmede"
515102,5151,5,"Musikk, utdanning for synshemmede, lavere nivå"
515103,5151,5,"Organist- og kirkemusikk, fireårig utdanning for synshemmede"
515104,5151,5,"Fagskoleutdanning, utøvende musiker, UTGÅTT KODE, SE NY"
515105,5151,5,"Fagskoleutdanning, utøvende musiker, ettårig"
515106,5151,5,"Fagskoleutdanning, music business, ettårig"
515199,5151,5,"Sang- og musikkutdanning, uspesifisert, påbygging til videregående utdanning"
5152,515,4,Teater- og filmutdanninger
515201,5152,5,"Fagskoleutdanning, teater, UTGÅTT KODE, SE NY"
515202,5152,5,"Fagskoleutdanning, musikkteater, UTGÅTT KODE, SE NY"
515203,5152,5,"Fagskoleutdanning, skuespill, UTGÅTT KODE, SE NY"
515204,5152,5,"Fagskoleutdanning, Method Acting, toårig"
515205,5152,5,"Fagskoleutdanning, musikkteater, toårig"
515206,5152,5,"Fagskoleutdanning, teater, toårig"
515207,5152,5,"Fagskoleutdanning, Method Acting, ettårig"
515208,5152,5,"Fagskoleutdanning, stunt-skuespiller, ettårig"
515299,5152,5,"Teater- og filmutdanning, uspesifisert, påbygging til videregående utdanning"
5153,515,4,Danse- og ballettutdanninger
515301,5153,5,"Fagskoleutdanning, dans, UTGÅTT KODE, SE NY"
515302,5153,5,"Fagskoleutdanning, dans, toårig"
515303,5153,5,"Fagskoleutdanning, samtidsdans, toårig"
515304,5153,5,"Fagskoleutdanning, kommersiell scenekunst for dansere, sangere og musikalartister, ettårig"
515399,5153,5,"Danse- og ballettutdanning, uspesifisert, påbygging til videregående utdanning"
5159,515,4,"Musikk, dans og drama, andre"
515999,5159,5,"Musikk, dans og drama, andre, uspesifiserte, påbygging til videregående utdanning"
516,51,3,Bildende kunst og kunsthåndverk
5161,516,4,"Husflid, brukskunst og industridesign"
516101,5161,5,"Design og modellisme, treårig"
516102,5161,5,"Fagskoleutdanning, mote – design og modellisme, UTGÅTT KODE, SE NY"
516103,5161,5,"Fagskoleutdanning, keramikk_design, toårig"
516104,5161,5,"Fagskoleutdanning, mote – design og modellisme, toårig"
516105,5161,5,"Fagskoleutdanning, moteutviklingsleder, ettårig"
516106,5161,5,"Fagskoleutdanning, motedesign- og modellismemedarbeider, ettårig"
516107,5161,5,"Fagskoleutdanning, motedesign, toårig"
516108,5161,5,"Fagskoleutdanning, produktdesign, toårig"
516199,5161,5,"Husflid, brukskunst og industridesign, uspesifisert, påbygging til videregående utdanning"
5162,516,4,"Tre-, metall- og glasshåndverk"
516299,5162,5,"Tre-, metall- og glasshåndverk, uspesifisert, påbygging til videregående utdanning"
5163,516,4,Fotofag
516301,5163,5,"Bachelor, fotofag, treårig (ikke godkjent høgskoleutdanning)"
516302,5163,5,"Fagskoleutdanning, animasjon, UTGÅTT KODE, SE NY"
516303,5163,5,"Fagskoleutdanning, fotografi, UTGÅTT KODE, SE NY"
516304,5163,5,"Fagskoleutdanning, foto og informasjon, UTGÅTT KODE, SE NY"
516305,5163,5,"Fagskoleutdanning, fotografi og film, toårig"
516306,5163,5,"Fagskoleutdanning, foto og informasjon, toårig"
516307,5163,5,"Fagskoleutdanning, foto og informasjon, ettårig"
516308,5163,5,"Fagskoleutdanning, fotografi, ettårig"
516309,5163,5,"Fagskoleutdanning, kunstfotografi, ettårig"
516310,5163,5,"Fagskoleutdanning, 3D animasjon, ettårig"
516311,5163,5,"Fagskoleutdanning, foto, halvårig"
516312,5163,5,"Fagskoleutdanning, kunstfotografi, toårig"
516313,5163,5,"Fagskoleutdanning, visuell innholdsprodusent for nye medier, ettårig"
516314,5163,5,"Fagskoleutdanning, digital innholdsproduksjon, ettårig"
516315,5163,5,"Fagskoleutdanning, kunst og filosofi, en kamerabasert praksis, toårig"
516316,5163,5,"Fagskoleutdanning, foto prosjektutvikling, ettårig"
516399,5163,5,"Fotofag, uspesifiserte, påbygging til videregående utdanning"
5164,516,4,"Tegne-, grafikk-, maler- og skulptørutdanninger"
516401,5164,5,"Fagskoleutdanning, kunstfag, UTGÅTT KODE, SE NY"
516402,5164,5,"Fagskoleutdanning, mediedesign, UTGÅTT KODE, SE NY"
516403,5164,5,"Fagskoleutdanning, grafisk design, UTGÅTT KODE, SE NY"
516404,5164,5,"Fagskoleutdanning, illustrasjon, UTGÅTT KODE, SE NY"
516405,5164,5,"Fagskoleutdanning, kunstfag, toårig"
516406,5164,5,"Fagskoleutdanning, design og mediekommunikasjon, toårig"
516407,5164,5,"Fagskoleutdanning, grafisk design, toårig"
516408,5164,5,"Fagskoleutdanning, illustrasjon, toårig"
516409,5164,5,"Fagskoleutdanning, interaksjonsdesign, toårig"
516410,5164,5,"Fagskoleutdanning, modellbygging, toårig"
516411,5164,5,"Fagskoleutdanning, 3D og animasjon, toårig"
516412,5164,5,"Fagskoleutdanning, tegning, toårig"
516413,5164,5,"Fagskoleutdanning, visuelle kunstfag, toårig"
516414,5164,5,"Fagskoleutdanning, 3D design og animasjon, ettårig"
516415,5164,5,"Fagskoleutdanning, billedkunst, ettårig"
516416,5164,5,"Fagskoleutdanning, grafisk design, ettårig"
516417,5164,5,"Fagskoleutdanning, kunst og design, ettårig"
516418,5164,5,"Fagskoleutdanning, Macdesign, ettårig"
516419,5164,5,"Fagskoleutdanning, mediedesign, ettårig"
516420,5164,5,"Fagskoleutdanning, 3D design, ettårig"
516421,5164,5,"Fagskoleutdanning, 3D spilldesign, toårig"
516422,5164,5,"Fagskoleutdanning, 3D design, halvårig"
516423,5164,5,"Fagskoleutdanning, grafisk design, halvårig"
516424,5164,5,"Fagskoleutdanning, Macdesign, halvårig"
516425,5164,5,"Fagskoleutdanning, visuelle effekter (VFX), toårig"
516426,5164,5,"Fagskoleutdanning, billedkunst, toårig"
516427,5164,5,"Fagskoleutdanning, 3D Art and Games Technology – Content Creation, ettårig"
516428,5164,5,"Fagskoleutdanning, 3D Art and Games Technology – Interactive 3D, ettårig"
516429,5164,5,"Fagskoleutdanning, 3D Art and Games Technology, ettårig"
516430,5164,5,"Fagskoleutdanning, spillgrafikk og animasjon, toårig"
516431,5164,5,"Fagskoleutdanning, 3D Art and Games Technology – Content Creation"
516432,5164,5,"Fagskoleutdanning, 3D Art and Games Technology - Interactive 3D, toårig"
516433,5164,5,"Fagskoleutdanning, yrkesstudium – visuell kunst"
516499,5164,5,"Tegne-, grafikk-, maler- og skulptørutdanning, uspesifisert, påbygging til videregående utdanning"
5165,516,4,Interiør- og dekoratørutdanninger
516501,5165,5,"Fagskoleutdanning, interiør, UTGÅTT KODE, SE NY"
516502,5165,5,"Fagskoleutdanning, utstillingsdesign, UTGÅTT KODE, SE NY"
516503,5165,5,"Fagskoleutdanning, interiør, toårig"
516504,5165,5,"Fagskoleutdanning, interiør, ettårig"
516505,5165,5,"Fagskoleutdanning, retail designer – practical, ettårig"
516506,5165,5,"Fagskoleutdanning, interiør - med fokus på inventar, farge- og materialbruk i et bærekraftig perspektiv, toårig"
516507,5165,5,"Fagskoleutdanning, interiør og innredning, ettårig"
516508,5165,5,"Fagskoleutdanning, interiørdesign og romarkitektur, toårig"
516599,5165,5,"Interiør- og dekoratørutdanning, uspesifisert, påbygging til videregående utdanning"
5166,516,4,Konfeksjons- og tekstilkunstutdanninger
516601,5166,5,"Fagskoleutdanning, redesign, søm og tekstil"
516699,5166,5,"Konfeksjons- og tekstilkunstutdanning, uspesifisert, påbygging til videregående utdanning"
5169,516,4,"Bildende kunst og kunsthåndverk, andre"
516901,5169,5,"Fagskoleutdanning, botanisk design, UTGÅTT KODE, SE NY"
516902,5169,5,"Fagskoleutdanning, eksperimentell formgiving med plantemateriale, UTGÅTT KODE, SE NY"
516903,5169,5,"Fagskoleutdanning, motekonsulent, UTGÅTT KODE, SE NY"
516904,5169,5,"Fagskoleutdanning, moteindustri, UTGÅTT KODE, SE NY"
516905,5169,5,"Fagskoleutdanning, botanisk design, ettårig"
516906,5169,5,"Fagskoleutdanning, design, ettårig"
516907,5169,5,"Fagskoleutdanning, motekonsulent, ettårig"
516908,5169,5,"Fagskoleutdanning, eksperimentell formgiving, halvårig"
516909,5169,5,"Fagskoleutdanning, motekonsulent, halvårig"
516910,5169,5,"Fagskoleutdanning, botanisk design del 1, blomsterdekoratørfag, halvårig"
516911,5169,5,"Fagskoleutdanning, botanisk design del 2, salg, service og ledelse, halvårig"
516912,5169,5,"Fagskoleutdanning, moteindustri, toårig"
516913,5169,5,"Fagskoleutdanning, blomsterfaglig konseptutvikling og ledelse, halvårig"
516914,5169,5,"Fagskoleutdanning, blomsterfaglig produktutvikling, halvårig"
516915,5169,5,"Fagskoleutdanning, botanisk design og ledelse, 1½-årig"
516916,5169,5,"Fagskoleutdanning, motekommunikasjon, halvårig"
516917,5169,5,"Fagskoleutdanning, lønnsomhet og bærekraft i blomsterdekoratøryrket"
516918,5169,5,"Fagskoleutdanning, Music Business Management, toårig"
516999,5169,5,"Bildende kunst og kunsthåndverk, andre, uspesifisert, påbygging til videregående utdanning"
519,51,3,"Humanistiske og estetiske fag, andre"
5199,519,4,"Humanistiske og estetiske fag, andre"
519901,5199,5,"Fagskoleutdanning, astrologi, grunnstudium, halvårig"
519902,5199,5,"Fagskoleutdanning, esoterisk astrologi, del I, ettårig"
519903,5199,5,"Fagskoleutdanning, esoterisk astrologi, del II, 1½-årig"
519904,5199,5,"Fagskoleutdanning, esoterisk astrologi, del I, halvårig"
519905,5199,5,"Fagskoleutdanning, esoterisk astrologi, del II, halvårig"
519999,5199,5,"Humanistiske og estetiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
52,5,2,Lærerutdanninger og utdanninger i pedagogikk
521,52,3,Førskole-/barnehagelærerutdanninger
5211,521,4,Førskole-/barnehagelærerutdanninger
521199,5211,5,"Førskole-/barnehagelærerutdanning, uspesifisert, påbygging til videregående utdanning"
5219,521,4,"Førskole-/barnehagelærerutdanninger, andre"
521999,5219,5,"Førskole-/barnehagelærerutdanning, annen, uspesifisert, påbygging til videregående utdanning"
522,52,3,Allmenn-/grunnskolelærerutdanninger
5221,522,4,Allmenn-/grunnskolelærerutdanninger
522199,5221,5,"Allmenn-/grunnskolelærerutdanning, uspesifisert, påbygging til videregående utdanning"
5229,522,4,"Allmenn-/grunnskolelærerutdanninger, andre"
522901,5229,5,"Fagskoleutdanning, verdien av lek i barnehage og skole, ettårig"
522999,5229,5,"Allmenn-/grunnskolelærerutdanning, annen, uspesifisert, påbygging til videregående utdanning"
523,52,3,Fag- og yrkesfaglærerutdanninger
5231,523,4,"Humaniora og estetikk, lærerutdanninger"
523101,5231,5,"Friluftsliv, toårig veilederstudium"
523199,5231,5,"Humaniora og estetikk, lærerutdanning, uspesifisert, påbygging til videregående utdanning"
5232,523,4,"Samfunnsfag og juridiske fag, lærerutdanninger"
523299,5232,5,"Samfunnsfag og juridiske fag, lærerutdanning, uspesifisert, påbygging til videregående utdanning"
5233,523,4,"Økonomi og administrasjon, lærerutdanninger"
523399,5233,5,"Økonomi og administrasjon, lærerutdanning, uspesifisert, påbygging til videregående utdanning"
5234,523,4,"Naturvitenskapelige fag, håndverksfag og tekniske fag, lærerutdanninger"
523499,5234,5,"Naturvitenskapelige fag, håndverksfag og tekniske fag, lærerutdanning, uspesifisert, påbygging til videregående utdanning"
5235,523,4,"Helse-, sosial- og idrettsfag, lærerutdanninger"
523599,5235,5,"Helse-, sosial- og idrettsfag, lærerutdanning, uspesifisert, påbygging til videregående utdanning"
5236,523,4,"Primærnæringer, lærerutdanninger"
523699,5236,5,"Primærnæringer, lærerutdanning, uspesifisert, påbygging til videregående utdanning"
5237,523,4,"Samferdsel, tjenesteyting og sikkerhet, lærerutdanninger"
523799,5237,5,"Samferdsel, tjenesteyting og sikkerhet, lærerutdanning, uspesifisert, påbygging til videregående utdanning"
5238,523,4,Praktisk-pedagogiske utdanninger
523899,5238,5,"Praktisk-pedagogisk utdanning, uspesifisert, påbygging til videregående utdanning"
5239,523,4,"Fag- og yrkesfaglærerutdanninger, andre"
523999,5239,5,"Fag- og yrkesfaglærerutdanning, annen, uspesifisert, påbygging til videregående utdanning"
524,52,3,Utdanninger i pedagogikk
5241,524,4,Pedagogikk
524101,5241,5,"Fagskoleutdanning, sosialpedagogikk for barne- og ungdomsarbeider i arbeid med barn og unge, ettårig"
524102,5241,5,"Fagskoleutdanning, arbeidsmetoder i barnehage for barne- og ungdomsarbeider"
524199,5241,5,"Pedagogikk, uspesifisert, påbygging til videregående utdanning"
5242,524,4,Spesialpedagogikk
524201,5242,5,"Fagskoleutdanning, spesialpedagogikk, UTGÅTT KODE, SE NY"
524202,5242,5,"Fagskoleutdanning, spesialpedagogikk og flerkulturelt arbeid, ettårig"
524203,5242,5,"Fagskoleutdanning, spesialpedagogikk for barne- og ungdomsarbeidere i barnehage, ettårig"
524204,5242,5,"Fagskoleutdanning, spesialpedagogikk for barne- og ungdomsarbeidere i ungdomsskole og videregående skole, ettårig"
524299,5242,5,"Spesialpedagogikk, uspesifisert, påbygging til videregående utdanning"
5249,524,4,"Utdanninger i pedagogikk, andre"
524901,5249,5,"Fagskoleutdanning, pedagogisk fagarbeider, UTGÅTT KODE, SE NY"
524902,5249,5,"Fagskoleutdanning, pedagogisk fagarbeider, ettårig"
524903,5249,5,"Fagskoleutdanning, Kulturelt og språklig mangfold i barnehage og SFO, ettårig"
524904,5249,5,"Fagskoleutdanning, Kulturelt og språklig mangfold i barnehage og SFO, halvårig"
524905,5249,5,"Fagskoleutdanning, språklig og kulturelt mangfold i oppvekstsektoren"
524999,5249,5,"Utdanning i pedagogikk, annen, uspesifisert, påbygging til videregående utdanning"
525,52,3,Videreutdanninger for lærere
5251,525,4,"Videreutdanninger for lærere, uspesifisert"
525199,5251,5,"Videreutdanning for lærere, uspesifisert, påbygging til videregående utdanning"
5259,525,4,"Videreutdanninger for lærere, andre"
525999,5259,5,"Videreutdanning for lærere, annen, uspesifisert, påbygging til videregående utdanning"
529,52,3,"Lærerutdanninger og utdanninger i pedagogikk, andre"
5299,529,4,"Lærerutdanninger og utdanninger i pedagogikk, andre"
529901,5299,5,"Fagskoleutdanning, veiledning av lærlinger – for instruktører og faglige ledere – med ansvar for opplæring i bedrift, halvårig"
529902,5299,5,"Fagskoleutdanning, lærerutdanning og utdanning i pedagogikk, annen, uspesifisert, toårig"
529903,5299,5,"Fagskoleutdanning, praktisk pedagogikk og digital kompetanseutvikling, ett år på deltid"
529999,5299,5,"Lærerutdanning og utdanning i pedagogikk, annen, uspesifisert, påbygging til videregående utdanning"
53,5,2,Samfunnsfag og juridiske fag
531,53,3,Statsvitenskapelige fag
5311,531,4,Statsvitenskapelige fag
531199,5311,5,"Statsvitenskapelige fag, uspesifiserte, påbygging til videregående utdanning"
5319,531,4,"Statsvitenskapelige fag, andre"
531999,5319,5,"Statsvitenskapelige fag, andre, uspesifiserte, påbygging til videregående utdanning"
532,53,3,Sosiologiske fag
5321,532,4,Sosiologiske fag
532199,5321,5,"Sosiologiske fag, uspesifiserte, påbygging til videregående utdanning"
5329,532,4,"Sosiologiske fag, andre"
532999,5329,5,"Sosiologiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
533,53,3,Samfunnsgeografiske fag
5331,533,4,Samfunnsgeografi
533199,5331,5,"Samfunnsgeografi, uspesifisert, påbygging til videregående utdanning"
5339,533,4,"Samfunnsgeografiske fag, andre"
533999,5339,5,"Samfunnsgeografiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
534,53,3,Samfunnsøkonomiske fag
5341,534,4,Samfunnsøkonomi
534199,5341,5,"Samfunnsøkonomi, uspesifisert, påbygging til videregående utdanning"
5349,534,4,"Samfunnsøkonomiske fag, andre"
534999,5349,5,"Samfunnsøkonomiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
535,53,3,Medie- og informasjonsfag
5351,535,4,Media og kommunikasjon
535101,5351,5,"Fagskoleutdanning, media og kommunikasjon, UTGÅTT KODE, SE NY"
535199,5351,5,"Media og kommunikasjon, uspesifisert, påbygging til videregående utdanning"
5352,535,4,Journalistikk
535201,5352,5,"Journalistikk og media, ettårig"
535202,5352,5,Mediekurs for arbeid i kristne media
535203,5352,5,Programkurs for fjernsynet
535204,5352,5,"Fagskoleutdanning, journalistikk, UTGÅTT KODE, SE NY"
535205,5352,5,"Fagskoleutdanning, journalistikk, toårig"
535206,5352,5,"Fagskoleutdanning, nettjournalistikk, halvårig"
535207,5352,5,"Fagskoleutdanning, manus og tekst for TV, ettårig"
535299,5352,5,"Journalistikk, uspesifisert, påbygging til videregående utdanning"
5359,535,4,"Medie- og informasjonsfag, andre"
535901,5359,5,"Fagskoleutdanning, film, UTGÅTT KODE, SE NY"
535902,5359,5,"Fagskoleutdanning, yrkesblogger – innholdsmarkedsføring på nett, UTGÅTT KODE, SE NY"
535903,5359,5,"Fagskoleutdanning, film, toårig"
535904,5359,5,"Fagskoleutdanning, filmproduksjon 1, ettårig"
535905,5359,5,"Fagskoleutdanning, TV-produksjon, ettårig"
535906,5359,5,"Fagskoleutdanning, yrkesblogger – innholdsmarkedsføring på nett, halvårig"
535907,5359,5,"Fagskoleutdanning, grunnutdanning i film, halvårig"
535908,5359,5,"Fagskoleutdanning, video marketing in social media, ettårig"
535909,5359,5,"Fagskoleutdanning, produksjonsledelse for film og tv, ettårig"
535910,5359,5,"Fagskoleutdanning, teknisk medieproduksjon, 1½-årig"
535999,5359,5,"Medie- og informasjonsfag, andre, uspesifiserte, påbygging til videregående utdanning"
536,53,3,Psykologiske fag
5361,536,4,Psykologi
536199,5361,5,"Psykologi, uspesifisert, påbygging til videregående utdanning"
5369,536,4,"Psykologiske fag, andre"
536999,5369,5,"Psykologiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
537,53,3,Juridiske fag
5371,537,4,Rettsstudiet
537199,5371,5,"Rettsstudiet, uspesifisert, påbygging til videregående utdanning"
5372,537,4,Kriminologi
537299,5372,5,"Kriminologi, uspesifisert, påbygging til videregående utdanning"
5379,537,4,"Juridiske fag, andre"
537901,5379,5,"Fagskoleutdanning,  juskonsulent forvaltningsrett, ettårig"
537902,5379,5,"Fagskoleutdanning, juskonsulent privatrett, ettårig"
537903,5379,5,"Fagskoleutdanning, juskonsulent forretningsjus, ettårig"
537904,5379,5,"Fagskoleutdanning, juskonsulent strafferett, ettårig"
537905,5379,5,"Fagskoleutdanning, juss for næringslivet - kontraktsrett og arbeidsrett"
537906,5379,5,"Fagskoleutdanning, juss for næringslivet - selskapsrett"
537999,5379,5,"Juridiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
538,53,3,Sosialantropologiske fag
5381,538,4,Sosialantropologiske fag
538199,5381,5,"Sosialantropologiske fag, uspesifiserte, påbygging til videregående utdanning"
5389,538,4,"Sosialantropologiske fag, andre"
538999,5389,5,"Sosialantropologiske fag, andre, uspesifiserte, påbygging til videregående utdanning"
