code,parentCode,level,name
7256,725,4,"Videreutdanninger for lærere, naturvitenskapelige fag, håndverksfag og tekniske fag"
725601,7256,5,"Lærerspesialist, matematikk, videreutdanning for lærere"
725602,7256,5,"Lærerspesialist, profesjonsfaglig digital kompetanse, videreutdanning for lærere"
725603,7256,5,"Master, profesjonsfaglig digital kompetanse for lærere, toårig"
725699,7256,5,"Videreutdanning for lærere, naturvitenskapelige fag, håndverksfag og tekniske fag, uspesifisert, høyere nivå"
7257,725,4,"Videreutdanninger for lærere, helse-, sosial- og idrettsfag"
725701,7257,5,"Lærerspesialist, kroppsøving, videreutdanning for lærere"
725702,7257,5,"Lærerspesialist, helse- og oppvekstfag, videreutdanning for lærere"
725799,7257,5,"Videreutdanning for lærere, helse-, sosial- og idrettsfag, uspesifisert, høyere nivå"
7258,725,4,"Videreutdanninger for lærere, primærnæringsfag"
725899,7258,5,"Videreutdanning for lærere,  primærnæringsfag, uspesifisert, høyere nivå"
7259,725,4,"Videreutdanninger for lærere, andre"
725999,7259,5,"Videreutdanning for lærere, annen, uspesifisert, høyere nivå"
729,72,3,"Lærerutdanninger og utdanninger i pedagogikk, andre"
7299,729,4,"Lærerutdanninger og utdanninger i pedagogikk, andre"
729901,7299,5,"Mag.art.-utdanning, undervisningsfag"
729902,7299,5,"Master of Philosophy, undervisningsfag"
729903,7299,5,"Master of Education, ettårig"
729904,7299,5,"Master, higher education, toårig"
729905,7299,5,"Master, lektorutdanning, med rådgiving, femårig"
729906,7299,5,"Master, utdanningsvitenskapelige fag, toårig"
729907,7299,5,"Master, læring og undervisning, toårig"
729999,7299,5,"Lærerutdanning og utdanning i pedagogikk, annen, uspesifisert, høyere nivå"
73,7,2,Samfunnsfag og juridiske fag
731,73,3,Statsvitenskapelige fag
7311,731,4,Statsvitenskapelige fag
731101,7311,5,"Cand.polit.-utdanning, administrasjons- og organisasjonsvitenskap"
731102,7311,5,"Cand.polit.-utdanning, offentlig politikk og administrasjon"
731103,7311,5,"Cand.polit.-utdanning, sammenliknende politikk"
731104,7311,5,"Cand.polit.-utdanning, statsvitenskap"
731105,7311,5,"Mag.art.-utdanning, administrasjons- og organisasjonsvitenskap"
731106,7311,5,"Mag.art.-utdanning, sammenliknende politikk"
731107,7311,5,"Mag.art.-utdanning, statsvitenskapelige fag"
731108,7311,5,"Master, offentlig administrasjon, toårig"
731109,7311,5,"Master, samfunnsplanlegging, toårig"
731110,7311,5,"Samfunnsplanlegging, toårig videreutdanning"
731111,7311,5,"Master, administrasjon og organisasjonsvitenskap, toårig"
731112,7311,5,"Master, statsvitenskap, toårig"
731114,7311,5,"Master, sammenliknende politikk, toårig"
731115,7311,5,"Master, konflikt, sikkerhet og flerkulturell forståelse, 1½-årig"
731116,7311,5,"Master, offentlig administrasjon, 1½-årig"
731117,7311,5,"Master, politikk og samfunnsendring, toårig"
731118,7311,5,"Master, Europa-studier, toårig"
731119,7311,5,"Master, internasjonal sikkerhet, etterretning og etikk (ISEE), 1½-årig"
731120,7311,5,"Master, demokratibygging, 1½-årig"
731121,7311,5,"Master, internasjonale studier, toårig"
731122,7311,5,"Master, samfunnsanalyse, toårig"
731123,7311,5,"Master, politisk kommunikasjon, toårig"
731124,7311,5,"Master, erfaringsbasert masterprogram i offentlig forvaltning"
731199,7311,5,"Statsvitenskapelige fag, uspesifiserte, høyere nivå"
7319,731,4,"Statsvitenskapelige fag, andre"
731901,7319,5,Aspirantkurs for utenrikstjenesten
731902,7319,5,"Cand.philol.-utdanning, samfunnsfag og samfunnsvitenskap"
731903,7319,5,"Cand.polit.-utdanning, samfunnsfag"
731904,7319,5,"Mag.art.-utdanning, samfunnsvitenskapelige fag"
731905,7319,5,"Master of Philosophy, samfunnsvitenskapelige fag, 1½-årig"
731906,7319,5,"Master of Science, samfunnsvitenskapelige fag, toårig"
731907,7319,5,"Master of Arts, samfunnsvitenskapelige fag"
731908,7319,5,"Hovedfagskandidat, samfunnsfag"
731909,7319,5,"Master of Philosophy, peace and conflict transformation, toårig"
731910,7319,5,"Master, peace and conflict studies, toårig"
731911,7319,5,"Master, samfunnsvitenskap, toårig"
731912,7319,5,"Master, samfunnssikkerhet, toårig"
731913,7319,5,"Master, arbeidslivsstudier, toårig"
731914,7319,5,"Master, samfunnsarbeid, toårig"
731915,7319,5,"Master, velferdsstudier, toårig"
731916,7319,5,"Master, interkulturelt arbeid, 1½-årig"
731917,7319,5,"Master, samfunnsvitenskap, 1½-årig"
731918,7319,5,"Master, interkulturelle studier, toårig"
731919,7319,5,"Master, organisasjon og ledelse, 1½-årig"
731999,7319,5,"Statsvitenskapelige fag, andre, uspesifiserte, høyere nivå"
732,73,3,Sosiologiske fag
7321,732,4,Sosiologiske fag
732101,7321,5,"Cand.philol.-utdanning, sosiologiske fag"
732102,7321,5,"Cand.polit.-utdanning, sosiologiske fag"
732103,7321,5,"Cand.sociol.-utdanning, sosiologiske fag"
732104,7321,5,"Mag.art.-utdanning, sosiologiske fag"
732105,7321,5,"Hovedfagskandidat, sosiologi"
732106,7321,5,"Master, sosiologi, toårig"
732199,7321,5,"Sosiologiske fag, uspesifiserte, høyere nivå"
7329,732,4,"Sosiologiske fag, andre"
732999,7329,5,"Sosiologiske fag, andre, uspesifiserte, høyere nivå"
733,73,3,Samfunnsgeografiske fag
7331,733,4,Samfunnsgeografi
733101,7331,5,"Cand.philol.-utdanning, kulturgeografi"
733102,7331,5,"Cand.polit.-utdanning, kulturgeografi"
733103,7331,5,"Cand.polit.-utdanning, planlegging og lokalsamfunnsforskning"
733104,7331,5,"Mag.art.-utdanning, kulturgeografi"
733105,7331,5,"Master of Philosophy, development geography"
733106,7331,5,"Hovedfagskandidat, kulturgeografi"
733107,7331,5,"Cand.polit.-utdanning, demografi"
733108,7331,5,"Hovedfagskandidat, samfunnsplanlegging"
733109,7331,5,"Cand.polit.-utdanning, samfunnsgeografi"
733110,7331,5,"Master of Philosophy, samfunnsgeografi"
733111,7331,5,"Master, samfunnsgeografi, toårig"
733112,7331,5,"Master, development geography, toårig"
733113,7331,5,"Master, samfunnsplanlegging og kulturforståelse, toårig"
733199,7331,5,"Samfunnsgeografi, uspesifisert, høyere nivå"
7339,733,4,"Samfunnsgeografiske fag, andre"
733999,7339,5,"Samfunnsgeografiske fag, andre, uspesifiserte, høyere nivå"
734,73,3,Samfunnsøkonomiske fag
7341,734,4,Samfunnsøkonomi
734101,7341,5,"Cand.oecon.-utdanning, samfunnsøkonomi"
734102,7341,5,"Cand.polit.-utdanning, samfunnsøkonomi"
734103,7341,5,"Master, samfunnsøkonomi, toårig"
734104,7341,5,"Master, samfunnsøkonomi, femårig"
734105,7341,5,"Master of Science, samfunnsøkonomi, toårig"
734199,7341,5,"Samfunnsøkonomi, uspesifisert, høyere nivå"
7349,734,4,"Samfunnsøkonomiske fag, andre"
734902,7349,5,"Høyere avdeling for siviløkonomer, samfunnsøkonomi"
734903,7349,5,"Mag.art.-utdanning, samfunnsøkonomi"
734904,7349,5,"Master of Science, environmental and development economics, toårig"
734905,7349,5,"Samfunnsøkonomi, høyere nivå"
734906,7349,5,"Master, environmental and development economics, toårig"
734907,7349,5,"Master, utviklings- og ressursøkonomi, toårig"
734908,7349,5,"Master, politikk og økonomi, toårig"
734999,7349,5,"Samfunnsøkonomiske fag, andre, uspesifiserte, høyere nivå"
735,73,3,Medie- og informasjonsfag
7351,735,4,Media og kommunikasjon
735101,7351,5,"Cand.philol.-utdanning, informasjonsvitenskap"
735102,7351,5,"Cand.philol.-utdanning, media og pressefag"
735103,7351,5,"Cand.philol.-utdanning, media og massekommunikasjon"
735104,7351,5,"Cand.philol.-utdanning, medievitenskap"
735105,7351,5,"Cand.polit.-utdanning, informasjonsvitenskap"
735106,7351,5,"Cand.polit.-utdanning, pedagogisk informasjonsvitenskap"
735107,7351,5,"Mag.art.-utdanning, informasjonsvitenskap"
735108,7351,5,"Master of Philosophy, media studies"
735109,7351,5,"Cand.polit.-utdanning, media og pressefag"
735110,7351,5,"Cand.polit.-utdanning, media og massekommunikasjon"
735111,7351,5,"Cand.polit.-utdanning, medievitenskap"
735112,7351,5,"Mag.art.-utdanning, media og pressefag"
735113,7351,5,"Mag.art.-utdanning, media og massekommunikasjon"
735114,7351,5,"Cand.polit.-utdanning, media- og kommunikasjonsfag"
735115,7351,5,"Master, informasjonsvitenskap, toårig"
735116,7351,5,"Master, medievitenskap, toårig"
735117,7351,5,"Master, digitale medier, toårig"
735118,7351,5,"Master, visual cultural studies, toårig, UTGÅTT KODE, SE 713418"
735119,7351,5,"Master, samfunnskommunikasjon, toårig"
735120,7351,5,"Master, media practices, toårig"
735121,7351,5,"Master, screen cultures, toårig"
735122,7351,5,"Master, strategisk kommunikasjon, toårig"
735199,7351,5,"Media og kommunikasjon, uspesifisert, høyere nivå"
7352,735,4,Journalistikk
735201,7352,5,"Cand.philol.-utdanning, journalistikk"
735202,7352,5,"Cand.polit.-utdanning, journalistikk"
735203,7352,5,"Master, journalistikk, toårig"
735299,7352,5,"Journalistikk, uspesifisert, høyere nivå"
7359,735,4,"Medie- og informasjonsfag, andre"
735901,7359,5,"Master, medieteknikk, femårig"
735902,7359,5,"Master, medieproduksjon, toårig"
735903,7359,5,"Master, film- og fjernsynsvitenskap, toårig"
735904,7359,5,"Master, medieteknikk, toårig"
735905,7359,5,"Master, fjernsynsproduksjon, toårig"
735906,7359,5,"Master, dokumentarproduksjon, toårig"
735907,7359,5,"Master, multimedia og læringsteknologi, toårig"
735908,7359,5,"Master, manusutvikling for serier, toårig"
735909,7359,5,"Master, film- og medievitenskap, toårig"
735999,7359,5,"Medie- og informasjonsfag, andre, uspesifiserte, høyere nivå"
736,73,3,Psykologiske fag
7361,736,4,Psykologi
736101,7361,5,"Cand.polit.-utdanning, psykologi"
736102,7361,5,"Cand.psychol.-utdanning, profesjonsstudiet i psykologi, femårig"
736103,7361,5,"Mag.art.-utdanning, psykologi"
736104,7361,5,"Master, psykologi, toårig"
736105,7361,5,"Cand.psychol.-utdanning, profesjonsstudiet i psykologi, seksårig"
736199,7361,5,"Psykologi, uspesifisert, høyere nivå"
7369,736,4,"Psykologiske fag, andre"
736901,7369,5,"Master of Philosophy, psykologiske fag, toårig"
736902,7369,5,"Master, psykologiske fag, toårig"
736903,7369,5,"Masterstudium i atferdsvitenskap, toårig"
736999,7369,5,"Psykologiske fag, andre, uspesifiserte, høyere nivå"
737,73,3,Juridiske fag
7371,737,4,Rettsstudiet
737101,7371,5,"Cand.jur.-utdanning, profesjonsstudiet"
737102,7371,5,"Master, rettsvitenskap, femårig"
737103,7371,5,"Master, rettsvitenskap, toårig"
737199,7371,5,"Rettsstudiet, uspesifisert, høyere nivå"
7372,737,4,Kriminologi
737201,7372,5,"Cand.polit.-utdanning, kriminologi"
737202,7372,5,"Mag.art.-utdanning, kriminologi"
737203,7372,5,"Master, kriminologi, toårig"
737299,7372,5,"Kriminologi, uspesifisert, høyere nivå"
7379,737,4,"Juridiske fag, andre"
737901,7379,5,"Mag.art.-utdanning, juridiske fag"
737902,7379,5,"Mag.art.-utdanning, rettshistorie"
737903,7379,5,"Master of Arts, juridiske fag"
737904,7379,5,"Master of Laws, public international law"
737905,7379,5,"Master of Laws, information and communication technology law"
737906,7379,5,"Master of Laws, maritime law"
737907,7379,5,"Master, rettssosiologi, toårig"
737908,7379,5,"Master of Laws, North Sea Energy Law, 1½-årig"
737909,7379,5,"Master, forretningsjus og økonomi, toårig"
737910,7379,5,Master of Laws (LL.M.) Programme in EU and EEA Law
737999,7379,5,"Juridiske fag, andre, uspesifiserte, høyere nivå"
738,73,3,Sosialantropologiske fag
7381,738,4,Sosialantropologiske fag
738101,7381,5,"Cand.philol.-utdanning, sosialantropologiske fag"
738102,7381,5,"Cand.polit.-utdanning, sosialantropologiske fag"
738103,7381,5,"Mag.art.-utdanning, sosialantropologiske fag"
738104,7381,5,"Master of Philosophy, sosialantropologi"
738105,7381,5,"Master of Philosophy, visual antrophology"
738106,7381,5,"Master, sosialantropologi, toårig"
738107,7381,5,"Master, indigenous studies (urfolksstudier), toårig"
738108,7381,5,"Master, anthropology of development, toårig"
738109,7381,5,"Master, kultur og profesjon, toårig"
738199,7381,5,"Sosialantropologiske fag, uspesifiserte, høyere nivå"
7389,738,4,"Sosialantropologiske fag, andre"
738999,7389,5,"Sosialantropologiske fag, andre, uspesifiserte, høyere nivå"
739,73,3,"Samfunnsfag og juridiske fag, andre"
7399,739,4,"Samfunnsfag og juridiske fag, andre"
739901,7399,5,"Cand.polit.-utdanning, forvaltningsinformatikk"
739902,7399,5,"Cand.polit.-utdanning, samfunnsfag og juridiske fag, uoppgitt faggruppe"
739903,7399,5,"Master of Arts, theory and practice of human rights"
739904,7399,5,"Master of Arts, education in science, society and technology (ESST)"
739905,7399,5,"Cand.polit.-utdanning, profesjonskunnskap"
739906,7399,5,"Master of Arts, development studies"
739907,7399,5,"Master, praktisk kunnskap, toårig"
739908,7399,5,"Master of Science, development studies, toårig"
739909,7399,5,"Master, forvaltningsinformatikk, toårig"
739910,7399,5,"Master, the theory and practice of human rights, toårig"
739911,7399,5,"Master, development studies, toårig"
739912,7399,5,"Master of Philosophy, development studies, toårig"
739913,7399,5,"Master, teknologi, innovasjon og kunnskap, toårig"
739914,7399,5,"Master, region og regionalisering, toårig"
739915,7399,5,"Master, stedsutvikling, 1½-årig"
739916,7399,5,"Master, by- og regionplanlegging, femårig"
739917,7399,5,"Master, profesjonsstudier, toårig"
739918,7399,5,"Master, gender studies, toårig"
739919,7399,5,"Master, European youth studies, toårig"
739920,7399,5,"Master of Science, team sport management, toårig"
739921,7399,5,"Master, entreprenørskap og samfunn, toårig"
739922,7399,5,"Master, energi, miljø og samfunn, toårig"
739999,7399,5,"Samfunnsfag og juridiske fag, andre, uspesifiserte, høyere nivå"
74,7,2,Økonomiske og administrative fag
741,74,3,Økonomisk-administrative fag
7411,741,4,Økonomisk-administrative fag
741101,7411,5,"Administrasjon og ledelse, toårig videreutdanning for UH-kandidater"
741102,7411,5,"Cand.merc.-utdanning, administrasjon"
741103,7411,5,"Cand.merc.-utdanning, bedriftsøkonomi"
741104,7411,5,"Cand.merc.-utdanning, økonomi og administrasjon"
741105,7411,5,"Siviløkonomutdanning, CEMS-master"
741106,7411,5,"Finansanalytiker, autoriseringsstudium"
741107,7411,5,"Høyere avdeling for siviløkonomer, uspesifisert"
741108,7411,5,"Master of Business Administration (MBA), 1½-årig"
741109,7411,5,"Master of Business Administration (MBA), ettårig"
741110,7411,5,"Master of International Business, 1½-årig"
741111,7411,5,"Master of Management, toårig"
741112,7411,5,"Master of Science, økonomisk-administrative fag, toårig"
741113,7411,5,"Master of Technology Management, toårig"
741114,7411,5,"Sivilingeniørutdanning, petroleumsøkonomi"
741115,7411,5,"Sivilingeniørutdanning, økonomiske og administrative fag"
741116,7411,5,"Master of Science, økonomisk-administrative fag, ettårig"
741117,7411,5,"Hovedfagskandidat, økonomiske og administrative områder"
741118,7411,5,"Revisoreksamen, høyere, 1½-årig"
741119,7411,5,"Master, administrasjon og ledelse, toårig"
741120,7411,5,"Master, økonomi og ressursforvaltning innen jord- og skogbruk, toårig"
741121,7411,5,"Master, økonomi og administrasjon, toårig"
741122,7411,5,"Master, utdanningsledelse, toårig"
741123,7411,5,"Master, bedriftsledelse/-økonomi, toårig"
741124,7411,5,"Master, endringsledelse, toårig"
741125,7411,5,"Siviløkonom/Master, økonomi og administrasjon, toårig"
741126,7411,5,"Master, verdibasert ledelse, toårig"
741127,7411,5,"Master, utdanningsledelse, 1½-årig"
741128,7411,5,"Master, læring i komplekse systemer, toårig  UTGÅTT KODE, SE NY"
741129,7411,5,"Master, finansiell økonomi, toårig"
741130,7411,5,"Master, regnskap og revisjon – høyere revisorstudium, toårig"
741131,7411,5,"Master of Science, economics and business administration, toårig"
741132,7411,5,"Master, ledelse, 1½-årig"
741133,7411,5,"Siviløkonom/Master, økonomi og administrasjon, femårig"
741134,7411,5,"Master, innovation management, ettårig, FEIL KODE, SE 641157"
741135,7411,5,"Master of Business Administration (MBA), toårig"
741136,7411,5,"Master, entreprenørskap og innovasjon, toårig"
741137,7411,5,"Master, serviceledelse, 1½-årig"
741138,7411,5,"Master, utviklingsledelse og -administrasjon, toårig"
741139,7411,5,"Master, innovasjon og virksomhetsutvikling, 1½-årig"
741140,7411,5,"Ledelse, videreutdanning, høyere nivå"
741141,7411,5,"Master, ledelse og organisasjonspsykologi, toårig"
741142,7411,5,"Master of Science, space information management, toårig"
741143,7411,5,"Master, personalledelse, 1½-årig"
741144,7411,5,"Master of Science, event management, toårig"
741145,7411,5,"Master, innovasjon og kunnskapsutvikling, toårig"
741146,7411,5,"Master, organisasjon, ledelse og arbeid, toårig"
741147,7411,5,"Master, innovasjon og ledelse, toårig"
741148,7411,5,"Master, organisasjon og ledelse for offentlig sektor, 1½-årig"
741149,7411,5,"Master, ledelse, toårig"
741150,7411,5,"Master, personalledelse, toårig"
741151,7411,5,"Master of Science, entrepreneurship, toårig"
741152,7411,5,"Master, International Business, toårig"
741153,7411,5,"Master, strategisk HR, toårig"
741154,7411,5,"Master, Sustainability Management, toårig"
741199,7411,5,"Økonomisk-administrative fag, uspesifiserte, høyere nivå"
7419,741,4,"Økonomisk-administrative fag, andre"
741901,7419,5,"Master, teknologi, organisasjon og læring, toårig"
741902,7419,5,"Master, marine insurance and risk management, 1½-årig"
741903,7419,5,"Master, music management, toårig"
741999,7419,5,"Økonomisk-administrative fag, andre, uspesifiserte, høyere nivå"
742,74,3,Handel og markedsføring
7421,742,4,Handel
742199,7421,5,"Handel, uspesifisert, høyere nivå"
7422,742,4,Markedsføring
742201,7422,5,Sivilmarkedsfører/Master of Science in marketing
742202,7422,5,"Master, markedsføring, toårig"
742203,7422,5,"Master, internasjonal markedsføring og ledelse, toårig"
742204,7422,5,"Master, internasjonal business og markedsføring, 1½-årig"
742299,7422,5,"Markedsføring, uspesifisert, høyere nivå"
7429,742,4,"Handel og markedsføring, andre"
742999,7429,5,"Handel og markedsføring, andre, uspesifiserte, høyere nivå"
743,74,3,Kontorfag
7431,743,4,Sekretærutdanninger
743199,7431,5,"Sekretærutdanning, uspesifisert, høyere nivå"
7432,743,4,Kontorfag
7439,743,4,"Kontorfag, andre"
743999,7439,5,"Kontorfag, andre, uspesifiserte, høyere nivå"
744,74,3,Hotell- og reiselivsfag
7441,744,4,Reiselivsfag
744101,7441,5,"Master, reiselivsfag, toårig"
744102,7441,5,"Master, reiselivsledelse, 1½-årig"
744199,7441,5,"Reiselivsfag, uspesifiserte, høyere nivå"
7442,744,4,Hotell- og restaurantfag
744201,7442,5,"Master of Science, hotell- og reiselivsadministrasjon, toårig"
744202,7442,5,"Master of Business Administration, hotell- og reiselivsadministrasjon"
744203,7442,5,"Master, hotell- og reiselivsadministrasjon, toårig"
744299,7442,5,"Hotell- og restaurantfag, uspesifisert, høyere nivå"
7449,744,4,"Hotell- og reiselivsfag, andre"
744999,7449,5,"Hotell- og reiselivsfag, andre, uspesifiserte, høyere nivå"
749,74,3,"Økonomiske og administrative fag, andre"
7499,749,4,"Økonomiske og administrative fag, andre"
749901,7499,5,"Høyere avdeling for siviløkonomer, økonomisk geografi"
749902,7499,5,"Høyere avdeling for siviløkonomer, økonomisk historie"
749999,7499,5,"Økonomiske og administrative fag, andre, uspesifiserte, høyere nivå"
75,7,2,"Naturvitenskapelige fag, håndverksfag og tekniske fag"
751,75,3,Biologiske fag
7511,751,4,Zoologiske fag
751101,7511,5,"Cand.real.-utdanning, zoologi"
751102,7511,5,"Cand.scient.-utdanning, zoologi"
751103,7511,5,"Mag.scient.-utdanning, zoologi"
751104,7511,5,"Hovedfagskandidat, zoologi"
751105,7511,5,"Master of Philosophy, zoology"
751106,7511,5,"Master of Science, zoology, toårig"
751199,7511,5,"Zoologiske fag, uspesifiserte, høyere nivå"
7512,751,4,Botaniske fag
751201,7512,5,"Cand.real.-utdanning, botanikk"
751202,7512,5,"Cand.scient.-utdanning, botanikk"
751203,7512,5,"Mag.scient.-utdanning, botanikk"
751204,7512,5,"Hovedfagskandidat, botanikk"
751299,7512,5,"Botaniske fag, uspesifiserte, høyere nivå"
7513,751,4,Mikrobiologi og cellebiologi
751301,7513,5,"Cand.real.-utdanning, mikrobiologi"
751302,7513,5,"Cand.scient.-utdanning, mikrobiologi"
751303,7513,5,"Cand.scient.-utdanning, molekylærbiologi"
751304,7513,5,"Cand.scient.-utdanning, cellebiologi"
751305,7513,5,"Master, molekylær biovitenskap, toårig"
751306,7513,5,"Master, cellebiologi, toårig"
751307,7513,5,"Master, mikrobiologi, toårig"
751308,7513,5,"Master, biologisk kjemi, femårig"
751309,7513,5,"Master of Science, mikrobiologi, toårig"
751399,7513,5,"Mikrobiologi og cellebiologi, uspesifiserte, høyere nivå"
7514,751,4,Miljø- og forurensningsstudier
751401,7514,5,"Cand.agric.-utdanning, naturforvaltning"
751402,7514,5,"Cand.scient.-utdanning, forurensningsstudier"
751403,7514,5,"Master of Science, management of natural resources and sustainable agriculture, toårig"
751404,7514,5,"Sivilingeniørutdanning, industriell miljøteknologi"
751405,7514,5,"Master, miljø- og helsevern, toårig"
751406,7514,5,"Master, forurensningsfag, toårig"
751407,7514,5,"Master, naturressursforvaltning, toårig"
751408,7514,5,"Master, teknologi, industriell økologi, femårig"
751409,7514,5,"Master, water studies, toårig"
751410,7514,5,"Master, teknologi, vann- og miljøteknikk, femårig"
751411,7514,5,"Master, økologi og naturforvaltning, toårig"
751412,7514,5,"Master, tropical ecology and management of natural resources, toårig"
751413,7514,5,"Master, management of natural resources and sustainable agriculture, toårig"
751414,7514,5,"Master of Science, industrial ecology, toårig"
751415,7514,5,"Master, mountain ecology and human adaptations, toårig"
751416,7514,5,"Master, technology, energy and environmental technology, toårig"
751417,7514,5,"Master, anvendt økologi, toårig"
751418,7514,5,"Master, internasjonale miljøstudier, toårig"
751419,7514,5,"Master of Science, environmental technology, toårig"
751420,7514,5,"Master, fornybar energi, toårig"
751421,7514,5,"Master, teknologi, fornybar energi, toårig"
751422,7514,5,"Master, landskapsplanlegging, toårig"
751423,7514,5,"Master of Science, cold climate engineering, toårig"
751424,7514,5,"Master of Science, renewable energy in the marine environment, toårig"
751499,7514,5,"Miljø- og forurensningsstudier, uspesifiserte, høyere nivå"
7515,751,4,Marin- og ferskvannsbiologi
751501,7515,5,"Cand.scient.-utdanning, akvakultur"
751502,7515,5,"Cand.scient.-utdanning, limnologi"
751503,7515,5,"Cand.real.-utdanning, limnologi"
751504,7515,5,"Mag.scient.-utdanning, limnologi"
751505,7515,5,"Cand.scient.-utdanning, marinbiologi"
751506,7515,5,"Master of Science, aquaculture, toårig"
751507,7515,5,"Master, akvakultur, toårig"
751508,7515,5,"Master, marinbiologi, toårig"
751509,7515,5,"Master, European Masters in aquaculture and fisheries, toårig"
751510,7515,5,"Master, marin økologi, femårig"
751511,7515,5,"Master, akvatisk økologi, studieretning marin økologi, toårig"
751512,7515,5,"Master, akvatisk økologi, studieretning ferskvannsøkologi, toårig"
751513,7515,5,"Master, havbruk og sjømat, femårig"
751514,7515,5,"Master, biologi og akvakultur, toårig"
751515,7515,5,"Master of Science, ocean resources, toårig"
751516,7515,5,"Master, kystsoneøkologi, toårig"
751599,7515,5,"Marin- og ferskvannsbiologi, uspesifisert, høyere nivå"
7519,751,4,"Biologiske fag, andre"
751901,7519,5,"Cand.real.-utdanning, biologi"
751902,7519,5,"Cand.scient.-utdanning, biologi"
751903,7519,5,"Cand.scient.-utdanning, cellebiologi for medisinsk/teknisk personell"
751904,7519,5,"Mag.scient.-utdanning, biologi"
751905,7519,5,"Master of Philosophy, biology"
751906,7519,5,"Master of Philosophy, fisheries biology and fisheries management"
751907,7519,5,"Master of Philosophy, medical biology"
751908,7519,5,"Sivilingeniørutdanning, biologi"
751909,7519,5,"Master, biologi, toårig"
751910,7519,5,"Master, medisinsk biologi, toårig"
751911,7519,5,"Master, cellebiologi for medisinsk/teknisk personell, toårig"
751912,7519,5,"Master, genetisk veiledning, toårig"
751913,7519,5,"Master of Science, biology, toårig"
751914,7519,5,"Master, medisinske laboratoriefag, toårig"
751915,7519,5,"Master of Science, bioinformatikk og anvendt statistikk, toårig"
751916,7519,5,"Master, biodiversitet og systematikk, toårig"
751917,7519,5,"Master, biovitenskap, toårig"
751999,7519,5,"Biologiske fag, andre, uspesifiserte, høyere nivå"
752,75,3,Fysiske og kjemiske fag
7521,752,4,Fysiske fag
752101,7521,5,"Cand.real.-utdanning, astronomi"
752102,7521,5,"Cand.real.-utdanning, fysikk"
752103,7521,5,"Cand.scient.-utdanning, astronomi"
752104,7521,5,"Cand.scient.-utdanning, fysikk"
752105,7521,5,"Mag.scient.-utdanning, astronomi"
752106,7521,5,"Mag.scient.-utdanning, fysikk"
752107,7521,5,"Master of Philosophy, atomic, nuclear, and particle physics"
752108,7521,5,"Master of Philosophy, physics"
752109,7521,5,"Sivilingeniørutdanning, fysikk"
752110,7521,5,"Hovedfagskandidat, fysikk"
752111,7521,5,"Master of Science, physics, toårig"
752112,7521,5,"Master, astronomi, toårig"
752113,7521,5,"Master, fysikk, toårig"
752114,7521,5,"Master, teknologi, fysikk, femårig"
752115,7521,5,"Master of Science, condensed matter physics and biophysics, toårig"
752116,7521,5,"Master, romsystemer, toårig"
752117,7521,5,"Master, nukleærteknologi, toårig"
752199,7521,5,"Fysiske fag, uspesifiserte, høyere nivå"
7522,752,4,Kjemiske fag
752201,7522,5,"Cand.real.-utdanning, kjemi"
752202,7522,5,"Cand.scient.-utdanning, kjemi"
752203,7522,5,"Cand.techn.-utdanning, petroleumsteknologi"
752204,7522,5,"Mag.scient.-utdanning, kjemi"
752205,7522,5,"Master of Philosophy, biophysical chemistry, toårig"
752206,7522,5,"Master of Philosophy, inorganic structural chemistry, toårig"
752207,7522,5,"Cand.scient.-utdanning, biokjemi"
752208,7522,5,"Cand.scient.-utdanning, bioteknologi"
752209,7522,5,"Master of Philosophy, quantum chemistry"
752210,7522,5,"Sivilingeniørutdanning, kjemi"
752211,7522,5,"Sivilingeniørutdanning, metallurgi"
752212,7522,5,"Sivilingeniørutdanning, petroleumsteknologi"
752213,7522,5,"Master of Science, kjemi, toårig"
752214,7522,5,"Master, kjemi, toårig"
752215,7522,5,"Master, teknologi, kjemi- og bioteknologi, femårig"
752216,7522,5,"Master, teknologi, kjemi- og bioteknologi, toårig"
752217,7522,5,"Master, bioteknologi, femårig"
752218,7522,5,"Master, bioteknologi, toårig"
752219,7522,5,"Master of Science, light metal production, toårig"
752220,7522,5,"Master, teknologi, petroleumsteknologi, femårig"
752221,7522,5,"Master, teknologi, petroleumsteknologi, toårig"
752222,7522,5,"Master, petroleumsteknologi, toårig"
752223,7522,5,"Master, prosessteknologi, toårig"
752224,7522,5,"Master of Science, petroleumsteknologi, femårig UTGÅTT KODE, SE 752220"
752225,7522,5,"Master of Science, biotechnology, toårig"
752226,7522,5,"Master of Science, olje- og gassteknologi, 1½-årig"
752299,7522,5,"Kjemiske fag, uspesifiserte, høyere nivå"
7529,752,4,"Fysiske og kjemiske fag, andre"
752901,7529,5,"Master, materialvitenskap for energi- og nanoteknologi, toårig"
752902,7529,5,"Master, teknologi, nanoteknologi, femårig"
752903,7529,5,"Master, energi, toårig"
752904,7529,5,"Master, teknologi, havteknologi, femårig"
752905,7529,5,"Master, teknologi, havteknologi, toårig"
752906,7529,5,"Master, teknologi, medisinsk teknologi, femårig"
752907,7529,5,"Master, teknologi, energi, femårig"
752999,7529,5,"Fysiske og kjemiske fag, andre, uspesifiserte, høyere nivå"
753,75,3,Matematikk og statistikk
7531,753,4,Matematikk
753101,7531,5,"Cand.real.-utdanning, matematikk"
