styrk08_code,isco08_code,title_no,exposure,exposure_norm,stage,confidence,source_detail
3522,3522,Teknikere innen telekom,0.4056603773584905,0.41606192549588766,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4110,4110,Kontormedarbeidere,0.595021645021645,0.6102786102786103,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4131,4131,Stenografer mv.,0.7432432432432433,0.7623007623007624,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4132,4132,Dataregistrere,0.8928571428571428,0.9157509157509157,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4211,4211,"Kundebehandlere, bank og postkontor",0.4282407407407407,0.43922127255460586,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4212,4212,"Bingoverter, bookmakere mv.",0.2745735810251939,0.28161392925660916,1_bls_xwalk,high,mean of 3 SOC matches via BLS
4213,4213,Pantelånere mv.,0.5909090909090909,0.6060606060606061,2_manual_override,medium,manual → SOC 13-2072: Override prior row: Pantelånere → Loan Officers (SOC 13-2072) — better functional match than 43-3041.
4214,4214,Inkassomedarbeidere mv.,0.6078296703296704,0.6234150464919697,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4221,4221,Reisebyråmedarbeidere mv.,0.5188932980599646,0.5321982544204765,1_bls_xwalk,high,mean of 3 SOC matches via BLS
4222,4222,Kundesentermedarbeidere,0.5507575757575758,0.5648795648795649,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4223,4223,Sentralbordoperatører,0.7618845500848896,0.7814200513691176,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4224,4224,Hotellresepsjonister,0.48333333333333334,0.49572649572649574,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4225,4225,Informasjonsskrankemedarbeidere,0.7488095238095238,0.7680097680097681,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4226,4226,Resepsjonister (ekskl. hotell),0.5333333333333333,0.5470085470085471,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4227,4227,Intervjuere,0.6724137931034483,0.6896551724137931,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4229,4229,Andre opplysningsmedarbeidere,0.68,0.6974358974358975,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4311,4311,Regnskapsmedarbeidere,0.7880675526024363,0.8082744129255758,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4312,4312,Forsikrings- og finansmedarbeidere,0.68075,0.6982051282051281,1_bls_xwalk,high,mean of 5 SOC matches via BLS
4313,4313,Lønningsmedarbeidere,0.8378378378378379,0.8593208593208594,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4321,4321,Lagermedarbeidere og material-forvaltere,0.396551724137931,0.40671971706454463,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4322,4322,Logistikkmedarbeidere,0.5961538461538461,0.611439842209073,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4323,4323,Transportfunksjonærer,0.6739130434782609,0.6911928651059086,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4411,4411,Bibliotekassistenter,0.550895225464191,0.5650207440658369,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4412,4412,Postbud og postsorterere,0.2344290178772937,0.24044001833568585,1_bls_xwalk,high,mean of 5 SOC matches via BLS
4413,4413,Kodere mv.,0.975,1.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
4415,4415,Arkivassistenter,0.5955882352941175,0.6108597285067873,1_bls_xwalk,high,mean of 2 SOC matches via BLS
4416,4416,Personalkontormedarbeidere,0.6206896551724138,0.6366047745358091,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5111,5111,"Flyverter, båtverter mv.",0.19444444444444442,0.1994301994301994,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5112,5112,Konduktører,0.2222222222222222,0.22792022792022792,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5113,5113,Reiseledere og guider,0.32461538461538464,0.3329388560157791,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5120,5120,Kokker,0.1932790721756239,0.19823494582115272,1_bls_xwalk,high,mean of 5 SOC matches via BLS
5131,5131,Servitører,0.1566515495086923,0.1606682559063511,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5132,5132,Bartendere,0.1944444444444444,0.19943019943019938,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5141,5141,Frisører,0.12035603715170275,0.1234420893863618,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5142,5142,Kosmetologer mv.,0.16871419124307438,0.17304019614674296,1_bls_xwalk,high,mean of 5 SOC matches via BLS
5151,5151,Renholdsledere i bedrifter,0.2653061224489795,0.2721088435374149,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5152,5152,Husholdere,0.2653061224489795,0.2721088435374149,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5153,5153,Vaktmestre,0.0,0.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5161,5161,Astrologer mv.,,,4_unmappable,unmappable,DOCUMENTED UNMAPPABLE: Astrologer mv. — fortune tellers/astrologers. No SOC equivalent in mainstream Eloundou-scored occupations (US BLS does n
5163,5163,Begravelsesbyrå- og krematoriearbeidere,0.12685615848406542,0.13010888049647737,1_bls_xwalk,high,mean of 3 SOC matches via BLS
5164,5164,Dyrepassere og - trenere mv.,0.1994659236038546,0.2045804344654919,1_bls_xwalk,high,mean of 3 SOC matches via BLS
5165,5165,Kjøreskolelærere,0.36,0.36923076923076925,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5169,5169,Andre personlige tjenesteytere,0.23555555555555552,0.24159544159544155,1_bls_xwalk,high,mean of 3 SOC matches via BLS
5211,5211,Torghandlere,0.2608695652173913,0.26755852842809363,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5212,5212,"Gateselgere, mat",0.19524959742351045,0.20025599735744662,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5221,5221,Innehavere av kiosk/liten butikk,0.4807692307692308,0.4930966469428008,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5222,5222,Butikkavdelingssjefer,0.4864864864864865,0.498960498960499,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5223,5223,Butikkmedarbeidere,0.3424812030075187,0.3512627723154038,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5230,5230,Billettselgere,0.23560354374307857,0.24164466024931136,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5241,5241,Mannekenger og modeller,0.2333333333333333,0.2393162393162393,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5242,5242,Demonstrasjonsselgere,0.1282051282051282,0.13149243918474687,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5243,5243,Dørselgere,0.2608695652173913,0.26755852842809363,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5244,5244,Telefon- og nettselgere,0.8055555555555555,0.8262108262108261,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5245,5245,Servicemedarbeidere (bensinstasjon),0.1304347826086956,0.13377926421404676,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5246,5246,Gatekjøkken- og kafémedarbeidere mv.,0.0,0.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5249,5249,Andre salgsmedarbeidere,0.532258064516129,0.5459057071960297,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5311,5311,Barnehage- og skolefritidsassistenter mv.,0.1414312039312039,0.145057645057645,1_bls_xwalk,high,mean of 1 SOC matches via BLS
5312,5312,Skoleassistenter,0.3666666666666666,0.376068376068376,2_manual_override,high,manual → SOC 25-9042: Skoleassistenter → Teaching Assistants Preschool/Elementary/Middle/Secondary (SOC 25-9042).
5321,5321,Helsefagarbeidere,0.1016949152542373,0.10430247718383312,2_manual_override,high,manual → SOC 31-1131: Helsefagarbeidere → Nursing Assistants (SOC 31-1131). Direct functional match — Norwegian helsefagarbeidere are CNA-equi
5322,5322,Hjemmehjelper,0.0769230769230769,0.0788954635108481,2_manual_override,high,manual → SOC 31-1121: Hjemmehjelper → Home Health Aides (SOC 31-1121). Direct functional match.
5329,5329,Andre pleiemedarbeidere,0.2616908359374662,0.2684008573717602,1_bls_xwalk,high,mean of 7 SOC matches via BLS
5411,5411,Brannkonstabler,0.27772260840781193,0.2848437009310892,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5413,5413,Fengselsbetjenter,0.2719861660079051,0.278960170264518,1_bls_xwalk,high,mean of 2 SOC matches via BLS
5414,5414,Vektere,0.28805555555555556,0.2954415954415955,1_bls_xwalk,high,mean of 3 SOC matches via BLS
5419,5419,Andre sikkerhetsarbeidere,0.3105950954266102,0.3185590722324207,1_bls_xwalk,high,mean of 7 SOC matches via BLS
6111,6111,Korn- og grønnsaksprodusenter,0.14035087719298245,0.14394961763382816,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6112,6112,Frukt- og bærprodusenter,0.14035087719298245,0.14394961763382816,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6113,6113,Gartnere,0.13850702143385066,0.14205848352189812,1_bls_xwalk,high,mean of 3 SOC matches via BLS
6114,6114,"Kombinasjonsbrukere, nyttevekster",0.14035087719298245,0.14394961763382816,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6121,6121,Melke- og husdyrprodusenter,0.22368421052631576,0.2294197031039136,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6122,6122,Egg- og fjærfeprodusenter,0.22368421052631576,0.2294197031039136,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6123,6123,Birøktere mv.,0.22368421052631576,0.2294197031039136,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6129,6129,Andre dyreoppdrettere og røktere,0.22368421052631576,0.2294197031039136,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6130,6130,Plante- og husdyrprodusenter (kombinasjonsbruk),0.14912280701754385,0.15294646873594242,1_bls_xwalk,high,mean of 3 SOC matches via BLS
6210,6210,Skogbrukere,0.15069126620900072,0.15455514482974433,1_bls_xwalk,high,mean of 5 SOC matches via BLS
6221,6221,Havbruksarbeidere,0.22368421052631576,0.2294197031039136,1_bls_xwalk,high,mean of 2 SOC matches via BLS
6222,6222,Fiskere,0.2807017543859649,0.2878992352676563,1_bls_xwalk,high,mean of 1 SOC matches via BLS
6224,6224,Fangstfolk,0.2807017543859649,0.2878992352676563,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7112,7112,Murere,0.0192307692307692,0.019723865877712,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7113,7113,Steinhoggere mv.,0.0208333333333333,0.021367521367521333,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7114,7114,Betongarbeidere,0.013888888888888867,0.014245014245014223,1_bls_xwalk,high,mean of 3 SOC matches via BLS
7115,7115,Tømrere og snekkere,0.1444444444444444,0.1481481481481481,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7119,7119,Andre bygningsarbeidere,0.10377005789909013,0.10643082861445143,1_bls_xwalk,high,mean of 5 SOC matches via BLS
7121,7121,Taktekkere,0.04,0.041025641025641026,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7122,7122,Gulv- og flisleggere,0.05535714285714285,0.05677655677655677,1_bls_xwalk,high,mean of 4 SOC matches via BLS
7123,7123,Gips- og sparklingsarbeidere,0.0395299145299145,0.04054350208196359,1_bls_xwalk,high,mean of 3 SOC matches via BLS
7124,7124,Isolatører mv.,0.0477272727272727,0.048951048951048924,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7125,7125,Glassarbeidere,0.0833333333333333,0.08547008547008544,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7126,7126,Rørleggere og VVS-montører,0.062115541790338506,0.06370824799009078,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7127,7127,Kuldemontører mv.,0.2577597840755735,0.2643690093082805,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7131,7131,Malere og byggtapetserere,0.042084942084942054,0.04316404316404313,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7132,7132,Overflatebehandlere og lakkerere,0.0,0.0,2_manual_override,medium,"manual → SOC 51-9123: Overflatebehandlere og lakkerere → Painting, Coating, and Decorating Workers (SOC 51-9123)."
7133,7133,"Feiere, fasaderenholdere mv.",0.0,0.0,2_manual_override,medium,"manual → SOC 37-2011: Feiere, fasaderenholdere — chimney sweeps and facade cleaners. SOC 37-2011 'Janitors and Cleaners'."
7211,7211,Støpere,0.04069767441860465,0.0417412045319022,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7212,7212,Sveisere,0.07820855614973254,0.08021390374331543,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7213,7213,Kopper- og blikkenslagere,0.0755090955319788,0.07744522618664493,1_bls_xwalk,high,mean of 3 SOC matches via BLS
7214,7214,Platearbeidere,0.04090909090909087,0.04195804195804192,1_bls_xwalk,high,mean of 3 SOC matches via BLS
7215,7215,Riggere og spleisere,0.0,0.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7221,7221,Smeder,0.0416666666666666,0.042735042735042666,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7222,7222,"Verktøymaker, låsesmeder mv.",0.14227980364656378,0.14592800374006543,1_bls_xwalk,high,mean of 5 SOC matches via BLS
7223,7223,Metalldreiere mv.,0.10837173606111779,0.11115049852422337,1_bls_xwalk,high,mean of 10 SOC matches via BLS
7224,7224,Metallslipere,0.0345238095238095,0.03540903540903538,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7231,7231,Bilmekanikere,0.08507283496645197,0.08725418970918151,1_bls_xwalk,high,mean of 10 SOC matches via BLS
7232,7232,Mekanikere innen flytekniske fag,0.2722923842326827,0.27927424023864894,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7233,7233,Anleggsmaskin- og industrimekanikere,0.1338537001931111,0.13728584635190882,1_bls_xwalk,high,mean of 9 SOC matches via BLS
7234,7234,Sykkelreparatører mv.,0.25685234305923954,0.26343830057357903,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7311,7311,Presisjonsinstrumentmakere og -reparatører,0.28832167832167827,0.29571454186838797,1_bls_xwalk,high,mean of 4 SOC matches via BLS
7312,7312,Musikkinstrumentmakere og -stemmere,0.21493212669683254,0.2204432068685462,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7313,7313,"Gull- og sølvsmeder, gravører mv.",0.2053571428571428,0.21062271062271057,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7314,7314,Keramikere mv.,0.10850938167279993,0.11129167351056403,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7315,7315,Glasshåndverkere,0.053273417403852164,0.0546394024654894,1_bls_xwalk,high,mean of 3 SOC matches via BLS
7316,7316,Dekormalere mv.,0.06818181818181815,0.0699300699300699,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7317,7317,Kunsthåndverkere i tre mv.,0.2586206896551724,0.2652519893899204,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7318,7318,"Vevere, strikkere mv. (innen husflidsproduksjon)",0.0588235294117647,0.060331825037707384,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7319,7319,Andre kunsthåndverkere,0.2586206896551724,0.2652519893899204,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7321,7321,Førtrykkere,0.5413306451612903,0.5552109181141439,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7322,7322,Trykkere,0.2875,0.2948717948717949,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7323,7323,Innbindere mv.,0.0897435897435897,0.09204470742932278,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7411,7411,Elektrikere,0.12817073170731705,0.13145716072545338,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7412,7412,Automatikere,0.19919437512554916,0.20430192320569146,1_bls_xwalk,high,mean of 13 SOC matches via BLS
7413,7413,Energimontører,0.2051282051282051,0.21038790269559499,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7421,7421,Serviceelektronikere,0.29599461762727064,0.3035842232074571,1_bls_xwalk,high,mean of 7 SOC matches via BLS
7422,7422,Tele- og IKT-installatører,0.23933449203857363,0.24547127388571655,1_bls_xwalk,high,mean of 7 SOC matches via BLS
7511,7511,"Slaktere, fiskehandlere mv.",0.0495614035087719,0.050832208726945535,1_bls_xwalk,high,mean of 4 SOC matches via BLS
7512,7512,"Bakere, konditorer mv.",0.2647058823529412,0.2714932126696833,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7513,7513,Ystere mv. (gårdsproduksjon),0.12912087912087905,0.13243167089320929,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7514,7514,"Saftere, syltere mv. (gårdsproduksjon)",0.1290322580645161,0.1323407775020678,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7515,7515,Prøvesmakere og kvalitetsbedømmere av mat og drikke,0.1958333333333333,0.20085470085470084,1_bls_xwalk,high,mean of 2 SOC matches via BLS
7522,7522,Møbelsnekkere,0.139118724412842,0.14268587119265846,1_bls_xwalk,high,mean of 4 SOC matches via BLS
7531,7531,"Skreddere, buntmakere mv.",0.0909090909090909,0.09324009324009323,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7532,7532,Gradører,0.20982142857142858,0.21520146520146521,1_bls_xwalk,high,mean of 3 SOC matches via BLS
7534,7534,Møbeltapetserere mv.,0.1911764705882352,0.19607843137254893,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7535,7535,Skinnberedere og garvere,0.1,0.10256410256410257,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7536,7536,Skomakere,0.0588235294117647,0.060331825037707384,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7541,7541,Yrkesdykkere,0.0666666666666666,0.0683760683760683,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7542,7542,Skytebaser og sprengningsarbeidere,0.205312049062049,0.2105764605764605,3_isco3_fallback,low,"3-digit ISCO 754 aggregate, 7 SOCs"
7543,7543,Produkttestere (ikke matprodukter),0.4166666666666666,0.4273504273504273,1_bls_xwalk,high,mean of 1 SOC matches via BLS
7544,7544,Desinfeksjonsarbeidere og skadedyrbekjempere,0.22003367003367,0.2256755590088923,1_bls_xwalk,high,mean of 3 SOC matches via BLS
7549,7549,Andre håndverkere,0.14687499999999995,0.1506410256410256,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8111,8111,Bergfagarbeidere,0.03846153846153845,0.03944773175542405,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8112,8112,Prosessoperatører (oppredning),0.10668563300142245,0.10942116205274098,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8113,8113,Operatører innen boring mv.,0.023429541595925276,0.024030299072743875,1_bls_xwalk,high,mean of 5 SOC matches via BLS
8114,8114,Operatører innen produksjon av betong mv.,0.09549890799890798,0.09794759794759793,1_bls_xwalk,high,mean of 4 SOC matches via BLS
8121,8121,Operatører innen metallurgiske prosessfag,0.09558823529411761,0.09803921568627448,1_bls_xwalk,high,mean of 5 SOC matches via BLS
8122,8122,Operatører innen metallflatebehandling,0.1047149122807017,0.10739991003148894,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8131,8131,Operatører innen kjemisk industri,0.09649287910157471,0.09896705548879457,1_bls_xwalk,high,mean of 3 SOC matches via BLS
8132,8132,Operatører innen produksjon av fotofilm og -papir mv.,0.38,0.38974358974358975,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8141,8141,Operatører innen produksjon av gummiprodukter,0.08078313700596308,0.08285449949329547,1_bls_xwalk,high,mean of 5 SOC matches via BLS
8142,8142,Operatører innen plastprodukter,0.10077199856683863,0.10335589596598835,1_bls_xwalk,high,mean of 11 SOC matches via BLS
8143,8143,Operatører innen papirprodukter,0.032258064516129,0.03308519437551692,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8151,8151,Spinne- og nøstemaskinoperatører,0.0857142857142857,0.0879120879120879,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8152,8152,Operatører innen tekstilproduksjon mv.,0.15625,0.16025641025641027,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8153,8153,Industrisyere,0.0813953488372093,0.0834824090638044,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8154,8154,Operatører innen tekstilbearbeiding,0.1578947368421052,0.16194331983805663,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8155,8155,"Operatører innen pels, skinn- og lærbearbeiding",0.1911764705882352,0.19607843137254893,2_manual_override,medium,"manual → SOC 51-6093: Operatører innen pels, skinn- og lærbearbeiding → Upholsterers / Leather workers. SOC 51-6093 'Upholsterers'."
8156,8156,Operatører innen skinn og lærprodukter,0.0869565217391304,0.08918617614269786,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8157,8157,Renseri- og vaskerimaskinoperatører,0.05,0.05128205128205129,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8159,8159,"Andre operatører innen produksjon av tekstiler, pels, skinn og lær",0.1030351488554551,0.10567707574918472,3_isco3_fallback,low,"3-digit ISCO 815 aggregate, 6 SOCs"
8160,8160,Operatører innen næringsmiddelproduksjon,0.0932167080231596,0.09560688002375343,1_bls_xwalk,high,mean of 5 SOC matches via BLS
8171,8171,Operatører innen treforedling,0.0526315789473684,0.053981106612685535,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8172,8172,Operatører innen trelastproduksjon,0.0588235294117647,0.060331825037707384,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8181,8181,Operatører innen glass- og keramisk produksjon,0.08967899501882509,0.0919784564295642,1_bls_xwalk,high,mean of 6 SOC matches via BLS
8182,8182,Fyrkjele- og turbinoperatører,0.1627906976744186,0.1669648181276088,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8183,8183,"Pakke-, tappe- og etikettmaskinoperatører",0.0,0.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8189,8189,Andre stasjonære maskinoperatører,0.12058485122358173,0.12367677048572485,1_bls_xwalk,high,mean of 4 SOC matches via BLS
8211,8211,Montører av mekaniske produkter,0.0601190476190476,0.06166056166056164,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8212,8212,Montører av elektriske og elektroniske produkter,0.1250485625485625,0.1282549359472436,1_bls_xwalk,high,mean of 4 SOC matches via BLS
8219,8219,Andre montører,0.2352941176470588,0.24132730015082954,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8311,8311,Lokomotiv og T-baneførere,0.29978354978354976,0.30747030747030746,1_bls_xwalk,high,mean of 3 SOC matches via BLS
8312,8312,Skiftekonduktører mv,0.2777777777777778,0.2849002849002849,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8322,8322,"Bil-, drosje- og varebilførere",0.2632090132090132,0.26995796226565455,1_bls_xwalk,high,mean of 3 SOC matches via BLS
8331,8331,Bussjåfører og trikkeførere,0.4090909090909091,0.41958041958041964,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8332,8332,Lastebil- og trailersjåfører,0.2788461538461538,0.2859960552268244,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8341,8341,Jordbruks- og skogbruksmaskinførere,0.09375,0.09615384615384616,1_bls_xwalk,high,mean of 2 SOC matches via BLS
8342,8342,Anleggsmaskinførere,0.013586956521739125,0.013935340022296539,1_bls_xwalk,high,mean of 4 SOC matches via BLS
8343,8343,Kran- og heisførere mv.,0.17036581839213416,0.1747341727098812,1_bls_xwalk,high,mean of 4 SOC matches via BLS
8344,8344,Truckførere,0.03125,0.032051282051282055,1_bls_xwalk,high,mean of 1 SOC matches via BLS
8350,8350,Dekks- og maskinmannskap (skip),0.02127659574468085,0.02182214948172395,1_bls_xwalk,high,mean of 2 SOC matches via BLS
9111,9111,Renholdere i private hjem,0.0,0.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9112,9112,Renholdere i bedrifter,0.027777777777777766,0.028490028490028477,1_bls_xwalk,high,mean of 3 SOC matches via BLS
9122,9122,Bilvaskere,0.0833333333333333,0.08547008547008544,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9123,9123,Vinduspussere,0.0,0.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9129,9129,Andre rengjørere,0.078125,0.08012820512820513,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9211,9211,Hjelpearbeidere i nyttevekstproduksjon,0.1428571428571428,0.14652014652014647,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9212,9212,Hjelpearbeidere i husdyrproduksjon,0.0625,0.06410256410256411,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9213,9213,Hjelpearbeidere i kombinasjonsbruk,0.1026785714285714,0.10531135531135528,1_bls_xwalk,high,mean of 2 SOC matches via BLS
9214,9214,Hjelpearbeidere i gartneri mv.,0.08362369337979089,0.08576789064593938,1_bls_xwalk,high,mean of 2 SOC matches via BLS
9215,9215,Hjelpearbeidere i skogbruk,0.0434782608695652,0.04459308807134893,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9216,9216,Hjelpearbeidere innen havbruk,0.0625,0.06410256410256411,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9311,9311,Hjelpearbeidere i bergverk,0.0,0.0,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9312,9312,Hjelpearbeidere i anlegg,0.00806451612903225,0.00827129859387923,1_bls_xwalk,high,mean of 2 SOC matches via BLS
9313,9313,Hjelpearbeidere i bygg,0.01062717770034843,0.0108996694362548,1_bls_xwalk,high,mean of 7 SOC matches via BLS
9321,9321,Håndpakkere mv.,0.1,0.10256410256410257,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9329,9329,Andre hjelpearbeidere i industri,0.06581906016688623,0.06750672837629357,1_bls_xwalk,high,mean of 3 SOC matches via BLS
9331,9331,Førere av ikke-motorisert kjøretøy,0.3103448275862069,0.31830238726790455,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9333,9333,Laste- og lossearbeidere,0.05163561076604553,0.052959600785687726,1_bls_xwalk,high,mean of 2 SOC matches via BLS
9334,9334,Varepåfyllere,0.1818181818181818,0.18648018648018647,2_manual_override,medium,manual → SOC 53-7065: Override prior row: Varepåfyllere → Stockers and Order Fillers (SOC 53-7065) — better functional match.
9412,9412,Kjøkkenassistenter,0.012345679012345666,0.012662234884457094,1_bls_xwalk,high,mean of 3 SOC matches via BLS
9510,9510,Reklamedistributører mv.,0.2608695652173913,0.26755852842809363,2_manual_override,low,"manual → SOC 41-9091: Reklamedistributører — leaflet/advertising distributors. SOC 41-9091 'Door-to-Door Sales Workers, News and Street Vendor"
9611,9611,Renovasjonsarbeidere,0.1964285714285714,0.20146520146520144,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9612,9612,Gjenvinningsarbeidere,0.1964285714285714,0.20146520146520144,1_bls_xwalk,high,mean of 1 SOC matches via BLS
9613,9613,Gatefeiere mv.,0.0,0.0,2_manual_override,medium,manual → SOC 37-2011: Gatefeiere — street sweepers. SOC 37-2011 'Janitors and Cleaners' (closest broad cleaning category).
9621,9621,Bud mv.,0.2292464878671775,0.23512460294069487,1_bls_xwalk,high,mean of 2 SOC matches via BLS
9622,9622,Altmuligmann,0.12675521821631877,0.1300053520167372,1_bls_xwalk,high,mean of 3 SOC matches via BLS
9623,9623,Måleravlesere mv.,0.37946428571428564,0.38919413919413914,1_bls_xwalk,high,mean of 2 SOC matches via BLS
9629,9629,Andre hjelpearbeidere,0.14157455447778025,0.14520467125926179,1_bls_xwalk,high,mean of 5 SOC matches via BLS
