age_bin,ai_q,k,coef,se,n_obs,n_occ
2,2,33,0.0176519365842647,0.0384540372560981,24428,394
2,2,34,0.0240401718020582,0.0367875920574856,24428,394
2,2,35,0.0233335895421918,0.0369948887411103,24428,394
2,2,36,0.028791306519945,0.0377868869398049,24428,394
2,2,37,0.0494353135799317,0.0404543267939253,24428,394
2,2,38,0.0389713186827365,0.0415600308398021,24428,394
2,2,39,0.0408686033643234,0.0424291104078258,24428,394
2,3,-22,0.0440810117157167,0.0264430976420068,24428,394
2,3,-21,0.03936783668778,0.0249964348425373,24428,394
2,3,-20,0.0347920771918512,0.0240625187742561,24428,394
2,3,-19,0.0337074150002311,0.0227786413925589,24428,394
2,3,-18,0.0319031935740209,0.0236260232799589,24428,394
2,3,-17,0.0234273555486852,0.0219337993995131,24428,394
2,3,-16,0.00442986188448583,0.0237672185597289,24428,394
2,3,-15,-0.00646954732881886,0.0254678613051556,24428,394
2,3,-14,-0.00265075327211142,0.0178564138645709,24428,394
2,3,-13,0.00199457179233933,0.0154497214247084,24428,394
2,3,-12,0.00655459378515798,0.0152411640124552,24428,394
2,3,-11,0.0179395446467314,0.0165271242059225,24428,394
2,3,-10,0.0325140503828466,0.0200875968352837,24428,394
2,3,-9,0.0266036807277576,0.0156520560278786,24428,394
2,3,-8,0.0217268754123285,0.0142287110779825,24428,394
2,3,-7,0.0143057071426311,0.0135717572570506,24428,394
2,3,-6,0.00421001156669657,0.0136037458577076,24428,394
2,3,-5,-0.0053030035541669,0.0141375839922929,24428,394
2,3,-4,-0.0182305684219152,0.0148735399676988,24428,394
2,3,-3,-0.0265779303466662,0.0161153492689135,24428,394
2,3,-2,-0.0101732354966811,0.00810527046635568,24428,394
2,3,-1,0,0,24428,394
2,3,0,0.0082710812871341,0.00390271072074764,24428,394
2,3,1,0.0148521669425452,0.007928928983079,24428,394
2,3,2,0.0344555297194768,0.0121207922866356,24428,394
2,3,3,0.0276610234869758,0.0135652557318413,24428,394
2,3,4,0.0277401239561258,0.0146507020681319,24428,394
2,3,5,0.0229658601195033,0.0136902634845565,24428,394
2,3,6,0.0197586999707762,0.0127912177484856,24428,394
2,3,7,0.0177011510406278,0.0108597232735194,24428,394
2,3,8,0.00625425947500489,0.0124461601735019,24428,394
2,3,9,-0.00610311658497731,0.0170176310183806,24428,394
2,3,10,0.00661722535794602,0.0167232360415197,24428,394
2,3,11,0.0225777188308441,0.0187643470395289,24428,394
2,3,12,0.0303615920256655,0.0197515413776716,24428,394
2,3,13,0.0451384458522781,0.0211876552445413,24428,394
2,3,14,0.0595491080047886,0.025609775337202,24428,394
2,3,15,0.0514664547260821,0.0283515684837991,24428,394
2,3,16,0.0581758589551798,0.0294706673837923,24428,394
2,3,17,0.051915427321794,0.0276849067187347,24428,394
2,3,18,0.0471625245890824,0.0255849752292769,24428,394
2,3,19,0.0404380656189636,0.0240800368861017,24428,394
2,3,20,0.0348152879460912,0.0251655675276161,24428,394
2,3,21,0.0220271930356715,0.0263255775391303,24428,394
2,3,22,0.0328536260621504,0.0290550887380883,24428,394
2,3,23,0.0434534887835998,0.0300402524709719,24428,394
2,3,24,0.0553356195077503,0.0320417514680788,24428,394
2,3,25,0.0778282735047447,0.0349419625152652,24428,394
2,3,26,0.0909309082485677,0.0383508943492742,24428,394
2,3,27,0.0921323137353271,0.0400153929709379,24428,394
2,3,28,0.0883173309115999,0.0383012992849922,24428,394
2,3,29,0.079560737250297,0.0369784478072546,24428,394
2,3,30,0.0608441210099881,0.0322005640253651,24428,394
2,3,31,0.0609609858843145,0.0308743412333534,24428,394
2,3,32,0.0509120128263786,0.0317908541790299,24428,394
2,3,33,0.0370702910569815,0.0340316276046382,24428,394
2,3,34,0.0538462455342356,0.0356651650066168,24428,394
2,3,35,0.0604623819128322,0.0355269673980373,24428,394
2,3,36,0.0708443706896583,0.0356277605415516,24428,394
2,3,37,0.0805047184252481,0.0346501786318852,24428,394
2,3,38,0.090233086644578,0.0361959053567423,24428,394
2,3,39,0.0909404624317678,0.0388789915313723,24428,394
2,4,-22,-0.0420935329337597,0.0306579811343939,24428,394
2,4,-21,-0.0265316762366593,0.0316650718591357,24428,394
2,4,-20,-0.0270444438191819,0.0318371577327816,24428,394
2,4,-19,-0.0290199832439451,0.0316823537394116,24428,394
2,4,-18,-0.0423236651186449,0.0299955236522062,24428,394
2,4,-17,-0.0550558130378586,0.0234033674257054,24428,394
2,4,-16,-0.0684801698071847,0.0260467647918191,24428,394
2,4,-15,-0.0660661819000169,0.0261642810997462,24428,394
2,4,-14,-0.0499465552739247,0.0196935533983351,24428,394
2,4,-13,-0.0387245071344335,0.0174755685516026,24428,394
2,4,-12,-0.0343169213101327,0.0173439761293644,24428,394
2,4,-11,-0.0231740928767692,0.0177386530463561,24428,394
2,4,-10,-0.0141216051846369,0.0200424701468637,24428,394
2,4,-9,-0.00740911075905819,0.018195620089296,24428,394
2,4,-8,-0.0130502532414376,0.0157995560452167,24428,394
2,4,-7,-0.0192705503607499,0.0133113303527772,24428,394
2,4,-6,-0.0285447010306732,0.0108180777008368,24428,394
2,4,-5,-0.0420843243541997,0.0112951841419136,24428,394
2,4,-4,-0.0481466756883362,0.0216444027065784,24428,394
2,4,-3,-0.0412243028292965,0.0216559150459354,24428,394
2,4,-2,-0.0234500798504745,0.0108924018819742,24428,394
2,4,-1,0,0,24428,394
2,4,0,0.0103218593678167,0.00467793803061299,24428,394
