age_bin,ai_q,k,coef,se,n_obs,n_occ
1,2,25,0.06823223136750185,0.03771605100773848,24366,393
1,2,26,0.08363187965565172,0.03629330805669986,24366,393
1,2,27,0.07927283831230994,0.03943428660278629,24366,393
1,2,28,0.069491921421276,0.04354031485329018,24366,393
1,2,29,0.07430262962249236,0.04363630005006967,24366,393
1,2,30,0.06721880511991672,0.03933349940071397,24366,393
1,2,31,0.09035415882649485,0.040614018054677924,24366,393
1,2,32,0.08201025453970943,0.05051134426829925,24366,393
1,2,33,0.06002034917650399,0.05974601376911753,24366,393
1,2,34,0.06124081557632531,0.03883267204586515,24366,393
1,2,35,0.04838637883129801,0.03869032779829191,24366,393
1,2,36,0.0629871210885489,0.04509498687865158,24366,393
1,2,37,0.08443013697619305,0.049114913914495115,24366,393
1,2,38,0.09168284035839754,0.04310613972883542,24366,393
1,2,39,0.09035702600142335,0.0467031065558515,24366,393
1,3,-22,0.09252862986930789,0.06171911321884419,24366,393
1,3,-21,0.0641126451989606,0.05303993589062868,24366,393
1,3,-20,0.0586641479575856,0.05138273745168131,24366,393
1,3,-19,0.04298923072445364,0.049667218976374536,24366,393
1,3,-18,0.03792516811597033,0.05416476895996383,24366,393
1,3,-17,0.037846889472972815,0.056275353424162886,24366,393
1,3,-16,0.015520145136753571,0.05354242649904706,24366,393
1,3,-15,-0.01914555567356536,0.06502838829633387,24366,393
1,3,-14,-0.0022322455308605824,0.03629054152280017,24366,393
1,3,-13,0.016543973759329353,0.02352254027301336,24366,393
1,3,-12,0.02612141479298382,0.02547610810955365,24366,393
1,3,-11,0.053930616698502944,0.03076222292261297,24366,393
1,3,-10,0.059333407504013246,0.04793104239562374,24366,393
1,3,-9,0.0400181664781459,0.03332622607521208,24366,393
1,3,-8,0.03286195031570401,0.03184582871526517,24366,393
1,3,-7,0.025604229046802856,0.03644664008427599,24366,393
1,3,-6,0.011980535735211304,0.040094129938588866,24366,393
1,3,-5,0.007924304711492072,0.04064926860537019,24366,393
1,3,-4,-0.014599874344423105,0.03497340321551725,24366,393
1,3,-3,-0.047461475821665114,0.04728921781643747,24366,393
1,3,-2,-0.027857302997280422,0.021876558366042517,24366,393
1,3,-1,0.0,0.0,24366,393
1,3,0,0.022696846219152935,0.008641471752276178,24366,393
1,3,1,0.040246752916966895,0.01615912075167716,24366,393
1,3,2,0.0521350554968216,0.02431067919480979,24366,393
1,3,3,0.041782532866896156,0.02231106540504055,24366,393
1,3,4,0.03660951382331299,0.025185172392906952,24366,393
1,3,5,0.03373508521196807,0.026076849050970147,24366,393
1,3,6,0.03192811871474616,0.028550849590959534,24366,393
1,3,7,0.036531008510151744,0.026176821070391446,24366,393
