sector,age_group,ai_q,k,coef,se,n_obs,n_occ
1,2,2,17,-0.0139337497767862,0.0277527865294926,22072,356
1,2,2,18,-0.0166150387843452,0.0264823266610507,22072,356
1,2,2,19,-0.05213105948917,0.0209289242180742,22072,356
1,2,2,20,-0.019768136533558,0.020311391095545,22072,356
1,2,2,21,-0.0353755016397277,0.0186841087616643,22072,356
1,2,2,22,-0.0329040431546631,0.0200690673587145,22072,356
1,2,2,23,-0.0270893042379706,0.0274497183284446,22072,356
1,2,2,24,-0.0222117460205856,0.0287139301153047,22072,356
1,2,2,25,0.00649382972602997,0.0507312608830416,22072,356
1,2,2,26,-0.00403731126569311,0.050250943551852,22072,356
1,2,2,27,0.00240555482806416,0.0510659958723004,22072,356
1,2,2,28,0.00871378053067189,0.0537866610714887,22072,356
1,2,2,29,0.00953099680450759,0.054059670574303,22072,356
1,2,2,30,-0.0345251203373966,0.0394364610611262,22072,356
1,2,2,31,-0.0660256523659297,0.0265150629208131,22072,356
1,2,2,32,-0.0400663658543694,0.0324495037811867,22072,356
1,2,2,33,-0.0504838054063694,0.0291132533000708,22072,356
1,2,2,34,-0.0380225896331875,0.0363565063560935,22072,356
1,2,2,35,-0.0374101427805847,0.0448034582167329,22072,356
1,2,2,36,-0.0303234335440858,0.0450449095176389,22072,356
1,2,2,37,-0.0249231725199933,0.0485621542003295,22072,356
1,2,2,38,-0.0376191558965835,0.0449988710983805,22072,356
1,2,2,39,-0.0300260333290522,0.048437486017816,22072,356
1,2,3,-22,0.0163104942550274,0.0263904284452748,22072,356
1,2,3,-21,0.0214888079521626,0.0276482018756357,22072,356
1,2,3,-20,0.0212108119707163,0.0250559792806646,22072,356
1,2,3,-19,0.0166382449533638,0.0235392656301761,22072,356
1,2,3,-18,0.00867816110532282,0.0226384479556942,22072,356
1,2,3,-17,0.00492378934171749,0.0197985721631802,22072,356
1,2,3,-16,0.000286674629626435,0.0174454755374773,22072,356
1,2,3,-15,-0.0105908577322111,0.0190524801540033,22072,356
1,2,3,-14,-0.0098035699006629,0.0159457138820866,22072,356
1,2,3,-13,0.00564216066771606,0.0158351047013806,22072,356
1,2,3,-12,0.00842319571208914,0.0144512287907194,22072,356
1,2,3,-11,0.00191109238601499,0.0138401725177784,22072,356
1,2,3,-10,0.00156205721135658,0.0101635412496129,22072,356
1,2,3,-9,0.00601093467207581,0.0122435784773182,22072,356
1,2,3,-8,0.00863459257373178,0.0135945560606523,22072,356
1,2,3,-7,0.00452345366925037,0.0134919193693221,22072,356
1,2,3,-6,0.00352614109376116,0.0111522312918119,22072,356
1,2,3,-5,-0.00222948653216894,0.01156466732393,22072,356
1,2,3,-4,-0.00475213451278071,0.00679209293107415,22072,356
1,2,3,-3,-0.0198735803446587,0.0108245850263843,22072,356
1,2,3,-2,-0.0195105362425281,0.00567707887653498,22072,356
1,2,3,0,0.000627335352321998,0.00371026706680079,22072,356
1,2,3,1,-0.00366996450965432,0.0060027671810221,22072,356
1,2,3,2,0.0114382783766234,0.00792098194897724,22072,356
1,2,3,3,0.00788076916935222,0.0086436420951597,22072,356
1,2,3,4,0.0120612391778143,0.010280195242689,22072,356
1,2,3,5,0.0118854213496261,0.00929627179779599,22072,356
1,2,3,6,0.00713773587658358,0.00861378081437674,22072,356
1,2,3,7,0.00190192696561541,0.0118555772582817,22072,356
1,2,3,8,0.00961653281668296,0.0101467154603142,22072,356
1,2,3,9,0.00241935105671502,0.0129652597711903,22072,356
1,2,3,10,0.00078138499901502,0.010826509982053,22072,356
1,2,3,11,0.0108966929337716,0.012887126420442,22072,356
1,2,3,12,0.0124331957806861,0.0122365917019754,22072,356
1,2,3,13,0.0124983516340638,0.0139192478431249,22072,356
1,2,3,14,0.0215324548105929,0.017506440711126,22072,356
1,2,3,15,0.0217672107659855,0.017456608216883,22072,356
1,2,3,16,0.0229412115179469,0.0180706804342343,22072,356
1,2,3,17,0.0182550474613281,0.01993284384933,22072,356
1,2,3,18,0.0147976225700496,0.0208269878909255,22072,356
1,2,3,19,0.00842441698177944,0.0216536084968716,22072,356
1,2,3,20,0.00888625364820254,0.0208108474796409,22072,356
1,2,3,21,0.00225167545141466,0.0210216337686026,22072,356
1,2,3,22,0.00340135501680584,0.0207965902521551,22072,356
1,2,3,23,0.0120754294976195,0.0210733703145277,22072,356
1,2,3,24,0.00965709014308556,0.0207252456373418,22072,356
1,2,3,25,0.0448370522482889,0.0438062580444377,22072,356
1,2,3,26,0.048043931748703,0.0460905902231085,22072,356
1,2,3,27,0.0468771666620685,0.0449966466852601,22072,356
1,2,3,28,0.0564474432277811,0.0456744347932088,22072,356
1,2,3,29,0.0524602991527539,0.0464503685609768,22072,356
1,2,3,30,0.0150633790187851,0.0273583951861896,22072,356
1,2,3,31,0.0136242097024719,0.0294517130926471,22072,356
1,2,3,32,0.0130727406106989,0.0297750175993996,22072,356
1,2,3,33,0.00461201075217019,0.0322159445932396,22072,356
1,2,3,34,0.0161069480187861,0.0321642343313247,22072,356
1,2,3,35,0.0161619212439444,0.0331787917102457,22072,356
1,2,3,36,0.0258058586122419,0.0321493290576121,22072,356
1,2,3,37,0.0296939855785704,0.0331040424484849,22072,356
1,2,3,38,0.0352188501965334,0.0359972703913826,22072,356
1,2,3,39,0.0376079336301091,0.0351694135804899,22072,356
1,2,4,-22,-0.0111095810786786,0.028316368494158,22072,356
1,2,4,-21,-0.00707114919933362,0.0280280119712434,22072,356
1,2,4,-20,-0.00429789237129974,0.0254714755973982,22072,356
1,2,4,-19,-0.0104443320482357,0.0234571666701787,22072,356
1,2,4,-18,-0.0186871664304382,0.0229530632927365,22072,356
1,2,4,-17,-0.0262088166710351,0.0202013793637815,22072,356
1,2,4,-16,-0.0402586765721721,0.0220890377314763,22072,356
1,2,4,-15,-0.0218678076880089,0.0196360333621627,22072,356
1,2,4,-14,-0.0309280745205079,0.0182987729656915,22072,356
1,2,4,-13,-0.0157463777319389,0.0149628530197168,22072,356
1,2,4,-12,-0.00671045563003091,0.0136360927068226,22072,356
1,2,4,-11,-0.0177400162860892,0.0128211332642822,22072,356
1,2,4,-10,-0.0175855268710704,0.00944354848167112,22072,356
1,2,4,-9,-0.00889332571486666,0.0113544306832327,22072,356
1,2,4,-8,-0.00624662151909444,0.0134636211871086,22072,356
1,2,4,-7,-0.00961108768860339,0.0127435040481747,22072,356
1,2,4,-6,-0.00941453264421559,0.00991452058878293,22072,356
1,2,4,-5,-0.0221366320411435,0.016579524131413,22072,356
1,2,4,-4,-0.0242448151999277,0.00992229307205567,22072,356
1,2,4,-3,-0.0219599319740531,0.0134566096682581,22072,356
1,2,4,-2,-0.0332199093857901,0.00844348312453664,22072,356
1,2,4,0,-0.00112642602261981,0.00340494873393536,22072,356
1,2,4,1,-0.00573895876416729,0.00577335336864194,22072,356
1,2,4,2,-0.00920653685155504,0.00847771554309081,22072,356
1,2,4,3,-0.0107560907105649,0.00883401934834816,22072,356
1,2,4,4,-0.0113979549104835,0.00816624963094337,22072,356
1,2,4,5,-0.00521064203783533,0.00810136683498906,22072,356
1,2,4,6,-0.0112834649322245,0.00876338817326092,22072,356
1,2,4,7,-0.0280817027051838,0.0142536936965936,22072,356
1,2,4,8,-0.016312977220973,0.0184484560849909,22072,356
1,2,4,9,-0.000279260315702079,0.0205895502938182,22072,356
1,2,4,10,-0.00874270176374316,0.0192705919901558,22072,356
1,2,4,11,-0.00120942548755136,0.0200519222205187,22072,356
1,2,4,12,-0.000171242307670724,0.0195152167131974,22072,356
1,2,4,13,-0.00589673465256162,0.0191936483020503,22072,356
1,2,4,14,-0.000779239619380229,0.0274678307385739,22072,356
1,2,4,15,0.0028521515814343,0.0269632763094621,22072,356
1,2,4,16,0.00219016122310724,0.0264601478833675,22072,356
1,2,4,17,0.00240000439246048,0.0285815768279822,22072,356
1,2,4,18,-0.00104757088618615,0.0318333990638979,22072,356
1,2,4,19,-0.0118565723539211,0.027288587168004,22072,356
1,2,4,20,-0.0213079817853066,0.0427441844374916,22072,356
1,2,4,21,0.00157768573343196,0.0427439100984099,22072,356
1,2,4,22,-0.0092186852777046,0.0421760208008257,22072,356
1,2,4,23,0.00250216245227797,0.0432622659952975,22072,356
1,2,4,24,0.00198312893305599,0.0418872041326343,22072,356
1,2,4,25,0.0069489249787535,0.0561969364382269,22072,356
1,2,4,26,0.013242110330534,0.0625072242020879,22072,356
1,2,4,27,0.0130913641101969,0.0604059636209928,22072,356
1,2,4,28,0.0273615781788037,0.0613614414433538,22072,356
1,2,4,29,0.0148405355980592,0.0635225664872688,22072,356
1,2,4,30,-0.0202725279622275,0.0565230541722788,22072,356
1,2,4,31,-0.029812690132176,0.0513078480981311,22072,356
1,2,4,32,-0.0366692195535682,0.064346298876925,22072,356
1,2,4,33,-0.0149430531519795,0.065935807648873,22072,356
1,2,4,34,-0.0117483386372363,0.0636095155850015,22072,356
1,2,4,35,-0.00918135858462753,0.062648509376085,22072,356
1,2,4,36,-0.00442563847133835,0.0618758324577193,22072,356
1,2,4,37,-0.00702832701759736,0.0621440357600755,22072,356
1,2,4,38,-0.00301714926573354,0.0718950416490955,22072,356
1,2,4,39,0.00686211376549503,0.0679570687183565,22072,356
1,2,5,-22,-0.0153166870232127,0.03764963779576,22072,356
1,2,5,-21,-0.0129749308926156,0.0367633595333459,22072,356
1,2,5,-20,-0.00958155051297069,0.0344679730843588,22072,356
1,2,5,-19,-0.00510615965710681,0.0324467516099422,22072,356
1,2,5,-18,-0.0107438096062029,0.0299409700293725,22072,356
1,2,5,-17,-0.0184527460609246,0.0257018862236829,22072,356
1,2,5,-16,-0.0288226506052208,0.0226645072788828,22072,356
1,2,5,-15,-0.0154517921371193,0.0227063421775529,22072,356
1,2,5,-14,-0.0231018615620095,0.0210456533923471,22072,356
1,2,5,-13,-0.00357926506059256,0.0242473581526181,22072,356
1,2,5,-12,-0.00589294279679696,0.0150382366455155,22072,356
