age_group,ai_q,k,coef,se,n_obs,n_occ
1,1,-22,-0.084395036881185,0.0822175073246391,20436,393
1,1,-21,-0.0125291869003948,0.0702220012532628,20436,393
1,1,-20,-0.00165637627207733,0.06164024052722,20436,393
1,1,-19,-0.00484673615268777,0.0596936321810307,20436,393
1,1,-18,-0.0107198593468346,0.045620602417869,20436,393
1,1,-17,-0.0310725925032838,0.051722917287666,20436,393
1,1,-16,-0.0491250457080056,0.0625387466398666,20436,393
1,1,-15,-0.0292921971661534,0.056483654385867,20436,393
1,1,-14,-0.0248383939330785,0.0257656157331486,20436,393
1,1,-13,-0.0219552740972912,0.0219393334608442,20436,393
1,1,-12,0.0313826459315905,0.0474886529277497,20436,393
1,1,-11,0.00306627329056478,0.050724261277845,20436,393
1,1,-10,-0.0486800137628361,0.0728989813717859,20436,393
1,1,-9,0.0100007302511856,0.0549199868269247,20436,393
1,1,-8,0.0163927088081664,0.0470807998631142,20436,393
1,1,-7,0.0178035946183082,0.048816343986351,20436,393
1,1,-6,0.0128156284521316,0.0270046226721427,20436,393
1,1,-5,0.0110500722570515,0.0327437298224147,20436,393
1,1,-4,-0.0112888234396158,0.0404840431768502,20436,393
1,1,-3,0.00872194164466445,0.035358729228987,20436,393
1,1,-2,-0.00378660977828198,0.00895681052097654,20436,393
1,1,-1,0,0,20436,393
1,1,0,0.0421705008542736,0.028202332916734,20436,393
1,1,1,0.0257904091583688,0.0302860358446036,20436,393
1,1,2,-0.0274387435340065,0.0426433846999391,20436,393
1,1,3,0.0199866538487792,0.0299340993393592,20436,393
1,1,4,0.0218566837512512,0.0261837353855695,20436,393
1,1,5,0.0221023696263828,0.0266591970061191,20436,393
1,1,6,0.00764194174401587,0.0148272693000478,20436,393
1,1,7,-0.00466523710359739,0.0140811491599886,20436,393
1,1,8,-0.0224691858374992,0.0207761616865588,20436,393
1,1,9,0.008397284011092,0.0131332001383862,20436,393
1,1,10,-0.00456474433340421,0.0237881394380058,20436,393
1,1,11,-0.00248972877143538,0.0217831853085393,20436,393
1,1,12,0.0472043283592098,0.0139100015227924,20436,393
1,1,13,0.0189225685337934,0.0130280984795887,20436,393
1,1,14,-0.0228839646424887,0.0240141597094593,20436,393
1,1,15,0.0226175841851353,0.0127347337077277,20436,393
1,1,16,0.014636820694902,0.0137605403343215,20436,393
1,1,17,0.0160279673349834,0.0136189241390693,20436,393
1,1,18,0.0087224166506104,0.0180889637543205,20436,393
1,1,20,-0.0177259801278501,0.00865567002556973,20436,393
1,1,22,-0.0183480284652686,0.0339638285978767,20436,393
1,1,23,-0.0183727344522915,0.0324920573298173,20436,393
1,1,24,0.0277856962082718,0.00798877597023153,20436,393
1,1,26,-0.0324504432220416,0.0158443620987524,20436,393
1,1,28,0.00125328321773547,0.0050812432214157,20436,393
1,2,-22,-0.20702737181099,0.112768817871967,20436,393
1,2,-21,-0.139323762331775,0.113496926719889,20436,393
1,2,-20,-0.135437480388472,0.115579343123891,20436,393
1,2,-19,-0.141537514690352,0.115577381155247,20436,393
1,2,-18,-0.134202278119976,0.107937341823277,20436,393
1,2,-17,-0.110598403385325,0.0795070671952183,20436,393
1,2,-16,-0.0761502071954882,0.0706240805763299,20436,393
1,2,-15,-0.0661034356454738,0.0633704469761079,20436,393
1,2,-14,-0.0270127544435065,0.0294301648988659,20436,393
1,2,-13,-0.0165537983667539,0.0262156192675337,20436,393
1,2,-12,-0.00668342108654449,0.0582985952502987,20436,393
1,2,-11,-0.0193684315499847,0.0597497715086199,20436,393
1,2,-10,-0.124075453291561,0.0832049868726114,20436,393
1,2,-9,-0.0564689745791956,0.07202261806501,20436,393
1,2,-8,-0.0431785819675532,0.0644626456623321,20436,393
1,2,-7,-0.0308492462234905,0.0616848900962782,20436,393
1,2,-6,-0.0242176705877624,0.0387197402824992,20436,393
1,2,-5,-0.0164981942111956,0.0397479350340879,20436,393
1,2,-4,-0.015006013085974,0.0432984602987144,20436,393
1,2,-3,-0.0172981917716264,0.0430444887257028,20436,393
1,2,-2,0.00316676344623937,0.0118943250178166,20436,393
1,2,-1,0,0,20436,393
1,2,0,-0.0116922836852964,0.0413078599293417,20436,393
1,2,1,0.0169575961463561,0.0399131568125284,20436,393
1,2,2,-0.0654101786258977,0.047553928164849,20436,393
1,2,3,-0.00576361350489997,0.0403323497615316,20436,393
1,2,4,-0.0051054263342102,0.0405262750757147,20436,393
1,2,5,-0.0112198383602757,0.0389432228103979,20436,393
1,2,6,-0.012878036443316,0.0229239491318094,20436,393
1,2,7,-0.0174991137564108,0.0196736555832968,20436,393
1,2,8,-0.00773170164964721,0.0243741674002241,20436,393
1,2,9,-0.0105772950606192,0.0191843967028261,20436,393
1,2,10,0.0138526507447037,0.0285011588295256,20436,393
1,2,11,0.00987607247768775,0.0246357325135921,20436,393
1,2,12,-0.00124715614114682,0.0246903706586053,20436,393
1,2,13,0.0066566480751,0.0196396368772288,20436,393
1,2,14,-0.0476071809551832,0.0260246125299904,20436,393
1,2,15,-0.000197514978322377,0.0205570478422036,20436,393
1,2,16,-0.00455502225462424,0.0224010598372801,20436,393
1,2,17,-0.00232400912852346,0.0193192548007453,20436,393
1,2,18,0.00589933077406652,0.0192099131229825,20436,393
1,2,20,0.0151028711355761,0.0176415128951489,20436,393
1,2,22,0.0142973853873753,0.0454062217089684,20436,393
1,2,23,0.0153133401956092,0.0417791949325192,20436,393
1,2,24,0.00402048663971946,0.0145005263132719,20436,393
1,2,26,-0.0336778703503356,0.0185687091654743,20436,393
1,2,28,-0.00216557441635085,0.00597947397897301,20436,393
1,4,-22,-0.160834549995949,0.0995546303783159,20436,393
1,4,-21,-0.09614264147911,0.085451061078223,20436,393
1,4,-20,-0.0785095834607739,0.0811105047277693,20436,393
1,4,-19,-0.0773919563201497,0.0811137454891087,20436,393
1,4,-18,-0.0595828314285289,0.0773729506808958,20436,393
1,4,-17,-0.13544742738908,0.069226549611713,20436,393
1,4,-16,-0.148632951712172,0.0718610722396147,20436,393
1,4,-15,-0.10498546561432,0.0648764885470459,20436,393
1,4,-14,-0.0703967663257216,0.0302368865459732,20436,393
1,4,-13,-0.0671900018200747,0.0303978779064189,20436,393
1,4,-12,-0.042446922458821,0.0538178248832424,20436,393
